hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
brexit,94,21,8,6,9,19,31
eu,24,3,1,2,8,2,8
ich,14,2,1,2,3,3,3
großbritannien,14,4,2,1,2,3,2
tt,9,0,0,0,0,0,9
europa,8,3,1,0,0,2,2
im,8,6,0,0,0,0,2
the,8,0,3,0,0,1,4
brite,8,2,0,0,5,0,1
bundestag,7,6,1,0,0,0,0
london,7,0,0,1,0,1,5
austausch,7,3,1,0,0,2,1
deutschland,7,1,0,0,2,4,0
mein,7,1,0,1,2,1,2
land,6,0,0,0,3,1,2
europäische,6,2,0,1,1,2,0
zusammenarbeit,6,4,0,0,0,1,1
folge,6,0,1,0,0,3,2
bleiben,6,1,1,1,0,1,2
nordirland,6,1,1,1,1,0,2
to,5,1,1,0,0,2,1
of,5,0,0,0,0,2,3
stellen,5,2,1,1,0,0,1
and,5,1,3,0,0,1,0
are,5,3,2,0,0,0,0
auch,5,1,1,0,0,1,2
uk,5,0,1,0,0,0,4
afd,5,1,1,0,2,0,1
with,5,2,1,0,0,2,0
brauchen,4,0,1,0,0,0,3
this,4,0,1,0,0,3,0
europäisch,4,0,0,0,1,1,2
wichtig,4,3,0,1,0,0,0
impfstoff,4,0,0,0,3,0,1
corona,4,0,0,0,1,1,2
sprechen,4,1,0,0,0,1,2
jahr,4,1,1,0,0,2,0
via,4,0,0,0,2,1,1
tca,4,0,2,0,0,1,1
frei,4,0,0,0,0,0,4
austritt,4,1,0,0,3,0,0
kriegen,4,0,0,1,3,0,0
aber,4,2,0,1,0,0,1
what,3,1,1,0,0,1,0
idee,3,1,0,0,0,2,0
deutsch,3,1,0,0,0,1,1
danken,3,1,0,0,0,2,0
und,3,1,0,0,0,2,0
ep,3,0,2,0,0,0,1
protokoll,3,2,0,0,0,0,1
neu,3,1,1,0,0,1,0
back,3,0,1,0,0,0,2
erasmus,3,1,0,0,0,0,2
be,3,1,0,0,0,1,1
deshalb,3,0,1,0,0,0,2
erfolgen,3,1,0,0,1,0,1
beziehung,3,1,0,0,0,1,1
stehen,3,1,0,0,1,0,1
it,3,1,0,0,0,2,0
jung,3,2,1,0,0,0,0
gemeinsam,3,3,0,0,0,0,0
mensch,3,3,0,0,0,0,0
sagen,3,0,1,0,1,0,1
geben,3,0,0,1,1,0,1
sehen,3,1,0,0,0,0,2
funktionieren,3,0,0,0,1,1,1
abkommen,3,0,0,1,0,0,2
mit,3,1,0,0,1,0,1
ja,3,0,0,0,1,1,1
zukunft,3,2,0,0,1,0,0
now,3,1,1,0,0,1,0
frage,3,1,0,0,0,0,2
you,3,2,1,0,0,0,0
nach,3,0,1,1,1,0,0
wirtschaft,3,0,0,1,0,0,2
königreich,3,2,0,0,0,1,0
handeln,3,0,0,0,0,0,3
unternehmen,3,0,0,0,0,0,3
stark,3,3,0,0,0,0,0
working,3,1,0,0,0,2,0
finden,3,3,0,0,0,0,0
jetzt,2,1,0,0,0,0,1
jersey,2,0,0,0,0,1,1
dank,2,0,0,0,1,0,1
isn,2,0,0,0,0,2,0
vereinigte,2,1,0,0,0,1,0
on,2,1,0,0,0,0,1
parlament,2,0,0,0,0,0,2
over,2,1,0,0,0,1,0
out,2,0,0,0,0,1,1
is,2,1,0,0,0,0,1
deal,2,1,0,0,0,1,0
union,2,2,0,0,0,0,0
streit,2,0,0,0,1,0,1
does,2,0,1,0,0,1,0
freihandel,2,0,0,0,0,0,2
spoiler,2,0,0,0,0,2,0
spielen,2,0,0,0,1,0,1
reden,2,0,1,0,0,0,1
finally,2,0,0,0,0,2,0
for,2,1,1,0,0,0,0
gut,2,0,1,0,0,1,0
sicherheit,2,0,0,0,0,0,2
recht,2,0,0,0,1,0,1
friede,2,0,0,0,0,0,2
für,2,1,0,0,0,0,1
say,2,0,0,0,0,2,0
schaffen,2,0,0,0,1,0,1
gelten,2,1,0,0,1,0,0
genau,2,1,0,0,0,0,1
handhaben,2,0,0,0,1,0,1
have,2,1,0,0,0,1,0
don,2,0,0,0,0,1,1
talking,2,0,1,0,0,1,0
impfung,2,0,0,0,2,0,0
ein,2,0,1,0,0,1,0
einfach,2,1,0,0,0,0,1
enden,2,0,1,0,0,0,1
politisch,2,0,1,0,0,1,0
eng,2,2,0,0,0,0,0
tagen,2,1,1,0,0,0,0
ratifiziert,2,1,0,0,0,0,1
profitieren,2,0,0,0,0,0,2
erfahrung,2,1,0,0,0,0,1
programm,2,1,0,0,0,0,1
stimmen,2,0,0,0,0,0,2
hier,2,0,1,0,1,0,0
euro,2,0,0,0,1,1,0
johnson,2,0,1,0,0,0,1
international,2,1,0,0,0,0,1
bye,2,0,0,0,0,2,0
bedeutung,2,1,0,0,0,1,0
wie,2,0,0,1,0,0,1
national,2,0,1,0,0,0,1
wenn,2,0,0,0,0,0,2
weg,2,1,0,0,1,0,0
we,2,1,0,0,0,1,0
never,2,0,1,0,0,1,0
warenverkehr,2,0,0,0,0,0,2
bildung,2,2,0,0,0,0,0
wal,2,0,0,2,0,0,0
wahrlich,2,0,0,0,0,0,2
völlig,2,0,0,0,1,0,1
votum,2,1,0,0,0,1,0
no,2,0,0,0,1,1,0
komplett,2,0,0,0,1,1,0
win,2,2,0,0,0,0,0
wirtschaftlich,2,0,0,1,0,0,1
kämpfen,2,0,1,0,1,0,0
woche,2,0,0,0,0,0,2
künftig,2,1,0,0,0,0,1
wohle,2,2,0,0,0,0,0
lassen,2,1,0,1,0,0,0
am,2,0,0,0,0,1,1
leben,2,0,0,0,0,1,1
zeigen,2,0,0,0,1,0,1
letzte,2,0,1,1,0,0,0
about,2,0,1,0,0,1,0
lose,2,2,0,0,0,0,0
mal,2,0,1,0,1,0,0
merken,2,1,0,0,0,0,1
menschenrechte,2,0,0,1,0,0,1
meine,2,1,0,0,0,1,0
vorbei,2,1,0,0,0,1,0
schnellen,2,0,0,0,0,1,1
britische,2,1,0,1,0,0,0
kapitel,2,0,2,0,0,0,0
kampf,2,0,0,0,0,0,2
botschaft,2,1,1,0,0,0,0
viel,2,0,0,0,0,0,2
brexitdeal,2,0,0,0,1,1,0
vermissen,2,1,0,0,0,0,1
versprechen,2,0,0,0,0,0,2
kein,2,0,0,0,0,0,2
northernireland,2,0,0,0,0,1,1
britischen,2,0,0,0,0,1,1
britisch,2,1,0,0,0,0,1
oppositon,1,0,0,0,0,0,1
mittwoch,1,0,0,0,0,0,1
reingehen,1,1,0,0,0,0,0
miterleben,1,0,0,0,0,1,0
mitglied,1,0,1,0,0,0,0
reibungsverluste,1,0,0,0,0,0,1
rechte,1,0,0,1,0,0,0
regret,1,0,0,0,0,1,0
register,1,0,1,0,0,0,0
mitgliedsstaaten,1,0,0,0,1,0,0
mitspracherechte,1,0,1,0,0,0,0
regierungskonsultationen,1,1,0,0,0,0,0
mutterland,1,0,0,0,0,0,1
regierungschefin,1,0,0,1,0,0,0
rechtlich,1,0,1,0,0,0,0
regarding,1,0,0,0,0,0,1
