hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
mietendeckel,687,67,28,360,18,31,183
ich,538,54,62,214,21,56,131
mieter,452,42,89,184,12,82,43
wohnung,420,46,36,153,29,62,94
innen,281,1,74,130,0,75,1
berlin,276,36,25,81,13,30,91
wohnraum,233,22,38,56,9,39,69
bezahlbar,171,18,34,59,1,42,17
enteignung,170,30,15,65,16,4,40
miete,166,13,21,95,3,13,21
mensch,148,13,34,47,5,9,40
brauchen,139,14,18,79,1,10,17
bundesweit,139,2,0,130,0,3,4
bauen,137,16,3,33,3,23,59
wohnen,137,16,25,67,4,10,15
mein,114,9,17,38,7,25,18
berliner,114,17,10,28,2,11,46
jahr,110,12,8,46,7,17,20
spd,103,13,9,31,3,29,18
cdu,95,3,13,63,4,11,1
sozial,94,12,11,47,2,15,7
in,82,7,12,37,5,10,11
vermieter,82,12,12,12,8,16,22
enteignen,81,7,11,37,7,1,18
grün,80,11,11,21,5,4,28
schaffen,80,16,13,11,4,6,30
politik,79,10,7,40,4,5,13
und,77,7,5,30,7,7,21
für,76,0,9,53,4,2,8
stadt,75,8,11,36,0,5,15
fdp,74,0,5,40,1,6,22
mal,73,6,11,26,3,10,17
bleiben,73,11,8,19,6,16,13
linke,73,8,0,44,7,1,13
000,72,6,6,28,4,15,13
klimaschutz,71,7,17,33,0,9,5
dwenteignen,71,0,2,63,0,0,6
mietenwahnsinn,71,0,16,53,0,2,0
eigenheim,70,12,5,8,8,1,36
wenn,69,8,3,32,6,6,14
co2,69,8,10,24,3,17,7
was,67,3,12,31,2,5,14
wer,67,6,7,25,0,6,23
finden,66,12,6,26,3,2,17
mieterinnen,63,5,5,29,0,10,14
rot,62,20,0,3,3,3,33
immobilie,62,1,23,13,6,5,14
jetzt,61,3,6,33,3,8,8
mit,61,9,6,28,4,9,5
mieten,59,10,4,20,2,11,12
ein,58,4,2,23,1,9,19
bau,58,10,5,23,0,0,20
union,57,2,8,37,0,10,0
verfassungswidrig,57,11,1,4,3,0,38
grüne,56,17,5,11,8,3,12
gut,56,6,5,23,3,10,9
stehen,56,3,10,24,1,9,9
aber,56,5,6,22,2,4,17
zahlen,55,8,5,24,5,5,8
bund,55,7,11,27,0,7,3
vonovia,53,0,6,42,0,1,4
btw21,51,0,7,38,0,4,2
hoch,51,8,4,23,2,3,11
land,50,1,5,35,0,3,6
mietenstopp,50,3,0,35,0,11,1
kämpfen,50,1,9,30,1,6,3
bundestag,49,3,7,26,4,5,4
fordern,48,0,2,34,2,2,8
neubau,48,13,4,10,1,5,15
zeigen,47,13,8,15,1,3,7
kosten,47,4,8,13,0,10,12
euro,46,3,3,25,2,6,7
frage,46,6,7,17,1,8,7
sprechen,46,4,0,17,2,6,17
partei,45,2,1,32,1,5,4
obdachlos,45,3,10,20,3,6,3
million,44,4,5,28,1,2,4
thema,44,4,4,9,3,7,17
steigen,44,3,0,28,1,2,10
weg,43,13,3,12,1,3,11
soziale,43,8,5,20,0,6,4
sein,43,8,6,9,0,5,15
helfen,43,6,4,13,0,9,11
bundesregierung,43,1,9,26,5,0,2
deutschland,42,6,4,13,6,4,9
familie,42,9,6,8,4,1,14
unterstützen,41,5,9,20,3,3,1
stoppen,41,2,3,25,2,8,1
wohnungsbau,41,2,3,21,0,5,10
schützen,40,2,12,17,1,6,2
problem,40,3,3,10,2,3,19
r2,40,6,1,4,2,0,27
bundesverfassungsgericht,40,4,3,16,3,1,13
klaren,39,4,5,16,0,2,12
gesellschaft,39,4,1,25,4,1,4
da,38,2,5,18,0,6,7
bezahlbare,37,2,10,18,0,5,2
deshalb,37,4,3,19,0,7,4
wie,37,2,9,12,2,2,10
so,37,3,4,10,7,4,9
neu,37,2,7,10,2,3,13
gesetz,36,6,5,7,0,4,14
mietpreisbremse,36,1,6,19,1,3,6
konzern,36,0,0,36,0,0,0
wichtig,36,5,5,10,1,9,6
setzen,36,4,10,5,2,4,11
corona,35,1,2,22,4,3,3
zeit,35,4,1,16,0,8,6
uhr,35,1,7,13,3,4,7
stark,34,5,3,13,0,7,6
im,34,6,6,12,0,5,5
sich,34,2,10,15,0,5,2
csu,34,1,6,20,1,3,3
einkommen,33,3,3,19,1,5,2
heute,33,2,5,18,0,5,3
geben,33,3,3,13,1,5,8
co2preis,33,0,11,17,1,1,3
eine,33,4,4,17,0,3,5
eigentum,32,7,1,4,1,2,17
bekommen,32,2,1,19,1,1,8
letzt,32,6,0,20,0,1,5
angebot,32,6,0,6,1,1,18
vergesellschaftung,32,1,4,24,0,0,3
deutschewohnen,31,0,2,25,0,1,3
sehen,31,6,6,9,2,1,7
steigend,31,4,4,13,2,3,5
preis,31,1,6,15,1,5,3
wohnungsmarkt,30,6,3,8,0,1,12
bverfg,30,4,5,4,1,1,15
leben,30,5,3,13,2,5,2
einfach,30,1,3,13,0,4,9
gemeinsam,30,3,4,16,2,4,1
lassen,30,2,3,5,0,3,17
entscheiden,29,2,6,10,0,3,8
profit,29,0,2,25,1,1,0
teuer,29,2,5,12,2,6,2
falsch,29,8,1,9,1,2,8
münchen,29,0,0,20,0,6,3
bringen,28,3,1,10,2,3,9
verhindern,28,7,5,4,1,4,7
geld,28,2,6,11,2,1,6
recht,28,1,4,15,0,2,6
wählen,28,0,1,18,1,5,3
kein,28,6,3,14,0,2,3
tb,28,0,0,0,0,0,28
viel,28,3,4,12,1,3,5
urteilen,28,2,1,13,1,4,7
afd,27,0,2,8,17,0,0
enden,27,3,0,12,2,3,7
schnell,27,2,2,1,1,3,18
schutz,27,2,12,6,1,6,0
öffentlich,27,1,4,15,0,3,4
deutlich,27,9,2,8,3,2,3
haus,27,2,7,6,0,4,8
antwort,27,0,3,13,3,3,5
laschet,27,0,16,9,0,2,0
auch,27,3,2,11,0,4,7
gelten,26,4,5,10,2,3,2
nehmen,26,0,5,10,2,3,6
kaufen,26,1,2,14,2,5,2
kippen,26,0,1,11,2,2,10
gerecht,26,1,3,14,1,5,2
investition,25,4,5,1,1,3,11
nicht,25,3,1,9,0,3,9
denn,25,1,3,6,0,2,13
markt,25,5,3,11,0,1,5
einzig,25,4,0,11,0,0,10
klar,25,3,4,10,0,3,5
entscheidung,25,3,4,11,0,1,6
hier,25,0,3,11,1,4,6
preisen,25,4,4,8,0,3,6
am,25,0,1,13,5,4,2
mietwohnung,24,7,0,2,1,3,11
pro,24,3,0,12,0,6,3
leisten,24,1,4,8,1,7,3
spekulation,24,0,2,19,0,3,0
genau,24,2,3,7,0,3,9
deutschen,24,0,3,20,0,0,1
nein,24,5,1,10,1,2,5
bundesebene,23,0,2,11,0,6,4
sorgen,23,2,6,7,2,2,4
co,23,1,2,14,0,0,6
reden,23,2,5,9,0,2,5
seite,23,0,1,11,0,10,1
lösung,23,5,1,5,0,2,10
nur,23,1,5,10,1,0,6
groß,23,2,1,13,0,3,4
halten,22,6,0,3,2,2,9
link,22,5,0,11,4,1,1
wohnungspolitik,22,4,6,8,0,1,3
15,22,0,4,10,0,0,8
als,22,2,2,11,2,4,1
diese,22,6,2,7,0,5,2
30,22,0,3,12,0,1,6
straße,22,1,2,9,1,8,1
scheitern,22,4,1,2,1,2,12
groko,22,0,6,10,0,1,5
lässt,22,1,4,9,3,3,2
mehr,22,2,1,6,1,1,11
cdurausausderregierung,22,0,0,22,0,0,0
sozialwohnung,22,0,1,18,0,3,0
10,21,1,2,7,4,6,1
nach,21,4,4,8,1,1,3
stellen,21,1,5,6,0,2,7
gg,21,1,3,8,0,1,8
damit,21,2,4,7,1,2,5
leute,21,0,6,8,0,2,5
wohnungsnot,21,1,2,6,2,0,10
interesse,21,1,5,14,1,0,0
bei,21,0,4,10,1,2,4
führen,21,5,1,5,2,1,7
ja,21,1,1,9,0,1,9
diskutieren,21,1,6,8,1,0,5
dass,21,6,1,8,0,0,6
laufen,20,1,4,2,1,0,12
leipzig,20,0,0,18,0,0,2
meine,20,3,4,8,2,2,1
maske,20,2,3,12,0,1,2
dann,20,2,1,10,1,3,3
tagen,20,1,2,11,0,4,2
initiative,20,4,4,10,0,0,2
50,20,2,3,7,0,7,1
heizung,20,0,2,11,0,6,1
entstehen,20,4,3,5,1,1,6
wahlprogramm,20,0,3,10,0,3,4
verbot,20,4,2,5,4,0,5
vorschlag,20,0,2,13,0,1,4
ermöglichen,20,3,5,4,1,4,3
günstig,20,1,3,0,0,0,16
freiheit,20,2,1,3,3,0,11
antrag,20,0,5,13,0,1,1
erklären,20,5,4,4,0,1,6
bezahlen,19,1,0,10,0,2,6
einfamilienhaus,19,6,2,2,2,0,7
sogar,19,3,0,9,2,2,3
teilen,19,3,4,8,0,1,3
ziehen,19,3,2,8,2,3,1
miethai,19,1,1,15,0,2,0
zielen,19,2,2,6,0,1,8
immobilienkonzerne,19,0,0,18,0,0,1
senat,19,7,1,1,0,2,8
hamburg,19,2,1,7,1,6,2
drucken,19,1,2,11,1,3,1
entlasten,19,5,1,11,0,0,2
sache,19,2,3,10,0,1,3
nutzen,19,4,3,3,1,5,3
deswegen,19,4,1,9,0,3,2
lösen,19,4,2,2,1,2,8
unternehmen,19,3,2,3,1,2,8
ander,19,2,1,5,1,5,5
fehlen,18,2,4,5,2,2,3
20,18,1,3,3,2,5,4
warum,18,1,1,10,0,0,6
12,18,0,0,9,2,3,4
klima,18,1,5,7,0,3,2
gehören,18,0,4,12,0,1,1
liegen,18,2,1,7,1,4,3
privat,18,3,0,1,2,2,10
kind,18,2,3,9,2,2,0
regeln,18,1,1,10,2,0,4
bundestagswahl,18,0,0,13,1,1,3
jed,18,1,0,6,1,5,5
nächst,18,4,2,6,1,2,3
2020,18,1,1,14,0,1,1
kreuzberg,18,0,14,3,0,1,0
freuen,18,0,1,8,0,6,3
können,18,1,2,10,1,2,2
staat,18,2,1,6,1,0,8
dringen,18,1,3,7,1,2,4
fördern,17,4,2,0,0,5,6
verkaufen,17,0,8,5,0,3,1
mehrheit,17,1,1,11,1,3,0
forderung,17,1,1,10,0,3,2
auf,17,1,4,8,1,2,1
dafür,17,2,5,5,0,1,4
zukunft,17,0,2,5,4,3,3
100,17,0,2,4,0,10,1
heizkosten,17,1,3,11,0,2,0
echt,17,0,2,9,0,2,4
sinken,17,2,0,10,0,0,5
sichern,17,4,2,4,1,6,0
erhöhen,17,3,0,8,1,1,4
immobilienlobby,16,0,1,14,0,1,0
klage,16,1,1,4,0,0,10
jung,16,2,2,0,1,0,11
aktuell,16,0,2,11,1,0,2
idee,16,5,2,3,0,0,6
gerne,16,2,4,6,1,1,2
haben,16,1,2,3,0,2,8
eigentlich,16,1,2,8,1,1,3
halt,16,3,0,9,0,2,2
morgen,16,1,4,7,1,1,2
politisch,16,2,1,2,1,1,9
regierung,16,0,2,8,1,2,3
sagen,16,0,0,10,0,4,2
sanierung,16,2,2,1,1,2,8
verbieten,16,3,2,3,4,0,4
schaden,16,6,2,1,0,0,7
umwandlung,16,0,4,4,0,8,0
treffen,16,0,2,6,3,3,2
stimmen,16,4,2,6,0,1,3
mietenwahl,16,0,0,16,0,0,0
hand,15,2,2,10,0,1,0
herr,15,0,8,4,2,0,1
regelung,15,1,0,8,0,4,2
schwer,15,2,1,2,1,2,7
hausen,15,1,5,1,1,6,1
statt,15,2,2,3,0,0,8
niedrig,15,0,2,8,2,1,2
unterstützung,15,0,4,6,0,4,1
genossenschaft,15,2,0,1,0,8,4
dorf,15,0,5,10,0,0,0
fragen,15,1,5,6,1,0,2
wahl,15,2,1,7,0,4,1
wort,15,4,0,7,0,2,2
kommune,15,2,3,4,0,5,1
baerbock,15,0,1,10,1,3,0
menschenrecht,15,0,2,11,0,1,1
eigentumswohnungen,15,1,4,3,0,6,1
massiv,15,4,2,4,1,1,3
also,14,2,0,8,0,1,3
bildung,14,1,1,9,0,3,0
fast,14,1,1,8,0,1,3
karlsruhe,14,0,0,6,0,0,8
giffey,14,3,4,6,0,0,1
reichen,14,0,3,7,1,1,2
rente,14,0,1,9,0,1,3
während,14,0,3,10,0,1,0
spahn,14,0,4,7,1,1,1
grund,14,0,2,10,1,0,1
grundgesetz,14,2,2,2,1,0,7
immobilienmafia,14,0,0,14,0,0,0
investieren,14,1,3,3,0,4,3
tun,14,0,1,9,0,3,1
fallen,14,3,0,6,0,3,2
bitte,14,3,3,5,0,2,1
schwarz,14,1,2,6,1,2,2
milliarde,14,0,3,7,0,1,3
tragen,14,0,4,5,0,2,3
prozent,14,0,0,10,0,3,1
klagen,14,2,0,6,1,0,5
2021,14,1,2,1,1,1,8
vertreibung,14,0,7,6,0,1,0
frau,14,1,3,6,4,0,0
beispiel,14,1,1,9,0,2,1
debatte,14,0,2,11,0,0,1
verteilen,14,0,2,5,1,5,1
völlig,14,0,1,9,0,2,2
ändern,14,0,2,6,0,1,5
drohen,14,3,1,2,2,2,4
19,14,0,4,2,3,1,4
verlassen,14,1,2,3,1,1,6
egal,14,2,0,8,1,0,3
zum,14,1,3,5,0,3,2
verdrängung,14,0,5,6,0,3,0
all,14,1,2,7,0,3,1
starke,14,3,2,9,0,0,0
links,13,0,0,7,0,1,5
fall,13,0,0,6,1,2,4
weiß,13,2,1,6,1,1,2
die,13,0,0,11,0,2,0
studie,13,1,1,11,0,0,0
steuer,13,1,0,4,2,2,4
fahren,13,2,2,5,1,0,3
live,13,0,1,11,0,0,1
traum,13,4,1,0,1,0,7
dielinke,13,0,0,10,0,0,3
um,13,0,2,8,0,2,1
art,13,1,0,4,0,0,8
weil,13,0,0,7,1,1,4
bestehen,13,1,2,5,0,1,4
unterschrift,13,1,2,8,0,2,0
weder,13,0,3,7,0,0,3
besitzen,13,0,0,9,0,2,2
man,13,1,0,6,0,0,6
vergesellschaften,13,0,0,10,0,0,3
25,13,1,1,7,1,0,3
verlieren,13,4,2,4,0,0,3
macht,13,1,1,9,0,0,2
umlage,13,1,3,7,0,2,0
volksbegehren,13,5,2,3,1,0,2
abschaffen,13,1,0,4,1,3,4
wissen,13,0,3,5,0,2,3
kampf,13,0,7,3,0,2,1
junge,13,1,3,0,0,0,9
einig,13,4,0,5,1,2,1
programm,13,2,1,5,0,3,2
bayer,13,4,0,9,0,0,0
investor,13,3,2,0,0,5,3
ablehnen,13,1,4,2,2,2,2
instrument,13,1,2,5,0,1,4
lasst,13,0,1,7,0,2,3
erst,13,1,2,2,4,0,4
schön,13,2,1,8,0,0,2
erfolgen,13,1,1,5,1,2,3
behinderung,13,2,3,3,0,4,1
17,13,0,0,8,3,1,1
malen,12,2,1,3,1,0,5
beschließen,12,1,1,6,0,2,2
einfahren,12,0,1,8,0,0,3
klimagerechtigkeit,12,0,0,12,0,0,0
konkret,12,0,2,6,1,1,2
möglichkeit,12,0,2,7,0,2,1
bundesweiter,12,0,0,12,0,0,0
platzen,12,2,2,3,3,0,2
versuchen,12,2,1,4,0,2,3
alleine,12,0,0,4,1,6,1
pandemie,12,0,3,6,1,0,2
folge,12,3,0,2,2,2,3
übernahme,12,1,1,7,0,1,2
krise,12,0,1,11,0,0,0
bauland,12,1,2,0,0,0,9
weit,12,1,1,4,0,3,3
bitten,12,0,2,3,1,5,1
erreichen,12,0,5,2,0,1,4
solidarität,12,1,2,4,0,4,1
fair,12,3,2,3,0,3,1
dank,12,0,0,6,1,4,1
nun,12,1,3,6,1,1,0
seehofer,12,0,3,8,1,0,0
wohnraumoffensive,12,2,1,8,0,0,1
wohnungskonzerne,12,0,0,11,0,0,1
schlecht,12,1,2,6,0,1,2
mieterhöhungen,12,1,2,8,0,1,0
übernehmen,12,1,2,5,1,2,1
aktionär,12,0,0,12,0,0,0
vorkaufsrecht,12,0,7,2,0,3,0
machtdaslandgerecht,11,0,0,11,0,0,0
vor,11,0,0,4,3,0,4
erwarten,11,1,3,4,0,0,3
zb,11,4,2,0,1,2,2
fläche,11,4,2,2,0,1,2
finanzieren,11,0,1,7,0,0,3
durch,11,1,1,2,0,1,6
baugb,11,0,1,1,0,8,1
200,11,1,1,2,0,0,7
11,11,0,3,8,0,0,0
danken,11,0,4,5,0,1,1
erhalten,11,2,1,6,1,0,1
18,11,1,3,4,1,2,0
nachricht,11,0,0,6,0,1,4
funktionieren,11,5,1,2,0,0,3
hotel,11,1,0,9,0,0,1
höhe,11,0,0,4,0,3,4
fusion,11,0,1,4,0,4,2
sozialismus,11,0,0,1,3,0,7
sollen,11,2,2,0,2,1,4
blicken,11,1,3,1,1,1,4
boden,11,0,1,6,1,1,2
sehr,11,1,2,3,0,3,2
altersvorsorge,11,3,0,0,2,0,6
immobilienwirtschaft,11,0,0,11,0,0,0
scholz,11,0,2,7,0,1,1
sammeln,11,1,1,6,0,2,1
sachsen,11,2,1,6,0,0,2
raum,11,1,1,4,3,0,2
qm,11,5,1,4,0,1,0
