,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD,AFD - norm,CDUCSU - norm,FDP - norm,GRUENE - norm,LINKE - norm,SPD - norm
2021-04-27,0.25,0.5833333333333334,0.8,0.75,1.4166666666666667,0.5833333333333334,0.004191755032746277,0.006242649652144037,0.007916428357817465,0.005569462000691639,0.009688740967605898,0.004614900261176859
2021-04-28,0.26666666666666666,0.5833333333333334,0.8,0.75,1.3666666666666667,0.6166666666666667,0.004538977254968499,0.006242649652144037,0.007799126305031542,0.005569462000691639,0.00956053967661391,0.004938524856646114
2021-04-29,0.2833333333333333,0.5666666666666667,0.8333333333333334,0.7666666666666667,1.35,0.6166666666666667,0.004758275500582534,0.0061001995096938945,0.007992624757043924,0.005626508980557411,0.009424102265374308,0.004938524856646114
2021-04-30,0.2833333333333333,0.5833333333333334,0.7833333333333333,0.8166666666666667,1.3166666666666667,0.6166666666666667,0.004758275500582534,0.006313874723369108,0.007652488702622156,0.006076959431007861,0.009186458314884662,0.004938524856646114
2021-05-01,0.3,0.5666666666666667,0.8,0.8833333333333333,1.3666666666666667,0.6166666666666667,0.005155100897407931,0.006288438568118786,0.008223917274050727,0.006954152413464002,0.009521997936138568,0.0049202311976856514
2021-05-02,0.3,0.55,0.8333333333333334,0.8666666666666667,1.4,0.5833333333333334,0.005155100897407931,0.00616121210501446,0.008728967779101232,0.00686824176054304,0.010077553491694124,0.004707916972632573
2021-05-03,0.3,0.5833333333333334,0.8333333333333334,0.8833333333333333,1.4166666666666667,0.6,0.005155100897407931,0.006515822034092474,0.008728967779101232,0.007010691902993182,0.010255747970406737,0.00488522193717158
2021-05-04,0.31666666666666665,0.6,0.8166666666666667,0.9,1.4166666666666667,0.6,0.005593201519228168,0.0066781939289935754,0.008607313277884688,0.007232750206744354,0.01038358256355925,0.00492658120388296
2021-05-05,0.3333333333333333,0.6,0.8166666666666667,0.9,1.4166666666666667,0.6,0.005870979297005946,0.0066781939289935754,0.008607313277884688,0.007232750206744354,0.010306804279430063,0.00492658120388296
2021-05-06,0.31666666666666665,0.6,0.8166666666666667,0.8833333333333333,1.45,0.5666666666666667,0.005593201519228168,0.0066781939289935754,0.008607313277884688,0.00707829761326737,0.010291885268347371,0.004617939228574317
