hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
berlin,4085,1687,406,1108,415,199,260,10
ich,2349,656,255,801,203,188,239,7
agh,1016,873,45,36,21,21,13,7
ts,815,812,2,1,0,0,0,0
grün,652,92,147,275,54,43,41,0
und,608,216,85,182,39,53,33,0
mein,607,165,87,226,25,35,67,2
plenum,524,499,0,20,4,0,1,0
jahr,433,120,48,150,42,36,36,1
wählen,408,88,131,103,28,28,29,1
wahl,407,107,92,126,31,33,14,4
innen,401,186,9,182,19,3,2,0
corona,396,156,75,111,20,12,22,0
berliner,367,105,47,150,25,13,25,2
cdu,360,137,64,66,18,12,63,0
mensch,358,98,43,111,22,42,42,0
recht,349,284,16,18,13,10,8,0
mal,332,118,45,86,40,24,17,2
arbeit,331,111,28,133,26,15,15,3
r2,329,189,30,64,13,10,23,0
in,320,96,48,100,32,24,20,0
afd,312,52,213,15,4,5,5,18
aber,285,72,36,117,20,23,17,0
heute,285,67,42,111,37,17,11,0
brauchen,285,89,27,112,15,20,22,0
spd,277,93,57,59,39,7,22,0
falsch,269,89,42,57,31,26,24,0
stehen,250,75,30,70,24,29,22,0
land,249,62,43,73,15,31,23,2
bauen,245,89,22,77,19,16,22,0
linke,243,146,48,9,8,16,12,4
danken,243,73,8,110,17,12,23,0
deutsch,241,24,130,35,6,21,18,7
wichtig,232,58,13,115,23,15,8,0
welt,218,44,84,52,10,18,10,0
mit,218,62,17,99,19,5,16,0
antwort,217,75,22,65,18,25,12,0
stadt,213,46,16,85,14,26,26,0
kämpfen,211,79,29,78,9,7,9,0
so,208,60,41,62,19,16,10,0
was,206,51,43,56,18,15,23,0
bleiben,204,62,37,60,15,15,15,0
frage,202,76,17,65,15,12,17,0
wer,201,39,62,48,21,21,10,0
rot,200,32,30,52,10,28,48,0
wenn,199,54,39,52,13,28,13,0
sein,191,54,34,53,14,15,20,1
deutschland,186,16,96,33,10,17,13,1
finden,184,56,15,72,13,16,12,0
grüne,183,18,46,65,21,20,13,0
geben,182,51,25,61,13,15,16,1
ein,182,49,23,59,19,17,13,2
für,181,65,31,55,9,8,13,0
senat,179,60,37,38,8,15,21,0
auch,177,64,19,61,14,8,11,0
sich,175,47,19,70,7,8,24,0
gut,174,47,24,59,14,18,12,0
versuchen,172,45,37,52,9,12,17,0
gewalt,171,29,39,68,16,10,9,0
gemeinsam,171,31,10,79,18,14,19,0
frau,170,37,37,57,16,12,11,0
politik,166,34,34,52,9,19,18,0
jetzt,165,83,21,38,6,10,6,1
da,165,43,17,47,28,15,14,1
erreichen,164,42,15,64,15,18,10,0
frei,164,53,32,50,5,22,1,1
fdp,164,86,20,22,4,24,8,0
tagen,164,63,12,48,12,12,16,1
sorgen,163,39,28,55,9,21,11,0
grund,162,49,32,42,10,22,5,2
sehen,159,42,24,47,6,19,21,0
krise,157,41,29,64,4,8,11,0
priorität,154,141,1,9,2,1,0,0
eine,154,34,24,59,17,18,2,0
reden,153,54,13,52,14,13,7,0
fragen,153,94,6,37,6,7,2,1
thema,152,52,15,44,13,13,15,0
stellen,152,54,21,45,10,14,7,1
uhr,149,81,11,33,14,2,6,2
wie,149,37,44,40,3,12,13,0
zeit,147,40,17,54,16,12,7,1
klimaschutz,146,21,4,110,4,2,5,0
000,144,41,35,44,9,1,14,0
verlieren,144,31,41,33,16,13,7,3
zeigen,144,26,29,51,16,9,13,0
leben,143,26,33,44,15,15,10,0
egal,142,39,19,41,17,14,12,0
wohnung,140,68,13,29,5,11,14,0
sprechen,138,55,9,53,7,9,5,0
digital,137,40,2,61,14,16,4,0
einfach,137,38,16,46,9,13,13,2
lassen,137,33,41,30,10,10,12,1
klaren,135,40,12,47,10,12,14,0
viel,134,37,12,51,8,17,9,0
mietendeckel,129,54,18,33,15,6,3,0
weg,129,39,10,56,11,8,4,1
bund,127,42,8,56,8,9,4,0
problem,127,50,22,27,10,12,6,0
deutsche,125,17,82,14,1,3,4,4
aktuellestunde,121,119,0,2,0,0,0,0
bekommen,121,36,15,34,11,20,5,0
aktuell,120,54,6,37,15,6,2,0
geschichte,119,35,24,37,5,12,6,0
partei,118,35,31,22,6,7,17,0
zukunft,118,23,8,56,13,11,7,0
im,118,42,18,37,11,8,2,0
kind,117,16,23,50,10,7,10,1
fragestunde,117,114,0,2,0,0,1,0
am,113,30,24,35,9,8,7,0
freuen,113,27,7,48,13,14,4,0
sichern,113,36,16,33,7,15,6,0
sicherheit,113,26,16,34,16,9,12,0
letzt,112,39,10,33,10,11,9,0
abgeordnetenhaus,109,21,22,22,33,3,4,4
chance,109,28,7,40,10,14,10,0
dank,108,27,22,36,14,5,4,0
liegen,108,26,21,28,11,10,11,1
pandemie,107,47,4,33,11,5,7,0
öffentlich,107,42,16,29,6,10,4,0
impfen,107,27,7,29,35,6,3,0
