hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
#corona,345,64,63,94,20,55,49
#btw21,267,49,90,86,10,15,17
#bundestag,255,34,71,55,50,24,21
#cdu,200,75,38,49,13,19,6
#afd,172,4,4,2,157,2,3
#afghanistan,171,25,57,26,7,38,18
#solidarität,162,10,33,64,1,49,5
#klimaschutz,157,13,83,39,2,18,2
#spd,149,23,23,20,9,68,6
#eu,119,36,13,25,4,20,21
#wegenmorgen,111,105,1,4,0,0,1
#allesistdrin,106,0,106,0,0,0,0
#berlin,105,21,22,16,29,14,3
#bundesregierung,104,4,26,33,21,3,17
#linke,93,7,1,82,1,1,1
#pandemie,84,26,17,21,2,10,8
#laschet,79,11,26,26,3,10,3
#covid19,75,14,21,19,6,7,8
#merkel,71,7,9,21,21,1,12
#lockdown,70,6,8,10,19,3,24
#fdp,69,1,7,10,1,5,45
#csu,68,14,24,13,2,8,7
#europa,64,17,13,7,1,17,9
#bonn,62,0,60,0,0,0,2
#btw2021,61,14,7,25,10,4,1
#wirecard,61,15,12,24,0,5,5
#demokratie,60,5,12,14,9,11,9
#noafd,59,11,8,35,0,2,3
#bundeswehr,58,25,4,9,1,6,13
#türkei,52,2,15,22,1,11,1
#klimakrise,52,0,39,9,1,2,1
#linkebpt,50,0,0,49,0,1,0
#usa,49,22,4,15,0,4,4
#belarus,47,7,14,4,0,14,8
#hochwasser,47,6,12,5,5,11,8
#dielinke,47,0,1,43,0,0,3
#cdupt21,45,42,0,1,0,1,1
#menschenrechte,45,4,10,13,0,17,1
#machtdaslandgerecht,45,0,0,45,0,0,0
#freiheit,44,9,7,1,5,0,22
#deutschland,44,13,5,7,9,4,6
#bundestagswahl,43,13,5,14,7,3,1
#groko,42,2,11,16,2,3,8
#mietendeckel,42,4,4,27,0,1,6
#scholz,40,10,18,7,2,1,2
#impfen,39,7,14,3,1,9,5
#impfstoff,38,6,11,13,1,2,5
#lieferkettengesetz,37,4,10,11,0,11,1
#spahn,36,1,6,17,3,4,5
#union,35,17,7,4,0,6,1
#bereitweilihresseid,35,0,35,0,0,0,0
#triell,35,3,13,7,0,11,1
#vielzutun,35,0,0,0,0,0,35
#cdurausausderregierung,35,0,0,35,0,0,0
#rassismus,34,1,6,20,0,5,2
#klima,34,3,17,6,1,4,3
#nrw,33,4,6,5,8,9,1
#bildung,33,6,11,6,0,3,7
#hanau,33,6,8,13,0,4,2
#astrazeneca,33,6,9,3,0,6,9
