hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
#klimaschutz,1334,90,821,179,19,171,54
#laschet,215,9,158,32,4,12,0
#klima,199,25,100,19,12,30,13
#hochwasser,180,33,44,26,28,24,25
#btw21,168,5,112,33,4,7,7
#wasserstoff,157,73,45,15,0,5,19
#klimakrise,133,2,102,15,2,11,1
#triell,130,8,89,5,0,21,7
#kohleausstieg,127,4,84,21,1,10,7
#spd,124,5,65,5,3,41,5
#cdu,119,11,66,26,2,11,3
#co2,114,6,21,14,19,8,46
#scholz,104,1,90,9,2,1,1
#allesistdrin,95,0,95,0,0,0,0
#bundestag,90,9,38,9,12,16,6
#energiewende,87,7,27,10,9,25,9
#klimaschutzgesetz,68,2,22,18,6,14,6
#umwelt,62,8,23,8,0,19,4
#fdp,60,0,35,8,0,6,11
#verkehrswende,55,0,43,10,1,0,1
#co2preis,55,2,34,14,0,1,4
#bereitweilihresseid,52,0,51,0,1,0,0
#baerbock,51,4,28,10,5,2,2
#afd,48,0,2,3,39,1,3
#grüne,48,7,30,2,0,5,4
#groko,47,1,30,5,0,7,4
#corona,47,3,15,13,10,2,4
#cducsu,46,3,38,3,1,1,0
#csu,44,2,35,2,1,2,2
#windkraft,44,10,9,5,1,17,2
#bundesregierung,42,1,18,15,2,0,6
#nrw,41,3,25,1,1,10,1
#klimaschutzistjetzt,40,0,40,0,0,0,0
#klimawandel,39,1,3,19,7,7,2
#eu,38,13,13,2,2,4,4
#energie,38,16,5,2,3,3,9
#nordstream2,36,0,34,0,0,1,1
#klimagerechtigkeit,33,0,3,30,0,0,0
#linke,32,0,8,22,0,0,2
#grünen,31,10,2,2,10,2,5
#europa,31,4,19,1,1,3,3
#usa,31,12,14,1,1,0,3
#fff,30,7,2,2,12,6,1
#h2,30,26,1,0,0,0,3
#btw2021,30,0,18,8,0,4,0
#merkel,29,0,18,5,6,0,0
#scheuer,29,0,23,4,0,2,0
#deutschland,28,4,5,1,7,8,3
#digitalisierung,28,3,16,3,0,3,3
#cdurausausderregierung,28,0,0,28,0,0,0
#klimakriseistjetzt,28,0,20,7,0,1,0
#kretschmann,28,1,20,1,2,4,0
#gerechtigkeit,27,1,20,4,0,2,0
#bahn,26,0,24,1,0,1,0
#innovation,26,5,14,0,0,2,5
#bundesverfassungsgericht,26,2,12,8,0,3,1
#eeg,25,3,9,0,1,8,4
#ipcc,25,1,10,7,1,2,4
#ltwbw21,25,0,23,1,0,1,0
#rwe,24,0,18,5,0,1,0
#windenergie,24,3,21,0,0,0,0
#altmaier,24,0,15,3,0,6,0
#wirtschaft,24,5,11,1,1,3,3
#annewill,24,0,10,7,3,1,3
#bverfg,23,0,9,1,3,4,6
#nachhaltigkeit,22,13,3,0,0,4,2
#zukunft,22,7,11,0,0,2,2
#klimapolitik,22,2,4,5,2,3,6
#wegenmorgen,22,14,2,6,0,0,0
#hochwasserkatastrophe,21,3,6,3,5,1,3
#berlin,21,0,3,2,10,2,4
#habeck,21,0,17,2,1,1,0
#starkregen,21,1,9,5,0,4,2
#union,20,0,8,4,0,8,0
#flutkatastrophe,20,1,13,1,4,0,1
#machtdaslandgerecht,20,0,0,20,0,0,0
#klimaziele,20,3,7,3,0,2,5
#scholzpacktdasan,20,0,0,0,0,20,0
#china,19,7,10,0,1,0,1
#klimakatastrophe,19,0,6,10,2,1,0
#vielzutun,19,0,0,0,0,0,19
#erneuerbaren,19,1,12,0,0,6,0
