hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
klimaschutz,2566,230,1418,402,31,337,148
ich,1724,286,618,299,62,246,213
co2,846,130,150,143,62,105,256
klima,827,91,334,129,81,105,87
energie,486,65,128,79,28,116,70
brauchen,456,50,192,87,3,49,75
mein,403,68,150,60,18,64,43
wasserstoff,389,156,106,36,0,29,62
grün,375,47,224,28,18,29,29
jahr,364,38,177,39,15,63,32
und,353,55,133,49,26,62,28
sozial,337,12,109,167,2,35,12
mensch,303,37,121,72,17,40,16
spd,283,12,155,28,6,74,8
cdu,280,24,151,51,8,41,5
hochwasser,279,49,72,37,37,45,39
laschet,274,17,184,42,4,27,0
umwelt,259,39,97,40,10,56,17
politik,254,24,131,50,9,25,15
kohleausstieg,231,12,134,42,4,26,13
mit,227,44,92,32,7,34,18
deutschland,223,37,66,37,26,32,25
zukunft,214,34,103,20,4,35,18
für,209,34,85,41,9,22,18
stehen,201,38,84,36,6,28,9
innen,198,1,79,67,1,48,2
union,190,11,61,87,0,27,4
klimakrise,189,2,141,25,3,16,2
grüne,187,32,63,27,21,19,25
wer,186,12,98,37,8,14,17
wichtig,183,27,78,23,4,38,13
in,175,23,70,27,5,29,21
gut,174,31,69,20,3,26,25
stark,172,24,86,21,2,28,11
land,171,30,67,18,9,26,21
gerecht,171,2,54,102,1,11,1
scholz,170,2,143,10,2,12,1
mal,169,20,64,15,14,33,23
btw21,167,5,111,33,4,7,7
gerechtigkeit,167,3,102,53,0,9,0
so,167,7,90,17,11,24,18
bundestag,166,18,67,18,18,35,10
zeigen,166,16,79,26,3,21,21
ausbau,165,6,84,18,0,51,6
bundesregierung,164,9,88,42,5,5,15
frage,164,17,74,31,8,21,13
wenn,159,23,54,30,7,27,18
ein,156,24,52,26,7,19,28
preis,156,4,36,83,3,16,14
thema,155,35,48,17,7,23,25
wirtschaft,155,26,74,17,3,19,16
soziale,153,13,62,55,2,19,2
wie,148,9,65,23,10,22,19
aber,145,22,52,37,4,19,11
setzen,143,26,41,21,1,17,37
energiewende,143,15,41,29,10,38,10
was,142,16,63,21,4,20,18
reden,140,14,70,22,3,28,3
zeit,138,10,75,18,6,18,11
jetzt,136,13,80,16,4,15,8
eu,135,24,57,16,2,13,23
bleiben,135,15,42,27,10,28,13
erneuerbaren,134,13,60,7,1,45,8
fdp,132,4,57,23,2,13,33
heute,131,24,53,18,4,23,9
sprechen,130,24,47,17,2,24,16
schaffen,129,18,38,30,3,17,23
klaren,129,19,55,24,1,19,11
triell,129,8,88,5,0,21,7
gemeinsam,127,34,55,17,0,19,2
zielen,125,29,44,14,2,16,20
csu,123,7,84,10,5,13,4
handeln,123,14,65,9,1,20,14
weg,121,20,44,19,5,16,17
erneuerbare,120,14,55,14,2,28,7
windkraft,119,17,35,22,5,31,9
danken,116,19,59,15,3,15,5
schützen,113,9,68,14,3,14,5
sein,112,20,48,20,8,7,9
fordern,111,6,50,15,9,11,20
wählen,110,1,53,27,12,15,2
geben,109,13,48,18,1,15,14
sich,109,15,45,23,2,12,12
sehen,108,17,44,14,7,18,8
auch,108,24,39,13,9,10,13
regierung,108,6,60,16,12,13,1
kosten,108,11,36,22,8,20,11
europa,107,12,55,5,4,15,16
verkehrswende,106,0,72,30,1,2,1
bringen,105,12,38,19,3,19,14
corona,105,14,28,17,21,8,17
letzt,103,14,49,18,5,6,11
innovation,103,29,35,5,0,7,27
im,99,17,44,13,6,11,8
investition,98,10,34,21,1,19,13
finden,96,19,26,22,4,15,10
partei,96,15,32,27,2,15,5
einfach,96,12,39,16,3,14,12
hoch,96,12,29,19,2,20,14
allesistdrin,95,0,95,0,0,0,0
klimawandel,94,4,8,30,11,28,13
deshalb,94,20,24,30,0,13,7
2030,93,9,39,23,1,18,3
erreichen,93,27,34,4,0,14,14
digitalisierung,93,9,42,7,1,10,24
nrw,92,10,48,6,3,19,6
klimaschutzgesetz,92,4,33,21,6,22,6
maßnahme,90,3,42,30,1,11,3
industrie,90,16,40,11,2,11,10
problem,89,4,24,27,1,13,20
hier,87,13,43,12,3,9,7
stellen,87,12,30,13,3,16,13
mieter,86,8,15,34,1,21,7
nächst,85,11,49,5,1,14,5
schnell,85,11,38,4,0,19,13
echt,85,1,44,24,1,8,7
groko,85,1,60,9,0,7,8
vorschlag,84,11,41,13,1,5,13
da,84,7,27,22,5,13,10
wirksam,83,3,51,19,0,1,9
helfen,82,13,31,12,4,13,9
preisen,82,16,19,14,4,6,23
freiheit,82,4,40,6,2,11,19
klar,82,8,39,11,3,10,11
sichern,82,11,28,19,1,14,9
global,81,17,28,17,2,6,11
viel,81,16,31,10,0,14,10
konkret,80,10,43,18,0,4,5
meine,79,11,28,16,4,10,10
leben,79,12,24,9,11,14,9
verhindern,78,4,36,13,2,12,11
nutzen,77,5,29,11,6,11,15
markt,76,9,15,23,0,5,24
konsequent,76,6,49,11,0,6,4
aktuell,75,16,11,36,1,6,5
nehmen,75,13,29,16,0,7,10
bei,75,9,34,9,2,9,12
klimagerechtigkeit,75,0,6,69,0,0,0
klimapolitik,75,6,20,26,3,5,15
massiv,74,2,27,13,1,28,3
wahlkampf,74,9,47,3,2,9,4
genau,73,3,24,11,6,12,17
chance,73,12,37,6,1,10,7
eine,72,2,29,16,1,14,10
nachhaltig,72,11,25,18,0,14,4
nur,71,13,29,7,3,9,10
notwendig,71,9,23,34,0,4,1
tun,71,12,34,15,0,5,5
wissen,70,7,26,19,3,9,6
baerbock,70,4,34,17,7,3,5
teuer,70,2,24,19,2,12,11
arbeit,70,8,13,28,1,16,4
infrastruktur,69,16,30,11,1,3,8
mobilität,69,32,19,2,1,8,7
nicht,69,9,33,8,4,7,8
euro,69,7,24,3,6,21,8
hören,68,5,26,13,2,13,9
falsch,68,12,13,22,0,7,14
30,68,13,23,9,3,13,7
milliarde,68,13,30,18,3,2,2
uhr,68,7,37,13,0,1,10
antwort,68,5,40,17,3,2,1
gesellschaft,68,6,32,17,3,3,7
lassen,67,5,25,9,5,12,11
woche,67,9,30,8,5,7,8
schutz,67,4,43,9,0,6,5
steuer,67,2,4,9,19,10,23
linke,66,0,18,39,4,0,5
klimaziele,65,13,31,5,0,5,11
bauen,65,13,27,2,0,14,9
neu,65,12,23,5,2,17,6
gelten,65,12,23,9,2,10,9
technologie,65,17,8,7,0,10,23
kein,64,10,24,17,4,6,3
gasen,64,11,29,9,1,10,4
mehr,64,9,26,10,2,7,10
wohlstand,63,12,32,3,0,7,9
stimmen,63,1,27,15,3,7,10
usa,62,16,27,6,4,3,6
teilen,62,11,26,10,4,3,8
ernst,62,6,36,8,2,7,3
konzern,62,2,5,51,0,3,1
groß,61,12,30,8,3,2,6
tagen,61,10,34,5,4,6,2
unterstützen,61,16,16,13,0,11,5
unternehmen,61,12,23,7,2,4,13
16,61,4,43,8,1,3,2
beispiel,60,17,10,8,1,11,13
schnellen,60,7,18,5,5,12,13
afd,60,2,3,8,41,3,3
entscheiden,60,1,24,20,1,5,9
geld,59,2,22,15,6,8,6
deutlich,59,7,23,12,1,10,6
retten,59,5,21,14,3,9,7
fürs,59,4,38,8,5,0,4
liegen,59,11,20,11,7,7,3
merkel,58,7,30,10,10,0,1
demokratie,58,4,29,11,2,9,3
leisten,58,10,21,5,1,11,10
deutsch,58,11,13,7,4,5,18
auf,58,6,25,12,3,6,6
strom,57,20,12,4,3,12,6
10,57,6,22,9,7,12,1
erhöhen,57,5,11,31,1,4,5
wohnen,57,3,18,19,2,11,4
debatte,57,8,29,6,1,8,5
investieren,57,9,23,9,1,6,9
wahl,57,4,28,11,4,4,6
sagen,57,3,22,12,4,10,6
haben,56,8,18,14,5,7,4
dafür,56,8,26,10,0,7,5
2021,56,8,24,9,3,7,5
berlin,56,6,9,12,11,9,9
konzept,55,3,21,12,0,3,16
kind,55,3,31,2,4,12,3
co2preis,55,2,34,14,0,1,4
fahren,55,7,19,8,1,13,7
bekommen,55,7,23,11,4,6,4
bundestagswahl,55,2,39,4,2,5,3
gerne,54,12,15,11,2,6,8
jahrzehnt,54,1,17,22,2,6,6
diskutieren,54,6,30,6,0,4,8
verkehren,54,5,20,23,1,2,3
gedanke,54,11,23,4,3,5,8
umsetzen,54,8,28,5,1,8,4
diskussion,54,16,15,10,2,4,7
lösung,54,9,20,5,1,5,14
planen,53,6,20,15,0,9,3
scheuer,53,0,34,14,0,3,2
urteilen,53,7,18,8,3,10,7
dürre,53,1,16,10,15,7,4
bezahlbar,53,1,11,21,2,13,5
starke,53,10,27,10,0,4,2
freuen,53,8,29,3,1,9,3
zusammenhalt,53,2,38,9,0,4,0
herr,53,10,25,2,6,8,2
100,53,4,30,5,3,5,6
bildung,52,4,16,14,0,8,10
ökologisch,52,4,22,9,2,8,7
auto,52,3,23,14,0,3,9
all,52,6,23,5,2,9,7
ort,52,13,22,8,2,5,2
wahlprogramm,52,1,20,21,1,2,7
ja,52,13,16,10,2,7,4
vermieter,52,7,10,9,4,14,8
2020,52,21,10,6,3,8,4
verstehen,52,4,26,8,1,7,6
sicherheit,51,20,18,4,0,3,6
bereitweilihresseid,51,0,50,0,1,0,0
recht,51,8,15,9,4,6,9
gelingen,51,12,17,1,0,16,5
eigentlich,51,1,14,10,10,7,9
sache,51,5,24,2,2,13,5
kämpfen,51,6,26,6,1,9,3
2038,51,1,35,5,0,7,3
verantwortung,51,5,26,12,0,4,4
zum,51,11,12,7,0,9,12
12,51,2,23,10,0,10,6
welt,51,11,16,4,9,2,9
gespräch,50,12,26,4,1,6,1
cducsu,50,3,41,3,1,2,0
beginnen,50,9,23,9,0,7,2
produzieren,50,18,12,6,1,3,10
beitrag,50,6,18,5,4,9,8
diese,50,6,23,4,3,7,7
nein,50,2,20,12,2,7,7
