hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
gewalt,680,79,143,163,83,118,94
ich,443,70,64,73,88,80,68
frau,127,6,48,34,10,28,1
mensch,114,6,24,46,8,20,10
mein,103,24,13,20,20,15,11
demokratie,76,5,12,7,14,17,21
jahr,76,8,21,21,8,14,4
opfern,60,10,11,15,16,7,1
deutschland,58,7,6,11,15,15,4
gewaltig,58,7,11,12,8,8,12
und,57,11,12,9,11,7,7
hass,52,9,10,9,4,15,5
afd,52,2,0,1,45,3,1
solidarität,51,8,10,24,0,5,4
brauchen,50,5,17,12,4,7,5
zeigen,50,7,9,12,7,9,6
polizeigewalt,50,0,16,24,8,2,0
kind,48,7,15,20,2,3,1
polizei,48,4,8,18,9,3,6
berlin,46,7,6,7,23,0,3
politisch,46,8,11,4,9,9,5
innen,45,0,23,15,0,6,1
wer,45,3,5,3,12,5,17
bleiben,42,7,12,8,7,4,4
in,41,2,7,15,9,6,2
gewaltenteilung,41,3,4,1,15,4,14
rassismus,41,1,7,29,2,2,0
tagen,40,6,10,10,3,7,4
heute,39,7,11,13,1,7,0
was,39,2,3,14,8,5,7
stehen,38,3,12,7,6,5,5
angriff,38,9,11,5,7,2,4
polizist,38,12,0,8,7,2,9
antifa,38,3,0,4,25,0,6
wichtig,38,9,10,9,3,5,2
aber,38,6,4,5,6,10,7
verurteilen,37,9,9,3,8,2,6
vergewaltigung,36,1,4,16,10,3,2
fordern,35,5,9,9,5,5,2
land,33,7,4,6,5,10,1
link,33,6,1,5,17,2,2
eu,33,1,8,17,2,5,0
schützen,33,6,11,4,6,2,4
ein,32,4,3,7,5,8,5
enden,32,6,3,7,3,12,1
corona,32,4,5,8,6,6,3
gewaltsam,32,2,6,11,4,4,5
bundestag,31,0,6,9,11,4,1
auch,30,3,4,9,5,5,4
wenn,30,3,2,7,9,2,7
finden,30,5,2,17,4,1,1
istanbulkonvention,30,3,13,7,0,7,0
sehen,30,4,2,5,8,5,6
recht,29,2,8,8,4,5,2
schutz,29,5,12,4,0,8,0
israel,29,9,6,4,4,6,0
lassen,28,7,5,3,11,2,0
