hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
ich,436,135,65,117,34,48,36,1
geld,258,64,58,80,16,27,13,0
berlin,255,69,31,103,13,14,25,0
euro,201,86,48,35,12,17,3,0
kosten,191,47,37,52,13,25,17,0
staat,163,26,73,15,9,25,11,4
unternehmen,152,23,14,56,12,21,26,0
und,147,42,24,50,9,10,11,1
gewinnen,143,58,13,34,16,11,11,0
wirtschaft,132,15,19,69,7,12,10,0
leisten,125,27,20,50,8,9,11,0
mein,100,20,33,32,5,4,5,1
jahr,97,25,15,32,4,13,8,0
berliner,93,15,7,53,4,7,7,0
aber,75,21,7,31,5,5,6,0
brauchen,73,16,5,30,3,14,5,0
000,68,27,20,16,3,2,0,0
innen,67,22,0,43,2,0,0,0
milliarde,66,24,18,7,3,8,6,0
deutschland,64,5,34,10,1,8,6,0
so,62,8,20,19,3,7,5,0
corona,59,16,7,27,0,2,7,0
mensch,58,18,7,14,4,13,2,0
mal,57,18,8,16,5,6,4,0
cdu,55,15,7,18,4,2,9,0
wenn,51,14,9,9,4,10,4,1
agh,51,38,5,5,1,2,0,0
spd,50,10,7,20,5,2,6,0
r2,49,24,6,12,1,1,5,0
was,48,11,14,16,1,3,3,0
politik,48,1,14,16,3,9,4,1
senat,48,10,7,10,3,4,14,0
land,47,13,10,12,0,9,3,0
mit,47,10,7,23,3,3,1,0
million,44,11,18,9,3,2,1,0
in,43,8,4,14,7,3,6,1
wichtig,42,12,1,23,2,2,2,0
geben,41,8,7,16,3,3,4,0
stellen,41,8,5,12,7,7,2,0
sein,39,6,10,7,4,5,7,0
wer,38,5,17,8,2,5,1,0
heute,38,9,2,13,2,3,9,0
einfach,38,14,4,8,4,8,0,0
wohnung,37,14,10,5,4,4,0,0
gut,36,8,3,12,2,4,7,0
leben,35,7,9,9,5,3,2,0
deutsch,34,1,18,7,0,5,3,0
öffentlich,34,11,5,11,3,3,1,0
ein,34,9,5,13,1,2,4,0
arbeit,33,10,6,12,2,1,1,1
recht,33,14,10,4,2,3,0,0
bekommen,33,9,8,8,0,7,1,0
klaren,32,8,3,9,5,3,4,0
hoch,32,8,11,4,2,6,1,0
danken,32,10,1,9,4,5,3,0
thema,32,10,2,9,5,3,3,0
grüne,32,0,21,5,5,1,0,0
frage,31,8,8,8,3,4,0,0
bringen,31,5,6,10,2,3,5,0
reden,30,8,5,9,3,4,1,0
pandemie,30,9,1,11,3,1,5,0
stehen,30,8,3,11,2,4,2,0
steuern,30,9,10,4,1,5,1,0
sich,30,9,6,10,1,1,2,1
immobilie,30,9,4,10,3,2,2,0
nutzen,30,9,6,9,4,1,1,0
sehen,30,11,1,11,0,4,3,0
für,30,6,4,15,1,3,1,0
da,30,7,3,8,3,5,4,0
ts,29,29,0,0,0,0,0,0
industrie,29,4,6,13,3,3,0,0
zeigen,29,2,4,16,3,1,3,0
wie,29,8,13,4,1,2,1,0
bund,29,9,0,15,2,2,1,0
helfen,29,4,4,15,0,4,2,0
steuerzahler,29,1,19,4,0,3,2,0
stadt,29,6,2,10,1,6,4,0
genau,28,3,1,10,2,10,2,0
krise,28,6,0,18,1,0,3,0
lassen,28,9,5,9,2,2,1,0
beitrag,28,7,1,13,0,4,3,0
wahl,28,5,8,6,8,1,0,0
bleiben,27,6,6,6,1,3,5,0
grün,27,4,7,10,0,4,2,0
afd,27,2,23,1,0,0,1,0
zeit,26,10,4,8,0,2,2,0
hören,26,8,10,3,0,4,1,0
frau,26,5,3,15,0,3,0,0
schaffen,26,6,5,6,0,8,1,0
bezahlen,26,6,12,1,2,4,1,0
finden,26,8,2,7,3,3,3,0
im,25,9,2,10,0,3,1,0
eigentlich,25,4,10,3,2,2,4,0
zahlen,25,8,5,6,0,5,1,0
nehmen,25,6,7,9,1,1,1,0
zukunft,25,1,2,14,5,1,2,0
monat,24,9,2,4,2,4,3,0
eine,24,6,1,10,3,4,0,0
bei,24,4,4,8,5,3,0,0
welt,24,2,14,5,0,3,0,0
können,24,10,4,6,3,0,1,0
ausgeben,24,6,4,2,0,7,5,0
schnellen,23,7,0,11,0,5,0,0
klimaschutz,23,6,1,15,0,1,0,0
fdp,23,10,1,9,2,1,0,0
