hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
ich,9563,3012,1129,2863,1093,780,651,35
berlin,4085,1687,406,1108,415,199,260,10
und,2273,844,303,656,176,188,104,2
mein,2219,656,397,673,146,156,176,15
mal,1509,554,163,401,174,143,71,3
agh,1402,1070,67,93,33,81,30,28
innen,1234,571,15,560,73,8,7,0
aber,1211,390,119,479,79,83,60,1
jahr,1197,355,143,383,104,113,93,6
danken,1179,376,34,490,117,78,83,1
mensch,1126,370,127,352,73,106,97,1
corona,1074,305,206,396,52,50,63,2
berliner,1039,265,108,405,133,58,65,5
brauchen,1001,307,104,371,75,90,54,0
sein,982,327,145,266,90,88,57,9
ts,967,961,3,3,0,0,0,0
heute,871,283,94,320,96,44,31,3
was,865,257,158,251,74,59,64,2
cdu,847,273,152,220,54,43,105,0
afd,804,89,539,62,28,13,17,56
stehen,793,238,98,256,78,73,47,3
in,783,230,103,270,64,69,46,1
frage,763,260,82,259,55,61,45,1
so,758,219,151,207,76,65,39,1
wenn,752,228,114,180,83,108,36,3
sich,737,279,76,231,65,33,52,1
finden,722,221,62,280,52,63,42,2
sehen,716,208,95,232,56,78,47,0
spd,710,177,137,196,99,41,60,0
da,708,247,68,170,92,76,51,4
r2,673,362,41,151,23,40,56,0
ein,669,184,90,193,102,64,33,3
wer,663,146,199,154,70,59,30,5
wichtig,657,166,39,313,67,45,26,1
grün,652,92,147,275,54,43,41,0
deutschland,649,67,354,112,26,54,30,6
bleiben,644,202,101,180,65,48,45,3
wie,639,181,163,167,31,52,43,2
ja,633,309,31,190,40,33,30,0
mit,633,197,74,230,61,34,31,6
plenum,622,544,1,60,10,4,3,0
frau,620,159,135,183,64,50,26,3
recht,617,361,67,91,49,30,17,2
gut,614,153,74,244,57,51,34,1
zeit,607,178,54,207,77,56,33,2
einfach,590,163,78,204,54,58,31,2
geben,569,174,77,175,47,53,41,2
land,550,134,113,151,31,65,54,2
auch,550,183,50,192,58,38,27,2
politik,547,114,101,178,49,64,40,1
leben,547,100,98,115,165,39,30,0
senat,545,168,67,125,68,61,56,0
kind,539,146,85,213,34,34,26,1
genau,539,176,57,158,43,57,47,1
grüne,537,54,143,159,85,56,40,0
stellen,536,175,56,174,43,61,23,4
haben,534,163,74,141,78,35,42,1
jetzt,531,228,62,149,43,30,18,1
tagen,525,191,40,167,53,41,31,2
thema,524,160,39,176,57,57,35,0
für,510,182,73,167,36,19,33,0
klaren,496,151,45,167,54,36,42,1
linke,493,268,111,32,19,31,26,6
schön,484,128,45,161,85,35,30,0
reden,483,159,66,160,34,47,15,2
weg,480,130,70,160,50,39,30,1
viel,479,159,40,149,43,55,33,0
stadt,466,128,29,181,27,56,44,1
lassen,458,107,109,121,48,42,27,4
glückwunsch,450,165,15,187,28,36,19,0
eine,447,113,51,142,61,67,13,0
sprechen,442,158,33,161,32,31,23,4
problem,435,148,72,95,33,63,24,0
partei,428,135,105,83,27,31,47,0
zeigen,428,77,92,154,47,27,29,2
woche,416,141,25,137,45,33,34,1
gleich,415,64,16,50,264,13,5,3
gemeinsam,409,94,27,170,43,38,37,0
uhr,409,179,21,115,38,20,28,8
wählen,408,88,131,103,28,28,29,1
wahl,407,107,92,126,31,33,14,4
dank,402,123,77,109,41,35,17,0
freuen,400,115,21,159,36,42,26,1
fragen,398,188,26,126,24,22,11,1
sichern,394,123,42,119,29,51,29,1
eigentlich,389,104,96,101,17,46,25,0
impfen,385,92,33,141,79,26,14,0
bekommen,381,120,48,121,26,53,13,0
im,379,133,45,116,39,38,8,0
wissen,377,127,77,96,27,27,20,3
bei,377,116,41,126,33,39,22,0
hier,370,140,30,131,35,24,9,1
nächst,366,120,33,120,45,26,22,0
000,364,124,97,82,28,5,25,3
leute,360,84,71,128,16,48,11,2
pandemie,360,137,21,126,39,17,20,0
fdp,357,144,46,76,14,66,11,0
schule,355,127,24,112,23,28,41,0
stimmen,354,135,41,103,21,39,15,0
nehmen,347,111,44,102,33,34,21,2
herzliche,347,112,57,106,26,32,14,0
hören,347,121,55,101,36,24,10,0
bringen,346,94,50,123,34,30,15,0
politisch,345,73,71,113,40,31,16,1
klimaschutz,344,47,10,260,8,6,13,0
sagen,339,119,41,98,26,29,26,0
teilen,337,103,36,109,43,27,18,1
arbeit,331,111,28,133,26,15,15,3
öffentlich,329,120,49,87,18,30,25,0
nicht,323,82,69,77,47,26,21,1
mietendeckel,321,142,35,82,25,26,11,0
warum,321,70,114,59,32,24,21,1
bund,318,105,15,128,40,16,14,0
kein,317,83,75,106,25,10,18,0
schnellen,317,98,29,108,31,35,16,0
können,316,123,51,73,31,22,16,0
dann,316,83,59,77,32,47,18,0
wahlkampf,316,83,41,122,23,31,16,0
letzt,316,85,33,109,26,36,27,0
auf,315,114,52,89,24,16,18,2
neu,314,95,33,102,32,35,15,2
gelten,313,94,30,105,36,28,19,1
halten,312,80,48,92,32,34,23,3
fordern,308,129,34,82,22,25,16,0
bezirk,308,101,12,113,34,26,22,0
nein,307,137,42,72,25,12,19,0
enden,307,76,60,72,51,35,13,0
helfen,307,73,26,114,35,27,32,0
fall,306,107,37,86,32,30,14,0
laufen,305,98,33,105,33,21,15,0
gerne,305,50,27,131,36,17,41,3
demokratie,305,59,98,82,30,13,19,4
aktuell,305,111,18,118,28,18,12,0
morgen,304,113,22,106,34,13,16,0
gute,302,99,23,98,52,16,14,0
denken,302,75,46,93,34,28,25,1
rot,300,70,38,78,20,33,61,0
gesetz,300,129,20,70,31,32,17,1
schaffen,299,86,27,98,24,53,11,0
mahe,296,230,4,60,2,0,0,0
diese,291,73,66,69,41,22,20,0
liegen,287,74,40,91,37,23,20,2
gestern,286,100,28,92,34,17,14,1
wohnung,285,138,28,61,10,24,24,0
ne,283,137,7,107,27,2,3,0
zukunft,282,57,18,129,30,26,22,0
weiß,281,91,47,69,21,36,17,0
setzen,281,83,42,86,33,28,9,0
bitte,281,100,18,105,28,12,16,2
beschließen,278,101,5,94,48,20,10,0
sozial,278,116,23,105,13,13,7,1
also,277,107,34,91,18,15,12,0
lockdown,277,41,96,62,17,31,23,7
erfolgen,275,99,29,72,25,33,17,0
kennen,275,65,36,75,38,37,23,1
all,274,89,36,95,20,17,17,0
2021,273,42,45,94,61,12,18,1
beispiel,272,93,33,69,16,52,7,2
klar,271,82,28,95,27,23,16,0
gespräch,269,109,40,82,11,9,15,3
falsch,269,89,42,57,31,26,24,0
zum,269,110,24,73,24,28,10,0
debatte,267,110,14,100,16,13,14,0
sehr,267,88,25,72,39,19,24,0
fahren,265,74,54,75,19,32,11,0
unterstützen,263,110,25,74,19,13,18,4
deutlich,263,102,25,62,23,33,18,0
marzahn,262,118,101,27,2,1,12,1
platzen,262,73,25,102,28,19,13,2
am,262,81,35,86,27,20,13,0
test,262,66,24,124,37,2,8,1
toll,261,79,10,116,21,22,13,0
verstehen,260,87,27,85,16,24,19,2
glauben,259,76,59,58,20,25,21,0
geld,258,64,58,80,16,27,13,0
stark,258,78,19,100,19,32,9,1
malen,253,77,40,71,28,22,15,0
nutzen,252,90,27,75,24,26,9,1
meine,251,61,19,111,35,15,10,0
lesen,249,76,28,89,23,18,15,0
hoch,247,83,40,58,25,27,13,1
idee,246,59,13,79,30,28,35,2
bauen,245,89,22,77,19,16,22,0
man,244,56,54,37,36,50,10,1
deutsch,241,24,130,35,6,21,18,7
schulen,241,103,5,89,18,15,11,0
regierung,240,49,103,35,7,30,12,4
entscheiden,240,75,24,73,31,23,14,0
arbeiten,240,86,24,88,19,13,10,0
30,239,95,18,70,20,22,12,2
na,239,134,25,36,16,4,24,0
ort,238,57,17,85,30,28,19,2
deshalb,236,60,15,130,20,9,1,1
polizei,236,61,53,69,33,6,10,4
alle,235,86,38,71,26,6,8,0
diskutieren,235,79,8,97,15,26,10,0
testen,235,62,16,140,7,2,7,1
antrag,233,100,22,56,12,18,25,0
straße,231,64,24,72,32,20,17,2
eher,231,82,37,46,19,30,16,1
10,230,105,31,50,15,12,16,1
mann,228,45,75,57,16,21,12,2
zielen,226,66,23,79,19,18,21,0
hab,224,113,5,75,25,0,6,0
lösung,223,68,20,69,27,22,17,0
herr,222,50,43,70,29,11,15,4
echt,220,64,33,79,28,9,7,0
oder,220,64,36,66,22,22,10,0
afghanistan,219,46,99,53,2,5,13,1
nach,219,69,39,65,19,9,17,1
alt,218,53,38,80,20,19,7,1
welt,218,44,84,52,10,18,10,0
bundesregierung,218,50,72,76,6,12,2,0
antwort,217,75,22,65,18,25,12,0
handeln,215,62,39,66,21,15,11,1
klargehtdas,215,0,0,215,0,0,0,0
mitte,214,61,11,85,14,21,18,4
schreiben,214,65,28,76,17,20,7,1
merkel,214,11,169,13,5,6,5,5
tun,213,67,27,77,16,16,9,1
kämpfen,211,79,29,78,9,7,9,0
schnelltests,210,25,3,164,6,4,8,0
entscheidung,208,86,15,61,27,12,7,0
lieb,208,66,16,79,19,15,12,1
mehr,208,58,21,70,21,15,22,1
ander,206,71,30,57,13,27,7,1
familie,205,49,23,81,18,15,17,2
bitten,205,60,13,77,33,12,10,0
verantwortung,204,41,14,80,19,15,35,0
monat,202,66,12,54,22,22,26,0
erklären,202,57,52,66,13,9,4,1
lang,202,42,22,83,35,15,5,0
berichten,202,90,34,49,6,17,5,1
priorität,201,160,4,28,6,2,1,0
euro,201,86,48,35,12,17,3,0
richtig,199,42,25,72,31,16,12,1
20,199,60,38,56,24,10,9,2
