,AFD,CDUCSU,FDP,GRUENE,LINKE,OTHER,SPD,AFD - norm,CDUCSU - norm,FDP - norm,GRUENE - norm,LINKE - norm,OTHER - norm,SPD - norm
2021-01-01,,,,,,,,,,,,,,
2021-01-02,,,,,,,,,,,,,,
2021-01-03,,,,,,,,,,,,,,
2021-01-04,,,,,,,,,,,,,,
2021-01-05,,,,,,,,,,,,,,
2021-01-06,,,,,,,,,,,,,,
2021-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12,0.0,0.0,0.0,0.0,0.08333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0008503401360544217,,0.0
2021-01-13,0.0,0.0,0.0,0.0,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0007849293563579277,,0.0
2021-01-14,0.0,0.0,0.0,0.0,0.07142857142857142,,0.0,0.0,0.0,0.0,0.0,0.0007288629737609329,,0.0
2021-01-15,0.0,0.0,0.0,0.0,0.06666666666666667,,0.0,0.0,0.0,0.0,0.0,0.0006802721088435374,,0.0
2021-01-16,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0006377551020408163,0.0,0.0
2021-01-17,0.0,0.0,0.0,0.0,0.058823529411764705,,0.0,0.0,0.0,0.0,0.0,0.0006002400960384153,,0.0
2021-01-18,0.0,0.0,0.0,0.0,0.05555555555555555,,0.0,0.0,0.0,0.0,0.0,0.0005668934240362811,,0.0
2021-01-19,0.0,0.0,0.0,0.0,0.05263157894736842,,0.0,0.0,0.0,0.0,0.0,0.0005370569280343716,,0.0
2021-01-20,0.0,0.0,0.0,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.000510204081632653,,0.0
2021-01-21,0.0,0.0,0.0,0.0,0.047619047619047616,,0.0,0.0,0.0,0.0,0.0,0.00048590864917395527,,0.0
2021-01-22,0.0,0.0,0.0,0.0,0.045454545454545456,,0.0,0.0,0.0,0.0,0.0,0.0004638218923933209,,0.0
2021-01-23,0.0,0.0,0.0,0.0,0.043478260869565216,,0.0,0.0,0.0,0.0,0.0,0.0004436557231588287,,0.0
2021-01-24,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.00042517006802721087,0.0,0.0
2021-01-25,0.0,0.0,0.0,0.04,0.04,,0.0,0.0,0.0,0.0,0.0009302325581395348,0.0004081632653061224,,0.0
2021-01-26,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0008944543828264759,0.00039246467817896386,0.0,0.0
2021-01-27,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,,0.0,0.0,0.0,0.0,0.0008613264427217916,0.00037792894935752074,,0.0
2021-01-28,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0008305647840531562,0.00036443148688046647,0.0,0.0
2021-01-29,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,,0.0,0.0,0.0,0.0,0.0008019246190858059,0.001055594651653765,,0.0
2021-01-30,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0007751937984496124,0.001020408163265306,0.0,0.0
2021-01-31,0.0,0.0,,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,,0.0007751937984496124,0.001020408163265306,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.001020408163265306,,0.0
2021-02-02,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.001020408163265306,,0.0
2021-02-03,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.001020408163265306,,0.0
2021-02-04,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.001020408163265306,,0.0
2021-02-05,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.001020408163265306,,0.0
2021-02-06,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.001020408163265306,,0.0
2021-02-07,0.0,0.0,0.0,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0018140589569160996,0.0,0.0
2021-02-08,0.0,0.0,0.0,0.03333333333333333,0.1,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0018140589569160996,,0.0
2021-02-09,0.0,0.0,,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,,0.0007751937984496124,0.0018140589569160996,0.0,0.0
2021-02-10,0.0,0.0,0.0,0.03333333333333333,0.1,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0018140589569160996,,0.0
2021-02-11,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0014739229024943311,0.0,0.0
2021-02-12,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0024263038548752837,,0.0
2021-02-13,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0024263038548752837,,0.0
2021-02-14,0.0,0.0,,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,,0.0007751937984496124,0.0024263038548752837,0.0,0.0
2021-02-15,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0024263038548752837,0.0,0.0
2021-02-16,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0024263038548752837,0.0,0.0
2021-02-17,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0028482447831453257,0.0,0.0
2021-02-18,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0007751937984496124,0.0028482447831453257,0.0,0.0
