hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
ich,1204,264,177,433,95,117,110,8
berlin,558,210,94,148,33,31,39,3
politik,547,114,101,178,49,64,40,1
politisch,345,73,71,113,40,31,16,1
mein,341,67,67,113,25,32,34,3
demokratie,305,59,98,82,30,13,19,4
und,282,77,44,94,23,32,12,0
regierung,240,49,103,35,7,30,12,4
antrag,233,100,22,56,12,18,25,0
bundesregierung,218,50,72,76,6,12,2,0
agh,218,151,22,11,2,17,10,5
mensch,199,74,17,59,8,26,15,0
cdu,198,66,36,57,14,8,17,0
jahr,191,39,23,67,13,24,24,1
afd,190,19,126,21,6,2,6,10
politische,185,34,46,58,20,14,13,0
maßnahme,185,53,19,71,10,18,13,1
wahlkreis,182,55,26,70,16,8,7,0
parlament,177,48,22,55,14,24,14,0
innen,162,73,0,78,7,1,3,0
ergebnis,161,50,17,51,14,18,10,1
fraktion,161,58,13,53,14,14,7,2
spd,160,45,20,53,22,11,9,0
koalition,158,43,14,56,9,15,21,0
corona,158,39,44,46,5,14,10,0
mal,156,40,23,51,17,12,13,0
berliner,156,34,22,58,14,12,16,0
mehrheit,154,59,17,47,12,17,2,0
r2,147,86,9,29,3,9,11,0
aber,140,43,14,56,8,10,9,0
heute,139,36,22,58,7,8,8,0
kollege,139,35,16,43,10,24,10,1
bundestag,138,49,25,39,9,6,9,1
brauchen,131,32,16,54,5,16,8,0
stehen,130,35,16,48,13,13,5,0
grün,128,17,26,56,10,9,10,0
abgeordnete,122,38,14,33,14,13,7,3
ts,120,120,0,0,0,0,0,0
in,116,32,25,30,12,11,6,0
regieren,112,25,28,15,14,18,11,1
so,112,21,33,29,9,10,9,1
finden,110,28,18,35,11,11,6,1
deutschland,108,5,67,20,2,11,3,0
wer,107,21,35,27,10,9,5,0
partei,106,22,23,23,9,13,16,0
politiker,103,23,31,28,8,6,7,0
wenn,103,23,17,23,8,21,10,1
land,103,21,21,29,6,13,13,0
grüne,102,13,23,28,14,13,11,0
wichtig,101,20,10,47,7,7,10,0
linke,100,57,23,4,3,9,3,1
noafd,99,60,0,32,4,0,3,0
wählen,99,21,30,28,7,5,7,1
mit,99,28,16,30,12,7,6,0
was,96,19,22,33,7,6,9,0
sich,95,22,17,31,9,7,8,1
sein,95,33,12,26,8,11,5,0
sehen,94,22,15,31,5,11,10,0
danken,92,26,4,44,4,7,6,1
recht,91,50,14,19,3,1,3,1
frage,91,22,14,30,9,11,4,1
rot,84,17,17,20,4,4,22,0
stellen,83,25,16,20,10,9,3,0
plenum,83,74,1,4,1,1,2,0
bleiben,82,14,21,26,5,8,8,0
thema,81,22,5,32,7,10,5,0
senat,81,25,14,19,8,7,8,0
gemeinsam,81,10,3,31,14,14,9,0
fdp,80,26,14,15,4,19,2,0
zeit,80,20,10,32,5,7,6,0
wie,80,22,25,18,4,6,5,0
wahl,79,21,16,33,6,2,1,0
für,79,23,17,29,2,1,7,0
eine,79,16,13,27,6,15,2,0
