hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
ich,665,90,162,157,51,102,103
auto,407,43,100,98,51,44,71
öpnv,223,29,65,41,7,38,43
autobahn,161,7,85,38,4,6,21
und,147,25,45,30,6,26,15
brauchen,147,14,43,47,8,19,16
fahrrad,132,23,50,18,8,19,14
jahr,121,11,44,16,8,26,16
mensch,119,19,30,31,3,13,23
verkehrswende,115,2,61,45,0,5,2
fahren,113,15,24,15,12,16,31
klimaschutz,110,6,73,15,0,8,8
mein,106,15,27,19,13,19,13
mal,105,12,31,27,8,11,16
bahnen,104,5,50,27,1,8,13
aber,99,12,26,34,3,10,14
lkw,93,14,41,4,1,5,28
automatisch,93,11,14,27,3,21,17
scheuer,92,0,65,19,0,2,6
autoritär,90,9,18,23,8,12,20
land,86,11,32,15,3,11,14
mobilität,83,19,29,7,3,3,22
fdp,81,0,17,4,1,5,54
tempolimit,81,5,31,14,11,7,13
grün,80,12,25,4,14,5,20
autor,78,6,18,23,9,10,12
mit,77,18,22,12,1,10,14
in,76,8,29,14,5,8,12
berlin,76,6,12,15,12,12,19
so,74,9,22,12,7,17,7
gut,72,10,27,11,1,10,13
innen,71,0,27,32,1,10,1
euro,68,9,36,9,1,2,11
bus,67,7,27,26,0,1,6
corona,66,8,8,16,9,10,15
wenn,65,5,14,15,7,10,14
co2,65,12,14,4,4,7,24
deutschland,64,14,9,10,10,6,15
autos,63,15,21,3,9,7,8
zeigen,63,5,26,13,1,7,11
wie,62,4,26,10,7,6,9
straße,60,10,28,11,2,4,5
bundestag,59,7,17,15,7,7,6
milliarde,59,4,27,19,0,3,6
cdu,59,5,24,16,5,7,2
zukunft,59,16,17,3,5,5,13
was,58,5,14,17,8,8,6
sehen,58,9,15,9,5,8,12
stehen,57,8,16,11,7,3,12
politik,56,2,20,11,6,7,10
lastenrad,56,3,29,7,4,1,12
im,55,6,18,8,3,8,12
ein,55,7,12,16,5,9,6
heute,55,8,18,9,1,9,10
stadt,55,7,25,11,1,5,6
für,54,12,19,12,1,5,5
spd,54,6,24,7,1,9,7
wer,54,8,18,16,5,2,5
wichtig,53,11,19,8,0,4,11
sein,53,6,13,11,2,9,12
finden,52,6,17,16,2,6,5
lassen,52,9,11,13,5,7,7
scheinen,51,4,31,4,1,2,9
grüne,51,14,9,6,7,5,10
million,50,7,27,3,7,0,6
bauen,49,11,23,4,0,6,5
frage,49,6,16,11,2,6,8
da,49,3,15,11,2,8,10
csu,48,1,35,5,3,1,3
zeit,48,2,17,12,5,4,8
ausbau,48,4,25,12,0,4,3
setzen,48,7,20,5,2,4,10
einfach,48,8,12,7,5,6,10
sozial,47,2,5,30,1,6,3
weg,46,5,19,11,3,5,3
bundesregierung,45,1,19,12,7,0,6
auch,45,12,14,7,2,6,4
nahverkehr,44,2,9,19,2,2,10
deutsch,44,9,8,8,7,1,11
elektromobilität,44,9,22,2,1,6,4
fordern,44,4,10,11,4,2,13
demokratie,43,8,9,4,3,8,11
autoindustrie,43,1,15,17,3,3,4
sprechen,42,4,20,5,3,4,6
thema,42,4,11,3,1,11,12
klaren,42,5,14,11,3,3,6
stellen,42,11,8,8,1,3,11
autokorrektur,42,1,2,35,0,3,1
bund,42,6,23,4,1,3,5
000,42,13,11,3,2,6,7
eu,41,5,10,6,4,4,12
bei,41,3,13,11,3,3,8
eine,41,9,14,6,3,5,4
bringen,41,4,17,8,3,5,4
stark,40,9,7,12,1,6,5
neu,40,4,15,9,3,3,6
wasserstoff,40,16,10,0,0,6,8
man,40,4,6,9,2,6,13
problem,40,2,12,11,1,8,6
deutlich,39,4,14,5,1,6,9
geld,39,4,15,4,1,6,9
halten,39,7,13,6,2,6,5
sich,39,3,11,9,5,8,3
bleiben,38,7,12,10,1,5,3
kosten,38,4,21,3,5,2,3
staat,38,8,2,12,3,4,9
beispiel,38,14,8,4,0,6,6
nehmen,38,5,9,10,2,6,6
afd,37,2,3,1,29,2,0
hoch,37,7,9,6,1,8,6
hier,37,4,15,9,3,4,2
schaffen,36,5,10,4,1,5,11
nutzen,35,2,19,4,0,4,6
klima,35,6,13,14,1,0,1
diesel,35,2,14,5,5,6,3
jung,35,0,2,1,3,1,28
verstehen,34,1,10,4,3,6,10
subvention,34,0,11,11,2,2,8
jetzt,34,3,10,10,2,8,1
infrastruktur,34,7,7,4,0,2,14
viel,34,8,14,3,0,2,7
10,33,2,11,8,4,5,3
km,33,3,11,6,6,3,4
automobilindustrie,33,5,19,2,2,3,2
hören,33,3,10,8,1,6,5
autonom,33,7,3,4,1,3,15
enden,33,1,11,8,8,2,3
öffentlich,32,2,11,6,5,4,4
geben,32,3,11,4,2,7,5
benzin,32,6,7,5,6,2,6
china,31,10,6,4,1,5,5
warum,31,5,5,7,0,2,12
meine,31,1,9,10,4,6,1
teuer,31,1,14,3,3,6,4
union,31,1,18,8,0,2,2
zum,31,10,4,3,3,5,6
regierung,31,1,9,9,8,1,3
groß,31,9,5,4,0,6,7
laschet,31,0,25,5,0,1,0
100,30,6,7,1,1,12,3
leute,30,1,11,6,7,3,2
europa,30,0,15,6,0,5,4
welt,30,7,10,3,5,4,1
nächst,30,2,10,10,0,5,3
2021,30,2,13,3,4,0,8
nicht,29,2,11,4,2,3,7
30,29,6,14,5,1,1,2
eigentlich,29,3,10,8,5,1,2
nach,29,7,9,3,3,5,2
frau,28,3,9,8,5,2,1
verkehr,28,1,7,4,1,2,13
förderung,28,3,15,2,0,2,6
lastenräder,28,1,15,1,4,1,6
ja,28,2,11,6,0,6,3
verkehren,28,6,11,5,0,1,5
sichern,27,3,8,6,1,5,4
haben,27,2,8,8,1,5,3
teilen,27,4,10,6,0,3,4
woche,27,1,6,5,1,11,3
radweg,27,5,14,5,0,1,2
me,27,0,0,0,0,26,1
pkw,27,10,8,6,0,0,3
leben,27,5,6,5,3,2,6
2020,27,3,16,3,1,1,3
linke,26,1,1,14,5,1,4
verkehrspolitik,26,4,17,4,0,0,1
danken,26,4,10,2,3,4,3
bekommen,26,3,8,9,1,3,2
zielen,26,4,7,4,2,5,4
mehr,26,6,9,5,0,2,4
gelten,26,4,5,3,2,5,7
straßenbau,26,1,21,1,0,0,3
gmbh,25,0,14,1,0,2,8
lösung,25,3,7,6,0,5,4
platzen,25,5,9,5,0,3,3
steigen,25,2,8,2,3,6,4
btw21,25,1,10,8,2,1,3
raum,25,5,14,2,0,0,4
unterwegs,25,4,8,3,1,2,7
region,25,4,4,8,2,2,5
autokraten,25,3,9,6,0,2,5
klar,24,2,10,6,0,4,2
liegen,24,1,7,3,2,7,4
entscheiden,24,3,7,7,1,4,2
pandemie,24,2,6,6,0,2,8
kaufen,24,7,2,6,2,3,4
zb,24,3,9,5,0,7,0
schön,24,1,7,6,3,4,3
idee,24,5,5,5,1,1,7
alternative,24,1,7,10,1,3,2
reform,24,0,17,3,1,0,3
fürs,24,1,16,1,4,0,2
herr,24,3,8,4,1,3,5
