hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
#corona,2832,387,387,740,403,313,602
#covid19,738,81,186,150,120,81,120
#lockdown,709,62,53,95,228,56,215
#pandemie,467,106,91,131,13,71,55
#impfstoff,384,55,54,123,29,24,99
#bundestag,306,47,43,74,57,28,57
#impfen,301,79,64,30,20,39,69
#impfung,262,49,32,36,54,27,64
#astrazeneca,250,45,49,45,16,28,67
#afd,245,6,7,3,220,6,3
#bundesregierung,236,5,18,78,49,2,84
#spahn,226,3,45,92,28,27,31
#merkel,221,10,24,38,100,5,44
#cdu,139,28,20,37,25,19,10
#eu,136,35,7,27,14,22,31
#mpk,136,12,21,22,4,3,74
#covid,108,20,11,21,10,25,21
#biontech,100,20,9,32,5,9,25
#laschet,95,3,31,27,10,16,8
#berlin,90,16,14,11,26,7,16
#spd,86,21,6,12,15,22,10
#infektionsschutzgesetz,85,13,6,17,11,8,30
#impfstoffe,81,3,8,54,3,5,8
#impfpflicht,80,2,1,8,50,8,11
#coronavirus,80,19,6,16,25,8,6
#homeoffice,80,6,33,25,1,9,6
#longcovid,79,0,4,3,4,66,2
#masken,79,3,29,15,8,16,8
#fdp,78,6,3,4,5,1,59
#impfgipfel,76,6,14,11,5,5,35
#deutschland,73,12,3,4,24,3,27
#kinder,70,6,19,6,17,8,14
#inzidenz,70,8,8,5,12,5,32
#schnelltests,70,4,12,12,1,4,37
#csu,69,3,19,21,6,10,10
#söder,68,0,18,9,22,10,9
#groko,66,1,9,23,6,1,26
#ausgangssperre,65,1,1,8,21,5,29
#querdenker,65,6,10,7,25,7,10
#bonn,62,0,59,0,0,0,3
#btw21,59,7,13,17,11,5,6
#b117,59,2,20,17,0,19,1
#noafd,58,8,14,27,0,7,2
#stufenplan,58,2,8,1,1,0,46
#coronakrise,58,1,11,32,9,1,4
#bildung,56,5,22,7,1,5,16
#freiheit,55,5,2,0,28,2,18
#bundesnotbremse,54,7,0,10,9,6,22
#coronagipfel,53,2,6,14,5,10,16
#grundrechte,53,1,1,4,24,1,22
#impfungen,52,13,3,10,6,9,11
#schulen,51,2,25,6,4,2,12
#lauterbach,51,1,2,5,34,2,7
#fdpbt,50,0,0,0,0,0,50
#hartziv,47,0,9,26,0,6,6
#luftfilter,47,4,17,15,0,0,11
#impfdesaster,46,0,4,16,4,4,18
#covid_19,46,4,5,9,16,2,10
#notbremse,45,5,8,11,3,5,13
#europa,45,21,7,1,3,10,3
#allesdichtmachen,44,2,4,10,16,8,4
#triell,44,5,26,2,1,6,4
#zerocovid,43,0,1,38,1,2,1
#lockerungen,42,8,1,7,6,3,17
#osterlockdown,42,2,4,12,5,2,17
#digitalisierung,42,12,11,3,0,5,11
#ausgangssperren,41,2,1,4,8,2,24
#sachsen,41,11,2,4,3,2,19
#demokratie,40,4,3,8,6,3,16
#maskenpflicht,39,2,1,8,18,2,8
#karliczek,39,0,28,8,0,0,3
#usa,39,8,6,10,1,2,12
#afdimbundestag,38,0,0,0,38,0,0
#wirtschaft,37,11,1,3,6,6,10
#annewill,37,0,15,1,1,4,16
#impfstrategie,35,10,5,2,1,6,11
#ffp2,35,3,1,9,3,5,14
#lockdownverlaengerung,35,5,1,7,12,0,10
#nocovid,34,3,3,19,6,2,1
#klimakrise,34,1,17,8,3,4,1
#sputnikv,34,2,3,22,3,3,1
#patente,33,0,2,30,0,0,1
#kretschmann,33,0,12,4,8,0,9
#schnelltest,33,2,6,8,2,3,12
#linke,33,0,0,32,0,0,1
#ffp2masken,32,2,4,13,3,8,2
#3k21,32,0,0,0,1,0,31
#bewegungsradius,32,0,0,4,14,0,14
#nrw,32,3,6,4,4,7,8
#lanz,32,14,1,4,5,4,4
#drittewelle,31,2,12,13,1,3,0
#lucaapp,31,0,5,20,0,3,3
#vermögensabgabe,30,0,0,30,0,0,0
#bundeswehr,30,21,0,3,2,0,4
#regierungserklärung,29,2,5,4,0,0,18
#bayern,29,2,2,11,6,2,6
#gesundheit,29,8,2,15,0,2,2
#scholz,29,11,2,6,4,0,6
#testen,29,9,7,0,0,6,7
#stiko,28,2,4,0,6,7,9
#tripswaiver,28,1,1,26,0,0,0
#delta,28,3,10,5,6,1,3
#testpflicht,28,0,2,3,10,8,5
#soeder,28,0,1,3,4,6,14
#scheuer,28,0,4,13,0,3,8
#cdurausausderregierung,27,0,0,27,0,0,0
#cwa,27,5,9,2,0,5,6
#klimaschutz,27,4,16,2,1,1,3
#impfpass,26,11,3,0,6,2,4
#schule,26,1,4,11,0,4,6
#coronawarnapp,25,0,2,21,0,1,1
#pandemierat,25,0,17,8,0,0,0
#wirecard,25,6,5,12,1,1,0
#kultur,25,5,1,4,2,7,6
#impfzwang,25,0,0,0,24,0,1
#osterruhe,25,1,4,7,1,2,10
#gastronomie,25,9,1,1,1,4,9
#schuldenbremse,25,5,2,12,2,0,4
#cducsu,24,10,6,5,1,1,1
#infektionsschutz,24,0,2,19,1,1,1
#grundgesetz,23,0,2,3,12,1,5
#afghanistan,23,2,7,8,1,1,4
#lockdown2021,23,2,2,3,8,2,6
#ltwbw21,23,0,10,2,7,1,3
#breg,23,0,1,8,0,0,14
#impfturbo,23,18,0,0,0,2,3
#moderna,23,9,1,8,1,1,3
#pflege,23,0,7,3,0,12,1
#ostern,22,6,0,3,7,3,3
#teststrategie,22,2,2,4,0,4,10
#homeschooling,22,1,5,12,0,0,4
#sachsenanhalt,22,14,1,0,7,0,0
#ministerpraesidentenkonferenz,22,2,2,2,6,0,10
#patentfreigabe,22,0,0,20,0,1,1
#einzelhandel,21,5,0,2,4,1,9
#biden,21,0,1,12,2,2,4
#brandenburg,21,10,2,6,1,0,2
#altmaier,21,3,1,6,3,2,6
#seehofer,20,0,5,7,3,2,3
#polizei,20,0,2,10,7,0,1
#korruption,20,1,4,7,4,4,0
#jugendliche,20,3,4,0,1,6,6
#heimtests,20,0,0,0,0,20,0
#politik,19,4,1,1,3,8,2
#solidarität,19,2,3,5,0,9,0
#impfkampagne,19,6,8,1,1,1,2
#impfenschuetzt,19,4,9,1,0,3,2
#impfenrettetleben,19,2,7,2,0,6,2
#coronavirusde,19,0,2,1,8,3,5
#indien,19,5,3,8,0,3,0
#karlsruhe,19,0,0,2,0,0,17
#wegenmorgen,19,14,2,3,0,0,0
#grünen,19,4,0,1,10,0,4
#schwarzerfilz,19,0,19,0,0,0,0
#kanzlerin,19,2,3,1,4,1,8
#mittelstand,19,11,0,0,5,0,3
#geimpfte,19,2,2,1,7,1,6
#r2g,19,3,0,2,3,0,11
#covidー19,19,4,1,3,2,6,3
#thüringen,18,3,0,2,3,1,9
#forschung,18,3,11,1,0,1,2
#maskenskandal,18,1,0,9,1,4,3
#stuttgart,18,1,9,1,0,1,6
#inzidenzwert,18,2,0,0,10,1,5
#impfzentrum,18,11,2,1,1,2,1
#ungleichheit,18,0,4,4,0,10,0
#rki,18,1,2,2,5,3,5
#ungeimpfte,18,2,0,2,10,1,3
#thueringen,17,7,0,0,6,0,4
#bundestagswahl,17,1,4,4,6,1,1
#wissenschaft,17,1,7,2,1,5,1
#armut,17,0,6,7,0,3,1
#covid19de,17,2,1,10,0,0,4
#kiel,17,0,0,17,0,0,0
#bundeskanzlerin,17,10,1,1,0,0,5
#deltavariante,17,2,3,2,6,1,3
#tests,16,2,2,1,1,2,8
#familien,16,3,0,5,2,1,5
#selbsttests,16,3,4,0,0,4,5
#impfstoffen,16,3,4,8,0,0,1
#russland,16,2,3,6,3,2,0
#medien,16,0,0,0,16,0,0
#dresden,16,1,2,11,1,0,1
#bernhard,16,0,0,0,16,0,0
#menschenrechte,16,0,6,3,7,0,0
#brueckenlockdown,16,2,1,1,4,1,7
#münchen,16,0,4,4,2,1,5
#bafög,16,1,6,7,0,0,2
#magdeburg,16,15,0,1,0,0,0
#grüne,16,1,2,0,6,4,3
#tourismus,16,9,3,0,1,1,2
#klimawandel,16,2,3,6,4,1,0
#baerbock,15,3,5,1,3,2,1
#maßnahmen,15,6,0,0,6,0,3
#covax,15,2,1,5,0,7,0
#hartz4,14,0,4,7,0,1,2
#bürgerrechte,14,0,0,1,8,0,5
#bildungabersicher,14,0,0,13,0,1,0
#staatsversagen,14,0,0,1,1,1,11
#klima,14,2,7,1,1,2,1
#brandner,14,0,0,0,14,0,0
#clubhouse,14,4,0,4,0,2,4
#ifsg,14,0,2,7,1,0,4
#mallorca,14,1,6,5,0,1,1
#verfassungsbeschwerde,13,0,0,0,1,8,4
#friseure,13,2,1,1,1,0,8
#bundeslockdown,13,0,0,1,6,3,3
#bureg,13,0,1,8,4,0,0
#1mai,13,3,2,7,1,0,0
#ramelow,13,1,0,1,6,0,5
#coronahilfen,13,1,0,2,1,4,5
#coronaimpfung,13,6,2,1,0,2,2
#china,13,4,6,1,0,0,2
#ema,13,2,3,0,1,4,3
#leipzig,13,0,7,6,0,0,0
#gebtdiepatentefrei,13,0,0,13,0,0,0
#servicetweet,13,4,1,0,3,4,1
#tagderarbeit,13,3,3,4,0,2,1
#aiwanger,13,2,5,1,2,1,2
#kubicki,13,0,1,3,1,1,7
#pressefreiheit,12,2,2,4,1,1,2
#impfangebot,12,7,0,2,2,0,1
#deutschlandabernormal,12,0,0,0,12,0,0
#israel,12,0,1,1,1,2,7
#impfquote,12,0,2,1,3,0,6
#btw2021,12,1,0,6,3,1,1
#krise,12,1,0,3,0,7,1
#vielzutun,12,0,0,0,0,0,12
#bverfg,12,0,0,0,4,1,7
