hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
ich,518,137,58,177,53,46,47,0
stadt,466,128,29,181,27,56,44,1
öffentlich,329,120,49,87,18,30,25,0
berlin,325,108,40,110,25,18,24,0
bund,318,105,15,128,40,16,14,0
bürgern,159,8,117,11,0,4,18,1
brauchen,117,21,5,47,25,11,8,0
und,106,30,15,33,8,13,7,0
mein,100,28,15,41,2,4,10,0
land,92,28,14,26,5,9,10,0
r2,78,37,6,23,1,2,9,0
wenn,73,12,3,13,28,12,5,0
mensch,71,23,7,21,1,10,9,0
berliner,71,15,8,37,1,3,7,0
afd,68,4,56,3,1,1,2,1
usa,67,10,34,13,4,3,3,0
bevölkerung,66,11,30,10,4,10,1,0
innen,64,22,0,37,1,2,2,0
agh,62,39,10,5,3,3,1,1
senat,61,11,8,13,25,0,4,0
mal,60,14,11,21,3,5,6,0
aber,60,15,6,28,4,4,3,0
zeit,56,4,6,14,25,5,2,0
mietendeckel,54,24,1,18,4,6,1,0
jahr,53,14,4,14,4,6,11,0
was,51,18,7,19,1,1,5,0
corona,51,9,14,19,0,3,6,0
cdu,49,16,11,17,2,1,2,0
spd,48,6,10,15,5,4,8,0
stehen,47,13,8,18,2,2,4,0
in,46,14,10,11,4,5,2,0
bleiben,46,10,6,14,4,8,4,0
gut,45,10,9,18,0,3,5,0
frage,45,9,7,15,2,7,5,0
sein,45,13,13,11,1,4,3,0
wer,44,9,16,8,2,3,6,0
grün,43,6,7,18,1,3,8,0
politik,42,6,10,15,3,5,3,0
heute,41,6,17,13,2,1,1,1
gemeinsam,38,5,4,16,3,3,7,0
stellen,38,6,5,15,3,5,4,0
fordern,38,16,7,12,0,2,1,0
eine,37,8,5,14,1,8,1,0
geben,37,13,5,13,0,5,1,0
wohnung,37,15,4,7,0,5,6,0
informieren,36,1,29,3,0,2,1,0
rot,35,9,1,7,2,6,10,0
wichtig,35,7,2,18,0,2,6,0
da,34,9,2,15,1,4,3,0
wählen,34,1,21,4,5,1,2,0
nrw,34,10,2,15,3,3,1,0
danken,34,7,4,14,5,2,2,0
sehen,33,10,8,6,0,5,4,0
ziehen,33,2,0,4,23,3,1,0
deutschland,33,5,16,6,1,1,4,0
recht,32,14,6,9,1,2,0,0
bauen,32,11,1,14,2,0,4,0
finden,32,12,3,7,0,7,3,0
schaffen,32,7,1,14,2,6,2,0
leben,32,5,6,11,1,4,5,0
mit,31,9,3,15,2,0,2,0
weg,31,1,2,21,1,3,3,0
ein,31,5,8,6,5,3,4,0
ts,31,31,0,0,0,0,0,0
thema,30,7,2,10,4,1,6,0
wie,30,4,11,11,1,0,3,0
so,30,6,14,8,0,1,1,0
sozial,30,7,1,16,1,0,5,0
jetzt,30,8,8,8,0,3,3,0
steuern,30,9,10,4,1,5,1,0
reden,29,8,6,9,1,4,1,0
zeigen,29,4,3,15,3,1,3,0
auch,29,9,6,8,1,2,3,0
geld,28,4,6,14,2,1,1,0
problem,28,5,8,6,2,6,1,0
regierung,28,6,9,6,0,4,3,0
teilen,27,5,2,9,2,5,4,0
marzahn,27,1,24,2,0,0,0,0
bezirk,27,10,1,6,6,4,0,0
einfach,27,9,4,6,3,5,0,0
setzen,27,13,3,10,1,0,0,0
linke,26,11,7,0,1,3,4,0
