,all_tweets,AFD,CDUCSU,FDP,GRUENE,LINKE,OTHER,SPD,AFD - norm,CDUCSU - norm,FDP - norm,GRUENE - norm,LINKE - norm,OTHER - norm,SPD - norm
2021-02-27,154,0.21428571428571427,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.015014809751651858,0.0,0.0,0.005126452494873548,0.0006934812760055478,0.0,0.0
2021-02-28,94,0.21428571428571427,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.015014809751651858,0.0,0.0,0.005126452494873548,0.0006934812760055478,0.0,0.0
2021-03-01,116,0.21428571428571427,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.015014809751651858,0.0,0.0,0.005126452494873548,0.0006934812760055478,0.0,0.0
2021-03-02,141,0.21428571428571427,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.015014809751651858,0.0,0.0,0.005126452494873548,0.0006934812760055478,0.0,0.0
2021-03-03,202,0.21428571428571427,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,0.015014809751651858,0.0,0.0,0.006297412682227178,0.0006934812760055478,0.0,0.0
2021-03-04,134,0.2857142857142857,0.0,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.017991000227842335,0.0,0.0,0.007725984110798606,0.0006934812760055478,0.0,0.0
2021-03-05,167,0.2857142857142857,0.0,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.017991000227842335,0.0,0.0,0.007725984110798606,0.0006934812760055478,0.0,0.0
2021-03-06,240,0.21428571428571427,0.0,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.013229095465937575,0.0,0.0,0.007725984110798606,0.0006934812760055478,0.0,0.0
2021-03-07,108,0.21428571428571427,0.0,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.013229095465937575,0.0,0.0,0.007725984110798606,0.0006934812760055478,0.0,0.0
2021-03-08,166,0.14285714285714285,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.009469696969696973,0.0,0.0,0.005846284862678306,0.0,0.0,0.0
2021-03-09,146,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0029761904761904795,0.0,0.0,0.005846284862678306,0.0,0.0,0.0
2021-03-10,179,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0029761904761904795,0.0,0.0,0.005846284862678306,0.0,0.0,0.0
2021-03-11,250,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0029761904761904795,0.0,0.0,0.005846284862678306,0.0,0.0,0.0
2021-03-12,133,0.14285714285714285,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.008928571428571433,0.0,0.0,0.005846284862678306,0.0,0.0,0.0
2021-03-13,148,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.008928571428571433,0.0,0.0,0.002599531615925059,0.0,0.0,0.0
2021-03-14,110,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.008928571428571433,0.0,0.0,0.002599531615925059,0.0,0.0,0.0
2021-03-15,85,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.008928571428571433,0.0,0.0,0.002599531615925059,0.0,0.0,0.0
2021-03-16,167,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.008928571428571433,0.0,0.0,0.002599531615925059,0.0,0.0,0.0
2021-03-17,168,0.14285714285714285,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.008928571428571433,0.0,0.0,0.001428571428571429,0.0012531328320802004,0.0,0.0
2021-03-18,169,0.07142857142857142,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.005952380952380957,0.0,0.0,4.956352788505163e-19,0.0024436090225563906,0.0,0.0
2021-03-19,143,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.005952380952380957,0.0,0.0,4.956352788505163e-19,0.004374110953058321,0.0,0.0
