hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
freiheit,155,23,55,41,10,21,4,1
ich,41,8,5,9,3,13,3,0
berlin,38,5,16,15,2,0,0,0
demokratie,26,2,15,9,0,0,0,0
friede,20,1,15,3,0,1,0,0
mensch,20,2,4,7,0,6,1,0
mein,17,1,7,7,0,1,1,0
corona,16,2,8,5,0,1,0,0
afd,14,0,10,3,0,0,0,1
jahr,11,1,1,7,0,1,1,0
für,10,2,7,1,0,0,0,0
leben,10,0,3,4,0,3,0,0
heute,10,0,4,6,0,0,0,0
ein,10,2,1,4,0,2,1,0
klimaschutz,9,0,0,9,0,0,0,0
politik,9,3,3,0,0,3,0,0
grundrechte,8,1,3,1,3,0,0,0
stadt,8,1,0,4,2,1,0,0
stehen,8,4,1,1,0,2,0,0
agh,8,5,2,0,0,1,0,0
fdp,8,5,3,0,0,0,0,0
setzen,8,1,4,1,0,2,0,0
halten,8,0,3,2,0,3,0,0
schutz,8,0,5,2,0,1,0,0
covid19,8,0,8,0,0,0,0,0
deutschland,7,0,4,2,0,1,0,0
kämpfen,7,1,2,3,0,1,0,0
auch,7,1,2,2,1,1,0,0
impfpflicht,7,1,6,0,0,0,0,0
marzahn,7,0,7,0,0,0,0,0
gedenken,7,2,0,5,0,0,0,0
mal,6,3,0,1,0,1,1,0
wichtig,6,0,0,5,0,1,0,0
verteidigen,6,2,1,2,0,0,1,0
land,6,0,2,1,0,2,1,0
autokorso,6,0,6,0,0,0,0,0
lockdown,6,0,6,0,0,0,0,0
ost,6,0,5,1,0,0,0,0
staat,6,0,5,0,0,1,0,0
innen,6,2,0,3,0,1,0,0
recht,6,1,2,1,1,1,0,0
impfen,6,0,0,3,2,1,0,0
familie,6,0,2,4,0,0,0,0
wer,6,1,3,0,2,0,0,0
coronavirus,5,0,5,0,0,0,0,0
zukunft,5,0,1,0,3,1,0,0
bund,5,0,0,5,0,0,0,0
wählen,5,1,3,0,0,1,0,0
mit,5,1,1,1,0,1,0,1
und,5,2,1,1,0,1,0,0
regierung,5,0,2,1,0,2,0,0
in,5,0,0,2,3,0,0,0
uhr,5,0,2,1,1,0,0,1
frau,5,0,3,0,0,2,0,0
afghanistan,5,2,1,0,0,0,2,0
20,5,1,1,1,1,0,1,0
so,5,1,2,2,0,0,0,0
brauchen,5,0,0,1,3,1,0,0
verstehen,5,4,1,0,0,0,0,0
grüne,5,0,3,0,0,2,0,0
beispiel,5,1,0,2,0,2,0,0
vor,5,3,0,2,0,0,0,0
reden,5,0,2,2,0,0,1,0
