hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
gesetz,300,129,20,70,31,32,17,1
berlin,76,55,1,7,9,2,2,0
ich,73,21,1,25,7,10,9,0
agh,45,42,0,1,1,0,0,1
recht,44,23,2,3,6,8,2,0
ts,43,43,0,0,0,0,0,0
beschließen,26,12,0,7,7,0,0,0
und,24,9,1,12,0,1,1,0
mal,21,6,1,10,2,2,0,0
stehen,21,3,2,9,4,1,2,0
r2,20,11,0,4,1,1,3,0
plenum,20,19,0,1,0,0,0,0
mietendeckel,17,3,6,1,1,3,3,0
gelten,15,6,2,2,3,2,0,0
berliner,15,7,0,6,2,0,0,0
änderung,15,14,0,0,1,0,0,0
mein,14,4,1,3,1,4,1,0
mit,14,2,1,5,6,0,0,0
senat,14,8,1,2,2,0,1,0
innen,14,11,0,3,0,0,0,0
priorität,13,13,0,0,0,0,0,0
mensch,13,6,1,5,0,0,1,0
land,13,7,2,2,0,2,0,0
was,13,0,0,7,1,4,1,0
cdu,13,6,1,3,1,1,1,0
halten,13,5,0,2,1,3,2,0
verfassungswidrig,12,0,2,0,1,9,0,0
klaren,12,3,0,4,1,4,0,0
top,12,12,0,0,0,0,0,0
parlament,12,7,1,4,0,0,0,0
aber,12,3,0,3,0,4,2,0
jahr,11,6,1,1,0,1,2,0
spd,11,5,1,2,2,1,0,0
per,11,8,0,1,0,2,0,0
umsetzung,11,4,0,3,2,1,1,0
eine,10,2,1,0,2,3,2,0
einfach,10,1,0,3,3,3,0,0
stellen,10,6,0,3,0,1,0,0
bleiben,9,4,0,1,1,1,2,0
für,9,4,1,1,1,1,1,0
wenn,9,2,0,3,1,3,0,0
erarbeiten,9,4,0,5,0,0,0,0
da,9,1,0,4,0,2,2,0
ja,9,6,0,3,0,0,0,0
problem,9,4,0,1,1,2,1,0
entscheiden,9,4,2,2,1,0,0,0
fdp,9,6,1,1,0,1,0,0
sehen,9,5,0,3,0,1,0,0
nächst,9,6,2,0,1,0,0,0
so,8,3,1,0,1,1,2,0
volksentscheid,8,6,0,1,1,0,0,0
wahl,8,1,3,1,1,2,0,0
abgeordnetenhaus,8,3,0,1,4,0,0,0
sprechen,7,1,1,1,1,2,0,1
zeit,7,3,1,0,2,0,1,0
neu,7,2,0,2,1,1,1,0
sich,7,1,0,4,0,0,2,0
grüne,7,3,0,0,2,1,1,0
dass,7,1,0,2,1,3,0,0
finden,7,3,0,2,0,1,1,0
wichtig,7,3,0,4,0,0,0,0
wie,6,1,1,2,0,1,1,0
verordnung,6,3,1,1,0,0,1,0
position,6,3,0,2,1,0,0,0
bundesregierung,6,4,2,0,0,0,0,0
antrag,6,2,0,1,0,1,2,0
regeln,6,3,0,2,0,1,0,0
aktuell,6,3,0,0,2,1,0,0
politik,6,1,0,2,2,0,1,0
gut,6,2,0,2,2,0,0,0
lobbyregister,6,5,0,1,0,0,0,0
heute,6,2,0,3,0,1,0,0
sichern,6,2,1,0,2,1,0,0
fragen,6,2,0,3,0,1,0,0
grün,6,0,1,2,1,1,1,0
setzen,6,2,1,1,2,0,0,0
to,6,4,0,2,0,0,0,0
genau,6,1,1,1,1,1,1,0
sollen,5,1,1,2,0,1,0,0
transparenz,5,1,2,2,0,0,0,0
brauchen,5,1,0,4,0,0,0,0
erfolgreich,5,3,0,2,0,0,0,0
klar,5,1,1,3,0,0,0,0
gemeinsam,5,1,0,3,0,1,0,0
rot,5,1,0,0,0,2,2,0
sozial,5,1,2,1,0,0,1,0
auf,5,3,1,1,0,0,0,0
auch,5,2,0,1,2,0,0,0
gg,5,4,0,1,0,0,0,0
zustimmen,5,1,1,3,0,0,0,0
ändern,5,3,0,2,0,0,0,0
ein,5,1,1,1,0,2,0,0
tagen,5,2,0,1,1,0,1,0
schaffen,5,2,0,2,0,0,1,0
lässt,5,0,0,4,0,0,1,0
handeln,5,2,0,1,1,1,0,0
30,5,3,0,1,0,0,1,0
jetzt,5,1,0,1,1,1,1,0
ausschuss,5,2,0,3,0,0,0,0
alt,5,2,1,1,0,1,0,0
fall,5,0,0,2,1,0,2,0
laufen,5,2,0,0,1,1,1,0
falsch,5,0,3,0,0,2,0,0
gestern,5,2,0,1,1,0,1,0
öffentlich,5,3,0,1,0,0,1,0
thema,5,1,0,3,0,1,0,0
koalition,5,1,0,2,1,0,1,0
als,5,3,0,0,1,1,0,0
in,5,2,0,1,0,1,1,0
sein,5,3,1,1,0,0,0,0
stunde,4,1,0,1,0,2,0,0
reich,4,0,4,0,0,0,0,0
künftig,4,3,0,0,1,0,0,0
bitte,4,1,0,2,0,0,1,0
armut,4,4,0,0,0,0,0,0
beispiel,4,2,0,1,1,0,0,0
bringen,4,1,2,0,0,1,0,0
streiten,4,2,0,1,0,1,0,0
vorlegen,4,1,0,0,1,0,2,0
arbeiten,4,1,1,1,0,1,0,0
partei,4,2,1,0,0,1,0,0
initiative,4,1,0,2,0,0,1,0
innensenator,4,2,0,0,0,2,0,0
regel,4,1,1,2,0,0,0,0
partizipation,4,3,0,1,0,0,0,0
pandemie,4,0,0,4,0,0,0,0
fordern,4,2,0,0,1,1,0,0
entwurf,4,3,0,0,0,0,1,0
tegel,4,2,0,1,1,0,0,0
lösung,4,1,0,0,1,1,1,0
blicken,4,2,0,0,1,0,1,0
rentner,4,4,0,0,0,0,0,0
maßnahme,4,1,0,2,0,0,1,0
erinnern,4,3,0,0,0,0,1,0
wer,4,0,1,2,0,1,0,0
erlassen,4,2,0,1,1,0,0,0
staat,4,1,2,0,0,1,0,0
bund,4,2,0,2,0,0,0,0
beraten,4,2,0,2,0,0,0,0
diese,4,0,0,1,2,0,1,0
anwendung,4,1,0,2,0,1,0,0
nix,4,1,0,1,1,0,1,0
umso,4,0,0,3,0,0,0,1
corona,4,1,0,2,0,1,0,0
kraft,4,3,1,0,0,0,0,0
monat,4,1,0,0,1,1,1,0
gericht,4,2,1,0,0,1,0,0
ander,4,2,0,0,1,1,0,0
prozess,4,0,0,4,0,0,0,0
abstimmung,4,0,0,2,1,0,1,0
amtlich,4,1,0,0,0,3,0,0
nein,4,1,0,1,1,0,1,0
konkrete,4,0,0,3,1,0,0,0
hier,4,1,0,1,1,0,1,0
26,4,0,0,3,1,0,0,0
profitieren,4,1,3,0,0,0,0,0
notwendig,4,2,0,2,0,0,0,0
15,4,1,0,3,0,0,0,0
