hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
familie,97,20,7,48,6,7,9,0.0
ich,62,10,3,28,5,6,10,0.0
berlin,34,8,1,15,2,3,5,0.0
kind,27,7,1,16,1,1,1,0.0
mensch,19,6,1,6,1,1,4,0.0
mein,19,4,2,8,2,1,2,0.0
innen,15,9,0,6,0,0,0,0.0
und,15,6,0,5,2,0,2,0.0
berliner,13,1,1,8,2,0,1,0.0
brauchen,12,3,0,4,1,3,1,0.0
einfamilienhaus,11,2,1,1,0,1,6,0.0
stadt,10,0,0,3,0,5,2,0.0
in,10,3,0,5,0,1,1,0.0
familienfördergesetz,10,2,0,7,1,0,0,0.0
nehmen,9,2,0,4,0,1,2,0.0
regenbogenfamilien,9,0,0,9,0,0,0,0.0
gut,9,0,1,3,2,2,1,0.0
aber,8,1,0,4,1,0,2,0.0
jahr,8,2,0,5,0,0,1,0.0
einfach,8,3,0,3,0,1,1,0.0
wohnung,8,1,1,1,0,1,4,0.0
spd,8,3,1,3,0,0,1,0.0
wie,8,1,1,5,0,1,0,0.0
zeit,7,0,0,5,0,2,0,0.0
dank,7,3,0,3,1,0,0,0.0
bundesregierung,7,2,0,5,0,0,0,0.0
lassen,7,2,1,2,0,0,2,0.0
weg,7,1,1,3,1,1,0,0.0
leben,7,1,1,2,0,1,2,0.0
holen,7,0,0,0,0,7,0,0.0
bund,6,0,0,6,0,0,0,0.0
jugendliche,6,1,0,5,0,0,0,0.0
finden,6,0,0,5,1,0,0,0.0
frau,6,3,0,1,2,0,0,0.0
afghanistan,6,0,0,3,0,0,3,0.0
senat,6,1,0,5,0,0,0,0.0
wichtig,6,1,0,4,1,0,0,0.0
heute,6,3,0,3,0,0,0,0.0
corona,6,0,0,6,0,0,0,0.0
ortskräfte,6,1,0,5,0,0,0,0.0
stehen,6,0,0,5,0,1,0,0.0
ts,5,5,0,0,0,0,0,0.0
allesistdrin,5,0,0,5,0,0,0,0.0
unterstützen,5,1,0,3,0,0,1,0.0
genau,5,1,0,3,0,0,1,0.0
familienpolitik,5,0,1,4,0,0,0,0.0
bauen,5,1,0,1,0,1,2,0.0
all,5,0,0,3,0,1,1,0.0
verteilen,5,2,0,3,0,0,0,0.0
sein,5,0,0,4,0,1,0,0.0
pandemie,5,0,0,5,0,0,0,0.0
sozial,5,1,0,2,1,0,1,0.0
tagen,5,1,0,3,0,0,1,0.0
gesetz,5,2,0,2,0,1,0,0.0
zukunft,5,0,0,3,0,2,0,0.0
schaffen,5,1,0,3,0,1,0,0.0
plenum,5,2,0,2,1,0,0,0.0
auch,5,3,0,1,1,0,0,0.0
viel,5,2,0,3,0,0,0,0.0
helfen,5,1,1,3,0,0,0,0.0
klimaschutz,5,0,0,4,0,0,1,0.0
agh,5,3,0,1,0,0,1,0.0
neu,5,0,0,0,0,3,2,0.0
stellen,5,1,0,3,0,1,0,0.0
grüne,5,1,0,2,0,0,2,0.0
cdu,5,1,0,2,0,0,2,0.0
euro,5,3,0,1,1,0,0,0.0
starkefamilien,5,0,0,5,0,0,0,0.0
familien,5,3,1,1,0,0,0,0.0
vor,4,2,0,2,0,0,0,0.0
hilfe,4,3,0,0,1,0,0,0.0
gelten,4,1,1,0,1,0,1,0.0
für,4,0,0,4,0,0,0,0.0
r2,4,1,0,2,0,0,1,0.0
letzt,4,0,0,3,0,0,1,0.0
politik,4,1,1,0,0,0,2,0.0
dranbleiben,4,0,0,4,0,0,0,0.0
freiheit,4,0,1,3,0,0,0,0.0
beschließen,4,1,0,2,0,0,1,0.0
toll,4,3,0,1,0,0,0,0.0
ein,4,3,0,1,0,0,0,0.0
bekommen,4,2,1,1,0,0,0,0.0
sehen,4,2,0,2,0,0,0,0.0
freuen,4,0,0,3,1,0,0,0.0
mit,4,0,0,2,2,0,0,0.0
thema,4,1,0,3,0,0,0,0.0
schluss,4,1,0,2,0,1,0,0.0
starke,4,0,0,4,0,0,0,0.0
gespräch,4,1,0,3,0,0,0,0.0
giffey,4,3,0,1,0,0,0,0.0
