hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
ich,1916,294,516,367,198,211,330
btw21,1895,216,603,571,122,147,236
wahlkampf,1666,273,381,273,133,318,288
bundestagswahl,884,140,229,166,98,104,147
mein,594,89,156,138,57,71,83
wahlprogramm,580,47,140,163,27,61,142
wähler,519,87,68,61,143,62,98
cdu,454,84,138,92,35,55,50
spd,419,52,77,71,16,149,54
und,315,36,103,59,33,52,32
wählen,315,35,61,95,40,33,51
grün,309,21,188,33,24,13,30
afd,299,20,8,15,239,10,7
partei,297,35,54,87,36,39,46
bundestag,288,20,72,58,56,44,38
fdp,276,7,15,52,14,17,171
grüne,260,30,84,40,26,27,53
klimaschutz,258,7,189,36,0,15,11
innen,258,3,94,112,4,40,5
stehen,255,41,64,51,19,44,36
jahr,241,24,85,48,16,34,34
freuen,238,42,77,44,10,29,36
union,235,44,57,58,7,38,31
wahl,232,32,52,40,25,38,45
sich,231,33,70,53,17,31,27
mit,230,43,60,52,18,25,32
allesistdrin,230,1,229,0,0,0,0
mal,228,18,51,44,17,57,41
land,227,48,64,36,23,18,38
laschet,224,26,80,43,13,42,20
danken,218,39,58,46,16,44,15
stark,218,44,67,38,10,25,34
gemeinsam,206,60,55,53,10,16,12
für,197,17,52,72,17,25,14
brauchen,196,18,76,40,13,19,30
csu,196,10,105,22,8,21,30
heute,196,33,42,60,25,13,23
mensch,194,23,52,52,10,33,24
linke,193,13,4,154,4,7,11
wer,191,13,47,61,17,19,34
landesliste,189,25,51,37,25,34,17
politik,188,14,62,55,17,21,19
deutschland,181,26,35,16,56,10,38
jetzt,168,20,34,49,17,21,27
aber,158,15,26,35,20,35,27
klaren,158,24,30,41,12,19,32
viel,157,30,27,34,12,37,17
thema,156,27,40,39,6,22,22
gut,155,21,51,26,4,29,24
dank,154,32,30,32,10,27,23
wenn,153,18,34,39,11,29,22
wahlkreis,152,37,43,24,5,24,19
sozial,146,5,37,88,1,12,3
btw2021,142,17,33,50,18,12,12
stimmen,142,16,30,30,13,12,41
in,142,16,39,33,16,17,21
scholz,141,19,31,45,4,22,20
so,138,16,48,26,13,14,21
zeit,138,17,43,32,5,17,24
frage,134,18,52,33,10,8,13
ein,132,22,32,27,17,9,25
direktmandat,131,14,61,22,6,22,6
finden,128,21,36,34,7,11,19
im,128,15,36,38,9,14,16
26,128,24,37,25,10,19,13
entscheiden,128,22,30,22,7,20,27
