hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
ich,892,263,78,299,74,95,80,3
berlin,331,143,18,83,33,27,27,0
debatte,267,110,14,100,16,13,14,0
diskutieren,235,79,8,97,15,26,10,0
lösung,223,68,20,69,27,22,17,0
entscheidung,208,86,15,61,27,12,7,0
erklären,202,57,52,66,13,9,4,1
mein,194,58,19,70,6,21,18,2
und,187,73,16,58,8,16,15,1
meinung,166,53,23,40,16,18,15,1
einig,160,44,21,61,13,13,8,0
diskussion,159,43,4,43,16,33,20,0
verhindern,149,46,21,46,12,7,17,0
forderung,146,62,11,45,13,11,3,1
aber,126,38,11,55,10,7,5,0
agh,125,88,5,7,5,16,3,1
mal,116,34,12,35,17,10,8,0
corona,114,27,18,50,7,8,4,0
innen,106,43,0,56,7,0,0,0
kritik,104,27,17,30,11,9,10,0
finden,102,34,9,35,9,11,4,0
fehler,96,25,13,28,16,7,7,0
brauchen,95,28,5,43,4,12,3,0
sein,88,29,16,22,5,6,9,1
berliner,85,27,10,34,6,5,3,0
cdu,84,31,8,20,5,5,15,0
jahr,83,29,7,28,3,12,4,0
in,83,26,5,27,11,10,3,1
frage,83,31,2,29,10,7,3,1
mensch,80,21,7,25,6,10,11,0
stehen,80,24,9,28,11,4,4,0
argument,77,35,8,20,3,7,3,1
thema,75,29,5,19,6,8,8,0
kritisieren,72,20,12,14,7,14,5,0
r2,72,34,1,17,2,10,8,0
ts,72,72,0,0,0,0,0,0
wichtig,72,17,2,35,10,6,2,0
problem,70,21,9,12,10,10,8,0
politik,67,16,7,20,10,9,5,0
spd,66,17,9,20,12,4,4,0
versagen,66,14,26,13,3,6,4,0
sich,64,15,9,24,4,6,6,0
senat,64,20,7,21,5,5,6,0
geben,62,18,3,25,5,5,6,0
danken,62,25,2,18,3,7,7,0
recht,61,37,3,12,3,4,2,0
da,60,27,2,19,0,5,6,1
wie,60,15,15,13,1,8,8,0
wenn,59,16,7,20,6,10,0,0
gut,59,12,3,30,2,10,2,0
was,58,19,6,18,3,6,6,0
afd,57,7,38,1,1,5,2,3
wer,57,12,11,17,13,3,1,0
plenum,57,46,0,11,0,0,0,0
ablehnen,57,22,4,10,6,10,5,0
grün,56,6,14,22,4,5,5,0
gemeinsam,56,17,2,16,10,7,4,0
öffentlich,56,19,10,14,1,5,7,0
ein,55,23,5,11,7,4,5,0
sehen,55,14,5,18,4,9,5,0
linke,53,29,9,2,4,6,3,0
grüne,53,10,12,9,9,10,3,0
heute,53,20,4,21,3,2,3,0
kind,53,15,2,25,1,8,2,0
partei,51,11,10,9,8,6,7,0
bleiben,51,13,6,20,5,4,3,0
auch,51,15,8,22,3,1,2,0
einfach,48,13,8,17,2,5,3,0
so,47,11,3,13,7,8,4,1
reden,47,11,9,16,5,4,2,0
pandemie,46,14,5,20,4,1,2,0
teilen,46,16,3,17,4,4,2,0
sprechen,46,14,1,19,4,3,5,0
eine,45,10,7,14,8,5,1,0
schule,45,13,3,13,8,2,6,0
klaren,45,9,1,18,8,4,5,0
ja,44,22,1,14,3,2,2,0
stellen,43,20,0,14,1,5,3,0
mit,43,16,2,17,5,0,3,0
jetzt,43,19,3,12,4,3,2,0
frau,42,11,12,13,3,2,1,0
nehmen,42,14,0,10,5,5,8,0
für,41,14,4,19,3,1,0,0
klimaschutz,41,5,0,33,1,0,2,0
land,40,7,4,13,3,7,6,0
zeigen,39,5,8,8,9,3,5,1
politisch,39,8,4,16,6,4,1,0
verstehen,38,12,5,14,2,3,2,0
dass,36,11,2,8,6,8,1,0
rot,36,11,1,4,2,4,14,0
lassen,36,11,7,9,1,5,3,0
freuen,36,15,0,15,3,2,1,0
nächst,35,10,4,11,5,2,3,0
weg,35,8,0,12,3,7,5,0
genau,35,8,1,15,1,6,4,0
gestern,35,14,1,10,4,3,3,0
bringen,35,13,0,16,2,3,1,0
deutschland,34,3,13,10,2,5,1,0
klar,34,6,2,13,5,8,0,0
woche,34,9,0,10,6,5,4,0
bei,33,10,2,17,0,4,0,0
diese,33,6,8,8,6,3,2,0
hier,32,10,1,11,6,3,1,0
zukunft,32,3,1,14,2,4,8,0
unterstützen,32,17,2,8,3,0,2,0
uhr,32,9,0,15,3,1,4,0
deutlich,32,8,3,5,8,6,2,0
bundesregierung,32,9,6,13,1,3,0,0
hören,32,14,2,7,4,5,0,0
politische,31,7,5,12,1,2,4,0
viel,31,4,2,13,9,2,1,0
bitte,31,8,1,14,3,2,3,0
wissen,31,13,4,9,1,2,2,0
bezirk,31,8,2,14,2,3,2,0
tagen,31,9,4,11,3,1,3,0
im,31,10,5,10,3,2,1,0
vorschlag,31,12,0,6,6,5,2,0
warum,30,9,4,5,6,3,3,0
fragen,30,12,3,10,2,2,1,0
gerne,30,1,4,13,2,4,6,0
zeit,30,5,3,13,2,5,2,0
schaffen,30,6,0,11,1,10,2,0
regierung,29,4,14,2,2,4,2,1
man,29,7,5,2,4,8,3,0
fall,29,10,5,6,2,6,0,0
leute,29,10,5,7,1,4,2,0
demokratie,29,7,3,8,7,3,0,1
versuchen,29,10,5,9,0,3,2,0
meine,29,9,2,11,4,2,1,0
fordern,29,8,1,10,3,6,1,0
bund,29,15,1,7,2,2,2,0
laufen,29,10,1,13,2,1,2,0
enden,29,11,3,5,5,3,2,0
haben,28,6,5,13,1,0,3,0
sozial,28,9,0,18,0,1,0,0
all,28,5,2,8,8,4,1,0
fdp,28,9,4,6,1,6,2,0
halten,28,4,2,9,2,8,2,1
aktuell,28,11,3,9,2,1,2,0
