hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
ich,1520,170,291,431,87,325,216
arbeiten,1061,179,163,225,75,256,163
rente,637,54,28,287,34,75,159
pflege,443,58,159,82,1,131,12
mensch,402,38,74,143,11,91,45
armut,308,8,83,167,12,24,14
brauchen,301,15,96,90,5,47,48
jahr,292,24,50,105,19,55,39
mindestlohn,283,6,25,124,7,109,12
mein,282,37,52,80,14,65,34
löhne,266,8,25,142,7,78,6
corona,254,22,53,82,13,55,29
und,242,23,61,67,10,53,28
kind,209,15,67,65,1,42,19
arbeit,203,17,26,92,9,48,11
bundestag,195,33,39,61,14,37,11
gut,180,25,41,32,4,57,21
hartz,175,7,26,94,1,20,27
spd,174,13,14,48,5,65,29
leben,171,13,22,69,13,40,14
hoch,170,9,27,79,1,42,12
gewerkschaft,170,4,31,93,7,32,3
deutschland,167,20,19,62,14,27,25
innen,164,1,41,70,2,48,2
grundsicherung,155,12,49,24,3,58,9
in,155,23,24,54,7,31,16
euro,154,2,20,65,3,54,10
aber,152,19,22,60,7,31,13
iv,148,7,21,87,1,8,24
berufen,147,20,25,31,14,42,15
frau,145,14,39,33,14,35,10
mal,141,7,15,51,10,40,18
politik,138,15,23,45,12,23,20
wichtig,128,27,32,24,2,27,16
was,128,14,32,38,9,21,14
land,127,26,16,37,11,26,11
stehen,126,11,17,44,10,37,7
fordern,120,7,14,72,6,6,15
zeit,120,10,33,43,1,24,9
für,119,14,18,48,4,32,3
pandemie,119,19,31,28,1,36,4
wenn,118,13,17,45,6,19,18
ein,118,10,22,35,6,21,24
sozial,117,4,22,53,1,27,10
cdu,115,16,22,41,8,22,6
familie,115,20,26,19,5,36,9
12,112,2,18,39,3,48,2
thema,111,23,19,33,1,22,13
beruflich,110,20,23,21,11,18,17
mit,107,15,14,31,2,31,14
wer,106,3,16,48,7,18,14
heute,104,17,28,27,7,14,11
wie,103,4,24,33,4,26,12
so,103,10,15,27,10,23,18
soziale,102,2,26,53,0,19,2
bleiben,101,12,16,36,6,21,10
zeigen,101,11,23,26,8,16,17
stark,99,14,17,30,1,27,10
gemeinsam,99,32,13,17,0,32,5
frage,98,6,24,33,2,22,11
fdp,97,4,5,44,2,7,35
tagen,97,20,18,18,1,32,8
linke,96,4,0,76,4,2,10
finden,94,14,20,30,3,16,11
arbeitsbedingungen,92,5,20,25,0,39,3
sprechen,92,7,17,25,8,18,17
arbeitswelt,90,7,46,19,2,9,7
eine,90,9,20,26,5,20,10
geld,89,13,7,28,7,24,10
viel,89,9,14,27,1,28,10
zukunft,89,20,20,8,5,28,8
bekommen,87,6,12,39,2,17,11
danken,86,16,18,17,5,24,6
arbeitsmarkt,86,10,12,6,7,24,27
bundesregierung,85,3,20,41,9,3,9
auch,83,11,14,16,4,18,20
btw21,82,1,17,53,3,4,4
weg,82,8,12,23,5,20,14
klimaschutz,81,4,22,30,0,21,4
sich,81,17,11,25,0,18,10
bildung,80,17,10,32,1,11,9
krise,80,4,14,44,1,15,2
million,80,0,5,51,6,13,5
mehr,80,10,16,24,2,16,12
homeoffice,78,4,38,10,1,19,6
deshalb,77,9,17,26,1,21,3
gerecht,77,4,10,36,1,22,4
geben,77,7,7,26,1,20,16
sichern,77,13,8,26,3,18,9
lassen,75,8,18,24,1,16,8
hartziv,75,1,14,39,0,2,19
problem,75,4,14,24,5,6,22
unternehmen,74,11,18,19,0,17,9
gesundheit,73,4,23,29,0,12,5
schaffen,73,14,13,15,1,16,14
da,72,4,11,25,5,19,8
sein,72,11,15,20,0,14,12
triell,72,5,24,7,1,22,13
grün,71,4,31,17,7,2,10
all,71,8,11,30,4,13,5
beschäftigte,71,0,12,46,0,13,0
sehen,71,5,7,31,5,17,6
scholz,70,6,9,25,0,17,13
kämpfen,70,3,7,27,1,28,4
laschet,70,1,17,22,3,21,6
recht,68,4,16,20,3,18,7
unterstützen,68,11,14,22,0,20,1
wirtschaft,68,12,19,14,4,11,8
grüne,67,6,31,7,5,7,11
klaren,67,9,17,16,2,14,9
einfach,66,5,14,21,7,13,6
