hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
ich,34349,5417,5721,7654,3184,6264,6109
mein,6410,1152,1127,1407,691,1087,946
und,5082,640,1078,1054,566,1105,639
jahr,4572,531,1012,1029,501,851,648
mal,4325,623,671,985,514,885,647
danken,3746,686,841,544,161,599,915
mensch,3548,395,750,1026,258,567,552
in,3478,464,636,855,345,669,509
aber,3404,380,523,1021,292,628,560
cdu,3386,560,781,816,380,554,295
wenn,3298,387,521,720,433,583,654
corona,3177,409,469,792,396,397,714
bundestag,3174,462,601,784,436,503,388
heute,3123,699,602,707,248,486,381
was,3103,342,595,726,411,562,467
sein,3062,416,508,647,329,668,494
brauchen,2914,363,802,597,129,435,588
deutschland,2891,428,417,596,465,402,583
ein,2695,441,487,596,259,439,473
spd,2660,431,524,432,196,789,288
sich,2556,364,514,579,190,461,448
mit,2498,524,463,460,199,465,387
wer,2465,307,441,603,388,344,382
so,2465,319,521,425,298,530,372
stehen,2422,421,399,563,251,406,382
frage,2352,310,495,518,203,371,455
wie,2210,224,504,480,284,365,353
afd,2090,153,88,200,1388,154,107
da,2087,286,355,475,221,419,331
land,2063,353,347,416,198,336,413
ja,2030,243,326,514,181,320,446
wichtig,2015,366,442,372,101,449,285
bundesregierung,1993,75,550,610,267,72,419
finden,1983,256,363,586,151,316,311
sehen,1963,270,301,429,183,415,365
gut,1931,384,422,266,127,395,337
zeigen,1924,266,371,302,171,438,376
tb,1871,1,0,0,0,1,1869
auch,1848,301,322,417,180,339,289
glückwunsch,1843,354,570,201,47,445,226
berlin,1833,335,231,315,384,325,243
innen,1826,19,625,687,52,388,55
zeit,1816,207,389,446,169,325,280
einfach,1813,247,299,402,214,335,316
viel,1807,312,368,280,125,356,366
fdp,1791,79,219,315,163,116,899
haben,1783,332,273,368,197,363,250
für,1781,254,370,436,148,310,263
tagen,1727,350,325,366,104,344,238
politik,1719,176,338,477,190,245,293
genau,1713,246,265,300,135,352,415
the,1708,294,248,375,32,562,197
klaren,1689,296,315,328,109,303,338
eine,1682,251,324,338,166,290,313
grün,1662,162,558,262,223,157,300
laschet,1629,135,536,347,105,409,97
thema,1629,332,306,314,140,257,280
grüne,1616,245,306,204,226,254,381
reden,1613,215,366,400,130,277,225
kind,1611,149,464,314,170,323,191
im,1606,257,291,411,115,291,241
jetzt,1592,232,360,316,150,293,241
frau,1592,189,369,329,264,277,164
bleiben,1586,227,301,327,183,276,272
wirecard,1571,302,177,792,42,113,145
woche,1557,239,297,307,104,369,241
partei,1534,177,159,491,278,225,204
herzliche,1480,345,377,170,40,338,210
pandemie,1479,249,314,317,32,245,322
eu,1478,224,265,291,146,245,307
bei,1472,256,281,353,100,249,233
union,1467,216,280,424,51,297,199
csu,1421,83,598,268,85,213,174
hier,1418,156,354,327,124,269,188
sprechen,1405,216,225,311,109,273,271
uhr,1396,206,304,324,106,225,231
dank,1390,339,279,178,92,225,277
fordern,1353,98,281,405,148,112,309
impfen,1333,329,209,160,87,190,358
freuen,1328,233,329,228,62,259,217
nein,1316,159,157,289,163,234,314
klimaschutz,1309,111,731,200,18,171,78
letzt,1299,193,287,263,117,241,198
stark,1299,295,235,183,58,259,269
eigentlich,1299,143,212,272,229,241,202
scholz,1281,308,343,292,43,179,116
gemeinsam,1255,322,245,266,64,219,139
geben,1244,165,209,280,134,216,240
problem,1236,116,200,402,104,166,248
gute,1218,240,310,189,48,272,159
linke,1217,104,64,743,121,63,122
leben,1214,199,172,302,153,206,182
nicht,1207,151,221,258,156,196,225
recht,1202,158,237,304,114,190,199
gerne,1199,254,195,199,102,184,265
stellen,1196,154,192,285,162,184,219
stimmen,1187,145,181,269,101,224,267
weg,1172,153,227,250,138,217,187
schön,1167,199,221,209,115,270,153
lassen,1143,158,164,280,142,186,213
am,1126,189,241,313,99,172,112
impfstoff,1121,126,124,344,54,222,251
man,1115,142,146,258,179,176,214
warum,1112,88,211,274,184,146,209
auf,1110,173,220,246,97,229,145
gestern,1108,209,186,270,112,158,173
merkel,1091,102,145,205,357,99,183
können,1090,148,162,284,119,224,153
enden,1086,148,209,243,125,190,171
hören,1083,153,176,262,114,215,163
kein,1066,143,177,262,104,188,192
wählen,1064,157,168,246,177,178,138
meine,1061,156,158,273,154,191,129
wahl,1057,191,169,201,112,189,195
nach,1047,187,222,190,118,155,175
wahlkampf,1041,163,239,180,92,197,170
sagen,1039,118,162,255,125,214,165
