,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD,AFD - norm,CDUCSU - norm,FDP - norm,GRUENE - norm,LINKE - norm,SPD - norm
2021-01-01,,,,,,,,,,,,
2021-01-02,,,,,,,,,,,,
2021-01-03,,,,,,,,,,,,
2021-01-04,,,,,,,,,,,,
2021-01-05,,,,,,,,,,,,
2021-01-06,,,,,,,,,,,,
2021-01-07,0.0,0.0,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,0.0,0.006350462675428081,0.0005830903790087465,0.0037981361606013475,0.004073066323688702
2021-01-08,0.0,0.0,1.0,0.125,0.5,0.375,0.0,0.0,0.00848634234099957,0.0005102040816326531,0.003323369140526179,0.0035639330332276143
2021-01-09,0.0,0.0,1.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.0,0.0,0.009044916915723341,0.00045351473922902497,0.002954105902689937,0.004337531117254955
2021-01-10,0.0,0.0,0.9,0.2,0.4,0.4,0.0,0.0,0.008140425224151007,0.0016902145473574044,0.0026586953124209433,0.00390377800552946
2021-01-11,0.0,0.09090909090909091,0.9090909090909091,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.0,0.0007513148009015778,0.008054408804166056,0.002445649588506731,0.0024169957385644938,0.0035488890959358725
2021-01-12,0.0,0.08333333333333333,1.0833333333333333,0.25,0.3333333333333333,0.3333333333333333,0.0,0.0006887052341597796,0.009107346001520035,0.0022418454561311703,0.0022155794270174527,0.0032531483379412162
2021-01-13,0.0,0.07692307692307693,1.0,0.23076923076923078,0.38461538461538464,0.3076923076923077,0.0,0.0006357279084551812,0.008406780924480032,0.0020693958056595416,0.00247250066767423,0.0030029061580995843
2021-01-14,0.0,0.14285714285714285,0.9285714285714286,0.21428571428571427,0.35714285714285715,0.2857142857142857,0.0,0.001131444313262495,0.007806296572731458,0.001921581819541003,0.0022958934771260707,0.0027884128610924713
2021-01-15,0.0,0.13333333333333333,0.9333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.0,0.0010560146923783288,0.007721606648710581,0.0017934763649049361,0.0021428339119843325,0.003343259411093714
2021-01-16,0.0625,0.125,1.0,0.1875,0.3125,0.3125,0.00048828125,0.0009900137741046832,0.0083259627549053,0.0016813840920983777,0.0020089067924853117,0.003134305697900357
2021-01-17,0.058823529411764705,0.11764705882352941,1.0,0.17647058823529413,0.29411764705882354,0.29411764705882354,0.00045955882352941176,0.0009317776697455842,0.008262457699416413,0.0015824791455043554,0.0018907358046920582,0.0029499347744944534
2021-01-18,0.05555555555555555,0.1111111111111111,1.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.00043402777777777775,0.0008800122436486073,0.008094299054684437,0.0014945636374207802,0.0017856949266536104,0.0027860495092447615
2021-01-19,0.05263157894736842,0.15789473684210525,1.0526315789473684,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.00041118421052631577,0.0011107041200216722,0.008306241847659579,0.0018057659411042867,0.0016917109831455256,0.002639415324547669
2021-01-20,0.05,0.25,1.15,0.2,0.25,0.35,0.000390625,0.001842570488823738,0.008656235877725578,0.0017154776440490723,0.0016071254339882495,0.0031653392951623907
2021-01-21,0.047619047619047616,0.23809523809523808,1.0952380952380953,0.19047619047619047,0.23809523809523808,0.3333333333333333,0.0003720238095238095,0.0017548290369749887,0.008244034169262456,0.001633788232427688,0.0015305956514173804,0.00301460885253561
2021-01-22,0.045454545454545456,0.3181818181818182,1.0454545454545454,0.18181818181818182,0.22727272727272727,0.3181818181818182,0.0003551136363636364,0.0024141623808227627,0.007869305343386888,0.001559525130953702,0.0014610231218074995,0.002877581177420355
2021-01-23,0.043478260869565216,0.30434782608695654,1.0,0.17391304347826086,0.21739130434782608,0.30434782608695654,0.00033967391304347825,0.00230919879904786,0.00752716163280485,0.0014917196904774542,0.0013975003773810863,0.0027524689523151223
2021-01-24,0.041666666666666664,0.2916666666666667,1.0,0.16666666666666666,0.20833333333333334,0.3333333333333333,0.0003255208333333333,0.002212982182420866,0.007776592961167711,0.001429564703374227,0.0013392711949902077,0.0031789082870942002
2021-01-25,0.04,0.32,1.04,0.16,0.2,0.32,0.0003125,0.0026507786845977157,0.007909973687165447,0.001372382115239258,0.0012857003471905995,0.003051751955610432
2021-01-26,0.038461538461538464,0.3076923076923077,1.0,0.15384615384615385,0.19230769230769232,0.3076923076923077,0.00030048076923076925,0.002548825658267034,0.007605743929966776,0.0013195981877300556,0.001236250333837115,0.0029343768803946463
2021-01-27,0.037037037037037035,0.2962962962962963,1.037037037037037,0.18518518518518517,0.18518518518518517,0.2962962962962963,0.00028935185185185184,0.0024544247079608477,0.007685386657041177,0.0014656559546562331,0.0011904632844357403,0.002825696255194845
2021-01-28,0.03571428571428571,0.2857142857142857,1.1071428571428572,0.25,0.17857142857142858,0.32142857142857145,0.00027901785714285713,0.002366766682676532,0.007946622847861134,0.0018771329915261172,0.0011479467385630353,0.002964471724508356
2021-01-29,0.034482758620689655,0.27586206896551724,1.0689655172413792,0.27586206896551724,0.1724137931034483,0.3448275862068966,0.00026939655172413793,0.0022851540384463066,0.007672601370348682,0.002037781775005158,0.0011083623682677582,0.003101712163126842
2021-01-30,0.03333333333333333,0.26666666666666666,1.0333333333333334,0.26666666666666666,0.16666666666666666,0.36666666666666664,0.00026041666666666666,0.002208982237164763,0.007416847991337059,0.0019698557158383196,0.0010714169559921662,0.003448772208139731
