hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
bürokratie,236,38,13,14,12,13,146
verwaltung,200,37,44,28,11,10,70
ich,180,31,24,18,4,14,89
brauchen,58,14,11,0,4,1,28
administration,50,10,9,15,0,12,4
mein,42,13,3,5,5,3,13
digitalisierung,41,7,8,2,0,2,22
staat,38,11,3,1,1,1,21
deutschland,33,2,4,4,3,1,19
politik,30,4,10,1,3,1,11
öffentlich,25,1,9,3,0,1,11
und,23,1,4,3,1,1,13
stehen,23,3,0,3,2,2,13
wirtschaft,22,1,6,0,0,3,12
digital,22,8,4,0,0,0,10
mensch,22,4,1,6,0,4,7
corona,22,2,1,1,0,0,18
digitale,21,2,3,0,0,8,8
the,21,3,0,7,0,9,2
impfen,20,4,0,0,0,3,13
biden,20,5,2,4,0,5,4
in,20,7,2,1,1,2,7
bürgern,19,3,1,0,3,0,12
bundesregierung,19,0,7,2,2,0,8
us,19,3,2,8,0,4,2
unternehmen,19,9,0,1,0,0,9
investition,18,1,1,0,0,0,16
so,18,2,2,2,1,0,11
tb,18,0,0,0,0,0,18
für,18,2,1,4,0,3,8
afghanistan,18,0,5,6,0,2,5
fordern,17,1,3,2,1,0,10
deutsch,17,2,1,3,3,1,7
schaffen,17,3,3,0,0,2,9
zeigen,17,4,3,1,0,1,8
land,17,2,2,2,1,1,9
mit,16,5,1,0,1,4,5
pandemie,16,4,0,2,1,1,8
abbauen,16,0,1,2,0,0,13
gut,16,5,2,0,1,1,7
wichtig,15,3,4,1,0,0,7
thema,15,6,6,1,0,0,2
wie,15,2,4,2,1,0,6
steuer,15,5,0,0,0,0,10
weg,15,1,2,3,1,0,8
jahr,15,4,2,0,0,0,9
innovation,14,5,2,0,0,0,7
geld,14,0,0,0,2,0,12
berlin,14,4,0,1,3,1,5
vielzutun,14,0,0,0,0,0,14
mehr,14,7,0,0,0,0,7
ein,14,3,0,2,0,1,8
wenig,14,3,0,0,0,1,10
aber,14,0,4,3,1,1,5
klimaschutz,13,2,5,1,0,0,5
problem,13,3,3,0,0,0,7
gemeinsam,13,10,1,0,0,0,2
to,13,2,0,3,0,4,4
eu,13,2,2,1,2,2,4
krise,12,5,1,0,0,0,6
usa,12,5,0,0,0,5,2
hilfe,12,0,0,1,1,0,10
arbeit,12,2,0,2,1,1,6
einfach,11,3,2,1,1,0,4
bleiben,11,0,0,4,0,0,7
frei,11,0,0,0,1,0,10
leben,11,0,0,3,0,2,6
infrastruktur,11,2,2,0,0,4,3
chance,11,7,1,0,0,1,2
mal,11,0,1,1,1,0,8
finden,11,1,2,5,0,1,2
bildung,11,2,3,1,0,1,4
bei,11,2,3,0,1,1,4
scholz,10,0,7,1,0,2,0
gelten,10,3,1,1,1,0,4
jetzt,10,1,2,1,0,1,5
lösung,10,2,0,1,0,2,5
demokrat,10,0,0,0,1,1,8
cdu,10,0,2,3,1,0,4
regierung,10,0,3,2,1,0,4
frage,10,4,0,1,1,0,4
scheitern,10,1,3,1,0,0,5
sein,10,2,1,0,0,1,6
stellen,10,3,1,0,3,0,3
bundestag,10,2,2,1,1,1,3
zukunft,10,5,2,0,0,1,2
setzen,10,2,1,0,0,0,7
neu,10,5,4,1,0,0,0
grün,10,4,2,0,1,0,3
entlastung,10,2,0,0,0,0,8
spd,10,3,1,0,0,2,4
