hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
#afd,2604,65,40,34,2339,75,51
#cdu,2185,386,485,566,275,325,148
#spd,1508,266,240,191,137,548,126
#bundestag,1427,51,99,122,1043,61,51
#fdp,1086,32,124,140,98,70,622
#berlin,965,14,7,19,880,19,26
#csu,956,64,371,200,74,137,110
#brandner,851,0,0,3,847,1,0
#btw21,625,62,137,206,72,42,106
#wirholendasdirektmandat,602,0,0,0,602,0,0
#laschet,602,46,214,121,52,127,42
#gera,584,0,0,0,583,1,0
#wk194,577,0,0,0,577,0,0
#deutschlandabernormal,546,0,0,0,546,0,0
#greiz,546,0,0,0,546,0,0
#altenburgerland,533,0,0,0,533,0,0
#linke,464,36,13,339,36,12,28
#thüringen,403,7,6,11,371,5,3
#union,377,68,88,93,13,89,26
#grünen,372,96,26,41,89,35,85
#corona,337,39,18,72,131,27,50
#klimaschutz,311,12,195,46,3,42,13
#scholz,273,80,77,57,20,26,13
#noafd,252,39,54,102,0,31,26
#bundesregierung,236,1,14,41,155,3,22
#brandnerunterwegs,231,0,0,0,231,0,0
#grüne,218,31,45,38,45,32,27
#altenburg,210,0,0,0,210,0,0
#merkel,206,7,18,26,114,24,17
#cdurausausderregierung,198,1,1,194,1,1,0
#triell,198,39,68,21,6,36,28
#deutschland,182,14,7,10,90,42,19
#wegenmorgen,182,127,10,19,4,18,4
#afghanistan,173,5,62,67,23,8,8
#afdimbundestag,170,0,0,0,170,0,0
#baerbock,161,26,17,26,64,15,13
#korruption,154,0,11,58,73,11,1
#nrw,151,6,21,6,49,59,10
#vielzutun,150,0,0,0,0,0,150
#söder,149,8,55,15,25,20,26
#btw2021,141,12,12,43,47,13,14
#mietendeckel,128,15,4,81,5,11,12
#wirecard,121,44,8,40,8,16,5
#freiheit,117,5,1,1,84,2,24
#lockdown,117,4,4,7,70,7,25
#bundestagswahl,112,15,20,22,34,17,4
#groko,112,3,42,27,4,18,18
#maaßen,111,4,33,43,7,24,0
#cducsu,111,14,63,8,9,15,2
#merz,106,5,20,56,5,19,1
#ltwbw21,102,3,19,14,29,14,23
#sachsenanhalt,101,27,4,12,39,3,16
#schwarzerfilz,99,0,88,4,0,7,0
#demokratie,96,5,5,14,47,16,9
#cdupt21,96,67,0,13,7,6,3
#dielinke,92,1,1,82,1,2,5
#soeder,90,5,4,5,4,53,19
#scheuer,89,0,60,17,1,3,8
#spahn,89,10,15,35,18,8,3
#antifa,86,4,0,23,59,0,0
#machtdaslandgerecht,83,0,0,83,0,0,0
#cdukorruption,78,0,2,55,8,12,1
#nurnochafd,78,0,0,0,78,0,0
#verfassungsschutz,74,3,2,18,39,6,6
#linkebpt,74,2,0,72,0,0,0
#thewsdirekt,72,0,0,0,0,72,0
#lobbyregister,71,0,20,24,2,24,1
#infektionsschutzgesetz,69,5,1,6,33,2,22
#amthor,69,0,22,28,5,13,1
#wahlkampf,69,5,7,4,35,9,9
#karlsruhe,66,0,0,1,3,0,62
#brandnerimgespräch,64,0,0,0,64,0,0
#gruene,64,2,6,19,13,8,16
#allesistdrin,63,0,63,0,0,0,0
#grundrechte,62,0,0,2,55,1,4
#eu,62,6,6,7,28,7,8
#bpt21,60,2,1,0,0,0,57
#hartziv,60,0,4,32,1,6,17
#r2g,59,11,3,19,4,10,12
#lünen,57,0,0,0,0,57,0
#maut,56,0,21,0,0,0,35
#spdbt,56,0,0,0,0,56,0
#spdde,55,0,0,0,0,55,0
#selm,55,0,0,0,0,55,0
#werne,54,0,0,0,0,54,0
#hamm,54,0,0,0,0,54,0
#maskenaffäre,53,0,27,12,5,8,1
#coronavirus,53,6,0,3,33,1,10
#annewill,53,8,10,14,2,3,16
#scholzpacktdasan,53,0,0,0,0,53,0
#erfurt,53,0,0,0,52,0,1
#kretschmann,52,2,8,5,12,8,17
#linksrutsch,51,0,3,42,0,1,5
#bayern,51,0,6,17,16,6,6
#maassen,51,3,20,12,4,12,0
#gruenen,51,1,2,15,11,8,14
#afdwirkt,50,0,0,0,50,0,0
#niemehrcdu,50,1,0,41,5,3,0
#ltwsa21,50,6,3,7,10,5,19
#thueringen,50,9,0,10,24,4,3
#bretten,49,0,0,0,0,0,49
#klimakrise,49,0,29,13,0,6,1
#schuldenbremse,48,5,7,16,3,4,13
#lindner,48,1,8,19,2,6,12
#habeck,48,6,9,11,6,6,10
#cduvorsitz,47,33,1,4,2,3,4
#altparteien,47,0,0,0,47,0,0
#gewinnerstadt,47,0,0,0,47,0,0
#bundeswehr,46,6,0,21,12,2,5
#rente,46,6,0,17,11,6,6
#lanz,45,8,3,11,8,8,7
#politik,45,4,0,1,8,28,4
#energiewende,45,0,10,5,10,19,1
#grundgesetz,45,3,2,8,27,3,2
#seehofer,45,0,9,16,15,2,3
#maskenskandal,45,2,7,18,9,9,0
#cumex,44,15,8,15,4,2,0
#trump,44,3,9,10,12,8,2
#fdpbt,44,0,0,0,0,0,44
#bundestagswahl2021,44,5,9,4,12,8,6
#umfaller,43,0,0,0,43,0,0
#digitalisierung,42,2,17,2,0,3,18
#kanzlerkandidatur,42,11,16,4,1,5,5
#linken,41,14,3,5,6,3,10
#coronakrise,41,0,5,10,25,0,1
#nato,41,4,2,29,0,2,4
#ltwlsa21,41,14,2,4,16,0,5
#transparenz,41,2,15,8,0,14,2
#impfstoff,40,14,1,11,5,1,8
#lobbyismus,40,0,1,28,2,9,0
#covid19,40,1,5,5,22,4,3
#nuesslein,39,0,13,18,1,5,2
#aserbaidschan,39,1,8,10,2,16,2
#niemehrcducsu,38,0,1,36,0,1,0
#klimagerechtigkeit,38,0,0,38,0,0,0
#klimaschutzgesetz,37,1,16,3,3,14,0
#wahlprogramm,37,5,8,3,2,14,5
#ltwrlp21,37,3,5,7,6,9,7
#münchen,37,0,9,14,5,6,3
#olafscholz,36,4,8,3,0,21,0
#5f5a,36,0,0,0,36,0,0
#co2preis,36,0,17,19,0,0,0
#staatstrojaner,36,0,3,12,0,5,16
#5fragen5antworten,35,0,0,0,35,0,0
#kanzlerkandidat,35,12,4,3,9,3,4
#pandemie,35,6,6,9,2,10,2
#giffey,34,5,8,7,12,1,1
#mindestlohn,34,0,4,19,2,8,1
#ltwlsa,34,8,2,1,22,0,1
#verkehrswende,33,1,23,9,0,0,0
#klima,32,4,11,4,3,8,2
#co2,32,0,6,5,10,2,9
#lieferkettengesetz,32,0,3,12,3,11,3
#ausgangssperre,32,0,0,2,13,0,17
#wahlrechtsreform,32,0,22,6,0,0,4
#bildung,32,4,8,8,2,3,7
#bundesverfassungsgericht,32,2,10,5,7,1,7
#weimar,31,0,0,0,31,0,0
#abernormal,30,0,0,0,30,0,0
