hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
ich,5910,866,855,1332,982,921,954
cdu,5136,896,1211,1206,515,854,454
spd,4239,625,845,697,299,1313,460
afd,3959,230,138,314,2887,226,164
fdp,2894,120,325,526,223,174,1526
partei,2573,328,305,771,426,392,351
grüne,2483,351,511,345,328,372,576
union,2434,357,476,720,84,491,306
csu,2156,142,924,388,113,333,256
bundestag,2083,116,248,294,1126,175,124
linke,1848,160,90,1139,173,95,191
mein,1520,217,215,342,320,234,192
und,1318,133,252,292,203,292,146
berlin,1201,60,24,64,919,73,61
jahr,1117,95,282,230,192,178,140
grün,968,102,205,218,162,112,169
mal,940,102,127,207,137,229,138
laschet,891,82,261,175,77,229,67
wählen,871,104,92,202,209,135,129
brandner,868,0,0,3,863,2,0
deutschland,799,113,67,118,278,111,112
stehen,795,132,126,166,142,130,99
politik,748,60,143,220,124,117,84
aber,745,79,104,237,102,118,105
brauchen,714,76,155,196,71,102,114
land,693,124,86,121,102,143,117
wenn,693,95,102,168,107,105,116
wer,673,82,102,156,148,94,91
mensch,641,80,111,171,79,104,96
btw21,624,62,138,204,72,42,106
corona,608,63,52,116,200,56,121
in,608,83,112,128,131,81,73
klimaschutz,602,43,318,118,7,87,29
wirholendasdirektmandat,599,0,0,0,599,0,0
was,598,69,118,139,83,113,76
gera,597,0,0,0,596,1,0
mit,590,94,88,125,110,97,76
wk194,577,0,0,0,577,0,0
so,571,94,111,102,116,81,67
greiz,550,0,0,0,550,0,0
frage,550,75,116,112,75,83,89
deutschlandabernormal,546,0,0,0,546,0,0
altenburgerland,538,0,0,0,538,0,0
zeigen,532,76,86,86,99,102,83
klaren,531,106,91,126,59,77,72
scholz,526,138,126,104,27,92,39
innen,514,6,159,213,11,115,10
fordern,502,27,69,148,95,42,121
wahlkampf,501,82,96,62,81,100,80
bundesregierung,500,18,107,95,204,16,60
sein,487,59,87,107,71,96,67
thüringen,487,12,24,42,385,21,3
stark,486,102,75,104,42,82,81
ein,483,75,60,114,86,65,83
wahl,481,86,59,107,78,76,75
für,476,83,70,116,90,54,63
sich,468,64,71,104,55,96,78
sehen,465,57,75,100,66,80,87
bleiben,464,70,78,95,91,74,56
wie,457,38,84,109,92,75,59
regierung,457,43,74,128,105,44,63
gut,453,82,76,69,58,102,66
stimmen,451,38,53,152,82,63,63
finden,450,58,64,123,54,67,84
thema,446,81,58,72,96,62,77
heute,440,65,44,92,147,54,38
stellen,438,61,54,91,82,79,71
merkel,431,33,57,62,182,57,40
einfach,431,51,76,84,59,91,70
gemeinsam,415,105,60,104,50,57,39
reden,415,54,70,96,68,79,48
zeit,414,44,84,101,53,73,59
sozial,403,24,47,227,20,54,31
geben,386,46,66,91,56,64,63
da,384,45,59,92,57,87,44
demokratie,383,54,45,88,111,55,30
jetzt,378,48,68,76,79,51,56
wichtig,377,45,69,79,55,76,53
koalition,353,44,81,90,19,61,58
lassen,352,35,51,76,75,49,66
problem,350,28,71,93,51,51,56
eine,349,42,52,77,66,65,47
fraktion,343,34,55,65,87,52,50
sprechen,340,54,48,70,35,63,70
eigentlich,340,32,65,69,59,64,51
antrag,330,18,70,109,41,21,71
link,328,26,9,109,120,47,17
die,326,7,20,276,6,6,11
auch,325,45,51,54,79,51,45
bundestagswahl,322,39,64,62,58,49,50
letzt,318,36,76,57,43,60,46
im,317,32,60,84,45,43,53
weg,314,37,52,49,69,60,47
mehrheit,314,31,43,123,37,53,27
2021,313,13,29,40,128,25,78
politisch,313,46,53,40,85,39,50
danken,304,57,41,64,60,54,28
bei,302,55,51,70,38,47,41
regieren,300,50,60,80,21,46,43
sagen,300,27,58,82,49,42,42
abgeordnete,297,17,60,111,34,40,35
nehmen,295,27,44,81,46,51,46
genau,292,29,43,59,53,55,53
nrw,289,34,56,19,67,81,32
frau,286,40,55,45,86,33,27
mitglied,283,54,27,54,44,63,41
enden,281,25,43,64,55,52,42
woche,280,38,57,42,51,60,32
nur,278,32,36,76,68,40,26
uhr,276,41,41,37,87,18,52
haben,276,33,54,59,37,51,42
warum,276,24,47,55,81,33,36
wähler,275,38,30,40,85,28,54
freuen,274,58,32,42,41,58,43
halten,273,23,42,59,48,48,53
zukunft,271,52,48,36,27,60,48
söder,271,15,89,28,35,43,61
viel,269,43,31,42,66,46,41
deutlich,269,40,43,45,26,66,49
liegen,268,34,43,50,29,56,56
euro,268,13,70,102,32,32,19
setzen,264,47,30,55,37,42,53
entscheiden,263,36,39,42,36,62,48
hören,262,31,49,63,46,45,28
baerbock,262,36,30,51,83,24,38
klar,261,56,38,60,40,38,29
freiheit,261,14,12,18,143,8,66
rot,260,67,12,45,35,40,61
programm,256,37,48,53,23,33,62
tagen,255,41,48,37,41,56,32
herr,254,29,46,38,73,43,25
nein,254,22,27,73,51,38,43
noafd,249,39,54,100,0,30,26
teilen,248,32,33,65,39,45,34
recht,248,19,34,63,48,45,39
als,247,45,24,62,37,35,44
kein,246,41,42,52,47,30,34
verhindern,245,13,65,61,24,41,41
nicht,241,35,44,49,53,29,31
bürgern,241,19,4,12,149,26,31
leben,241,23,29,60,71,23,35
können,239,29,44,64,28,33,41
wahlprogramm,238,17,49,62,16,44,50
man,238,29,36,64,50,25,34
kämpfen,238,45,24,69,36,42,22
verantwortung,236,39,66,52,16,26,37
einzig,235,20,34,85,52,14,30
nächst,235,22,58,48,34,39,34
soziale,235,18,29,143,5,30,10
gerne,234,29,35,51,44,35,40
korruption,233,1,20,94,88,28,2
bringen,232,27,43,52,33,41,36
krise,231,12,32,76,13,66,32
wissen,231,27,52,44,43,40,25
via,231,37,13,16,69,17,79
