hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
familie,697,111,176,123,36,131,120
ich,345,67,68,54,16,77,63
kind,286,17,93,52,11,61,52
mein,146,25,27,29,10,39,16
mensch,98,14,25,19,3,21,16
einfamilienhaus,86,30,11,3,12,1,29
brauchen,76,7,24,15,2,9,19
jahr,64,12,11,12,5,16,8
corona,60,9,12,7,4,11,17
deutschland,54,5,9,18,8,6,8
pandemie,48,7,12,12,0,11,6
und,48,7,9,6,4,9,13
wichtig,47,11,10,3,0,11,12
zeit,46,9,11,11,4,8,3
eltern,45,2,9,8,1,13,12
innen,45,1,20,7,0,16,1
viel,45,4,12,12,0,9,8
spd,43,7,11,8,2,12,3
grüne,43,14,6,2,8,0,13
ein,43,13,8,2,2,6,12
jugendliche,43,4,13,4,0,7,15
kita,43,3,11,5,1,15,8
in,40,7,13,7,5,3,5
schule,39,5,9,5,1,7,12
leben,39,7,6,13,4,6,3
cdu,38,5,13,9,3,4,4
unterstützen,37,9,12,7,2,7,0
grün,36,10,6,1,8,2,9
afghanistan,36,3,14,17,0,2,0
was,36,3,8,6,7,6,6
frau,35,3,15,7,0,5,5
stehen,34,10,7,7,2,1,7
stark,34,4,15,5,0,5,5
land,34,6,9,3,3,4,9
politik,34,9,8,7,5,3,2
danken,33,7,10,5,0,8,3
bleiben,33,4,10,7,2,5,5
aber,33,4,8,8,2,5,6
giffey,32,3,4,5,6,1,13
jetzt,32,3,12,6,1,8,2
für,32,7,6,5,1,9,4
fordern,32,0,5,3,5,3,16
gut,31,10,7,6,0,7,1
bildung,31,7,8,4,2,6,4
schaffen,31,6,7,6,1,1,10
bundesregierung,30,0,8,13,2,0,7
tagen,29,8,2,3,0,11,5
mal,29,2,9,6,1,2,9
weg,29,6,4,6,1,5,7
heute,29,6,8,5,2,6,2
sehen,28,3,6,3,1,6,9
sozial,28,1,5,6,2,3,11
hoch,27,5,5,4,0,7,6
meine,27,2,7,9,3,5,1
fdp,27,0,4,6,2,0,15
wie,27,3,8,6,3,2,5
lassen,26,2,6,7,3,3,5
helfen,26,4,8,4,0,5,5
bundestag,26,1,6,4,6,3,6
familiennachzug,25,0,5,17,0,3,0
bringen,25,4,5,2,1,5,8
unterstützung,25,6,8,6,1,3,1
verbieten,25,11,1,0,5,0,8
familienpolitik,24,3,9,3,2,1,6
leisten,23,3,3,4,1,6,6
kinderbonus,23,3,1,1,0,17,1
ortskräfte,23,2,7,7,1,5,1
mit,23,4,8,2,0,4,5
eigenheim,23,7,2,1,0,0,13
einfach,23,3,1,8,1,4,6
