hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
afghanistan,219,46,99,53,2,5,13,1
ich,150,37,35,41,11,6,18,2
taliban,71,14,46,9,0,1,1,0
berlin,69,24,12,19,5,3,6,0
trump,61,10,24,15,5,4,3,0
israel,59,4,22,9,7,4,12,1
und,53,10,27,10,0,5,1,0
bundeswehr,52,6,30,7,0,2,7,0
mensch,51,14,9,17,1,3,7,0
international,45,14,6,12,8,3,2,0
global,44,22,2,16,2,1,1,0
deutschland,44,2,30,8,1,2,1,0
ortskräfte,43,7,22,12,0,1,1,0
nato,39,8,31,0,0,0,0,0
bundesregierung,33,8,11,13,0,1,0,0
mein,33,2,12,10,0,1,8,0
land,31,4,11,7,1,1,7,0
kabul,30,6,19,4,0,1,0,0
china,29,6,18,0,0,4,1,0
afghane,28,1,24,1,0,0,0,2
innen,27,11,2,12,2,0,0,0
was,27,7,15,5,0,0,0,0
000,27,1,23,1,0,0,2,0
stehen,26,9,2,7,1,4,3,0
agh,24,15,1,3,1,0,4,0
soldat,23,0,19,1,0,0,3,0
frau,22,6,11,2,2,0,0,1
wer,22,3,13,4,0,0,2,0
spd,20,5,11,2,1,0,1,0
deutsch,20,1,9,2,0,3,5,0
so,20,5,10,3,0,2,0,0
jahr,20,5,5,3,1,4,2,0
jetzt,19,10,3,6,0,0,0,0
afd,19,3,16,0,0,0,0,0
usa,19,2,13,3,1,0,0,0
lassen,18,0,12,2,0,2,2,0
mal,18,8,8,1,1,0,0,0
heute,18,3,5,5,5,0,0,0
leben,18,2,9,4,1,0,2,0
brauchen,17,3,7,3,1,1,2,0
cdu,17,7,4,3,0,0,3,0
merkel,17,1,14,1,0,0,0,1
kämpfen,16,0,13,3,0,0,0,0
2015,16,0,14,0,0,2,0,0
in,16,2,6,5,1,1,1,0
corona,15,4,8,2,0,0,1,0
ein,15,4,5,2,3,0,1,0
zeigen,15,1,6,3,0,2,3,0
eu,15,2,5,4,2,2,0,0
pandemie,15,7,1,4,1,0,2,0
sein,15,5,4,5,0,0,1,0
regierung,15,2,10,1,1,0,0,1
klimaschutz,14,3,2,9,0,0,0,0
tagen,14,5,1,3,3,2,0,0
wie,14,4,5,3,1,1,0,0
für,14,4,5,2,0,2,1,0
equipment,14,0,14,0,0,0,0,0
abschiebung,14,3,2,9,0,0,0,0
retten,14,2,6,4,0,0,2,0
recht,14,3,4,6,0,0,1,0
reden,14,1,4,7,0,2,0,0
ts,13,13,0,0,0,0,0,0
warum,13,1,10,0,0,1,1,0
afghanisch,13,3,6,3,0,1,0,0
aber,13,3,5,3,0,0,2,0
helfen,13,3,3,2,1,1,3,0
sehen,13,7,2,2,2,0,0,0
klaren,13,2,3,4,1,2,1,0
kriegen,13,6,6,1,0,0,0,0
wort,13,3,7,1,0,1,1,0
politik,13,5,5,2,0,0,1,0
wählen,12,1,11,0,0,0,0,0
berliner,12,4,4,2,1,0,1,0
biden,12,1,11,0,0,0,0,0
präsident,12,3,6,3,0,0,0,0
geben,12,4,1,7,0,0,0,0
setzen,12,0,5,3,2,1,1,0
unfassbar,12,7,1,2,0,2,0,0
demokratie,12,4,2,3,1,0,1,1
einsatz,12,2,5,4,0,0,1,0
zeit,11,4,2,4,0,1,0,0
antisemitismus,11,1,3,2,3,0,1,1
jed,11,2,5,4,0,0,0,0
plenum,11,11,0,0,0,0,0,0
afghanische,11,1,9,1,0,0,0,0
verantwortung,11,0,1,9,0,0,1,0
frage,11,4,3,4,0,0,0,0
haben,11,1,8,2,0,0,0,0
unterstützen,11,1,5,4,0,0,1,0
bild,11,5,2,3,0,0,1,0
