hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
gedenken,636,101,103,167,43,126,96
ich,286,51,49,61,25,56,44
opfern,157,40,28,34,7,28,20
jahr,137,33,22,35,3,31,13
heute,111,29,24,20,5,22,11
mensch,84,12,20,15,1,25,11
mein,55,15,8,8,4,10,10
tagen,55,15,9,11,0,13,7
deutschland,52,10,8,13,5,13,3
hanau,47,7,15,18,0,3,4
ermorden,47,5,10,15,1,14,2
weremember,45,11,5,10,0,14,5
opfer,44,6,6,15,3,9,5
rassismus,42,6,5,24,0,4,3
in,41,9,10,12,0,5,5
erinnern,39,6,10,16,0,3,4
anschlag,34,7,9,10,0,4,4
am,34,6,2,16,0,5,5
leben,33,7,5,9,3,6,3
freiheit,31,8,2,2,0,8,11
nationalsozialismus,30,9,6,9,0,4,2
corona,29,6,4,6,1,8,4
mal,29,5,1,4,4,9,6
bundestag,28,7,3,9,1,7,1
vergessen,28,4,3,11,2,6,2
nazi,28,8,2,7,0,11,0
bleiben,28,5,7,7,2,7,0
auschwitz,28,7,3,7,0,7,4
pandemie,27,9,5,5,0,5,3
innen,27,0,8,13,0,6,0
million,27,7,2,6,0,11,1
angehörige,25,4,9,2,1,3,6
stehen,25,7,4,8,0,3,3
enden,25,4,1,8,2,5,5
niewieder,25,5,3,7,0,8,2
vor,24,4,4,7,0,5,4
rassistisch,24,3,6,13,0,2,0
saytheirnames,23,3,11,4,1,2,2
tote,22,4,5,5,4,3,1
hass,22,5,4,4,0,5,4
und,22,2,6,3,1,8,2
mauern,22,8,2,0,1,6,5
haben,22,1,1,4,2,9,5
wer,21,5,2,8,1,4,1
antisemitismus,21,4,3,10,0,2,2
auch,21,4,4,6,1,4,2
76,21,7,2,8,0,3,1
000,20,1,3,6,0,6,4
80,20,3,3,7,1,3,3
verlieren,19,4,3,2,0,7,3
land,19,3,1,1,5,4,5
gemeinsam,19,4,2,5,0,6,2
mit,19,3,1,6,1,3,5
welt,19,4,0,6,1,2,6
niemals,18,3,4,7,0,1,3
im,18,3,5,6,1,2,1
demokratie,18,7,3,3,0,1,4
familie,18,7,4,1,0,4,2
11,18,10,5,1,0,2,0
10,18,2,3,6,0,6,1
20,18,4,6,3,0,3,2
verantwortung,18,2,5,4,0,4,3
finden,18,4,5,4,0,2,3
befreien,18,6,2,6,0,3,1
sowjetunion,18,2,4,8,0,4,0
leiden,17,0,4,2,0,9,2
holocaust,17,5,4,4,0,2,2
aber,17,3,1,6,1,4,2
60,17,7,2,0,1,5,2
gesellschaft,17,2,3,5,0,5,2
faschismus,17,0,0,13,2,2,0
trauern,16,0,4,5,0,5,2
sich,16,2,3,2,1,6,2
brauchen,16,1,6,2,0,4,3
geschichte,16,3,1,5,0,6,1
afd,16,0,1,6,9,0,0
wichtig,16,3,1,5,1,6,0
erinnerung,16,3,1,3,1,7,1
jahrestag,16,2,3,5,0,1,5
danken,16,3,3,4,0,4,2
kind,15,0,6,2,1,1,5
dass,15,0,1,6,2,1,5
sterben,15,1,1,1,1,9,2
aufgabe,14,5,4,2,0,2,1
deutsch,14,4,1,6,1,2,0
nie,14,1,1,7,2,2,1
was,14,1,3,2,2,4,2
ein,14,3,1,7,0,1,2
einfach,13,1,0,2,2,1,7
beginnen,13,2,2,0,0,7,2
jed,13,3,1,1,0,6,2
gelten,13,4,2,3,1,1,2
für,13,1,3,2,2,3,2
mauerbau,13,6,2,0,1,1,3
mai,13,1,5,4,1,2,0
woche,13,4,1,5,1,2,0
kampf,13,0,0,6,0,7,0
überlebenden,13,6,3,4,0,0,0
keinvergessen,13,0,5,5,0,2,1
handeln,12,1,4,3,2,1,1
1945,12,0,1,6,1,3,1
zukunft,12,1,4,3,0,1,3
stellen,12,1,4,5,0,1,1
diktatur,12,4,2,0,3,1,2
berliner,12,3,1,1,0,6,1
holocaustgedenktag,12,4,3,4,0,1,0
gewalt,12,2,1,4,0,2,3
meine,12,3,0,2,0,5,2
partei,12,1,1,2,5,2,1
shoa,11,0,1,4,0,3,3
gedanke,11,3,1,2,0,3,2
terror,11,0,1,6,0,2,2
frau,11,3,0,3,3,1,1
eine,11,3,0,5,0,1,2
einsatz,11,5,1,1,0,1,3
kriegen,11,2,3,5,1,0,0
