hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
schule,1103,90,281,194,65,244,229
bildung,858,133,191,176,62,83,213
ich,769,82,156,136,49,166,180
kind,387,39,102,68,17,84,77
schüler,356,39,65,45,41,88,78
corona,249,16,58,51,24,36,64
innen,241,4,106,63,0,61,7
brauchen,233,21,65,35,8,32,72
mein,222,32,31,47,18,31,63
kita,191,26,55,42,3,34,31
lehrer,177,22,29,24,29,28,45
land,172,13,30,24,9,31,65
hochschule,136,10,39,48,6,19,14
pandemie,135,18,43,27,3,22,22
digitalisierung,130,14,36,19,7,8,46
und,128,10,28,32,12,21,25
schulen,127,10,22,37,7,32,19
eltern,125,7,19,26,4,40,29
jahr,124,15,35,21,7,15,31
homeschooling,116,12,21,49,1,20,13
test,108,9,18,15,2,47,17
in,106,14,23,13,8,28,20
bleiben,103,14,24,15,8,29,13
öffnen,101,13,18,15,4,23,28
wichtig,96,17,20,15,1,17,26
familie,95,12,22,18,3,15,25
gut,93,15,26,19,3,11,19
bund,93,11,19,10,5,9,39
zeit,92,7,21,21,6,15,22
mensch,92,16,12,24,6,12,22
wenn,91,12,12,20,9,22,16
präsenzunterricht,90,6,10,9,6,6,53
luftfilter,90,2,30,22,0,3,33
deutschland,89,8,18,16,16,8,23
stehen,88,23,16,13,6,11,19
mal,86,9,14,24,5,19,15
mit,84,10,18,13,4,19,20
digital,84,19,19,6,1,13,26
für,83,13,16,20,1,20,13
karliczek,83,1,48,24,1,2,7
woche,83,6,14,8,1,44,10
universität,82,9,12,20,8,16,17
ein,81,12,11,14,8,10,26
lockdown,81,3,13,19,6,17,23
impfen,79,11,12,6,1,20,29
schnelltests,78,3,18,5,1,27,24
heute,77,15,15,21,2,9,15
recht,74,3,19,19,3,7,23
aber,74,4,14,22,7,18,9
testen,73,15,8,6,2,34,8
viel,72,10,15,12,1,15,19
was,72,4,14,25,8,9,12
fordern,72,1,20,25,2,3,21
lassen,70,7,14,11,8,17,13
jugendliche,69,6,14,5,3,18,23
sein,67,5,8,21,2,19,12
politik,66,6,15,22,6,6,11
digitale,66,13,11,9,0,14,19
bundesregierung,66,2,18,31,4,2,9
zeigen,66,5,10,6,4,16,25
lernen,65,6,12,21,0,9,17
cdu,64,6,17,18,6,7,10
inzidenz,64,6,12,3,1,34,8
stark,64,13,13,8,3,16,11
weg,62,8,16,7,3,13,15
bundestag,62,12,9,12,7,9,13
