,all_tweets,AFD,CDUCSU,FDP,GRUENE,LINKE,OTHER,SPD,AFD - norm,CDUCSU - norm,FDP - norm,GRUENE - norm,LINKE - norm,OTHER - norm,SPD - norm
2021-05-30,63,0.1,0.16666666666666666,0.03333333333333333,0.23333333333333334,0.26666666666666666,0.0,0.03333333333333333,0.007104377104377103,0.010449735449735452,0.0030303030303030307,0.00806267806267806,0.006284550065833732,0.0,0.003333333333333333
2021-05-31,133,0.1,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.26666666666666666,0.0,0.06666666666666667,0.007104377104377103,0.008333333333333335,0.0030303030303030307,0.00806267806267806,0.006284550065833732,0.0,0.0048484848484848485
2021-06-01,157,0.1,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.3,0.0,0.06666666666666667,0.007104377104377103,0.008333333333333335,0.0030303030303030307,0.0052849002849002825,0.006859262709511894,0.0,0.0048484848484848485
2021-06-02,132,0.1,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.007104377104377103,0.008333333333333335,0.0030303030303030307,0.005016835016835015,0.006447740075767038,0.0,0.0048484848484848485
2021-06-03,185,0.1,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.26666666666666666,0.0,0.06666666666666667,0.007104377104377103,0.008333333333333335,0.0030303030303030307,0.005657860657860656,0.006447740075767038,0.0,0.0048484848484848485
2021-06-04,98,0.1,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.26666666666666666,0.0,0.06666666666666667,0.007104377104377103,0.008333333333333335,0.0030303030303030307,0.005657860657860656,0.006447740075767038,0.0,0.0048484848484848485
2021-06-05,130,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.23333333333333334,0.0,0.1,0.008553652466695944,0.008333333333333335,0.0030303030303030307,0.005657860657860656,0.006534696597506167,0.0,0.006931818181818181
2021-06-06,97,0.2,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.23333333333333334,0.0,0.1,0.01272031913336261,0.008333333333333335,0.0030303030303030307,0.005657860657860656,0.006534696597506167,0.0,0.006931818181818181
2021-06-07,134,0.2,0.03333333333333333,0.03333333333333333,0.16666666666666666,0.23333333333333334,0.0,0.1,0.011356682769726244,0.008333333333333335,0.0030303030303030307,0.005657860657860656,0.006534696597506167,0.0,0.006931818181818181
2021-06-08,136,0.2,0.03333333333333333,0.03333333333333333,0.2,0.23333333333333334,0.0,0.1,0.011356682769726244,0.008333333333333335,0.0030303030303030307,0.006535053640316797,0.006534696597506167,0.0,0.006931818181818181
2021-06-09,112,0.2,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.23333333333333334,0.0,0.1,0.011356682769726244,0.008333333333333335,0.0030303030303030307,0.009004189442785934,0.006534696597506167,0.0,0.006931818181818181
2021-06-10,173,0.2,0.03333333333333333,0.0,0.3,0.23333333333333334,0.0,0.1,0.011356682769726244,0.008333333333333335,4.625929269271486e-19,0.009494385521217306,0.006534696597506167,0.0,0.006931818181818181
2021-06-11,134,0.2,0.03333333333333333,0.0,0.3,0.23333333333333334,0.0,0.1,0.011356682769726244,0.008333333333333335,4.625929269271486e-19,0.009494385521217306,0.006534696597506167,0.0,0.006931818181818181
2021-06-12,124,0.2,0.03333333333333333,0.0,0.3,0.23333333333333334,0.0,0.1,0.011356682769726244,0.008333333333333335,4.625929269271486e-19,0.009494385521217306,0.006534696597506167,0.0,0.006931818181818181
2021-06-13,83,0.2,0.0,0.0,0.3,0.2,0.0,0.1,0.011356682769726244,1.8503717077085942e-18,4.625929269271486e-19,0.009494385521217306,0.005759502799056556,0.0,0.006931818181818181
2021-06-14,140,0.2,0.03333333333333333,0.0,0.3333333333333333,0.2,0.0,0.1,0.011356682769726244,0.006666666666666669,4.625929269271486e-19,0.010536052187883973,0.005759502799056556,0.0,0.006931818181818181
2021-06-15,122,0.2,0.03333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.1,0.011356682769726244,0.006666666666666669,4.625929269271486e-19,0.010536052187883973,0.003378550418104175,0.0,0.006931818181818181
2021-06-16,228,0.2,0.03333333333333333,0.0,0.36666666666666664,0.16666666666666666,0.0,0.1,0.011356682769726244,0.006666666666666669,4.625929269271486e-19,0.011276792928624713,0.003378550418104175,0.0,0.006931818181818181
2021-06-17,266,0.23333333333333334,0.03333333333333333,0.0,0.4,0.2,0.0,0.1,0.012745571658615135,0.006666666666666669,4.625929269271486e-19,0.011709693361525145,0.0037801568438069863,0.0,0.006931818181818181
