hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
twitter,122,27,33,27,23,5,7,0.0
ich,104,30,10,36,15,4,9,0.0
tweet,84,23,15,33,7,4,2,0.0
interview,82,26,17,26,4,3,6,0.0
mein,25,7,5,11,2,0,0,0.0
danken,17,4,0,7,5,1,0,0.0
und,16,5,4,3,4,0,0,0.0
mal,15,5,3,2,3,0,2,0.0
aber,15,6,0,7,1,0,1,0.0
berlin,14,6,1,5,1,0,1,0.0
lesen,14,5,1,6,2,0,0,0.0
einfach,13,2,1,5,3,1,1,0.0
facebook,12,3,6,1,1,1,0,0.0
mensch,12,5,1,3,0,0,3,0.0
stehen,12,5,3,2,2,0,0,0.0
ein,12,3,1,5,1,0,2,0.0
link,11,3,7,1,0,0,0,0.0
sich,10,2,1,3,3,0,1,0.0
finden,10,2,1,6,0,0,1,0.0
geben,10,2,1,6,0,0,1,0.0
youtube,9,2,6,1,0,0,0,0.0
heute,9,2,2,3,0,1,1,0.0
medium,9,1,6,2,0,0,0,0.0
corona,9,3,2,4,0,0,0,0.0
account,9,0,5,3,1,0,0,0.0
weiß,9,2,3,2,1,0,1,0.0
so,8,0,4,2,1,1,0,0.0
thema,8,0,3,3,1,0,1,0.0
cdu,8,1,1,1,0,0,5,0.0
debatte,8,2,1,2,0,0,3,0.0
falsch,8,2,1,4,0,0,1,0.0
auch,8,2,3,1,2,0,0,0.0
frau,7,4,0,2,1,0,0,0.0
frage,7,2,1,1,1,2,0,0.0
sein,7,2,1,0,2,1,1,0.0
berliner,7,3,0,3,1,0,0,0.0
agh,7,4,1,1,0,1,0,0.0
in,7,0,5,1,1,0,0,0.0
wichtig,7,0,3,3,1,0,0,0.0
tagen,7,1,0,4,1,1,0,0.0
was,7,2,3,1,1,0,0,0.0
mit,7,2,1,2,0,2,0,0.0
schreiben,7,1,1,4,0,0,1,0.0
sprechen,7,0,3,4,0,0,0,0.0
sozial,6,3,0,3,0,0,0,0.0
wahlkampf,6,2,2,0,0,2,0,0.0
politik,6,2,1,0,1,1,1,0.0
ja,6,4,0,1,0,0,1,0.0
schön,6,1,0,3,2,0,0,0.0
jahr,6,2,0,1,0,3,0,0.0
ts,6,6,0,0,0,0,0,0.0
idee,6,1,0,0,3,0,2,0.0
eigentlich,6,0,4,2,0,0,0,0.0
da,6,1,2,2,0,1,0,0.0
zukunft,6,2,0,1,1,0,2,0.0
hören,6,0,2,3,0,0,1,0.0
