,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD,var
2020-11-26,16.0,3.0,8.0,25.0,10.0,10.0,Geschlecht
2020-11-27,17.0,3.0,8.0,25.0,10.0,10.0,Geschlecht
2020-11-28,17.0,3.0,8.0,25.0,11.0,10.0,Geschlecht
2020-11-29,19.0,3.0,9.0,25.0,11.0,10.0,Geschlecht
2020-11-30,19.0,3.0,11.0,25.0,11.0,9.0,Geschlecht
2020-12-01,19.0,3.0,12.0,26.0,11.0,9.0,Geschlecht
2020-12-02,18.0,3.0,12.0,26.0,11.0,9.0,Geschlecht
2020-12-03,18.0,3.0,12.0,27.0,11.0,9.0,Geschlecht
2020-12-04,18.0,3.0,12.0,27.0,11.0,9.0,Geschlecht
2020-12-05,18.0,3.0,12.0,28.0,11.0,9.0,Geschlecht
2020-12-06,18.0,3.0,12.0,27.0,11.0,8.0,Geschlecht
2020-12-07,19.0,3.0,12.0,27.0,11.0,7.0,Geschlecht
2020-12-08,19.0,3.0,12.0,27.0,12.0,7.0,Geschlecht
2020-12-09,19.0,3.0,12.0,28.0,11.0,7.0,Geschlecht
2020-12-10,19.0,3.0,12.0,29.0,11.0,8.0,Geschlecht
2020-12-11,19.0,2.0,11.0,25.0,11.0,8.0,Geschlecht
2020-12-12,18.0,4.0,11.0,25.0,10.0,8.0,Geschlecht
2020-12-13,18.0,4.0,11.0,24.0,9.0,6.0,Geschlecht
2020-12-14,17.0,4.0,11.0,26.0,9.0,5.0,Geschlecht
2020-12-15,17.0,3.0,11.0,24.0,10.0,5.0,Geschlecht
2020-12-16,17.0,3.0,11.0,23.0,10.0,6.0,Geschlecht
2020-12-17,17.0,3.0,13.0,23.0,11.0,8.0,Geschlecht
2020-12-18,18.0,3.0,13.0,24.0,11.0,8.0,Geschlecht
2020-12-19,18.0,3.0,13.0,23.0,11.0,8.0,Geschlecht
2020-12-20,19.0,3.0,13.0,23.0,11.0,8.0,Geschlecht
2020-12-21,21.0,3.0,13.0,23.0,11.0,8.0,Geschlecht
2020-12-22,20.0,2.0,11.0,22.0,11.0,7.0,Geschlecht
2020-12-23,19.0,2.0,11.0,22.0,11.0,7.0,Geschlecht
2020-12-24,19.0,3.0,11.0,22.0,11.0,7.0,Geschlecht
2020-12-25,19.0,3.0,11.0,19.0,12.0,6.0,Geschlecht
2020-12-26,19.0,3.0,11.0,19.0,12.0,6.0,Geschlecht
2020-12-27,19.0,3.0,11.0,19.0,12.0,6.0,Geschlecht
2020-12-28,19.0,3.0,11.0,19.0,11.0,6.0,Geschlecht
2020-12-29,19.0,4.0,10.0,18.0,11.0,6.0,Geschlecht
2020-12-30,19.0,4.0,10.0,17.0,11.0,6.0,Geschlecht
2020-12-31,19.0,4.0,10.0,17.0,11.0,6.0,Geschlecht
2021-01-01,19.0,4.0,9.0,15.0,11.0,6.0,Geschlecht
2021-01-02,19.0,4.0,9.0,16.0,11.0,6.0,Geschlecht
2021-01-03,19.0,4.0,9.0,16.0,11.0,6.0,Geschlecht
2021-01-04,19.0,4.0,9.0,18.0,10.0,6.0,Geschlecht
2021-01-05,19.0,4.0,9.0,19.0,10.0,6.0,Geschlecht
2021-01-06,20.0,4.0,10.0,19.0,10.0,8.0,Geschlecht
2021-01-07,20.0,4.0,10.0,19.0,10.0,8.0,Geschlecht
2021-01-08,20.0,4.0,10.0,19.0,10.0,8.0,Geschlecht
2021-01-09,19.0,4.0,10.0,19.0,10.0,8.0,Geschlecht
2021-01-10,17.0,4.0,10.0,18.0,10.0,7.0,Geschlecht
2021-01-11,16.0,4.0,9.0,18.0,10.0,7.0,Geschlecht
2021-01-12,15.0,4.0,9.0,18.0,10.0,7.0,Geschlecht
2021-01-13,15.0,5.0,11.0,21.0,10.0,8.0,Geschlecht
2021-01-14,15.0,5.0,11.0,21.0,10.0,8.0,Geschlecht
2021-01-15,15.0,5.0,11.0,21.0,10.0,8.0,Geschlecht
2021-01-16,15.0,5.0,11.0,22.0,11.0,8.0,Geschlecht
2021-01-17,15.0,5.0,11.0,22.0,12.0,8.0,Geschlecht
2021-01-18,13.0,5.0,12.0,22.0,12.0,8.0,Geschlecht
2021-01-19,12.0,7.0,12.0,21.0,11.0,8.0,Geschlecht
2021-01-20,12.0,7.0,12.0,20.0,11.0,8.0,Geschlecht
2021-01-21,12.0,7.0,12.0,20.0,11.0,10.0,Geschlecht
2021-01-22,11.0,7.0,13.0,20.0,11.0,10.0,Geschlecht
2021-01-23,11.0,7.0,12.0,20.0,11.0,10.0,Geschlecht
2021-01-24,12.0,7.0,11.0,18.0,9.0,9.0,Geschlecht
2021-01-25,12.0,7.0,11.0,19.0,9.0,9.0,Geschlecht
2021-01-26,11.0,7.0,12.0,19.0,9.0,10.0,Geschlecht
2021-01-27,11.0,7.0,12.0,19.0,8.0,10.0,Geschlecht
2021-01-28,10.0,7.0,11.0,19.0,9.0,10.0,Geschlecht
2021-01-29,10.0,7.0,16.0,22.0,9.0,10.0,Geschlecht
2021-01-30,10.0,7.0,17.0,21.0,9.0,10.0,Geschlecht
2021-01-31,10.0,7.0,17.0,21.0,9.0,10.0,Geschlecht
2021-02-01,10.0,7.0,17.0,20.0,9.0,10.0,Geschlecht
2021-02-02,10.0,7.0,17.0,20.0,9.0,11.0,Geschlecht
2021-02-03,10.0,7.0,17.0,20.0,9.0,11.0,Geschlecht
2021-02-04,11.0,7.0,17.0,22.0,9.0,12.0,Geschlecht
2021-02-05,10.0,7.0,17.0,22.0,10.0,12.0,Geschlecht
2021-02-06,10.0,7.0,17.0,22.0,9.0,12.0,Geschlecht
2021-02-07,10.0,7.0,17.0,21.0,9.0,12.0,Geschlecht
2021-02-08,10.0,7.0,17.0,20.0,9.0,11.0,Geschlecht
2021-02-09,10.0,7.0,17.0,20.0,9.0,11.0,Geschlecht
2021-02-10,10.0,5.0,17.0,21.0,9.0,11.0,Geschlecht
2021-02-11,10.0,5.0,17.0,21.0,10.0,12.0,Geschlecht
2021-02-12,11.0,5.0,17.0,21.0,10.0,12.0,Geschlecht
2021-02-13,11.0,5.0,17.0,21.0,9.0,12.0,Geschlecht
2021-02-14,12.0,5.0,17.0,21.0,11.0,11.0,Geschlecht
2021-02-15,12.0,5.0,15.0,20.0,10.0,9.0,Geschlecht
2021-02-16,11.0,5.0,15.0,20.0,10.0,9.0,Geschlecht
2021-02-17,11.0,5.0,15.0,20.0,10.0,9.0,Geschlecht
2021-02-18,10.0,5.0,15.0,20.0,10.0,9.0,Geschlecht
2021-02-19,8.0,5.0,15.0,20.0,10.0,9.0,Geschlecht
2021-02-20,7.0,5.0,15.0,22.0,11.0,9.0,Geschlecht
2021-02-21,7.0,5.0,15.0,22.0,11.0,9.0,Geschlecht
2021-02-22,7.0,4.0,15.0,22.0,11.0,9.0,Geschlecht
2021-02-23,7.0,4.0,15.0,22.0,10.0,9.0,Geschlecht
2021-02-24,7.0,4.0,15.0,23.0,11.0,9.0,Geschlecht
2021-02-25,7.0,4.0,16.0,24.0,11.0,9.0,Geschlecht
2021-02-26,7.0,4.0,16.0,26.0,11.0,9.0,Geschlecht
2021-02-27,7.0,3.0,16.0,26.0,11.0,9.0,Geschlecht
2021-02-28,7.0,3.0,16.0,26.0,11.0,9.0,Geschlecht
2021-03-01,8.0,3.0,16.0,27.0,11.0,9.0,Geschlecht
2021-03-02,8.0,3.0,16.0,30.0,10.0,10.0,Geschlecht
2021-03-03,8.0,3.0,16.0,30.0,10.0,10.0,Geschlecht
2021-03-04,8.0,3.0,16.0,31.0,10.0,10.0,Geschlecht
2021-03-05,8.0,3.0,16.0,29.0,10.0,10.0,Geschlecht
2021-03-06,8.0,3.0,16.0,28.0,10.0,10.0,Geschlecht
2021-03-07,7.0,3.0,15.0,28.0,10.0,8.0,Geschlecht
2021-03-08,8.0,5.0,20.0,29.0,11.0,11.0,Geschlecht
2021-03-09,8.0,5.0,20.0,29.0,11.0,12.0,Geschlecht
2021-03-10,8.0,5.0,21.0,30.0,14.0,13.0,Geschlecht
2021-03-11,8.0,5.0,21.0,31.0,14.0,13.0,Geschlecht
2021-03-12,9.0,5.0,21.0,32.0,14.0,13.0,Geschlecht
2021-03-13,9.0,5.0,21.0,32.0,15.0,13.0,Geschlecht
2021-03-14,9.0,4.0,19.0,29.0,15.0,13.0,Geschlecht
2021-03-15,10.0,4.0,19.0,29.0,16.0,14.0,Geschlecht
2021-03-16,10.0,4.0,19.0,29.0,16.0,14.0,Geschlecht
2021-03-17,11.0,4.0,19.0,28.0,14.0,14.0,Geschlecht
2021-03-18,11.0,4.0,19.0,29.0,14.0,14.0,Geschlecht
2021-03-19,11.0,4.0,18.0,29.0,14.0,14.0,Geschlecht
2021-03-20,11.0,2.0,18.0,29.0,14.0,15.0,Geschlecht
2021-03-21,10.0,2.0,18.0,29.0,14.0,16.0,Geschlecht
2021-03-22,10.0,2.0,18.0,29.0,14.0,14.0,Geschlecht
2021-03-23,10.0,2.0,17.0,29.0,14.0,14.0,Geschlecht
2021-03-24,10.0,2.0,18.0,30.0,14.0,14.0,Geschlecht
2021-03-25,9.0,2.0,20.0,31.0,15.0,14.0,Geschlecht
2021-03-26,9.0,2.0,20.0,33.0,15.0,14.0,Geschlecht
2021-03-27,9.0,2.0,20.0,33.0,15.0,13.0,Geschlecht
2021-03-28,9.0,2.0,20.0,33.0,15.0,13.0,Geschlecht
2021-03-29,8.0,2.0,20.0,33.0,14.0,13.0,Geschlecht
2021-03-30,8.0,2.0,13.0,30.0,14.0,13.0,Geschlecht
2021-03-31,8.0,2.0,11.0,32.0,15.0,13.0,Geschlecht
2021-04-01,9.0,2.0,12.0,34.0,16.0,13.0,Geschlecht
2021-04-02,9.0,2.0,12.0,34.0,16.0,13.0,Geschlecht
2021-04-03,11.0,2.0,12.0,34.0,16.0,12.0,Geschlecht
2021-04-04,11.0,2.0,12.0,33.0,17.0,12.0,Geschlecht
2021-04-05,10.0,2.0,12.0,31.0,17.0,11.0,Geschlecht
2021-04-06,10.0,2.0,13.0,31.0,16.0,12.0,Geschlecht
2021-04-07,10.0,2.0,13.0,32.0,16.0,12.0,Geschlecht
2021-04-08,10.0,2.0,13.0,32.0,16.0,12.0,Geschlecht
2021-04-09,10.0,2.0,13.0,32.0,16.0,12.0,Geschlecht
2021-04-10,10.0,2.0,13.0,32.0,16.0,12.0,Geschlecht
2021-04-11,10.0,2.0,13.0,31.0,17.0,12.0,Geschlecht
2021-04-12,10.0,2.0,13.0,31.0,16.0,11.0,Geschlecht
2021-04-13,9.0,2.0,13.0,29.0,16.0,11.0,Geschlecht
2021-04-14,9.0,2.0,13.0,29.0,16.0,11.0,Geschlecht
2021-04-15,8.0,2.0,13.0,29.0,14.0,12.0,Geschlecht
2021-04-16,8.0,2.0,13.0,30.0,14.0,12.0,Geschlecht
2021-04-17,8.0,2.0,13.0,29.0,15.0,12.0,Geschlecht
2021-04-18,8.0,2.0,13.0,30.0,15.0,12.0,Geschlecht
2021-04-19,8.0,4.0,14.0,30.0,15.0,12.0,Geschlecht
2021-04-20,9.0,4.0,14.0,30.0,15.0,12.0,Geschlecht
2021-04-21,9.0,4.0,14.0,28.0,14.0,12.0,Geschlecht
2021-04-22,11.0,4.0,15.0,30.0,14.0,12.0,Geschlecht
2021-04-23,11.0,4.0,15.0,30.0,15.0,12.0,Geschlecht
2021-04-24,11.0,4.0,15.0,30.0,15.0,12.0,Geschlecht
2021-04-25,11.0,4.0,16.0,29.0,14.0,12.0,Geschlecht
2021-04-26,12.0,5.0,17.0,28.0,14.0,12.0,Geschlecht
2021-04-27,12.0,5.0,17.0,26.0,14.0,12.0,Geschlecht
2021-04-28,12.0,5.0,17.0,27.0,14.0,12.0,Geschlecht
2021-04-29,12.0,5.0,17.0,27.0,14.0,12.0,Geschlecht
2021-04-30,11.0,5.0,17.0,26.0,14.0,12.0,Geschlecht
2021-05-01,11.0,5.0,17.0,24.0,14.0,11.0,Geschlecht
2021-05-02,11.0,5.0,17.0,22.0,14.0,11.0,Geschlecht
2021-05-03,11.0,5.0,18.0,21.0,14.0,11.0,Geschlecht
2021-05-04,11.0,5.0,18.0,21.0,14.0,11.0,Geschlecht
2021-05-05,11.0,5.0,18.0,21.0,14.0,11.0,Geschlecht
2021-05-06,11.0,5.0,18.0,22.0,14.0,11.0,Geschlecht
2021-05-07,10.0,3.0,13.0,21.0,13.0,8.0,Geschlecht
2021-05-08,11.0,3.0,13.0,21.0,13.0,7.0,Geschlecht
2021-05-09,11.0,3.0,12.0,20.0,10.0,6.0,Geschlecht
2021-05-10,11.0,4.0,12.0,19.0,10.0,6.0,Geschlecht
2021-05-11,10.0,4.0,14.0,18.0,10.0,7.0,Geschlecht
2021-05-12,10.0,4.0,14.0,18.0,9.0,7.0,Geschlecht
2021-05-13,10.0,4.0,14.0,20.0,9.0,7.0,Geschlecht
2021-05-14,9.0,4.0,15.0,21.0,8.0,6.0,Geschlecht
2021-05-15,9.0,4.0,15.0,21.0,8.0,6.0,Geschlecht
2021-05-16,8.0,4.0,15.0,22.0,9.0,6.0,Geschlecht
2021-05-17,8.0,6.0,18.0,23.0,8.0,10.0,Geschlecht
2021-05-18,8.0,6.0,20.0,24.0,8.0,11.0,Geschlecht
2021-05-19,8.0,6.0,20.0,25.0,8.0,11.0,Geschlecht
2021-05-20,9.0,6.0,20.0,25.0,8.0,10.0,Geschlecht
2021-05-21,11.0,6.0,20.0,26.0,8.0,11.0,Geschlecht
2021-05-22,11.0,6.0,20.0,26.0,8.0,11.0,Geschlecht
2021-05-23,11.0,6.0,20.0,25.0,8.0,14.0,Geschlecht
2021-05-24,11.0,6.0,18.0,25.0,7.0,14.0,Geschlecht
2021-05-25,11.0,7.0,18.0,22.0,7.0,15.0,Geschlecht
2021-05-26,11.0,7.0,17.0,22.0,8.0,15.0,Geschlecht
2021-05-27,11.0,8.0,17.0,22.0,8.0,15.0,Geschlecht
2021-05-28,11.0,8.0,17.0,22.0,8.0,16.0,Geschlecht
2021-05-29,11.0,8.0,17.0,22.0,8.0,16.0,Geschlecht
2021-05-30,11.0,8.0,17.0,21.0,7.0,16.0,Geschlecht
2021-05-31,10.0,8.0,16.0,20.0,6.0,16.0,Geschlecht
2021-06-01,10.0,8.0,17.0,20.0,6.0,16.0,Geschlecht
2021-06-02,8.0,8.0,17.0,20.0,6.0,16.0,Geschlecht
2021-06-03,8.0,9.0,17.0,20.0,5.0,16.0,Geschlecht
2021-06-04,8.0,9.0,18.0,21.0,5.0,16.0,Geschlecht
2021-06-05,8.0,9.0,17.0,21.0,5.0,15.0,Geschlecht
2021-06-06,8.0,9.0,17.0,20.0,5.0,15.0,Geschlecht
2021-06-07,8.0,9.0,17.0,20.0,5.0,16.0,Geschlecht
2021-06-08,8.0,9.0,17.0,20.0,5.0,18.0,Geschlecht
2021-06-09,8.0,9.0,17.0,21.0,5.0,18.0,Geschlecht
2021-06-10,8.0,9.0,17.0,22.0,4.0,18.0,Geschlecht
2021-06-11,8.0,9.0,17.0,23.0,6.0,18.0,Geschlecht
2021-06-12,8.0,9.0,17.0,23.0,6.0,18.0,Geschlecht
2021-06-13,8.0,9.0,17.0,23.0,6.0,18.0,Geschlecht
2021-06-14,8.0,9.0,18.0,24.0,6.0,18.0,Geschlecht
2021-06-15,9.0,9.0,19.0,23.0,7.0,18.0,Geschlecht
2021-06-16,9.0,9.0,19.0,23.0,7.0,18.0,Geschlecht
2021-06-17,9.0,9.0,19.0,22.0,7.0,18.0,Geschlecht
2021-06-18,9.0,7.0,18.0,22.0,7.0,18.0,Geschlecht
2021-06-19,8.0,7.0,18.0,22.0,7.0,18.0,Geschlecht
2021-06-20,8.0,7.0,18.0,22.0,8.0,18.0,Geschlecht
2021-06-21,6.0,7.0,17.0,20.0,8.0,18.0,Geschlecht
2021-06-22,6.0,7.0,18.0,21.0,7.0,19.0,Geschlecht
2021-06-23,7.0,7.0,18.0,22.0,7.0,19.0,Geschlecht
2021-06-24,7.0,7.0,17.0,22.0,7.0,19.0,Geschlecht
2021-06-25,6.0,6.0,15.0,22.0,7.0,19.0,Geschlecht
2021-06-26,7.0,6.0,15.0,22.0,7.0,19.0,Geschlecht
2021-06-27,7.0,6.0,17.0,21.0,7.0,19.0,Geschlecht
2021-06-28,7.0,6.0,17.0,21.0,7.0,19.0,Geschlecht
2021-06-29,7.0,6.0,17.0,21.0,7.0,19.0,Geschlecht
2021-06-30,7.0,7.0,17.0,20.0,7.0,19.0,Geschlecht
2021-07-01,7.0,7.0,17.0,21.0,7.0,19.0,Geschlecht
2021-07-02,7.0,7.0,16.0,21.0,7.0,19.0,Geschlecht
2021-07-03,7.0,7.0,16.0,21.0,7.0,19.0,Geschlecht
2021-07-04,8.0,7.0,16.0,21.0,7.0,19.0,Geschlecht
2021-07-05,8.0,7.0,16.0,20.0,7.0,19.0,Geschlecht
2021-07-06,8.0,7.0,16.0,20.0,7.0,19.0,Geschlecht
2021-07-07,8.0,7.0,16.0,21.0,7.0,19.0,Geschlecht
2021-07-08,8.0,7.0,17.0,27.0,7.0,19.0,Geschlecht
2021-07-09,8.0,6.0,18.0,27.0,7.0,19.0,Geschlecht
2021-07-10,8.0,6.0,16.0,27.0,7.0,18.0,Geschlecht
2021-07-11,8.0,6.0,16.0,27.0,7.0,18.0,Geschlecht
2021-07-12,8.0,6.0,16.0,26.0,7.0,17.0,Geschlecht
2021-07-13,8.0,6.0,15.0,25.0,7.0,17.0,Geschlecht
2021-07-14,8.0,6.0,15.0,25.0,8.0,17.0,Geschlecht
2021-07-15,8.0,6.0,15.0,25.0,7.0,17.0,Geschlecht
2021-07-16,8.0,4.0,12.0,23.0,7.0,13.0,Geschlecht
2021-07-17,8.0,4.0,10.0,22.0,7.0,12.0,Geschlecht
2021-07-18,8.0,4.0,10.0,21.0,7.0,11.0,Geschlecht
2021-07-19,7.0,4.0,10.0,21.0,7.0,11.0,Geschlecht
2021-07-20,5.0,4.0,10.0,20.0,7.0,10.0,Geschlecht
2021-07-21,5.0,4.0,11.0,20.0,7.0,10.0,Geschlecht
2021-07-22,5.0,4.0,11.0,21.0,7.0,7.0,Geschlecht
2021-07-23,5.0,4.0,11.0,20.0,7.0,7.0,Geschlecht
2021-07-24,5.0,3.0,11.0,21.0,7.0,6.0,Geschlecht
2021-07-25,6.0,3.0,11.0,22.0,6.0,6.0,Geschlecht
2021-07-26,6.0,3.0,11.0,22.0,6.0,6.0,Geschlecht
2021-07-27,6.0,3.0,11.0,23.0,6.0,5.0,Geschlecht
2021-07-28,6.0,3.0,11.0,23.0,6.0,5.0,Geschlecht
2021-07-29,6.0,3.0,11.0,22.0,6.0,5.0,Geschlecht
2021-07-30,6.0,3.0,11.0,21.0,6.0,5.0,Geschlecht
2021-07-31,6.0,3.0,10.0,21.0,6.0,5.0,Geschlecht
2021-08-01,6.0,3.0,10.0,21.0,6.0,5.0,Geschlecht
2021-08-02,6.0,3.0,10.0,21.0,6.0,5.0,Geschlecht
2021-08-03,7.0,3.0,9.0,20.0,6.0,5.0,Geschlecht
2021-08-04,7.0,3.0,9.0,20.0,6.0,5.0,Geschlecht
2021-08-05,7.0,4.0,9.0,21.0,6.0,5.0,Geschlecht
2021-08-06,7.0,4.0,9.0,21.0,6.0,4.0,Geschlecht
2021-08-07,7.0,4.0,10.0,22.0,6.0,2.0,Geschlecht
2021-08-08,7.0,4.0,10.0,21.0,6.0,2.0,Geschlecht
2021-08-09,8.0,4.0,10.0,20.0,6.0,2.0,Geschlecht
2021-08-10,8.0,4.0,10.0,19.0,5.0,2.0,Geschlecht
2021-08-11,8.0,4.0,10.0,19.0,5.0,2.0,Geschlecht
2021-08-12,8.0,4.0,10.0,19.0,5.0,2.0,Geschlecht
2021-08-13,8.0,4.0,9.0,19.0,5.0,1.0,Geschlecht
2021-08-14,7.0,4.0,8.0,19.0,4.0,1.0,Geschlecht
2021-08-15,7.0,4.0,8.0,19.0,3.0,1.0,Geschlecht
2021-08-16,7.0,4.0,8.0,19.0,3.0,1.0,Geschlecht
2021-08-17,8.0,4.0,8.0,19.0,3.0,1.0,Geschlecht
2021-08-18,9.0,4.0,8.0,19.0,3.0,1.0,Geschlecht
2021-08-19,9.0,4.0,8.0,20.0,2.0,1.0,Geschlecht
2021-08-20,9.0,4.0,12.0,20.0,2.0,1.0,Geschlecht
2021-08-21,9.0,4.0,11.0,19.0,2.0,0.0,Geschlecht
2021-08-22,8.0,4.0,11.0,18.0,2.0,0.0,Geschlecht
2021-08-23,8.0,4.0,11.0,18.0,2.0,0.0,Geschlecht
2021-08-24,8.0,4.0,11.0,18.0,2.0,0.0,Geschlecht
2021-08-25,7.0,4.0,11.0,18.0,2.0,1.0,Geschlecht
2021-08-26,7.0,4.0,10.0,19.0,2.0,1.0,Geschlecht
2021-08-27,7.0,4.0,10.0,19.0,4.0,1.0,Geschlecht
2021-08-28,7.0,4.0,10.0,19.0,4.0,1.0,Geschlecht
2021-08-29,7.0,3.0,10.0,20.0,4.0,3.0,Geschlecht
2021-08-30,7.0,3.0,10.0,19.0,4.0,4.0,Geschlecht
2021-08-31,7.0,3.0,10.0,20.0,4.0,5.0,Geschlecht
2021-09-01,7.0,3.0,10.0,21.0,4.0,5.0,Geschlecht
2021-09-02,6.0,3.0,10.0,21.0,4.0,5.0,Geschlecht
2021-09-03,6.0,3.0,10.0,21.0,4.0,5.0,Geschlecht
2021-09-04,6.0,3.0,10.0,21.0,4.0,5.0,Geschlecht
2021-09-05,6.0,3.0,10.0,20.0,4.0,5.0,Geschlecht
