hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
gewalt,143,27,24,58,16,9,9,0
ich,101,10,15,40,11,8,17,0
berlin,32,11,5,7,7,1,1,0
frau,31,7,4,12,7,1,0,0
mensch,17,2,1,10,3,1,0,0
innen,16,3,0,12,1,0,0,0
hass,15,2,2,2,7,1,1,0
mein,15,2,1,7,0,0,4,1
und,14,3,1,8,1,0,1,0
jahr,13,1,1,6,1,1,3,0
polizei,12,2,2,6,1,1,0,0
antisemitismus,12,3,0,5,2,0,2,0
was,12,4,2,2,1,1,2,0
solidarität,11,1,0,5,3,2,0,0
wer,11,1,3,1,3,2,1,0
angriff,11,0,1,7,1,2,0,0
wichtig,11,4,0,5,1,1,0,0
gewalttätig,11,1,5,3,1,0,1,0
agh,11,9,0,1,0,0,0,1
stehen,11,1,3,3,3,1,0,0
gewaltig,10,6,2,1,0,1,0,0
stellen,10,4,1,4,0,0,1,0
gewalttaten,10,0,1,4,3,1,1,0
eine,10,1,1,3,4,0,1,0
zeigen,10,3,4,2,0,0,1,0
handeln,10,2,4,3,1,0,0,0
politisch,10,2,3,3,1,1,0,0
deutschland,10,0,6,2,2,0,0,0
demo,10,1,3,3,0,1,2,0
sehen,10,1,2,5,0,1,1,0
demokratie,10,0,2,2,3,2,1,0
recht,9,3,3,1,2,0,0,0
corona,9,1,3,5,0,0,0,0
ein,9,1,3,3,2,0,0,0
aber,9,4,1,3,1,0,0,0
bleiben,9,0,2,2,2,1,2,0
ts,8,8,0,0,0,0,0,0
kind,8,2,1,4,1,0,0,0
klaren,8,1,0,2,3,1,1,0
schutz,8,0,1,4,3,0,0,0
reden,8,2,0,6,0,0,0,0
arbeit,8,1,0,7,0,0,0,0
in,8,0,1,5,1,0,1,0
geben,8,1,0,5,1,0,1,0
mitteln,8,1,0,5,0,2,0,0
verurteilen,8,2,1,4,0,0,1,0
zum,7,3,3,1,0,0,0,0
niemals,7,1,1,3,0,1,1,0
afd,7,0,4,1,0,0,1,1
danken,7,1,0,5,1,0,0,0
person,7,1,1,4,1,0,0,0
leute,7,1,4,2,0,0,0,0
meine,7,0,1,3,2,0,1,0
friedlich,7,0,1,1,1,2,2,0
häuslich,7,4,0,1,0,1,1,0
gewaltenteilung,7,3,0,1,0,3,0,0
opfern,7,3,1,1,1,0,1,0
mal,7,0,1,4,2,0,0,0
grün,7,0,4,2,0,1,0,0
falsch,7,1,1,3,0,1,1,0
straftat,7,1,0,3,1,0,2,0
sprechen,7,1,0,4,0,1,1,0
leben,6,0,3,2,1,0,0,0
