,all_tweets,AFD,CDUCSU,FDP,GRUENE,LINKE,OTHER,SPD,AFD - norm,CDUCSU - norm,FDP - norm,GRUENE - norm,LINKE - norm,OTHER - norm,SPD - norm
2021-05-14,127,0.1,0.08333333333333333,0.13333333333333333,0.5333333333333333,0.2,0.0,0.15,0.006181659213392956,0.0043915343915343925,0.01021899123948304,0.014801493849358586,0.0040586595097602185,0.0,0.007349349325580225
2021-05-15,77,0.1,0.08333333333333333,0.13333333333333333,0.5333333333333333,0.2,0.0,0.16666666666666666,0.006181659213392956,0.0043915343915343925,0.01021899123948304,0.014801493849358586,0.0040586595097602185,0.0,0.01290490488113578
2021-05-16,91,0.1,0.08333333333333333,0.13333333333333333,0.6,0.2,0.0,0.16666666666666666,0.006137799564270148,0.0043915343915343925,0.01021899123948304,0.01710034442407123,0.0040586595097602185,0.0,0.01290490488113578
2021-05-17,157,0.1,0.08333333333333333,0.15,0.6,0.2,0.0,0.16666666666666666,0.006137799564270148,0.0043915343915343925,0.01094362892064246,0.01710034442407123,0.0040586595097602185,0.0,0.01290490488113578
2021-05-18,118,0.11666666666666667,0.08333333333333333,0.15,0.6,0.18333333333333332,0.0,0.16666666666666666,0.006778825205295789,0.0043915343915343925,0.01094362892064246,0.01710034442407123,0.0036082090593097683,0.0,0.01290490488113578
2021-05-19,161,0.11666666666666667,0.08333333333333333,0.15,0.6,0.2,0.0,0.15,0.006778825205295789,0.0043915343915343925,0.01094362892064246,0.01710034442407123,0.0038569652782152407,0.0,0.011516015992246892
2021-05-20,189,0.11666666666666667,0.11666666666666667,0.15,0.6166666666666667,0.2,0.0,0.15,0.006778825205295789,0.008095238095238096,0.01094362892064246,0.0174707147944416,0.0036025932591373395,0.0,0.011516015992246892
2021-05-21,107,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5833333333333334,0.21666666666666667,0.0,0.16666666666666666,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.01693308038583945,0.004078783735327816,0.0,0.012273591749822649
2021-05-22,165,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5833333333333334,0.21666666666666667,0.0,0.16666666666666666,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.01693308038583945,0.004078783735327816,0.0,0.012273591749822649
2021-05-23,91,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5833333333333334,0.2,0.0,0.15,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.01693308038583945,0.003805559691611969,0.0,0.011823141299372198
2021-05-24,85,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5833333333333334,0.18333333333333332,0.0,0.15,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.01693308038583945,0.003667818644780013,0.0,0.011823141299372198
2021-05-25,107,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5333333333333333,0.18333333333333332,0.0,0.15,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.015912672222574146,0.003667818644780013,0.0,0.011823141299372198
2021-05-26,137,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5,0.18333333333333332,0.0,0.15,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.014463396860255303,0.003667818644780013,0.0,0.011823141299372198
2021-05-27,119,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5333333333333333,0.18333333333333332,0.0,0.15,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.015157841304699746,0.003667818644780013,0.0,0.011823141299372198
2021-05-28,115,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5333333333333333,0.15,0.0,0.15,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.015157841304699746,0.0030011519781133465,0.0,0.011823141299372198
2021-05-29,98,0.11666666666666667,0.11666666666666667,0.13333333333333333,0.5166666666666667,0.15,0.0,0.15,0.006778825205295789,0.008095238095238096,0.00856267653969008,0.014667645226268374,0.0030011519781133465,0.0,0.011823141299372198
2021-05-30,63,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.5166666666666667,0.15,0.0,0.15,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.014667645226268374,0.0030011519781133465,0.0,0.011823141299372198
2021-05-31,133,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.5166666666666667,0.15,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.014667645226268374,0.0030011519781133465,0.0,0.01409586857209947
2021-06-01,157,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.5166666666666667,0.15,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.014667645226268374,0.0030011519781133465,0.0,0.01409586857209947
2021-06-02,132,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.5166666666666667,0.15,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.014667645226268374,0.0030011519781133465,0.0,0.01409586857209947
2021-06-03,185,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.5166666666666667,0.15,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.014667645226268374,0.0030011519781133465,0.0,0.01409586857209947
2021-06-04,98,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.45,0.15,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.01383431189293504,0.0030011519781133465,0.0,0.01409586857209947
2021-06-05,130,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.45,0.15,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.01383431189293504,0.0030011519781133465,0.0,0.01409586857209947
2021-06-06,97,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.43333333333333335,0.15,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.01329667748433289,0.0030011519781133465,0.0,0.01409586857209947
2021-06-07,134,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.43333333333333335,0.15,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.01329667748433289,0.0030011519781133465,0.0,0.01409586857209947
2021-06-08,136,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.43333333333333335,0.16666666666666666,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.01329667748433289,0.0032743760218291932,0.0,0.01409586857209947
2021-06-09,112,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.45,0.16666666666666666,0.0,0.2,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.013913961434950172,0.0032743760218291932,0.0,0.01409586857209947
2021-06-10,173,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.4166666666666667,0.16666666666666666,0.0,0.23333333333333334,0.007820491871962456,0.008095238095238096,0.00856267653969008,0.012464686072631332,0.0032743760218291932,0.0,0.01594772042395132
2021-06-11,134,0.15,0.11666666666666667,0.13333333333333333,0.4166666666666667,0.16666666666666666,0.0,0.23333333333333334,0.009102543154013739,0.008095238095238096,0.00856267653969008,0.012464686072631332,0.0032743760218291932,0.0,0.01594772042395132
2021-06-12,124,0.15,0.11666666666666667,0.11666666666666667,0.4166666666666667,0.16666666666666666,0.0,0.23333333333333334,0.009102543154013739,0.008095238095238096,0.006710824687838229,0.012464686072631332,0.0032743760218291932,0.0,0.01594772042395132
2021-06-13,83,0.15,0.11666666666666667,0.11666666666666667,0.4166666666666667,0.16666666666666666,0.0,0.25,0.009102543154013739,0.008095238095238096,0.006710824687838229,0.012464686072631332,0.0032743760218291932,0.0,0.018031053757284653
2021-06-14,140,0.15,0.11666666666666667,0.1,0.4166666666666667,0.16666666666666666,0.0,0.26666666666666666,0.009102543154013739,0.008095238095238096,0.006437600644122381,0.012464686072631332,0.0032743760218291932,0.0,0.01923475746098836
2021-06-15,122,0.15,0.11666666666666667,0.1,0.43333333333333335,0.16666666666666666,0.0,0.26666666666666666,0.009102543154013739,0.008095238095238096,0.006437600644122381,0.012954882151062707,0.0032743760218291932,0.0,0.01923475746098836
2021-06-16,228,0.15,0.13333333333333333,0.13333333333333333,0.4666666666666667,0.16666666666666666,0.0,0.2833333333333333,0.009102543154013739,0.009947089947089949,0.010141304347826086,0.013695622891803446,0.0032743760218291932,0.0,0.019443090794321695
2021-06-17,266,0.15,0.13333333333333333,0.13333333333333333,0.5166666666666667,0.16666666666666666,0.0,0.2833333333333333,0.009102543154013739,0.009947089947089949,0.010141304347826086,0.014344973541154096,0.0032743760218291932,0.0,0.019443090794321695
2021-06-18,188,0.15,0.13333333333333333,0.15,0.5333333333333333,0.15,0.0,0.2833333333333333,0.009477543154013739,0.009947089947089949,0.01097463768115942,0.014780237865307307,0.0030396342377916343,0.0,0.019443090794321695
2021-06-19,184,0.15,0.13333333333333333,0.15,0.5166666666666667,0.15,0.0,0.2833333333333333,0.009477543154013739,0.009947089947089949,0.01097463768115942,0.014352887437956879,0.0030396342377916343,0.0,0.019443090794321695
2021-06-20,146,0.15,0.13333333333333333,0.15,0.5,0.15,0.0,0.2833333333333333,0.009477543154013739,0.009947089947089949,0.01097463768115942,0.013946383372916229,0.0030396342377916343,0.0,0.019443090794321695
2021-06-21,128,0.15,0.13333333333333333,0.15,0.5166666666666667,0.15,0.0,0.2833333333333333,0.009477543154013739,0.009947089947089949,0.01097463768115942,0.014467216706249562,0.0030396342377916343,0.0,0.019443090794321695
2021-06-22,103,0.16666666666666666,0.13333333333333333,0.15,0.5166666666666667,0.15,0.0,0.2833333333333333,0.01075959443606502,0.009947089947089949,0.01097463768115942,0.014467216706249562,0.0030396342377916343,0.0,0.019443090794321695
2021-06-23,137,0.16666666666666666,0.13333333333333333,0.15,0.5166666666666667,0.16666666666666666,0.0,0.26666666666666666,0.01075959443606502,0.009947089947089949,0.01097463768115942,0.014467216706249562,0.003300050904458301,0.0,0.018776424127655025
2021-06-24,80,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.5166666666666667,0.16666666666666666,0.0,0.26666666666666666,0.01075959443606502,0.009947089947089949,0.009122785829307567,0.014467216706249562,0.003300050904458301,0.0,0.018776424127655025
2021-06-25,102,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.5166666666666667,0.16666666666666666,0.0,0.26666666666666666,0.01075959443606502,0.009947089947089949,0.009122785829307567,0.014467216706249562,0.003300050904458301,0.0,0.018776424127655025
2021-06-26,80,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.5166666666666667,0.16666666666666666,0.0,0.26666666666666666,0.01075959443606502,0.009947089947089949,0.009122785829307567,0.014467216706249562,0.003300050904458301,0.0,0.018776424127655025
2021-06-27,54,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.5166666666666667,0.18333333333333332,0.0,0.26666666666666666,0.01075959443606502,0.009947089947089949,0.009122785829307567,0.014467216706249562,0.0042804430613210456,0.0,0.018776424127655025
2021-06-28,106,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.5166666666666667,0.18333333333333332,0.0,0.26666666666666666,0.01075959443606502,0.009947089947089949,0.009122785829307567,0.014467216706249562,0.0042804430613210456,0.0,0.018776424127655025
2021-06-29,89,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.4166666666666667,0.16666666666666666,0.0,0.25,0.01075959443606502,0.009947089947089949,0.009122785829307567,0.011610073849106705,0.0038836176644956493,0.0,0.017899231145198886
