hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
zukunft,1744,365,484,194,76,366,259
ich,667,148,169,79,22,148,101
mein,228,52,61,24,11,60,20
land,161,43,50,5,8,40,15
brauchen,144,32,39,13,2,34,24
europa,129,29,32,5,0,42,21
deutschland,127,41,15,11,12,19,29
klimaschutz,105,7,71,10,0,14,3
gemeinsam,98,34,30,4,2,22,6
und,95,19,33,9,3,19,12
jahr,95,19,24,14,1,25,12
mensch,93,17,32,11,3,23,7
mit,89,24,25,7,2,21,10
für,89,21,20,12,5,25,6
stehen,89,23,25,13,6,11,11
heute,87,28,26,5,2,12,14
politik,79,12,31,17,6,8,5
kind,78,8,32,8,8,18,4
in,75,25,13,9,1,12,15
wichtig,74,27,12,5,1,18,11
idee,71,19,15,3,1,25,8
ein,70,22,18,7,4,10,9
gut,69,17,16,3,0,22,11
corona,64,18,11,3,5,13,14
sprechen,63,15,11,6,2,18,11
stark,61,19,17,5,0,12,8
cdu,61,24,16,9,3,4,5
weg,60,11,21,7,4,13,4
eu,60,18,10,3,1,10,18
wie,59,9,25,8,2,9,6
spd,58,4,10,3,2,37,2
diskutieren,57,14,23,4,0,7,9
gestalten,57,16,15,2,0,14,10
sich,56,14,12,6,0,13,11
danken,55,18,18,7,1,9,2
bleiben,55,16,14,5,1,16,3
innen,55,1,29,7,0,16,2
uhr,54,8,26,7,1,4,8
zeigen,52,13,13,6,2,13,5
laschet,52,5,24,10,2,10,1
bundestag,52,11,15,6,4,7,9
frage,51,8,22,3,2,10,6
zeit,51,1,20,8,2,13,7
arbeit,50,8,12,5,0,19,6
berlin,50,13,9,1,5,11,11
btw21,50,5,28,4,2,4,7
mobilität,49,22,10,0,4,4,9
leben,48,8,14,5,5,13,3
grün,47,5,31,3,2,1,5
so,47,15,15,4,2,3,8
partei,46,13,6,6,5,7,9
digital,46,21,8,1,1,8,7
sehen,45,9,9,4,2,9,12
freuen,45,12,19,1,0,5,8
jetzt,45,7,18,5,2,10,3
wenn,44,7,9,10,4,9,5
fdp,43,1,6,5,0,3,28
aber,43,11,14,6,4,3,5
grüne,41,8,14,1,5,3,10
wer,40,7,13,8,1,5,6
was,40,9,12,1,3,11,4
wirtschaft,40,5,14,4,1,5,11
stellen,40,14,7,6,1,9,3
freiheit,40,2,15,1,11,3,8
neu,40,10,7,9,1,5,8
geben,40,7,13,7,0,7,6
auch,40,9,7,7,0,5,12
thema,39,11,4,2,1,16,5
entscheiden,39,5,18,8,0,3,5
chance,38,13,10,3,1,6,5
bildung,38,13,9,1,1,4,10
klar,37,11,14,1,1,6,4
allesistdrin,37,0,37,0,0,0,0
gute,37,8,8,3,2,9,7
bringen,37,7,9,7,2,6,6
spannend,36,7,13,1,2,5,8
sein,36,9,10,5,2,4,6
sozial,36,3,11,7,0,12,3
wasserstoff,36,19,6,3,0,1,7
nachhaltig,35,11,9,2,0,11,2
schaffen,35,7,17,1,1,6,3
digitalisierung,35,7,8,0,0,4,16
viel,35,8,10,2,0,8,7
tagen,34,12,9,3,0,6,4
klaren,34,10,14,1,0,6,3
stadt,34,6,15,6,0,6,1
mal,34,7,10,5,1,5,6
nutzen,33,13,6,4,1,5,4
krise,33,2,10,1,2,12,6
setzen,33,3,8,2,1,11,8
fahren,33,13,4,2,2,7,5
nur,33,8,10,4,1,4,6
triell,33,2,22,0,0,8,1
herausforderung,33,16,6,0,0,5,6
planen,32,4,7,4,1,13,3
soziale,31,2,10,7,0,8,4
pandemie,31,14,4,5,0,6,2
wählen,31,8,8,1,2,6,6
klima,31,2,16,2,1,8,2
union,31,7,6,7,0,7,4
wegenmorgen,30,25,0,4,1,0,0
investieren,30,4,13,2,0,10,1
konferenz,30,6,7,0,0,9,8
reden,30,9,7,3,1,6,4
blicken,30,9,4,2,1,7,7
starke,30,12,7,2,1,5,3
gesellschaft,30,5,10,6,0,5,4
30,30,7,10,5,1,5,2
dank,29,9,9,1,0,5,5
recht,29,4,13,5,1,2,4
demokratie,29,4,8,6,1,7,3
alle,29,2,8,5,0,8,6
19,28,5,9,3,0,0,11
investition,28,6,7,5,0,5,5
finden,28,6,11,2,0,6,3
eine,28,5,11,2,1,8,1
liegen,28,5,7,2,3,10,1
respekt,28,2,0,2,0,22,2
nächst,28,5,8,1,1,9,4
glückwunsch,27,7,8,0,0,10,2
jung,27,3,5,3,0,5,11
bei,27,5,9,3,1,7,2
welt,27,3,9,4,0,8,3
projekt,27,7,5,1,0,8,6
deutsch,27,7,7,1,3,4,5
hier,27,9,8,1,1,5,3
verantwortung,27,7,10,2,1,4,3
kämpfen,27,10,8,2,1,6,0
unterstützen,26,8,6,4,0,8,0
nicht,26,4,9,2,2,2,7
gerechtigkeit,26,2,12,4,0,6,2
beginnen,26,11,5,1,0,7,2
hören,26,5,6,4,0,8,3
groß,26,5,7,0,1,6,7
als,26,10,3,4,1,8,0
gespräch,26,8,4,3,1,5,5
nehmen,26,1,13,1,2,7,2
gestern,26,8,8,0,2,2,6
wahl,25,7,4,4,0,5,5
da,25,6,4,1,1,6,7
bundesregierung,25,2,9,6,0,4,4
lösung,25,11,6,2,0,3,3
wahlkampf,25,5,12,4,0,2,2
gerecht,25,0,12,4,0,9,0
vergangenheit,25,1,6,3,1,12,2
im,25,9,7,1,0,4,4
zielen,25,6,6,3,0,8,2
diskussion,25,7,12,0,0,2,4
solidarität,25,1,5,7,1,11,0
abend,25,11,6,2,0,1,5
hoch,25,6,5,2,0,7,5
innovation,24,5,7,1,0,6,5
deshalb,24,5,4,1,0,11,3
arbeiten,24,11,2,0,4,7,0
baerbock,24,1,20,1,0,0,2
2021,24,2,9,2,2,3,6
lassen,24,3,5,0,1,9,6
spielen,24,4,5,3,4,6,2
