hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
zukunft,282,57,18,129,30,26,22,0.0
ich,86,18,3,27,7,13,18,0.0
berlin,74,15,3,34,6,7,9,0.0
mein,31,6,3,14,1,2,5,0.0
stadt,26,4,0,13,3,6,0,0.0
heute,21,1,2,13,0,1,4,0.0
mit,20,6,0,10,2,1,1,0.0
für,18,8,2,5,0,0,3,0.0
und,17,4,0,9,1,2,1,0.0
kind,16,1,4,6,0,1,4,0.0
berliner,15,2,0,12,1,0,0,0.0
diskutieren,15,2,0,8,2,0,3,0.0
politik,14,2,0,9,0,2,1,0.0
brauchen,13,3,0,7,1,1,1,0.0
grün,13,2,0,10,1,0,0,0.0
so,13,4,2,5,0,2,0,0.0
thema,12,3,0,3,0,3,3,0.0
corona,12,1,1,9,0,1,0,0.0
europa,11,4,2,4,0,1,0,0.0
innen,11,1,0,8,1,1,0,0.0
wirtschaft,11,0,0,10,0,0,1,0.0
eine,11,3,0,7,0,1,0,0.0
jahr,11,1,0,9,0,0,1,0.0
reden,11,5,0,6,0,0,0,0.0
sich,11,5,0,3,0,1,2,0.0
wichtig,10,1,0,5,2,0,2,0.0
wenn,10,3,0,4,2,1,0,0.0
pandemie,10,6,0,1,2,0,1,0.0
gut,10,1,0,6,2,0,1,0.0
vergangenheit,10,2,0,5,1,2,0,0.0
gemeinsam,10,1,1,4,1,2,1,0.0
wählen,10,1,2,6,0,0,1,0.0
klimaschutz,10,0,0,9,1,0,0,0.0
ein,10,0,0,5,2,3,0,0.0
leben,10,3,1,4,0,0,2,0.0
agh,9,1,0,3,0,5,0,0.0
sprechen,9,2,0,7,0,0,0,0.0
klargehtdas,9,0,0,9,0,0,0,0.0
solidarität,9,7,0,1,1,0,0,0.0
pflege,9,1,0,1,6,0,1,0.0
holen,9,0,0,0,0,9,0,0.0
land,9,2,1,1,0,0,5,0.0
diskussion,9,1,0,3,0,3,2,0.0
verantwortung,8,1,0,6,0,1,0,0.0
in,8,0,0,3,4,0,1,0.0
geben,8,2,1,3,2,0,0,0.0
stark,8,0,0,4,1,2,1,0.0
r2,8,2,0,6,0,0,0,0.0
laufen,8,5,0,0,2,0,1,0.0
wissenschaft,8,1,0,6,1,0,0,0.0
viel,8,0,0,7,1,0,0,0.0
auf,8,3,0,5,0,0,0,0.0
neu,8,1,0,3,1,2,1,0.0
idee,8,2,0,3,1,1,1,0.0
wie,8,2,0,4,0,0,2,0.0
senat,7,1,0,1,1,4,0,0.0
blicken,7,2,0,3,1,0,1,0.0
sehen,7,1,0,4,0,2,0,0.0
cdu,7,0,1,3,0,0,3,0.0
weitergehen,7,4,0,1,0,0,2,0.0
sichern,7,0,0,4,1,2,0,0.0
dank,7,1,0,5,1,0,0,0.0
lebenswerte,7,7,0,0,0,0,0,0.0
zeigen,7,1,0,4,1,1,0,0.0
gesellschaftlich,7,6,0,1,0,0,0,0.0
frage,7,1,1,2,0,1,2,0.0
danken,7,1,0,6,0,0,0,0.0
bezirk,7,3,0,1,2,0,1,0.0
uhr,7,1,1,3,0,0,2,0.0
morgen,7,3,2,1,0,0,1,0.0
unterzeichnen,6,6,0,0,0,0,0,0.0
2021,6,1,0,2,1,0,2,0.0
vision,6,2,0,4,0,0,0,0.0
was,6,1,1,4,0,0,0,0.0
unteilbar,6,6,0,0,0,0,0,0.0
am,6,1,0,3,0,0,2,0.0
agh21,6,1,0,2,0,0,3,0.0
wahlkampf,6,2,0,2,1,0,1,0.0
stellen,6,1,0,3,0,2,0,0.0
bei,6,0,0,5,1,0,0,0.0
finden,6,3,0,3,0,0,0,0.0
anhörung,6,3,0,2,0,1,0,0.0
spannend,6,2,0,2,0,1,1,0.0
krise,6,0,0,5,0,1,0,0.0
spd,6,1,1,3,1,0,0,0.0
gespräch,6,3,0,2,0,1,0,0.0
mobilität,6,0,0,4,2,0,0,0.0
deutschland,6,0,3,3,0,0,0,0.0
aussehen,6,1,0,3,2,0,0,0.0
schaffen,6,0,0,3,0,3,0,0.0
interview,6,2,0,1,1,0,2,0.0
bleiben,6,2,1,3,0,0,0,0.0
fahren,5,1,0,3,0,0,1,0.0
investition,5,0,0,5,0,0,0,0.0
wohnen,5,1,0,3,1,0,0,0.0
falsch,5,5,0,0,0,0,0,0.0
welch,5,0,3,1,1,0,0,0.0
sozial,5,1,0,2,0,2,0,0.0
kultur,5,2,0,1,2,0,0,0.0
halten,5,1,0,4,0,0,0,0.0
mensch,5,2,0,3,0,0,0,0.0
einfach,5,0,0,1,0,3,1,0.0
wannsee,5,0,0,0,0,0,5,0.0
austausch,5,2,0,3,0,0,0,0.0
weg,5,1,0,2,2,0,0,0.0
mut,5,0,0,4,0,0,1,0.0
zum,5,2,0,1,1,0,1,0.0
gute,5,0,0,3,1,1,0,0.0
programm,5,0,0,5,0,0,0,0.0
arbeit,5,0,1,3,1,0,0,0.0
ort,5,0,0,4,1,0,0,0.0
digitalisierung,5,1,0,3,0,1,0,0.0
fragen,5,0,0,3,1,0,1,0.0
diese,5,0,0,2,1,1,1,0.0
denken,5,0,0,2,3,0,0,0.0
zeit,5,3,0,1,0,1,0,0.0
lockdown,5,0,3,1,0,0,1,0.0
industrie,5,0,0,4,1,0,0,0.0
beitrag,5,0,0,1,2,1,1,0.0
leute,5,1,0,4,0,0,0,0.0
grüne,5,0,1,3,1,0,0,0.0
da,5,0,0,3,0,1,1,0.0
schulen,5,3,0,2,0,0,0,0.0
partei,4,1,1,1,0,0,1,0.0
weltweit,4,4,0,0,0,0,0,0.0
sein,4,1,0,2,1,0,0,0.0
linke,4,2,0,0,0,2,0,0.0
dafür,4,2,0,0,1,0,1,0.0
liegen,4,0,0,2,2,0,0,0.0
miete,4,1,0,0,2,1,0,0.0
michael,4,1,0,1,0,0,2,0.0
enteignung,4,0,0,0,1,2,1,0.0
15,4,0,0,4,0,0,0,0.0
grüneslicht,4,0,0,4,0,0,0,0.0
wer,4,2,0,2,0,0,0,0.0
alle,4,0,0,3,1,0,0,0.0
