hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
#kinder,160,18,50,16,34,17,25
#corona,143,8,27,29,25,27,27
#bildung,61,9,24,14,0,7,7
#lockdown,53,0,11,13,11,2,16
#schulen,52,5,18,6,3,8,12
#kinderrechte,44,1,27,3,4,8,1
#kindergrundsicherung,42,1,28,8,0,5,0
#triell,42,2,34,0,1,3,2
#bundestag,39,3,10,4,12,7,3
#longcovid,38,0,1,0,1,35,1
#redhandday,37,4,12,10,0,8,3
#kita,35,6,7,12,0,6,4
#afd,32,0,1,3,26,1,1
#covid19,31,3,5,8,9,2,4
#kitas,29,2,10,6,1,3,7
#familien,29,2,5,6,4,3,9
#fdp,28,0,2,4,2,2,18
#jugendliche,28,3,5,0,2,7,11
#bundesregierung,27,3,2,12,1,1,8
#hartziv,27,0,5,12,0,0,10
#merkel,26,0,2,6,16,0,2
#btw21,25,1,14,7,1,1,1
#homeschooling,25,0,6,14,0,3,2
#schule,24,2,6,8,2,3,3
#pandemie,23,6,5,5,0,4,3
#aufholpaket,22,2,0,2,0,16,2
#baerbock,20,0,17,2,1,0,0
#eltern,19,2,1,5,2,2,7
#berlin,19,2,3,3,5,1,5
#impfen,19,3,2,2,4,3,5
#kindern,19,2,3,0,4,3,7
#spd,18,0,3,1,4,8,2
#armut,18,0,5,8,0,1,4
#bonn,17,0,17,0,0,0,0
#stiko,17,0,1,0,7,3,6
#kinderarmut,16,1,7,8,0,0,0
#b117,16,1,5,10,0,0,0
#groko,16,0,3,7,1,0,5
#cdu,16,1,3,6,0,3,3
#fdpbt,15,0,0,0,0,0,15
#kindertag,15,2,0,8,2,0,3
#impfung,15,3,3,0,3,1,5
#laschet,14,0,9,4,0,1,0
#klimakrise,14,0,10,1,0,3,0
#karliczek,14,0,9,4,1,0,0
#dbdk21,13,0,13,0,0,0,0
#klimaschutz,13,0,11,0,1,1,0
#kretschmann,13,0,5,5,0,1,2
#giffey,12,0,4,1,2,0,5
#familie,12,1,4,0,4,2,1
#afghanistan,12,0,2,5,1,2,2
#nrw,12,0,4,3,1,4,0
#präsenzunterricht,11,2,1,0,0,0,8
#bayern,11,1,0,9,0,1,0
#lauterbach,11,0,0,0,10,0,1
#coronakrise,11,1,2,8,0,0,0
#kinderschutz,11,4,5,1,0,1,0
#thewsdirekt,10,0,0,0,0,10,0
#spahn,10,0,1,5,3,1,0
#stufenplan,10,0,3,0,0,0,7
#grundgesetz,10,1,4,2,1,2,0
#digitalisierung,9,4,3,1,0,0,1
#bildungsgerechtigkeit,9,0,2,7,0,0,0
#hartz4,9,0,0,4,0,0,5
#mpk,9,0,1,5,0,0,3
#twlz,9,0,0,0,0,0,9
#allesistdrin,9,0,9,0,0,0,0
#kindersoldaten,9,2,1,4,0,1,1
#csu,9,0,3,3,0,1,2
#luftfilter,9,0,0,7,0,0,2
#scholz,8,0,4,2,0,0,2
#fachtag,8,0,8,0,0,0,0
#homeoffice,8,0,3,4,0,0,1
#jugendlichen,8,3,0,0,0,2,3
#schnelltests,8,0,7,0,0,1,0
#kinderkrankengeld,8,0,2,0,0,5,1
#coronavirus,8,3,0,1,3,0,1
#bereitweilihresseid,8,0,8,0,0,0,0
#ganztagsbetreuung,8,2,1,0,0,5,0
#abstammungsrecht,8,0,6,1,0,0,1
