hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
kind,2806,253,732,548,269,649,355
ich,1068,114,249,199,88,255,163
eltern,500,42,87,97,34,132,108
kita,436,63,104,117,11,80,61
familie,332,23,98,57,29,69,56
schule,331,33,86,59,14,73,66
mein,314,42,77,46,43,57,49
jugendliche,292,25,83,23,13,75,73
corona,276,19,66,47,34,60,50
brauchen,234,21,95,33,5,36,44
und,182,15,51,32,18,40,26
mensch,177,14,35,51,21,38,18
jahr,175,24,40,30,15,43,23
pandemie,171,16,65,19,3,47,21
impfen,158,21,22,12,11,58,34
bildung,150,25,45,27,3,25,25
schulen,143,15,33,30,9,39,17
wichtig,136,23,32,18,6,39,18
innen,135,3,63,30,1,35,3
in,134,12,24,33,12,42,11
wenn,131,8,19,35,12,43,14
impfung,125,10,9,2,8,72,24
leben,121,8,25,44,7,24,13
land,121,17,49,21,10,9,15
mal,115,9,27,29,10,27,13
kinder,113,17,27,20,12,20,17
lassen,107,12,22,20,7,27,19
recht,106,2,47,15,8,18,16
für,100,13,27,17,8,25,10
auch,100,12,22,15,4,34,13
schützen,99,18,25,7,7,35,7
was,99,7,28,18,11,24,11
bleiben,97,7,33,22,3,21,11
aber,97,4,18,34,10,20,11
zeit,95,16,24,9,10,30,6
tagen,93,22,11,18,4,31,7
lockdown,93,5,22,15,12,17,22
deutschland,92,6,29,29,7,14,7
mit,92,16,27,12,3,22,12
frau,90,7,16,26,13,21,7
jed,88,9,30,18,4,20,7
stark,87,6,35,3,2,34,7
gut,87,18,24,7,2,21,15
erwachsene,87,7,35,10,3,25,7
heute,84,20,15,24,3,16,6
zeigen,84,6,14,10,4,36,14
bundestag,84,6,21,10,17,21,9
ein,84,11,18,19,5,15,16
test,83,3,12,21,2,30,15
armut,80,0,38,32,0,5,5
viel,76,11,20,11,2,19,13
politik,76,4,23,20,10,8,11
stehen,75,22,12,11,9,15,6
sein,75,10,11,14,5,26,9
monat,74,5,21,15,7,18,8
schutz,73,5,28,7,1,22,10
12,73,9,12,17,1,23,11
zukunft,73,9,28,6,6,18,6
jetzt,73,7,23,5,7,20,11
testen,73,12,7,14,2,28,10
danken,72,13,31,5,7,12,4
wie,72,5,20,14,11,14,8
so,72,6,14,15,10,16,11
eine,71,10,16,9,5,22,9
leiden,70,2,16,10,10,15,17
bundesregierung,70,4,18,21,6,1,20
woche,70,5,12,11,2,36,4
fordern,68,1,17,24,7,5,14
covid,66,3,5,0,3,55,0
mutter,63,11,11,10,15,12,4
chance,62,5,34,3,1,11,8
sprechen,62,6,18,4,2,12,20
schüler,62,4,10,7,4,22,15
wer,61,4,16,14,12,9,6
finden,60,6,13,13,4,16,8
bekommen,60,3,13,15,7,16,6
unterstützung,60,7,18,10,3,17,5
lehrer,60,5,17,5,3,13,17
bei,60,4,14,12,1,25,4
sozial,59,6,11,15,3,5,19
impfstoff,59,5,7,7,4,25,11
geben,58,6,15,15,1,12,9
kindergrundsicherung,58,1,37,12,0,8,0
kinderrechte,58,1,33,5,4,12,3
deshalb,58,6,15,10,0,18,9
klaren,57,5,17,9,3,16,7
studie,57,0,7,7,3,31,9
da,57,3,14,14,6,17,3
weg,57,9,16,10,10,6,6
einfach,56,4,13,12,2,16,9
öffnen,55,5,15,6,1,13,15
frage,55,3,13,17,4,12,6
reden,55,2,15,14,7,10,7
sehen,55,5,11,11,7,14,7
problem,54,4,12,14,4,17,3
lernen,54,6,15,6,5,13,9
geld,54,9,6,15,5,13,6
schwer,54,5,8,7,2,24,8
genau,53,7,11,7,5,16,7
thema,53,6,16,11,2,11,7
hausen,53,3,11,17,5,13,4
kein,53,8,15,9,6,12,3
folge,53,2,10,11,3,9,18
im,51,6,11,11,4,14,5
arbeiten,51,6,6,15,2,15,7
schaffen,50,2,18,6,1,14,9
inzidenz,50,4,8,4,0,28,6
arbeit,50,12,10,5,2,15,6
000,50,2,4,24,2,10,8
hoch,50,3,8,7,0,27,5
gemeinsam,49,9,13,5,4,12,6
euro,48,5,5,8,2,27,1
hören,48,6,12,10,3,10,7
tragen,48,6,6,6,9,10,11
million,48,4,4,25,2,11,2
variante,48,0,5,2,0,38,3
sichern,47,7,17,5,5,7,6
spd,47,3,12,6,6,14,6
bringen,47,6,14,11,2,11,3
treffen,47,4,6,10,1,20,6
delta,47,1,3,1,0,40,2
gelten,47,7,13,9,2,12,4
risiko,46,4,10,3,3,22,4
schnellen,46,4,11,6,2,11,12
all,46,4,11,13,5,5,8
stellen,46,1,18,8,6,6,7
schnelltests,45,2,14,6,0,12,11
grundschulen,45,8,7,7,1,12,10
fdp,45,0,2,8,4,5,26
halten,45,2,14,8,4,12,5
homeschooling,45,1,10,20,0,10,4
helfen,45,4,4,8,2,19,8
10,45,3,9,14,6,10,3
afd,45,0,2,4,34,4,1
zahlen,44,5,4,13,2,16,4
schließen,44,7,9,11,1,14,2
unterstützen,44,5,9,9,1,13,7
stiko,44,4,7,1,10,14,8
zum,44,7,14,6,3,9,5
mehr,44,10,9,8,4,8,5
spielen,44,5,8,15,4,8,4
longcovid,43,0,1,0,1,40,1
fördern,43,20,6,4,7,5,1
berlin,43,5,5,7,10,8,8
nutzen,43,8,6,9,3,10,7
nehmen,43,4,15,5,0,8,11
triell,42,2,34,0,1,3,2
freiheit,42,3,19,4,7,5,4
meine,42,3,5,15,4,9,6
soziale,41,2,9,15,1,5,9
hier,41,3,14,4,3,12,5
sicher,41,3,26,3,0,6,3
sich,41,3,8,9,4,8,9
nicht,40,3,12,7,0,12,6
können,40,7,9,12,0,8,4
maske,40,6,6,2,5,9,12
fragen,40,4,18,7,2,5,4
pro,39,1,4,6,4,21,3
nächst,39,4,9,5,2,17,2
steigen,39,2,4,12,0,18,3
diese,39,3,6,14,2,10,4
arm,39,0,9,20,3,5,2
falsch,39,5,7,4,5,10,8
enden,39,6,12,6,3,7,5
öffnung,39,3,9,5,0,12,10
regierung,38,0,5,12,11,3,7
gehören,38,7,15,9,1,6,0
setzen,38,6,8,2,5,12,5
situation,38,2,16,8,0,3,9
haben,38,6,5,9,3,12,3
vater,38,3,6,10,13,4,2
damit,38,7,6,9,4,12,0
krise,37,1,15,4,1,7,9
weil,37,1,5,4,3,20,4
herbst,37,2,5,2,2,22,4
leisten,37,6,4,7,2,12,6
voll,36,4,4,8,4,13,3
luftfilter,36,0,6,13,0,1,16
perspektive,36,1,15,0,1,5,14
redhandday,36,4,12,9,0,8,3
psychisch,36,0,8,6,2,4,16
