,all_tweets,AFD,CDUCSU,FDP,GRUENE,LINKE,OTHER,SPD,AFD - norm,CDUCSU - norm,FDP - norm,GRUENE - norm,LINKE - norm,OTHER - norm,SPD - norm
2021-03-01,116,0.5,0.14285714285714285,0.0,0.5,0.14285714285714285,0.0,0.2857142857142857,0.028020556048506357,0.016697588126159554,0.0,0.010867011278195489,0.0016113727105079392,0.0,0.016380236305048333
2021-03-02,141,0.42857142857142855,0.14285714285714285,0.0,0.5,0.14285714285714285,0.0,0.2857142857142857,0.025469535640343093,0.016697588126159554,0.0,0.010867011278195489,0.0016113727105079392,0.0,0.016380236305048333
2021-03-03,202,0.42857142857142855,0.14285714285714285,0.0,0.5,0.07142857142857142,0.0,0.2857142857142857,0.025469535640343093,0.016697588126159554,0.0,0.010867011278195489,0.0007072135785007059,0.0,0.016380236305048333
2021-03-04,134,0.35714285714285715,0.21428571428571427,0.0,0.5,0.07142857142857142,0.0,0.2857142857142857,0.022363945578231292,0.025626159554730982,0.0,0.010867011278195489,0.0007072135785007059,0.0,0.016380236305048333
2021-03-05,167,0.35714285714285715,0.21428571428571427,0.0,0.5714285714285714,0.07142857142857142,0.0,0.2857142857142857,0.022363945578231292,0.025626159554730982,0.0,0.012851138262322473,0.0007072135785007059,0.0,0.016380236305048333
2021-03-06,240,0.5,0.21428571428571427,0.0,0.5714285714285714,0.07142857142857142,0.0,0.2857142857142857,0.028857452071737788,0.033418367346938774,0.0,0.012851138262322473,0.0007072135785007059,0.0,0.016380236305048333
2021-03-07,108,0.5,0.21428571428571427,0.0,0.5714285714285714,0.07142857142857142,0.0,0.2857142857142857,0.028857452071737788,0.033418367346938774,0.0,0.012851138262322473,0.0007072135785007059,0.0,0.016380236305048333
2021-03-08,166,0.5714285714285714,0.21428571428571427,0.0,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.032825706039991756,0.033418367346938774,0.0,0.005332341269841271,0.0007072135785007059,0.0,0.0051020408163265285
2021-03-09,146,0.5714285714285714,0.21428571428571427,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.032825706039991756,0.033418367346938774,0.0,0.005332341269841271,0.0007072135785007059,0.0,0.0
2021-03-10,179,0.5714285714285714,0.21428571428571427,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.032825706039991756,0.033418367346938774,0.0,0.005332341269841271,0.0007072135785007059,0.0,0.0
2021-03-11,250,0.5714285714285714,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.032825706039991756,0.027415966386554625,0.0,0.001984126984126985,0.0014144271570014132,0.0,0.0
2021-03-12,133,0.5,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.029254277468563187,0.027415966386554625,0.0,0.001984126984126985,0.0014144271570014132,0.0,0.0
2021-03-13,148,0.5,0.21428571428571427,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.036056998556998565,0.027415966386554625,0.0,0.0032596371882086177,0.0014144271570014132,0.0,0.0
2021-03-14,110,0.35714285714285715,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427,0.0,0.0,0.027128427128427137,0.027415966386554625,0.0,0.005139336436328918,0.0031151074291102566,0.0,0.0
2021-03-15,85,0.2857142857142857,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427,0.0,0.0,0.022366522366522375,0.027415966386554625,0.0,0.005139336436328918,0.0031151074291102566,0.0,0.0
2021-03-16,167,0.2857142857142857,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427,0.0,0.0,0.022366522366522375,0.027415966386554625,0.0,0.005139336436328918,0.0031151074291102566,0.0,0.0
2021-03-17,168,0.2857142857142857,0.21428571428571427,0.0,0.2857142857142857,0.21428571428571427,0.0,0.07142857142857142,0.022366522366522375,0.027415966386554625,0.0,0.006567907864900346,0.0031151074291102566,0.0,0.0028571428571428554
2021-03-18,169,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.21428571428571427,0.0,0.14285714285714285,0.022366522366522375,0.018487394957983194,0.0,0.006567907864900346,0.0031151074291102566,0.0,0.006428571428571427
2021-03-19,143,0.2857142857142857,0.14285714285714285,0.0,0.21428571428571427,0.21428571428571427,0.0,0.14285714285714285,0.022366522366522375,0.018487394957983194,0.0,0.004583780880773362,0.0031151074291102566,0.0,0.006428571428571427
2021-03-20,186,0.14285714285714285,0.07142857142857142,0.0,0.2857142857142857,0.35714285714285715,0.0,0.14285714285714285,0.015873015873015883,0.004201680672268908,0.0,0.005434121016827784,0.005916227877289529,0.0,0.006428571428571427
2021-03-21,143,0.14285714285714285,0.07142857142857142,0.0,0.2857142857142857,0.35714285714285715,0.0,0.21428571428571427,0.015873015873015883,0.004201680672268908,0.0,0.005434121016827784,0.005916227877289529,0.0,0.010630252100840334
