hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
gesetz,1130,173,230,193,60,251,223
ich,421,75,73,57,24,110,82
bundestag,140,25,28,22,10,24,31
brauchen,83,8,35,15,1,13,11
recht,81,14,18,10,3,22,14
mein,75,12,14,10,6,17,16
und,71,10,20,5,2,26,8
cdu,64,5,25,18,6,7,3
spd,56,6,19,10,2,12,7
halten,51,10,10,2,6,14,9
tb,50,0,0,0,0,0,50
mensch,48,8,17,7,4,3,9
beschließen,48,11,7,7,1,14,8
jahr,47,4,9,7,0,18,9
ein,46,8,11,11,2,10,4
gelten,45,6,10,10,1,17,1
weg,43,3,7,6,4,12,11
union,43,5,9,5,0,19,5
aber,41,4,13,5,0,16,3
lieferkettengesetz,40,2,14,17,0,5,2
csu,39,1,19,14,2,2,1
bundesregierung,39,3,14,12,1,1,8
per,38,3,5,10,2,12,6
wichtig,38,12,4,5,0,13,4
stehen,38,9,7,6,1,12,3
verabschieden,37,3,13,6,2,9,4
zustimmen,37,4,4,1,3,6,19
reden,37,8,9,10,2,2,6
innen,35,0,13,14,0,7,1
was,35,5,8,4,1,14,3
mit,35,6,10,4,0,13,2
bleiben,34,3,12,10,0,5,4
finden,34,5,4,4,0,13,8
regel,34,4,13,5,1,8,3
heute,34,7,10,6,1,5,5
mal,34,7,3,9,2,10,3
so,34,5,11,4,1,9,4
woche,33,2,5,5,1,13,7
für,33,7,6,9,0,8,3
wenn,32,5,1,3,3,14,6
in,32,7,6,5,2,10,2
einfach,31,3,8,6,2,8,4
gut,31,3,10,1,2,9,6
wer,30,5,4,3,5,6,7
klaren,30,8,7,2,2,4,7
lassen,30,7,3,7,0,4,9
infektionsschutzgesetz,30,2,3,3,7,1,14
verfassungswidrig,29,3,3,9,4,0,10
entwurf,29,5,2,7,1,4,10
groko,28,1,11,4,1,2,9
fdp,28,2,10,6,0,1,9
genau,27,6,4,3,1,3,10
sehen,27,4,9,4,3,4,3
bringen,27,7,3,3,0,9,5
problem,27,1,6,2,3,7,8
eine,27,1,7,5,3,4,7
regierung,26,6,3,1,2,6,8
fordern,26,4,4,10,0,2,6
stimmen,25,0,5,3,2,4,11
