,Gender,Geschlecht,tweet_genders,Feminismus,Frauen,Männer,party
2017-10-24,,,,,,,AFD
2017-10-25,,,,,,,AFD
2017-10-26,,,,,,,AFD
2017-10-27,,,,,,,AFD
2017-10-28,,,,,,,AFD
2017-10-29,,,,,,,AFD
2017-10-30,,,,,,,AFD
2017-10-31,,,,,,,AFD
2017-11-01,,,,,,,AFD
2017-11-02,,,,,,,AFD
2017-11-03,,,,,,,AFD
2017-11-04,,,,,,,AFD
2017-11-05,,,,,,,AFD
2017-11-06,,,,,,,AFD
2017-11-07,,,,,,,AFD
2017-11-08,,,,,,,AFD
2017-11-09,,,,,,,AFD
2017-11-10,,,,,,,AFD
2017-11-11,,,,,,,AFD
2017-11-12,,,,,,,AFD
2017-11-13,,,,,,,AFD
2017-11-14,,,,,,,AFD
2017-11-15,,,,,,,AFD
2017-11-16,,,,,,,AFD
2017-11-17,,,,,,,AFD
2017-11-18,,,,,,,AFD
2017-11-19,,,,,,,AFD
2017-11-20,,,,,,,AFD
2017-11-21,,,,,,,AFD
2017-11-22,,,,,,,AFD
2017-11-23,,,,,,,AFD
2017-11-24,,,,,,,AFD
2017-11-25,,,,,,,AFD
2017-11-26,,,,,,,AFD
2017-11-27,,,,,,,AFD
2017-11-28,,,,,,,AFD
2017-11-29,,,,,,,AFD
2017-11-30,,,,,,,AFD
2017-12-01,,,,,,,AFD
2017-12-02,,,,,,,AFD
2017-12-03,,,,,,,AFD
2017-12-04,,,,,,,AFD
2017-12-05,,,,,,,AFD
2017-12-06,,,,,,,AFD
2017-12-07,,,,,,,AFD
2017-12-08,,,,,,,AFD
2017-12-09,,,,,,,AFD
2017-12-10,,,,,,,AFD
2017-12-11,,,,,,,AFD
2017-12-12,,,,,,,AFD
2017-12-13,,,,,,,AFD
2017-12-14,,,,,,,AFD
2017-12-15,,,,,,,AFD
2017-12-16,,,,,,,AFD
2017-12-17,,,,,,,AFD
2017-12-18,,,,,,,AFD
2017-12-19,,,,,,,AFD
2017-12-20,,,,,,,AFD
2017-12-21,,,,,,,AFD
2017-12-22,15.0,9.0,4.0,0.0,23.0,9.0,AFD
2017-12-23,16.0,9.0,4.0,0.0,23.0,10.0,AFD
2017-12-24,16.0,9.0,4.0,0.0,23.0,10.0,AFD
2017-12-25,16.0,9.0,4.0,0.0,22.0,9.0,AFD
2017-12-26,16.0,9.0,4.0,0.0,22.0,9.0,AFD
2017-12-27,15.0,9.0,4.0,0.0,24.0,9.0,AFD
2017-12-28,15.0,9.0,4.0,0.0,25.0,10.0,AFD
2017-12-29,15.0,10.0,4.0,0.0,27.0,10.0,AFD
2017-12-30,15.0,12.0,4.0,0.0,37.0,11.0,AFD
2017-12-31,15.0,13.0,4.0,0.0,39.0,11.0,AFD
2018-01-01,15.0,13.0,4.0,0.0,40.0,12.0,AFD
2018-01-02,15.0,13.0,4.0,0.0,41.0,13.0,AFD
2018-01-03,21.0,13.0,4.0,0.0,42.0,14.0,AFD
2018-01-04,21.0,13.0,4.0,0.0,44.0,14.0,AFD
2018-01-05,20.0,13.0,4.0,0.0,45.0,14.0,AFD
2018-01-06,21.0,13.0,4.0,0.0,45.0,14.0,AFD
2018-01-07,20.0,10.0,4.0,0.0,47.0,16.0,AFD
2018-01-08,19.0,8.0,4.0,0.0,51.0,16.0,AFD
2018-01-09,19.0,8.0,4.0,0.0,52.0,18.0,AFD
2018-01-10,19.0,9.0,4.0,0.0,56.0,19.0,AFD
2018-01-11,18.0,9.0,4.0,0.0,57.0,19.0,AFD
2018-01-12,18.0,9.0,4.0,0.0,59.0,18.0,AFD
2018-01-13,18.0,9.0,4.0,0.0,57.0,18.0,AFD
2018-01-14,15.0,8.0,4.0,0.0,57.0,17.0,AFD
2018-01-15,14.0,7.0,4.0,0.0,58.0,17.0,AFD
2018-01-16,13.0,7.0,4.0,0.0,57.0,16.0,AFD
2018-01-17,13.0,7.0,4.0,0.0,59.0,16.0,AFD
2018-01-18,13.0,7.0,6.0,0.0,61.0,16.0,AFD
2018-01-19,13.0,7.0,7.0,0.0,61.0,16.0,AFD
2018-01-20,13.0,7.0,7.0,0.0,62.0,16.0,AFD
2018-01-21,13.0,7.0,7.0,0.0,61.0,14.0,AFD
2018-01-22,13.0,7.0,7.0,0.0,62.0,13.0,AFD
2018-01-23,13.0,7.0,7.0,0.0,62.0,13.0,AFD
2018-01-24,13.0,7.0,6.0,0.0,61.0,14.0,AFD
2018-01-25,12.0,7.0,6.0,0.0,61.0,15.0,AFD
2018-01-26,12.0,7.0,6.0,0.0,63.0,15.0,AFD
2018-01-27,12.0,7.0,6.0,0.0,67.0,15.0,AFD
2018-01-28,12.0,7.0,6.0,0.0,68.0,16.0,AFD
2018-01-29,12.0,6.0,6.0,0.0,68.0,16.0,AFD
2018-01-30,12.0,6.0,6.0,0.0,70.0,17.0,AFD
2018-01-31,12.0,6.0,6.0,0.0,71.0,17.0,AFD
2018-02-01,13.0,6.0,6.0,0.0,73.0,17.0,AFD
2018-02-02,14.0,7.0,6.0,0.0,72.0,17.0,AFD
2018-02-03,14.0,7.0,6.0,0.0,73.0,17.0,AFD
2018-02-04,14.0,7.0,6.0,0.0,75.0,17.0,AFD
2018-02-05,14.0,7.0,6.0,0.0,73.0,17.0,AFD
2018-02-06,18.0,7.0,5.0,0.0,75.0,18.0,AFD
2018-02-07,19.0,7.0,5.0,0.0,76.0,18.0,AFD
2018-02-08,18.0,8.0,4.0,0.0,77.0,19.0,AFD
2018-02-09,18.0,8.0,4.0,0.0,79.0,19.0,AFD
2018-02-10,19.0,9.0,4.0,0.0,81.0,20.0,AFD
2018-02-11,19.0,8.0,3.0,0.0,81.0,19.0,AFD
2018-02-12,19.0,10.0,3.0,0.0,80.0,19.0,AFD
2018-02-13,19.0,10.0,3.0,0.0,81.0,19.0,AFD
2018-02-14,20.0,11.0,3.0,0.0,80.0,19.0,AFD
2018-02-15,21.0,11.0,3.0,0.0,81.0,19.0,AFD
2018-02-16,20.0,11.0,3.0,0.0,82.0,20.0,AFD
2018-02-17,22.0,11.0,3.0,0.0,86.0,22.0,AFD
2018-02-18,22.0,11.0,3.0,0.0,90.0,23.0,AFD
2018-02-19,21.0,11.0,3.0,0.0,95.0,24.0,AFD
2018-02-20,21.0,11.0,3.0,0.0,98.0,24.0,AFD
2018-02-21,20.0,11.0,3.0,0.0,103.0,24.0,AFD
2018-02-22,20.0,11.0,3.0,0.0,106.0,26.0,AFD
2018-02-23,20.0,11.0,4.0,0.0,109.0,27.0,AFD
2018-02-24,20.0,11.0,4.0,0.0,109.0,27.0,AFD
2018-02-25,20.0,11.0,4.0,0.0,108.0,27.0,AFD
2018-02-26,20.0,11.0,4.0,0.0,107.0,26.0,AFD
2018-02-27,20.0,10.0,4.0,0.0,106.0,26.0,AFD
2018-02-28,20.0,8.0,4.0,0.0,96.0,25.0,AFD
2018-03-01,20.0,7.0,4.0,0.0,98.0,25.0,AFD
2018-03-02,20.0,7.0,5.0,0.0,98.0,24.0,AFD
2018-03-03,21.0,7.0,5.0,0.0,99.0,23.0,AFD
2018-03-04,16.0,7.0,5.0,1.0,99.0,21.0,AFD
2018-03-05,17.0,7.0,5.0,1.0,97.0,21.0,AFD
2018-03-06,17.0,7.0,5.0,1.0,98.0,22.0,AFD
2018-03-07,16.0,7.0,5.0,1.0,98.0,22.0,AFD
2018-03-08,16.0,7.0,5.0,1.0,102.0,20.0,AFD
2018-03-09,16.0,8.0,5.0,1.0,98.0,22.0,AFD
2018-03-10,16.0,8.0,5.0,1.0,97.0,20.0,AFD
2018-03-11,16.0,7.0,5.0,1.0,92.0,20.0,AFD
2018-03-12,16.0,7.0,5.0,1.0,90.0,21.0,AFD
2018-03-13,18.0,7.0,5.0,1.0,88.0,21.0,AFD
2018-03-14,18.0,7.0,5.0,1.0,88.0,21.0,AFD
2018-03-15,19.0,8.0,5.0,1.0,90.0,21.0,AFD
2018-03-16,20.0,8.0,5.0,1.0,91.0,22.0,AFD
2018-03-17,20.0,8.0,5.0,1.0,91.0,22.0,AFD
2018-03-18,20.0,9.0,5.0,1.0,89.0,22.0,AFD
2018-03-19,20.0,9.0,3.0,1.0,87.0,22.0,AFD
2018-03-20,20.0,9.0,2.0,1.0,87.0,22.0,AFD
2018-03-21,20.0,9.0,2.0,1.0,87.0,23.0,AFD
2018-03-22,20.0,9.0,2.0,1.0,88.0,23.0,AFD
2018-03-23,20.0,9.0,2.0,1.0,88.0,23.0,AFD
2018-03-24,19.0,9.0,2.0,1.0,88.0,24.0,AFD
2018-03-25,19.0,9.0,2.0,1.0,88.0,23.0,AFD
2018-03-26,19.0,9.0,2.0,1.0,91.0,22.0,AFD
2018-03-27,19.0,9.0,2.0,1.0,90.0,22.0,AFD
2018-03-28,19.0,9.0,2.0,2.0,88.0,23.0,AFD
2018-03-29,19.0,10.0,2.0,2.0,87.0,23.0,AFD
2018-03-30,19.0,10.0,2.0,2.0,87.0,23.0,AFD
2018-03-31,19.0,10.0,2.0,2.0,86.0,22.0,AFD
2018-04-01,19.0,10.0,2.0,2.0,85.0,22.0,AFD
2018-04-02,18.0,10.0,2.0,2.0,83.0,22.0,AFD
2018-04-03,18.0,9.0,2.0,2.0,83.0,22.0,AFD
2018-04-04,18.0,9.0,2.0,2.0,85.0,23.0,AFD
2018-04-05,18.0,9.0,2.0,2.0,83.0,24.0,AFD
2018-04-06,18.0,9.0,3.0,2.0,83.0,24.0,AFD
2018-04-07,14.0,9.0,3.0,2.0,82.0,24.0,AFD
2018-04-08,13.0,9.0,3.0,2.0,81.0,25.0,AFD
2018-04-09,14.0,8.0,3.0,2.0,80.0,24.0,AFD
2018-04-10,14.0,8.0,3.0,2.0,79.0,24.0,AFD
2018-04-11,13.0,7.0,3.0,2.0,77.0,23.0,AFD
2018-04-12,13.0,7.0,3.0,2.0,78.0,23.0,AFD
2018-04-13,15.0,5.0,3.0,2.0,76.0,23.0,AFD
2018-04-14,16.0,5.0,4.0,2.0,76.0,23.0,AFD
2018-04-15,15.0,5.0,4.0,2.0,76.0,23.0,AFD
2018-04-16,14.0,5.0,5.0,2.0,75.0,23.0,AFD
2018-04-17,14.0,5.0,5.0,2.0,73.0,22.0,AFD
2018-04-18,12.0,5.0,5.0,2.0,69.0,21.0,AFD
2018-04-19,12.0,5.0,5.0,2.0,65.0,20.0,AFD
2018-04-20,12.0,5.0,6.0,2.0,60.0,19.0,AFD
2018-04-21,12.0,5.0,6.0,2.0,57.0,19.0,AFD
2018-04-22,12.0,5.0,6.0,2.0,52.0,18.0,AFD
2018-04-23,12.0,5.0,6.0,2.0,49.0,16.0,AFD
2018-04-24,12.0,5.0,5.0,2.0,46.0,15.0,AFD
2018-04-25,12.0,5.0,5.0,2.0,47.0,16.0,AFD
2018-04-26,12.0,5.0,6.0,2.0,46.0,16.0,AFD
2018-04-27,12.0,6.0,6.0,2.0,46.0,16.0,AFD
2018-04-28,12.0,6.0,6.0,2.0,45.0,16.0,AFD
2018-04-29,12.0,6.0,6.0,2.0,45.0,16.0,AFD
2018-04-30,12.0,6.0,6.0,2.0,41.0,17.0,AFD
2018-05-01,12.0,6.0,5.0,2.0,39.0,17.0,AFD
2018-05-02,11.0,6.0,5.0,2.0,37.0,17.0,AFD
2018-05-03,10.0,6.0,5.0,1.0,35.0,17.0,AFD
2018-05-04,9.0,6.0,5.0,1.0,35.0,17.0,AFD
2018-05-05,9.0,6.0,5.0,1.0,33.0,16.0,AFD
2018-05-06,9.0,6.0,5.0,1.0,34.0,16.0,AFD
2018-05-07,9.0,6.0,5.0,1.0,28.0,17.0,AFD
2018-05-08,9.0,5.0,5.0,1.0,28.0,16.0,AFD
2018-05-09,9.0,5.0,5.0,1.0,28.0,17.0,AFD
2018-05-10,10.0,5.0,5.0,1.0,28.0,17.0,AFD
2018-05-11,10.0,5.0,5.0,1.0,29.0,16.0,AFD
2018-05-12,8.0,6.0,6.0,1.0,31.0,17.0,AFD
2018-05-13,8.0,6.0,6.0,1.0,32.0,18.0,AFD
2018-05-14,7.0,5.0,6.0,1.0,30.0,18.0,AFD
2018-05-15,8.0,5.0,6.0,1.0,28.0,17.0,AFD
2018-05-16,8.0,5.0,6.0,1.0,30.0,21.0,AFD
2018-05-17,8.0,4.0,6.0,1.0,30.0,25.0,AFD
2018-05-18,8.0,4.0,6.0,1.0,30.0,25.0,AFD
2018-05-19,8.0,4.0,6.0,1.0,30.0,25.0,AFD
2018-05-20,10.0,5.0,7.0,1.0,29.0,24.0,AFD
2018-05-21,10.0,5.0,7.0,1.0,28.0,24.0,AFD
2018-05-22,10.0,5.0,7.0,1.0,28.0,24.0,AFD
2018-05-23,10.0,5.0,7.0,1.0,28.0,23.0,AFD
2018-05-24,10.0,5.0,7.0,1.0,28.0,26.0,AFD
2018-05-25,10.0,5.0,7.0,1.0,25.0,26.0,AFD
2018-05-26,10.0,5.0,7.0,1.0,24.0,26.0,AFD
2018-05-27,10.0,5.0,7.0,0.0,22.0,26.0,AFD
2018-05-28,10.0,4.0,7.0,0.0,21.0,25.0,AFD
2018-05-29,10.0,4.0,7.0,0.0,22.0,25.0,AFD
2018-05-30,10.0,5.0,7.0,0.0,25.0,26.0,AFD
2018-05-31,10.0,5.0,7.0,0.0,26.0,27.0,AFD
2018-06-01,10.0,6.0,7.0,0.0,26.0,28.0,AFD
2018-06-02,9.0,6.0,7.0,0.0,27.0,28.0,AFD
2018-06-03,9.0,6.0,7.0,0.0,24.0,27.0,AFD
2018-06-04,10.0,6.0,7.0,0.0,25.0,26.0,AFD
2018-06-05,10.0,6.0,6.0,0.0,25.0,26.0,AFD
2018-06-06,10.0,6.0,6.0,0.0,26.0,26.0,AFD
2018-06-07,10.0,6.0,6.0,0.0,26.0,25.0,AFD
2018-06-08,9.0,6.0,7.0,0.0,31.0,25.0,AFD
2018-06-09,9.0,6.0,7.0,0.0,36.0,28.0,AFD
2018-06-10,9.0,6.0,7.0,0.0,39.0,29.0,AFD
2018-06-11,10.0,6.0,7.0,0.0,42.0,30.0,AFD
2018-06-12,8.0,7.0,7.0,0.0,42.0,31.0,AFD
2018-06-13,7.0,7.0,6.0,0.0,43.0,32.0,AFD
2018-06-14,8.0,8.0,6.0,0.0,44.0,33.0,AFD
2018-06-15,8.0,8.0,5.0,0.0,44.0,34.0,AFD
2018-06-16,8.0,8.0,5.0,0.0,44.0,34.0,AFD
2018-06-17,8.0,8.0,5.0,0.0,43.0,34.0,AFD
2018-06-18,8.0,8.0,6.0,0.0,42.0,34.0,AFD
2018-06-19,8.0,8.0,5.0,0.0,43.0,35.0,AFD
2018-06-20,8.0,8.0,5.0,0.0,44.0,37.0,AFD
2018-06-21,8.0,8.0,5.0,0.0,46.0,37.0,AFD
2018-06-22,8.0,8.0,5.0,0.0,47.0,40.0,AFD
2018-06-23,8.0,9.0,5.0,0.0,49.0,42.0,AFD
2018-06-24,8.0,9.0,5.0,0.0,49.0,41.0,AFD
2018-06-25,8.0,9.0,8.0,0.0,49.0,41.0,AFD
2018-06-26,8.0,8.0,8.0,0.0,49.0,41.0,AFD
2018-06-27,8.0,8.0,8.0,0.0,49.0,41.0,AFD
2018-06-28,8.0,8.0,8.0,0.0,49.0,42.0,AFD
2018-06-29,8.0,8.0,8.0,0.0,50.0,41.0,AFD
2018-06-30,8.0,8.0,8.0,0.0,50.0,41.0,AFD
2018-07-01,8.0,8.0,8.0,0.0,50.0,41.0,AFD
2018-07-02,8.0,8.0,8.0,0.0,52.0,41.0,AFD
2018-07-03,8.0,8.0,8.0,0.0,53.0,42.0,AFD
2018-07-04,9.0,8.0,8.0,0.0,54.0,42.0,AFD
2018-07-05,9.0,8.0,8.0,0.0,54.0,43.0,AFD
2018-07-06,9.0,8.0,8.0,0.0,54.0,42.0,AFD
2018-07-07,9.0,8.0,8.0,0.0,54.0,43.0,AFD
2018-07-08,9.0,8.0,8.0,0.0,54.0,42.0,AFD
2018-07-09,8.0,8.0,8.0,0.0,55.0,42.0,AFD
2018-07-10,8.0,8.0,8.0,0.0,55.0,43.0,AFD
2018-07-11,8.0,7.0,7.0,0.0,54.0,42.0,AFD
2018-07-12,8.0,7.0,7.0,0.0,53.0,41.0,AFD
2018-07-13,8.0,7.0,7.0,0.0,55.0,42.0,AFD
2018-07-14,6.0,7.0,7.0,0.0,55.0,42.0,AFD
2018-07-15,6.0,7.0,7.0,0.0,54.0,39.0,AFD
2018-07-16,6.0,7.0,7.0,0.0,54.0,35.0,AFD
2018-07-17,6.0,7.0,7.0,0.0,55.0,36.0,AFD
2018-07-18,6.0,7.0,7.0,0.0,55.0,36.0,AFD
2018-07-19,5.0,6.0,6.0,0.0,55.0,36.0,AFD
2018-07-20,6.0,6.0,6.0,0.0,57.0,37.0,AFD
2018-07-21,6.0,6.0,6.0,0.0,57.0,38.0,AFD
2018-07-22,6.0,6.0,6.0,0.0,57.0,39.0,AFD
2018-07-23,6.0,6.0,6.0,0.0,57.0,36.0,AFD
2018-07-24,6.0,6.0,6.0,0.0,58.0,37.0,AFD
2018-07-25,6.0,6.0,6.0,0.0,58.0,37.0,AFD
2018-07-26,6.0,6.0,6.0,0.0,58.0,37.0,AFD
2018-07-27,6.0,6.0,6.0,0.0,59.0,38.0,AFD
2018-07-28,6.0,6.0,6.0,0.0,58.0,38.0,AFD
2018-07-29,6.0,5.0,6.0,0.0,54.0,37.0,AFD
2018-07-30,6.0,5.0,6.0,0.0,54.0,36.0,AFD
2018-07-31,7.0,4.0,6.0,0.0,54.0,37.0,AFD
2018-08-01,7.0,4.0,6.0,0.0,53.0,37.0,AFD
2018-08-02,8.0,5.0,7.0,0.0,54.0,39.0,AFD
2018-08-03,7.0,5.0,7.0,0.0,53.0,39.0,AFD
2018-08-04,7.0,5.0,8.0,0.0,53.0,39.0,AFD
2018-08-05,8.0,5.0,8.0,0.0,51.0,38.0,AFD
2018-08-06,8.0,5.0,8.0,0.0,51.0,39.0,AFD
2018-08-07,8.0,5.0,7.0,0.0,46.0,39.0,AFD
2018-08-08,10.0,6.0,7.0,0.0,41.0,37.0,AFD
2018-08-09,10.0,6.0,7.0,0.0,38.0,36.0,AFD
2018-08-10,10.0,7.0,8.0,0.0,33.0,35.0,AFD
2018-08-11,10.0,6.0,8.0,0.0,33.0,34.0,AFD
2018-08-12,10.0,6.0,8.0,0.0,31.0,33.0,AFD
2018-08-13,9.0,4.0,8.0,0.0,32.0,32.0,AFD
2018-08-14,9.0,4.0,8.0,0.0,33.0,32.0,AFD
2018-08-15,14.0,7.0,8.0,0.0,34.0,34.0,AFD
2018-08-16,15.0,7.0,8.0,0.0,35.0,35.0,AFD
2018-08-17,16.0,7.0,7.0,0.0,35.0,35.0,AFD
2018-08-18,17.0,7.0,7.0,0.0,35.0,35.0,AFD
2018-08-19,17.0,7.0,7.0,0.0,34.0,34.0,AFD
2018-08-20,17.0,7.0,7.0,0.0,33.0,37.0,AFD
2018-08-21,17.0,8.0,7.0,0.0,34.0,34.0,AFD
2018-08-22,17.0,7.0,7.0,0.0,34.0,33.0,AFD
2018-08-23,17.0,7.0,7.0,0.0,33.0,33.0,AFD
2018-08-24,17.0,7.0,3.0,0.0,33.0,33.0,AFD
2018-08-25,17.0,7.0,3.0,0.0,33.0,34.0,AFD
2018-08-26,17.0,7.0,4.0,0.0,33.0,35.0,AFD
2018-08-27,17.0,7.0,4.0,0.0,34.0,36.0,AFD
2018-08-28,17.0,7.0,4.0,0.0,33.0,37.0,AFD
2018-08-29,18.0,7.0,4.0,0.0,34.0,38.0,AFD
2018-08-30,18.0,7.0,5.0,0.0,34.0,38.0,AFD
2018-08-31,18.0,7.0,5.0,0.0,32.0,38.0,AFD
2018-09-01,18.0,7.0,5.0,0.0,31.0,37.0,AFD
2018-09-02,17.0,7.0,5.0,0.0,30.0,37.0,AFD
2018-09-03,17.0,7.0,5.0,0.0,29.0,37.0,AFD
2018-09-04,17.0,7.0,7.0,0.0,29.0,38.0,AFD
2018-09-05,19.0,7.0,7.0,0.0,29.0,36.0,AFD
2018-09-06,20.0,7.0,7.0,0.0,29.0,36.0,AFD
2018-09-07,21.0,7.0,7.0,0.0,28.0,35.0,AFD
2018-09-08,21.0,7.0,7.0,0.0,28.0,34.0,AFD
2018-09-09,23.0,7.0,7.0,0.0,28.0,35.0,AFD
2018-09-10,24.0,7.0,9.0,0.0,28.0,35.0,AFD
2018-09-11,24.0,7.0,9.0,0.0,26.0,35.0,AFD
2018-09-12,24.0,7.0,9.0,0.0,26.0,35.0,AFD
2018-09-13,24.0,7.0,9.0,0.0,27.0,34.0,AFD
2018-09-14,25.0,8.0,9.0,0.0,29.0,34.0,AFD
2018-09-15,25.0,8.0,9.0,0.0,29.0,33.0,AFD
2018-09-16,25.0,8.0,9.0,0.0,29.0,33.0,AFD
2018-09-17,24.0,8.0,9.0,0.0,29.0,36.0,AFD
2018-09-18,24.0,8.0,9.0,0.0,30.0,35.0,AFD
2018-09-19,24.0,8.0,9.0,0.0,29.0,34.0,AFD
2018-09-20,24.0,8.0,9.0,0.0,29.0,33.0,AFD
2018-09-21,24.0,8.0,9.0,0.0,28.0,34.0,AFD
2018-09-22,25.0,8.0,9.0,0.0,27.0,33.0,AFD
2018-09-23,25.0,8.0,9.0,0.0,27.0,33.0,AFD
2018-09-24,25.0,9.0,9.0,0.0,29.0,32.0,AFD
2018-09-25,25.0,9.0,9.0,0.0,28.0,31.0,AFD
2018-09-26,26.0,10.0,10.0,0.0,28.0,31.0,AFD
2018-09-27,27.0,10.0,10.0,0.0,29.0,31.0,AFD
2018-09-28,27.0,10.0,10.0,0.0,29.0,31.0,AFD
2018-09-29,26.0,10.0,10.0,0.0,29.0,30.0,AFD
2018-09-30,26.0,10.0,10.0,0.0,29.0,30.0,AFD
2018-10-01,25.0,10.0,9.0,0.0,29.0,28.0,AFD
2018-10-02,25.0,10.0,9.0,0.0,30.0,29.0,AFD
2018-10-03,25.0,10.0,8.0,0.0,30.0,29.0,AFD
2018-10-04,24.0,10.0,8.0,0.0,31.0,30.0,AFD
2018-10-05,24.0,10.0,8.0,0.0,31.0,29.0,AFD
2018-10-06,24.0,11.0,8.0,0.0,33.0,30.0,AFD
2018-10-07,22.0,10.0,8.0,0.0,33.0,30.0,AFD
2018-10-08,22.0,10.0,8.0,0.0,33.0,30.0,AFD
2018-10-09,22.0,9.0,7.0,0.0,34.0,30.0,AFD
2018-10-10,24.0,9.0,7.0,0.0,34.0,30.0,AFD
2018-10-11,24.0,9.0,7.0,0.0,34.0,32.0,AFD
2018-10-12,25.0,10.0,7.0,0.0,32.0,32.0,AFD
2018-10-13,26.0,10.0,7.0,0.0,33.0,32.0,AFD
2018-10-14,22.0,7.0,7.0,0.0,32.0,30.0,AFD
2018-10-15,21.0,7.0,7.0,0.0,31.0,29.0,AFD
2018-10-16,20.0,7.0,7.0,0.0,33.0,30.0,AFD
2018-10-17,20.0,7.0,7.0,0.0,32.0,29.0,AFD
2018-10-18,20.0,7.0,7.0,0.0,32.0,28.0,AFD
2018-10-19,21.0,7.0,7.0,0.0,32.0,26.0,AFD
2018-10-20,21.0,6.0,7.0,0.0,30.0,26.0,AFD
2018-10-21,22.0,6.0,7.0,0.0,28.0,25.0,AFD
2018-10-22,22.0,6.0,7.0,0.0,28.0,25.0,AFD
2018-10-23,23.0,8.0,7.0,0.0,29.0,27.0,AFD
2018-10-24,23.0,8.0,7.0,0.0,29.0,26.0,AFD
2018-10-25,23.0,8.0,6.0,0.0,30.0,25.0,AFD
2018-10-26,23.0,8.0,6.0,0.0,31.0,25.0,AFD
2018-10-27,23.0,8.0,6.0,0.0,31.0,24.0,AFD
2018-10-28,22.0,8.0,6.0,0.0,30.0,23.0,AFD
2018-10-29,22.0,8.0,5.0,0.0,31.0,24.0,AFD
2018-10-30,22.0,8.0,5.0,0.0,32.0,25.0,AFD
2018-10-31,22.0,8.0,6.0,0.0,33.0,26.0,AFD
2018-11-01,22.0,9.0,6.0,0.0,36.0,27.0,AFD
2018-11-02,23.0,9.0,6.0,0.0,38.0,26.0,AFD
2018-11-03,24.0,9.0,4.0,0.0,41.0,25.0,AFD
2018-11-04,22.0,9.0,4.0,0.0,47.0,27.0,AFD
2018-11-05,21.0,9.0,4.0,0.0,47.0,27.0,AFD
2018-11-06,20.0,10.0,4.0,0.0,48.0,27.0,AFD
2018-11-07,20.0,10.0,5.0,0.0,48.0,27.0,AFD
2018-11-08,18.0,10.0,5.0,0.0,49.0,26.0,AFD
2018-11-09,17.0,10.0,3.0,0.0,49.0,27.0,AFD
2018-11-10,17.0,10.0,3.0,0.0,50.0,30.0,AFD
2018-11-11,17.0,10.0,3.0,0.0,53.0,31.0,AFD
2018-11-12,17.0,11.0,3.0,0.0,53.0,32.0,AFD
2018-11-13,19.0,11.0,3.0,0.0,56.0,32.0,AFD
2018-11-14,19.0,12.0,3.0,0.0,55.0,32.0,AFD
2018-11-15,19.0,15.0,3.0,1.0,82.0,33.0,AFD
2018-11-16,19.0,15.0,3.0,1.0,84.0,31.0,AFD
2018-11-17,18.0,15.0,3.0,1.0,81.0,31.0,AFD
2018-11-18,18.0,15.0,3.0,1.0,83.0,31.0,AFD
2018-11-19,18.0,15.0,3.0,1.0,84.0,36.0,AFD
2018-11-20,18.0,15.0,3.0,1.0,87.0,38.0,AFD
2018-11-21,17.0,15.0,3.0,1.0,91.0,38.0,AFD
2018-11-22,18.0,15.0,4.0,1.0,92.0,38.0,AFD
2018-11-23,18.0,14.0,4.0,1.0,91.0,38.0,AFD
2018-11-24,18.0,14.0,4.0,1.0,92.0,39.0,AFD
2018-11-25,17.0,13.0,3.0,1.0,92.0,40.0,AFD
2018-11-26,16.0,14.0,3.0,1.0,91.0,41.0,AFD
2018-11-27,16.0,14.0,3.0,1.0,91.0,41.0,AFD
2018-11-28,16.0,14.0,3.0,1.0,94.0,40.0,AFD
2018-11-29,16.0,14.0,3.0,1.0,95.0,40.0,AFD
2018-11-30,16.0,13.0,3.0,1.0,96.0,41.0,AFD
2018-12-01,16.0,13.0,3.0,1.0,98.0,40.0,AFD
2018-12-02,16.0,13.0,3.0,1.0,99.0,40.0,AFD
2018-12-03,17.0,15.0,3.0,1.0,99.0,39.0,AFD
2018-12-04,17.0,15.0,3.0,1.0,99.0,39.0,AFD
2018-12-05,17.0,14.0,3.0,1.0,98.0,38.0,AFD
2018-12-06,17.0,14.0,3.0,1.0,97.0,38.0,AFD
2018-12-07,18.0,14.0,3.0,2.0,97.0,38.0,AFD
2018-12-08,17.0,14.0,3.0,2.0,96.0,38.0,AFD
2018-12-09,15.0,14.0,4.0,2.0,96.0,38.0,AFD
2018-12-10,15.0,14.0,4.0,2.0,98.0,38.0,AFD
2018-12-11,14.0,13.0,4.0,2.0,98.0,38.0,AFD
2018-12-12,14.0,13.0,4.0,2.0,96.0,37.0,AFD
2018-12-13,14.0,13.0,4.0,3.0,97.0,38.0,AFD
2018-12-14,14.0,13.0,4.0,3.0,99.0,37.0,AFD
2018-12-15,14.0,13.0,4.0,3.0,98.0,36.0,AFD
2018-12-16,13.0,13.0,4.0,3.0,98.0,36.0,AFD
2018-12-17,13.0,13.0,4.0,4.0,99.0,36.0,AFD
2018-12-18,12.0,13.0,4.0,4.0,99.0,35.0,AFD
2018-12-19,12.0,13.0,4.0,4.0,100.0,35.0,AFD
2018-12-20,12.0,14.0,4.0,4.0,101.0,35.0,AFD
2018-12-21,12.0,14.0,4.0,4.0,101.0,35.0,AFD
2018-12-22,12.0,12.0,4.0,4.0,100.0,34.0,AFD
2018-12-23,12.0,12.0,4.0,4.0,100.0,34.0,AFD
2018-12-24,12.0,12.0,4.0,4.0,100.0,34.0,AFD
2018-12-25,12.0,12.0,4.0,4.0,98.0,32.0,AFD
2018-12-26,12.0,12.0,4.0,4.0,98.0,32.0,AFD
