,Gender,Geschlecht,tweet_genders,Feminismus,Frauen,Männer,party
2018-04-15,3.0,2.0,8.0,0.0,33.0,10.0,CDUCSU
2018-04-16,3.0,2.0,8.0,0.0,33.0,10.0,CDUCSU
2018-04-17,3.0,2.0,8.0,0.0,34.0,11.0,CDUCSU
2018-04-18,3.0,2.0,8.0,0.0,35.0,12.0,CDUCSU
2018-04-19,3.0,2.0,8.0,0.0,35.0,12.0,CDUCSU
2018-04-20,3.0,2.0,8.0,0.0,35.0,13.0,CDUCSU
2018-04-21,3.0,2.0,8.0,0.0,35.0,13.0,CDUCSU
2018-04-22,3.0,2.0,7.0,0.0,34.0,13.0,CDUCSU
2018-04-23,3.0,2.0,7.0,0.0,32.0,13.0,CDUCSU
2018-04-24,3.0,2.0,6.0,0.0,32.0,13.0,CDUCSU
2018-04-25,3.0,2.0,6.0,0.0,32.0,13.0,CDUCSU
2018-04-26,3.0,2.0,6.0,0.0,32.0,12.0,CDUCSU
2018-04-27,2.0,2.0,6.0,0.0,33.0,13.0,CDUCSU
2018-04-28,2.0,2.0,6.0,0.0,34.0,14.0,CDUCSU
2018-04-29,2.0,2.0,6.0,0.0,34.0,14.0,CDUCSU
2018-04-30,3.0,2.0,7.0,0.0,33.0,13.0,CDUCSU
2018-05-01,3.0,2.0,7.0,0.0,33.0,13.0,CDUCSU
2018-05-02,3.0,2.0,7.0,0.0,32.0,13.0,CDUCSU
2018-05-03,3.0,2.0,7.0,0.0,31.0,13.0,CDUCSU
2018-05-04,2.0,2.0,7.0,0.0,32.0,14.0,CDUCSU
2018-05-05,2.0,2.0,7.0,0.0,33.0,14.0,CDUCSU
2018-05-06,2.0,2.0,7.0,0.0,33.0,14.0,CDUCSU
2018-05-07,2.0,2.0,7.0,0.0,20.0,14.0,CDUCSU
2018-05-08,2.0,2.0,7.0,0.0,19.0,13.0,CDUCSU
2018-05-09,2.0,2.0,5.0,0.0,18.0,12.0,CDUCSU
2018-05-10,2.0,2.0,5.0,0.0,19.0,13.0,CDUCSU
2018-05-11,2.0,2.0,5.0,0.0,19.0,13.0,CDUCSU
2018-05-12,2.0,2.0,5.0,0.0,19.0,13.0,CDUCSU
2018-05-13,2.0,2.0,5.0,0.0,23.0,13.0,CDUCSU
2018-05-14,2.0,2.0,5.0,0.0,23.0,13.0,CDUCSU
2018-05-15,2.0,2.0,3.0,0.0,23.0,14.0,CDUCSU
2018-05-16,2.0,2.0,3.0,0.0,24.0,14.0,CDUCSU
2018-05-17,2.0,2.0,3.0,0.0,23.0,14.0,CDUCSU
2018-05-18,2.0,2.0,3.0,0.0,24.0,14.0,CDUCSU
2018-05-19,2.0,2.0,3.0,0.0,24.0,14.0,CDUCSU
2018-05-20,3.0,2.0,3.0,0.0,24.0,14.0,CDUCSU
2018-05-21,4.0,2.0,3.0,0.0,23.0,14.0,CDUCSU
2018-05-22,4.0,2.0,3.0,0.0,23.0,14.0,CDUCSU
2018-05-23,4.0,2.0,3.0,0.0,24.0,14.0,CDUCSU
2018-05-24,4.0,2.0,3.0,0.0,23.0,13.0,CDUCSU
2018-05-25,4.0,2.0,3.0,0.0,21.0,13.0,CDUCSU
2018-05-26,4.0,2.0,3.0,0.0,21.0,13.0,CDUCSU
2018-05-27,4.0,2.0,3.0,0.0,21.0,13.0,CDUCSU
2018-05-28,4.0,2.0,3.0,0.0,22.0,14.0,CDUCSU
2018-05-29,4.0,2.0,3.0,0.0,22.0,14.0,CDUCSU
2018-05-30,4.0,2.0,3.0,0.0,23.0,14.0,CDUCSU
2018-05-31,4.0,2.0,3.0,0.0,24.0,14.0,CDUCSU
2018-06-01,4.0,2.0,3.0,0.0,24.0,14.0,CDUCSU
2018-06-02,4.0,2.0,3.0,0.0,24.0,15.0,CDUCSU
2018-06-03,4.0,2.0,4.0,0.0,24.0,15.0,CDUCSU
2018-06-04,4.0,1.0,3.0,0.0,24.0,15.0,CDUCSU
2018-06-05,4.0,0.0,3.0,0.0,24.0,13.0,CDUCSU
2018-06-06,4.0,0.0,3.0,0.0,25.0,12.0,CDUCSU
2018-06-07,4.0,0.0,3.0,0.0,25.0,12.0,CDUCSU
2018-06-08,3.0,0.0,3.0,0.0,25.0,12.0,CDUCSU
2018-06-09,3.0,0.0,3.0,0.0,25.0,12.0,CDUCSU
2018-06-10,3.0,0.0,3.0,0.0,23.0,12.0,CDUCSU
2018-06-11,3.0,0.0,3.0,0.0,23.0,12.0,CDUCSU
2018-06-12,3.0,0.0,3.0,0.0,22.0,10.0,CDUCSU
2018-06-13,3.0,0.0,3.0,0.0,22.0,10.0,CDUCSU
2018-06-14,3.0,0.0,4.0,0.0,21.0,10.0,CDUCSU
2018-06-15,3.0,0.0,4.0,0.0,22.0,10.0,CDUCSU
2018-06-16,3.0,0.0,5.0,0.0,23.0,10.0,CDUCSU
2018-06-17,3.0,0.0,5.0,0.0,23.0,9.0,CDUCSU
2018-06-18,3.0,0.0,5.0,0.0,23.0,9.0,CDUCSU
2018-06-19,3.0,0.0,6.0,0.0,23.0,8.0,CDUCSU
2018-06-20,3.0,0.0,7.0,0.0,23.0,8.0,CDUCSU
2018-06-21,3.0,0.0,7.0,0.0,23.0,8.0,CDUCSU
2018-06-22,3.0,0.0,7.0,0.0,23.0,8.0,CDUCSU
2018-06-23,3.0,0.0,7.0,0.0,24.0,8.0,CDUCSU
2018-06-24,3.0,0.0,7.0,0.0,24.0,8.0,CDUCSU
2018-06-25,3.0,0.0,7.0,0.0,24.0,8.0,CDUCSU
2018-06-26,3.0,0.0,7.0,0.0,23.0,7.0,CDUCSU
2018-06-27,3.0,0.0,7.0,0.0,23.0,6.0,CDUCSU
2018-06-28,3.0,0.0,7.0,0.0,23.0,6.0,CDUCSU
2018-06-29,2.0,0.0,6.0,0.0,23.0,6.0,CDUCSU
2018-06-30,2.0,0.0,6.0,0.0,23.0,6.0,CDUCSU
2018-07-01,2.0,0.0,6.0,0.0,24.0,6.0,CDUCSU
2018-07-02,2.0,0.0,6.0,0.0,24.0,6.0,CDUCSU
2018-07-03,2.0,0.0,6.0,0.0,24.0,5.0,CDUCSU
2018-07-04,2.0,0.0,6.0,0.0,23.0,5.0,CDUCSU
2018-07-05,2.0,0.0,6.0,0.0,24.0,5.0,CDUCSU
2018-07-06,2.0,0.0,6.0,0.0,24.0,5.0,CDUCSU
2018-07-07,2.0,0.0,6.0,0.0,24.0,5.0,CDUCSU
2018-07-08,2.0,0.0,7.0,0.0,24.0,5.0,CDUCSU
2018-07-09,2.0,0.0,7.0,0.0,23.0,4.0,CDUCSU
2018-07-10,2.0,0.0,7.0,0.0,23.0,4.0,CDUCSU
2018-07-11,2.0,0.0,7.0,0.0,24.0,4.0,CDUCSU
2018-07-12,2.0,0.0,7.0,0.0,21.0,4.0,CDUCSU
2018-07-13,2.0,0.0,7.0,0.0,20.0,4.0,CDUCSU
2018-07-14,2.0,0.0,7.0,0.0,20.0,3.0,CDUCSU
2018-07-15,2.0,0.0,7.0,0.0,19.0,3.0,CDUCSU
2018-07-16,2.0,0.0,7.0,0.0,19.0,3.0,CDUCSU
2018-07-17,2.0,0.0,7.0,0.0,18.0,3.0,CDUCSU
2018-07-18,2.0,0.0,7.0,0.0,18.0,3.0,CDUCSU
2018-07-19,1.0,0.0,7.0,0.0,18.0,3.0,CDUCSU
2018-07-20,0.0,0.0,7.0,0.0,20.0,5.0,CDUCSU
2018-07-21,0.0,0.0,7.0,0.0,20.0,5.0,CDUCSU
2018-07-22,0.0,0.0,7.0,0.0,19.0,6.0,CDUCSU
2018-07-23,0.0,0.0,8.0,0.0,19.0,6.0,CDUCSU
2018-07-24,0.0,0.0,8.0,0.0,19.0,6.0,CDUCSU
2018-07-25,0.0,0.0,8.0,0.0,19.0,6.0,CDUCSU
2018-07-26,0.0,0.0,8.0,0.0,19.0,6.0,CDUCSU
2018-07-27,0.0,0.0,8.0,0.0,19.0,6.0,CDUCSU
2018-07-28,0.0,0.0,8.0,0.0,19.0,6.0,CDUCSU
2018-07-29,0.0,0.0,8.0,0.0,18.0,6.0,CDUCSU
2018-07-30,0.0,0.0,8.0,0.0,17.0,6.0,CDUCSU
2018-07-31,0.0,0.0,9.0,0.0,17.0,6.0,CDUCSU
2018-08-01,0.0,0.0,9.0,0.0,17.0,5.0,CDUCSU
2018-08-02,0.0,0.0,8.0,0.0,18.0,5.0,CDUCSU
2018-08-03,0.0,0.0,7.0,0.0,18.0,5.0,CDUCSU
2018-08-04,0.0,0.0,7.0,0.0,17.0,5.0,CDUCSU
2018-08-05,0.0,0.0,7.0,0.0,19.0,6.0,CDUCSU
2018-08-06,0.0,0.0,7.0,0.0,19.0,6.0,CDUCSU
2018-08-07,0.0,0.0,7.0,0.0,18.0,6.0,CDUCSU
2018-08-08,0.0,0.0,7.0,0.0,18.0,6.0,CDUCSU
2018-08-09,0.0,0.0,7.0,0.0,18.0,7.0,CDUCSU
2018-08-10,0.0,1.0,7.0,0.0,19.0,8.0,CDUCSU
2018-08-11,0.0,1.0,7.0,0.0,19.0,8.0,CDUCSU
2018-08-12,0.0,1.0,7.0,0.0,19.0,8.0,CDUCSU
2018-08-13,0.0,1.0,6.0,0.0,19.0,8.0,CDUCSU
2018-08-14,0.0,1.0,6.0,0.0,18.0,8.0,CDUCSU
2018-08-15,0.0,1.0,5.0,0.0,16.0,7.0,CDUCSU
2018-08-16,0.0,1.0,5.0,0.0,15.0,7.0,CDUCSU
2018-08-17,0.0,1.0,5.0,0.0,15.0,7.0,CDUCSU
2018-08-18,0.0,1.0,4.0,0.0,15.0,7.0,CDUCSU
2018-08-19,0.0,1.0,3.0,0.0,15.0,7.0,CDUCSU
2018-08-20,0.0,1.0,3.0,0.0,15.0,7.0,CDUCSU
2018-08-21,0.0,1.0,3.0,0.0,15.0,7.0,CDUCSU
2018-08-22,0.0,1.0,3.0,0.0,14.0,7.0,CDUCSU
2018-08-23,0.0,1.0,3.0,0.0,14.0,7.0,CDUCSU
2018-08-24,0.0,1.0,3.0,0.0,14.0,7.0,CDUCSU
2018-08-25,0.0,1.0,3.0,0.0,15.0,7.0,CDUCSU
2018-08-26,0.0,1.0,4.0,0.0,14.0,7.0,CDUCSU
2018-08-27,0.0,1.0,4.0,0.0,14.0,7.0,CDUCSU
2018-08-28,0.0,1.0,4.0,0.0,15.0,7.0,CDUCSU
2018-08-29,0.0,1.0,4.0,0.0,15.0,7.0,CDUCSU
2018-08-30,0.0,2.0,4.0,0.0,17.0,7.0,CDUCSU
2018-08-31,0.0,2.0,4.0,0.0,17.0,7.0,CDUCSU
2018-09-01,0.0,2.0,4.0,0.0,16.0,7.0,CDUCSU
2018-09-02,0.0,2.0,4.0,0.0,16.0,7.0,CDUCSU
2018-09-03,0.0,2.0,4.0,0.0,15.0,7.0,CDUCSU
2018-09-04,0.0,2.0,4.0,0.0,15.0,7.0,CDUCSU
2018-09-05,0.0,2.0,4.0,0.0,15.0,7.0,CDUCSU
2018-09-06,0.0,2.0,3.0,0.0,15.0,7.0,CDUCSU
2018-09-07,0.0,2.0,3.0,0.0,17.0,7.0,CDUCSU
2018-09-08,0.0,2.0,3.0,0.0,17.0,7.0,CDUCSU
2018-09-09,0.0,2.0,5.0,0.0,16.0,7.0,CDUCSU
2018-09-10,0.0,2.0,5.0,0.0,15.0,7.0,CDUCSU
2018-09-11,0.0,2.0,5.0,0.0,15.0,7.0,CDUCSU
2018-09-12,0.0,2.0,5.0,0.0,15.0,7.0,CDUCSU
2018-09-13,0.0,2.0,5.0,0.0,16.0,8.0,CDUCSU
2018-09-14,0.0,2.0,5.0,0.0,17.0,8.0,CDUCSU
2018-09-15,0.0,2.0,6.0,0.0,19.0,9.0,CDUCSU
2018-09-16,0.0,2.0,6.0,0.0,19.0,9.0,CDUCSU
2018-09-17,0.0,2.0,6.0,0.0,19.0,9.0,CDUCSU
2018-09-18,0.0,2.0,6.0,0.0,17.0,7.0,CDUCSU
2018-09-19,0.0,2.0,6.0,0.0,17.0,7.0,CDUCSU
2018-09-20,0.0,2.0,6.0,0.0,18.0,6.0,CDUCSU
2018-09-21,0.0,2.0,5.0,0.0,19.0,6.0,CDUCSU
2018-09-22,0.0,2.0,5.0,0.0,19.0,6.0,CDUCSU
2018-09-23,0.0,2.0,5.0,0.0,19.0,6.0,CDUCSU
2018-09-24,0.0,2.0,5.0,0.0,21.0,6.0,CDUCSU
2018-09-25,0.0,2.0,6.0,0.0,20.0,5.0,CDUCSU
2018-09-26,0.0,2.0,6.0,0.0,21.0,5.0,CDUCSU
2018-09-27,0.0,2.0,6.0,0.0,21.0,5.0,CDUCSU
2018-09-28,0.0,2.0,6.0,0.0,21.0,5.0,CDUCSU
2018-09-29,0.0,2.0,5.0,0.0,21.0,5.0,CDUCSU
2018-09-30,0.0,2.0,5.0,0.0,21.0,5.0,CDUCSU
2018-10-01,0.0,2.0,5.0,0.0,21.0,5.0,CDUCSU
2018-10-02,0.0,2.0,5.0,0.0,21.0,5.0,CDUCSU
2018-10-03,0.0,2.0,5.0,0.0,21.0,5.0,CDUCSU
2018-10-04,0.0,2.0,5.0,0.0,18.0,4.0,CDUCSU
2018-10-05,0.0,2.0,5.0,0.0,20.0,4.0,CDUCSU
2018-10-06,0.0,2.0,5.0,0.0,20.0,4.0,CDUCSU
2018-10-07,0.0,2.0,5.0,0.0,20.0,4.0,CDUCSU
2018-10-08,0.0,2.0,5.0,0.0,20.0,3.0,CDUCSU
2018-10-09,0.0,1.0,5.0,0.0,19.0,2.0,CDUCSU
2018-10-10,0.0,1.0,5.0,0.0,19.0,2.0,CDUCSU
2018-10-11,0.0,3.0,5.0,0.0,20.0,2.0,CDUCSU
2018-10-12,0.0,3.0,5.0,0.0,20.0,2.0,CDUCSU
2018-10-13,0.0,3.0,5.0,0.0,20.0,2.0,CDUCSU
2018-10-14,0.0,3.0,5.0,0.0,20.0,2.0,CDUCSU
2018-10-15,0.0,3.0,7.0,0.0,20.0,2.0,CDUCSU
2018-10-16,0.0,3.0,7.0,0.0,20.0,2.0,CDUCSU
2018-10-17,0.0,3.0,7.0,0.0,21.0,2.0,CDUCSU
2018-10-18,0.0,3.0,7.0,0.0,22.0,2.0,CDUCSU
2018-10-19,0.0,3.0,7.0,0.0,22.0,2.0,CDUCSU
2018-10-20,0.0,3.0,8.0,0.0,22.0,2.0,CDUCSU
2018-10-21,0.0,3.0,8.0,0.0,22.0,2.0,CDUCSU
2018-10-22,0.0,3.0,8.0,0.0,22.0,2.0,CDUCSU
2018-10-23,0.0,3.0,8.0,0.0,22.0,2.0,CDUCSU
2018-10-24,0.0,3.0,8.0,0.0,21.0,2.0,CDUCSU
2018-10-25,0.0,3.0,7.0,0.0,22.0,2.0,CDUCSU
2018-10-26,0.0,3.0,7.0,0.0,22.0,2.0,CDUCSU
2018-10-27,0.0,3.0,7.0,0.0,21.0,2.0,CDUCSU
2018-10-28,0.0,3.0,7.0,0.0,21.0,2.0,CDUCSU
2018-10-29,0.0,2.0,7.0,0.0,18.0,2.0,CDUCSU
2018-10-30,0.0,2.0,7.0,0.0,18.0,2.0,CDUCSU
2018-10-31,0.0,2.0,7.0,0.0,18.0,2.0,CDUCSU
2018-11-01,0.0,2.0,8.0,0.0,18.0,2.0,CDUCSU
2018-11-02,0.0,2.0,8.0,0.0,18.0,2.0,CDUCSU
2018-11-03,0.0,2.0,8.0,0.0,18.0,2.0,CDUCSU
2018-11-04,0.0,2.0,8.0,0.0,21.0,2.0,CDUCSU
2018-11-05,0.0,2.0,8.0,0.0,21.0,2.0,CDUCSU
2018-11-06,0.0,2.0,9.0,0.0,21.0,2.0,CDUCSU
2018-11-07,0.0,2.0,9.0,0.0,21.0,2.0,CDUCSU
2018-11-08,0.0,2.0,7.0,0.0,21.0,2.0,CDUCSU
2018-11-09,0.0,2.0,7.0,0.0,21.0,2.0,CDUCSU
2018-11-10,1.0,2.0,7.0,0.0,22.0,2.0,CDUCSU
2018-11-11,1.0,2.0,7.0,0.0,22.0,2.0,CDUCSU
2018-11-12,1.0,2.0,7.0,0.0,25.0,2.0,CDUCSU
2018-11-13,1.0,2.0,7.0,0.0,24.0,2.0,CDUCSU
2018-11-14,1.0,2.0,6.0,0.0,22.0,1.0,CDUCSU
2018-11-15,1.0,2.0,6.0,0.0,22.0,1.0,CDUCSU
2018-11-16,2.0,2.0,6.0,0.0,22.0,1.0,CDUCSU
2018-11-17,2.0,2.0,6.0,0.0,22.0,2.0,CDUCSU
2018-11-18,2.0,2.0,6.0,0.0,22.0,2.0,CDUCSU
2018-11-19,2.0,2.0,6.0,0.0,21.0,3.0,CDUCSU
2018-11-20,2.0,2.0,6.0,0.0,20.0,3.0,CDUCSU
2018-11-21,2.0,2.0,6.0,0.0,20.0,3.0,CDUCSU
2018-11-22,2.0,2.0,6.0,0.0,23.0,3.0,CDUCSU
2018-11-23,2.0,2.0,6.0,0.0,22.0,3.0,CDUCSU
2018-11-24,2.0,2.0,5.0,0.0,23.0,3.0,CDUCSU
2018-11-25,2.0,2.0,5.0,0.0,23.0,3.0,CDUCSU
2018-11-26,2.0,2.0,5.0,0.0,24.0,4.0,CDUCSU
2018-11-27,2.0,2.0,5.0,0.0,25.0,5.0,CDUCSU
2018-11-28,2.0,2.0,5.0,0.0,32.0,5.0,CDUCSU
2018-11-29,2.0,2.0,5.0,0.0,34.0,5.0,CDUCSU
2018-11-30,2.0,2.0,5.0,0.0,34.0,5.0,CDUCSU
2018-12-01,2.0,2.0,5.0,0.0,34.0,5.0,CDUCSU
2018-12-02,2.0,2.0,5.0,0.0,36.0,5.0,CDUCSU
2018-12-03,2.0,2.0,5.0,0.0,36.0,5.0,CDUCSU
2018-12-04,2.0,2.0,5.0,0.0,34.0,5.0,CDUCSU
2018-12-05,2.0,2.0,5.0,0.0,36.0,5.0,CDUCSU
2018-12-06,2.0,2.0,5.0,0.0,36.0,5.0,CDUCSU
2018-12-07,2.0,2.0,6.0,0.0,38.0,5.0,CDUCSU
2018-12-08,2.0,2.0,6.0,0.0,40.0,5.0,CDUCSU
2018-12-09,2.0,2.0,6.0,0.0,42.0,5.0,CDUCSU
2018-12-10,2.0,0.0,6.0,0.0,41.0,6.0,CDUCSU
2018-12-11,2.0,0.0,6.0,0.0,42.0,7.0,CDUCSU
2018-12-12,2.0,0.0,6.0,0.0,42.0,7.0,CDUCSU
2018-12-13,2.0,0.0,7.0,0.0,42.0,7.0,CDUCSU
2018-12-14,2.0,0.0,5.0,0.0,43.0,7.0,CDUCSU
2018-12-15,2.0,0.0,5.0,0.0,43.0,7.0,CDUCSU
2018-12-16,2.0,0.0,5.0,0.0,42.0,7.0,CDUCSU
2018-12-17,2.0,0.0,5.0,0.0,42.0,7.0,CDUCSU
2018-12-18,2.0,0.0,6.0,0.0,42.0,10.0,CDUCSU
2018-12-19,2.0,0.0,5.0,0.0,42.0,10.0,CDUCSU
2018-12-20,2.0,0.0,5.0,0.0,43.0,11.0,CDUCSU
2018-12-21,3.0,1.0,5.0,0.0,43.0,12.0,CDUCSU
2018-12-22,3.0,1.0,5.0,0.0,44.0,12.0,CDUCSU
2018-12-23,4.0,1.0,5.0,0.0,44.0,13.0,CDUCSU
2018-12-24,4.0,1.0,5.0,0.0,43.0,13.0,CDUCSU
2018-12-25,4.0,1.0,5.0,0.0,43.0,13.0,CDUCSU
2018-12-26,4.0,1.0,5.0,0.0,43.0,13.0,CDUCSU
2018-12-27,4.0,1.0,5.0,0.0,43.0,13.0,CDUCSU
2018-12-28,4.0,1.0,5.0,0.0,43.0,13.0,CDUCSU
2018-12-29,4.0,1.0,5.0,0.0,43.0,13.0,CDUCSU
2018-12-30,4.0,1.0,5.0,0.0,44.0,14.0,CDUCSU
2018-12-31,4.0,1.0,4.0,0.0,44.0,14.0,CDUCSU
2019-01-01,4.0,1.0,4.0,0.0,45.0,14.0,CDUCSU
2019-01-02,4.0,1.0,4.0,0.0,45.0,14.0,CDUCSU
2019-01-03,4.0,1.0,4.0,0.0,42.0,14.0,CDUCSU
2019-01-04,4.0,1.0,4.0,0.0,42.0,14.0,CDUCSU
2019-01-05,4.0,1.0,3.0,0.0,43.0,16.0,CDUCSU
2019-01-06,4.0,1.0,3.0,0.0,43.0,16.0,CDUCSU
2019-01-07,4.0,1.0,3.0,0.0,43.0,16.0,CDUCSU
2019-01-08,4.0,1.0,3.0,0.0,43.0,16.0,CDUCSU
2019-01-09,3.0,1.0,4.0,0.0,42.0,16.0,CDUCSU
2019-01-10,3.0,1.0,4.0,0.0,42.0,16.0,CDUCSU
2019-01-11,3.0,1.0,4.0,0.0,39.0,15.0,CDUCSU
2019-01-12,3.0,1.0,4.0,0.0,40.0,15.0,CDUCSU
2019-01-13,3.0,1.0,4.0,0.0,40.0,15.0,CDUCSU
2019-01-14,3.0,1.0,4.0,0.0,40.0,15.0,CDUCSU
2019-01-15,2.0,1.0,4.0,0.0,40.0,15.0,CDUCSU
2019-01-16,2.0,1.0,4.0,0.0,43.0,14.0,CDUCSU
2019-01-17,2.0,1.0,4.0,0.0,58.0,15.0,CDUCSU
2019-01-18,2.0,1.0,4.0,0.0,63.0,16.0,CDUCSU
2019-01-19,2.0,1.0,4.0,0.0,65.0,18.0,CDUCSU
2019-01-20,2.0,1.0,5.0,0.0,67.0,19.0,CDUCSU
2019-01-21,2.0,1.0,5.0,0.0,66.0,19.0,CDUCSU
2019-01-22,3.0,2.0,5.0,0.0,65.0,19.0,CDUCSU
2019-01-23,4.0,3.0,5.0,0.0,64.0,19.0,CDUCSU
2019-01-24,4.0,4.0,6.0,0.0,65.0,19.0,CDUCSU
2019-01-25,4.0,4.0,6.0,0.0,65.0,19.0,CDUCSU
2019-01-26,4.0,4.0,6.0,0.0,64.0,18.0,CDUCSU
2019-01-27,4.0,5.0,6.0,0.0,58.0,18.0,CDUCSU
2019-01-28,4.0,5.0,6.0,0.0,57.0,19.0,CDUCSU
2019-01-29,8.0,6.0,6.0,0.0,56.0,19.0,CDUCSU
2019-01-30,8.0,6.0,6.0,0.0,57.0,19.0,CDUCSU
2019-01-31,8.0,6.0,7.0,0.0,55.0,19.0,CDUCSU
2019-02-01,8.0,7.0,7.0,0.0,57.0,19.0,CDUCSU
2019-02-02,8.0,7.0,7.0,0.0,57.0,19.0,CDUCSU
2019-02-03,8.0,7.0,7.0,0.0,56.0,19.0,CDUCSU
2019-02-04,8.0,7.0,7.0,0.0,57.0,19.0,CDUCSU
2019-02-05,8.0,7.0,7.0,0.0,55.0,19.0,CDUCSU
2019-02-06,8.0,7.0,8.0,0.0,54.0,19.0,CDUCSU
2019-02-07,8.0,7.0,8.0,0.0,52.0,19.0,CDUCSU
2019-02-08,8.0,7.0,8.0,0.0,53.0,19.0,CDUCSU
2019-02-09,8.0,7.0,8.0,0.0,53.0,19.0,CDUCSU
2019-02-10,8.0,7.0,8.0,0.0,55.0,19.0,CDUCSU
2019-02-11,8.0,7.0,7.0,0.0,55.0,19.0,CDUCSU
2019-02-12,8.0,7.0,7.0,0.0,56.0,19.0,CDUCSU
2019-02-13,8.0,7.0,7.0,0.0,56.0,19.0,CDUCSU
2019-02-14,8.0,7.0,8.0,0.0,57.0,19.0,CDUCSU
2019-02-15,8.0,7.0,8.0,0.0,58.0,19.0,CDUCSU
2019-02-16,8.0,7.0,7.0,0.0,58.0,16.0,CDUCSU
2019-02-17,8.0,7.0,7.0,0.0,58.0,16.0,CDUCSU
2019-02-18,8.0,7.0,7.0,0.0,59.0,15.0,CDUCSU
2019-02-19,7.0,13.0,7.0,0.0,61.0,14.0,CDUCSU
2019-02-20,7.0,13.0,7.0,0.0,61.0,14.0,CDUCSU
2019-02-21,6.0,13.0,7.0,0.0,66.0,13.0,CDUCSU
2019-02-22,6.0,13.0,7.0,0.0,67.0,13.0,CDUCSU
2019-02-23,6.0,13.0,7.0,0.0,67.0,13.0,CDUCSU
2019-02-24,7.0,13.0,7.0,0.0,67.0,13.0,CDUCSU
2019-02-25,7.0,13.0,7.0,0.0,67.0,13.0,CDUCSU
2019-02-26,7.0,13.0,7.0,0.0,67.0,13.0,CDUCSU
2019-02-27,7.0,13.0,8.0,0.0,68.0,13.0,CDUCSU
2019-02-28,7.0,13.0,8.0,0.0,67.0,12.0,CDUCSU
2019-03-01,8.0,13.0,9.0,0.0,67.0,12.0,CDUCSU
2019-03-02,8.0,13.0,9.0,1.0,66.0,12.0,CDUCSU
2019-03-03,8.0,17.0,9.0,1.0,67.0,16.0,CDUCSU
2019-03-04,9.0,17.0,9.0,1.0,67.0,18.0,CDUCSU
2019-03-05,9.0,17.0,9.0,1.0,67.0,18.0,CDUCSU
2019-03-06,9.0,17.0,9.0,1.0,65.0,17.0,CDUCSU
2019-03-07,9.0,17.0,9.0,1.0,65.0,17.0,CDUCSU
2019-03-08,12.0,18.0,9.0,1.0,71.0,20.0,CDUCSU
2019-03-09,12.0,18.0,9.0,1.0,71.0,20.0,CDUCSU
2019-03-10,12.0,18.0,8.0,1.0,71.0,20.0,CDUCSU
2019-03-11,13.0,18.0,8.0,1.0,72.0,20.0,CDUCSU
2019-03-12,13.0,18.0,8.0,1.0,71.0,20.0,CDUCSU
2019-03-13,13.0,18.0,8.0,1.0,70.0,20.0,CDUCSU
2019-03-14,13.0,18.0,8.0,1.0,75.0,21.0,CDUCSU
2019-03-15,13.0,18.0,9.0,1.0,80.0,22.0,CDUCSU
2019-03-16,13.0,18.0,9.0,1.0,82.0,23.0,CDUCSU
2019-03-17,13.0,18.0,9.0,1.0,79.0,23.0,CDUCSU
2019-03-18,16.0,18.0,9.0,1.0,71.0,26.0,CDUCSU
2019-03-19,17.0,18.0,9.0,1.0,66.0,24.0,CDUCSU
2019-03-20,17.0,18.0,9.0,1.0,64.0,22.0,CDUCSU
2019-03-21,17.0,18.0,8.0,1.0,64.0,22.0,CDUCSU
2019-03-22,17.0,18.0,8.0,1.0,63.0,24.0,CDUCSU
2019-03-23,16.0,17.0,8.0,1.0,63.0,24.0,CDUCSU
2019-03-24,15.0,16.0,8.0,1.0,64.0,25.0,CDUCSU
2019-03-25,15.0,15.0,8.0,1.0,63.0,25.0,CDUCSU
2019-03-26,15.0,15.0,8.0,1.0,62.0,24.0,CDUCSU
2019-03-27,15.0,15.0,8.0,1.0,62.0,24.0,CDUCSU
2019-03-28,15.0,15.0,8.0,1.0,63.0,24.0,CDUCSU
2019-03-29,15.0,15.0,8.0,1.0,62.0,23.0,CDUCSU
2019-03-30,11.0,14.0,9.0,1.0,63.0,23.0,CDUCSU
2019-03-31,11.0,14.0,9.0,1.0,62.0,23.0,CDUCSU
2019-04-01,11.0,14.0,8.0,1.0,63.0,23.0,CDUCSU
2019-04-02,11.0,13.0,8.0,1.0,61.0,23.0,CDUCSU
2019-04-03,11.0,13.0,8.0,1.0,62.0,23.0,CDUCSU
2019-04-04,11.0,13.0,9.0,1.0,61.0,23.0,CDUCSU
2019-04-05,11.0,13.0,9.0,1.0,60.0,23.0,CDUCSU
2019-04-06,11.0,13.0,8.0,1.0,60.0,23.0,CDUCSU
2019-04-07,11.0,13.0,7.0,1.0,60.0,24.0,CDUCSU
2019-04-08,11.0,13.0,7.0,1.0,60.0,24.0,CDUCSU
2019-04-09,11.0,13.0,8.0,1.0,59.0,23.0,CDUCSU
2019-04-10,11.0,13.0,8.0,1.0,59.0,22.0,CDUCSU
2019-04-11,11.0,13.0,9.0,1.0,57.0,22.0,CDUCSU
2019-04-12,11.0,13.0,9.0,1.0,57.0,22.0,CDUCSU
2019-04-13,11.0,13.0,9.0,1.0,55.0,22.0,CDUCSU
2019-04-14,11.0,13.0,9.0,1.0,55.0,22.0,CDUCSU
2019-04-15,11.0,13.0,8.0,1.0,54.0,22.0,CDUCSU
2019-04-16,11.0,13.0,8.0,1.0,52.0,22.0,CDUCSU
