,Gender,Geschlecht,tweet_genders,Feminismus,Frauen,Männer,party
2019-06-01,0.0,0.0,4.0,0.0,14.0,5.0,CDUCSU
2019-06-02,0.0,0.0,4.0,0.0,14.0,5.0,CDUCSU
2019-06-03,0.0,0.0,4.0,0.0,16.0,5.0,CDUCSU
2019-06-04,0.0,0.0,5.0,0.0,15.0,5.0,CDUCSU
2019-06-05,0.0,0.0,6.0,0.0,12.0,3.0,CDUCSU
2019-06-06,0.0,0.0,6.0,0.0,12.0,3.0,CDUCSU
2019-06-07,0.0,0.0,6.0,0.0,12.0,3.0,CDUCSU
2019-06-08,0.0,0.0,5.0,0.0,13.0,3.0,CDUCSU
2019-06-09,0.0,0.0,5.0,0.0,12.0,3.0,CDUCSU
2019-06-10,1.0,0.0,5.0,0.0,12.0,3.0,CDUCSU
2019-06-11,1.0,0.0,5.0,0.0,12.0,3.0,CDUCSU
2019-06-12,1.0,0.0,4.0,0.0,13.0,3.0,CDUCSU
2019-06-13,1.0,2.0,4.0,0.0,12.0,3.0,CDUCSU
2019-06-14,1.0,2.0,4.0,0.0,12.0,3.0,CDUCSU
2019-06-15,1.0,2.0,4.0,0.0,12.0,3.0,CDUCSU
2019-06-16,1.0,2.0,4.0,0.0,12.0,3.0,CDUCSU
2019-06-17,1.0,2.0,4.0,0.0,14.0,4.0,CDUCSU
2019-06-18,1.0,2.0,3.0,0.0,15.0,4.0,CDUCSU
2019-06-19,1.0,2.0,3.0,0.0,15.0,4.0,CDUCSU
2019-06-20,1.0,2.0,4.0,0.0,15.0,4.0,CDUCSU
2019-06-21,1.0,2.0,4.0,0.0,14.0,4.0,CDUCSU
2019-06-22,1.0,2.0,4.0,0.0,14.0,3.0,CDUCSU
2019-06-23,1.0,2.0,5.0,0.0,14.0,3.0,CDUCSU
2019-06-24,1.0,2.0,5.0,0.0,14.0,3.0,CDUCSU
2019-06-25,1.0,2.0,5.0,0.0,13.0,2.0,CDUCSU
2019-06-26,1.0,2.0,5.0,0.0,13.0,2.0,CDUCSU
2019-06-27,1.0,2.0,5.0,0.0,12.0,2.0,CDUCSU
2019-06-28,1.0,2.0,5.0,0.0,13.0,2.0,CDUCSU
2019-06-29,1.0,2.0,5.0,0.0,16.0,2.0,CDUCSU
2019-06-30,1.0,2.0,5.0,0.0,16.0,2.0,CDUCSU
2019-07-01,1.0,2.0,5.0,0.0,16.0,3.0,CDUCSU
2019-07-02,1.0,2.0,5.0,0.0,17.0,4.0,CDUCSU
2019-07-03,1.0,2.0,5.0,0.0,15.0,4.0,CDUCSU
2019-07-04,1.0,2.0,4.0,0.0,15.0,3.0,CDUCSU
2019-07-05,1.0,2.0,4.0,0.0,15.0,3.0,CDUCSU
2019-07-06,1.0,2.0,4.0,0.0,15.0,4.0,CDUCSU
2019-07-07,1.0,2.0,4.0,0.0,15.0,4.0,CDUCSU
2019-07-08,1.0,2.0,4.0,0.0,14.0,4.0,CDUCSU
2019-07-09,1.0,2.0,5.0,0.0,14.0,4.0,CDUCSU
2019-07-10,0.0,2.0,5.0,0.0,13.0,4.0,CDUCSU
2019-07-11,0.0,2.0,5.0,0.0,13.0,4.0,CDUCSU
2019-07-12,0.0,2.0,7.0,0.0,13.0,4.0,CDUCSU
2019-07-13,0.0,0.0,7.0,0.0,13.0,4.0,CDUCSU
2019-07-14,0.0,0.0,6.0,0.0,13.0,4.0,CDUCSU
2019-07-15,0.0,0.0,6.0,0.0,14.0,4.0,CDUCSU
2019-07-16,0.0,0.0,6.0,0.0,17.0,4.0,CDUCSU
2019-07-17,0.0,0.0,7.0,0.0,17.0,3.0,CDUCSU
2019-07-18,0.0,0.0,7.0,0.0,19.0,6.0,CDUCSU
2019-07-19,0.0,0.0,7.0,0.0,19.0,6.0,CDUCSU
2019-07-20,0.0,0.0,6.0,0.0,21.0,8.0,CDUCSU
2019-07-21,0.0,0.0,6.0,0.0,20.0,8.0,CDUCSU
2019-07-22,0.0,0.0,6.0,0.0,19.0,8.0,CDUCSU
2019-07-23,0.0,0.0,5.0,0.0,19.0,9.0,CDUCSU
2019-07-24,0.0,0.0,5.0,0.0,21.0,9.0,CDUCSU
2019-07-25,0.0,0.0,5.0,0.0,21.0,9.0,CDUCSU
2019-07-26,0.0,0.0,5.0,0.0,21.0,9.0,CDUCSU
2019-07-27,0.0,0.0,5.0,0.0,20.0,9.0,CDUCSU
2019-07-28,0.0,0.0,5.0,0.0,19.0,9.0,CDUCSU
2019-07-29,0.0,0.0,5.0,0.0,17.0,9.0,CDUCSU
2019-07-30,0.0,0.0,5.0,0.0,17.0,9.0,CDUCSU
2019-07-31,0.0,0.0,5.0,0.0,17.0,8.0,CDUCSU
2019-08-01,0.0,0.0,5.0,0.0,17.0,7.0,CDUCSU
2019-08-02,0.0,0.0,5.0,0.0,17.0,7.0,CDUCSU
2019-08-03,0.0,0.0,5.0,0.0,17.0,7.0,CDUCSU
2019-08-04,0.0,0.0,4.0,0.0,17.0,7.0,CDUCSU
2019-08-05,0.0,0.0,4.0,0.0,17.0,6.0,CDUCSU
2019-08-06,0.0,0.0,4.0,0.0,18.0,6.0,CDUCSU
2019-08-07,0.0,0.0,4.0,0.0,18.0,6.0,CDUCSU
2019-08-08,0.0,0.0,3.0,0.0,17.0,6.0,CDUCSU
2019-08-09,0.0,0.0,3.0,0.0,17.0,6.0,CDUCSU
2019-08-10,0.0,1.0,3.0,0.0,18.0,6.0,CDUCSU
2019-08-11,0.0,1.0,1.0,0.0,17.0,6.0,CDUCSU
2019-08-12,0.0,1.0,1.0,0.0,17.0,6.0,CDUCSU
2019-08-13,0.0,1.0,1.0,0.0,17.0,6.0,CDUCSU
2019-08-14,0.0,1.0,1.0,0.0,16.0,6.0,CDUCSU
2019-08-15,0.0,1.0,2.0,0.0,14.0,7.0,CDUCSU
2019-08-16,0.0,1.0,1.0,0.0,12.0,7.0,CDUCSU
2019-08-17,0.0,1.0,1.0,0.0,10.0,4.0,CDUCSU
2019-08-18,0.0,1.0,1.0,0.0,10.0,4.0,CDUCSU
2019-08-19,0.0,2.0,1.0,0.0,8.0,2.0,CDUCSU
2019-08-20,0.0,2.0,1.0,0.0,8.0,2.0,CDUCSU
2019-08-21,0.0,2.0,1.0,0.0,8.0,2.0,CDUCSU
2019-08-22,0.0,2.0,1.0,0.0,9.0,1.0,CDUCSU
2019-08-23,0.0,2.0,1.0,0.0,7.0,1.0,CDUCSU
2019-08-24,0.0,2.0,1.0,0.0,8.0,1.0,CDUCSU
2019-08-25,0.0,2.0,1.0,0.0,8.0,1.0,CDUCSU
2019-08-26,0.0,2.0,1.0,0.0,8.0,1.0,CDUCSU
2019-08-27,0.0,2.0,1.0,0.0,8.0,1.0,CDUCSU
2019-08-28,0.0,2.0,1.0,0.0,9.0,1.0,CDUCSU
2019-08-29,0.0,2.0,1.0,0.0,9.0,1.0,CDUCSU
2019-08-30,0.0,2.0,1.0,0.0,11.0,2.0,CDUCSU
2019-08-31,0.0,2.0,1.0,0.0,11.0,3.0,CDUCSU
2019-09-01,0.0,2.0,1.0,0.0,11.0,4.0,CDUCSU
2019-09-02,0.0,2.0,1.0,0.0,11.0,5.0,CDUCSU
2019-09-03,0.0,2.0,1.0,0.0,11.0,5.0,CDUCSU
2019-09-04,0.0,2.0,1.0,0.0,11.0,5.0,CDUCSU
2019-09-05,0.0,2.0,1.0,0.0,10.0,5.0,CDUCSU
2019-09-06,0.0,2.0,1.0,0.0,10.0,5.0,CDUCSU
2019-09-07,1.0,2.0,1.0,0.0,11.0,5.0,CDUCSU
2019-09-08,1.0,2.0,1.0,0.0,11.0,5.0,CDUCSU
2019-09-09,1.0,1.0,2.0,0.0,11.0,5.0,CDUCSU
2019-09-10,1.0,1.0,2.0,0.0,11.0,5.0,CDUCSU
2019-09-11,1.0,1.0,2.0,0.0,11.0,5.0,CDUCSU
2019-09-12,1.0,1.0,2.0,0.0,15.0,5.0,CDUCSU
2019-09-13,1.0,1.0,2.0,0.0,17.0,7.0,CDUCSU
2019-09-14,1.0,1.0,1.0,0.0,18.0,6.0,CDUCSU
2019-09-15,1.0,1.0,1.0,0.0,19.0,6.0,CDUCSU
2019-09-16,1.0,1.0,1.0,0.0,18.0,6.0,CDUCSU
2019-09-17,1.0,1.0,1.0,0.0,18.0,6.0,CDUCSU
2019-09-18,1.0,0.0,1.0,0.0,18.0,6.0,CDUCSU
2019-09-19,1.0,0.0,1.0,0.0,19.0,6.0,CDUCSU
2019-09-20,1.0,0.0,1.0,0.0,19.0,6.0,CDUCSU
2019-09-21,1.0,0.0,1.0,0.0,19.0,6.0,CDUCSU
2019-09-22,1.0,0.0,1.0,0.0,19.0,6.0,CDUCSU
2019-09-23,1.0,1.0,1.0,0.0,19.0,6.0,CDUCSU
2019-09-24,1.0,1.0,1.0,0.0,19.0,6.0,CDUCSU
2019-09-25,1.0,1.0,1.0,0.0,20.0,6.0,CDUCSU
2019-09-26,1.0,1.0,1.0,0.0,20.0,6.0,CDUCSU
2019-09-27,1.0,1.0,1.0,0.0,18.0,6.0,CDUCSU
2019-09-28,1.0,1.0,1.0,0.0,19.0,6.0,CDUCSU
2019-09-29,1.0,1.0,1.0,0.0,19.0,5.0,CDUCSU
2019-09-30,1.0,1.0,1.0,0.0,18.0,4.0,CDUCSU
2019-10-01,1.0,2.0,1.0,0.0,18.0,3.0,CDUCSU
2019-10-02,1.0,2.0,1.0,0.0,18.0,2.0,CDUCSU
2019-10-03,1.0,2.0,1.0,0.0,18.0,2.0,CDUCSU
2019-10-04,1.0,2.0,1.0,0.0,18.0,2.0,CDUCSU
2019-10-05,1.0,2.0,1.0,0.0,18.0,2.0,CDUCSU
2019-10-06,1.0,2.0,1.0,0.0,18.0,2.0,CDUCSU
2019-10-07,0.0,2.0,1.0,0.0,17.0,2.0,CDUCSU
2019-10-08,0.0,2.0,2.0,0.0,17.0,2.0,CDUCSU
2019-10-09,0.0,2.0,1.0,0.0,16.0,3.0,CDUCSU
2019-10-10,0.0,2.0,1.0,0.0,17.0,3.0,CDUCSU
2019-10-11,0.0,2.0,1.0,0.0,17.0,3.0,CDUCSU
2019-10-12,0.0,2.0,1.0,0.0,13.0,3.0,CDUCSU
2019-10-13,0.0,2.0,1.0,0.0,11.0,1.0,CDUCSU
2019-10-14,0.0,2.0,1.0,0.0,9.0,1.0,CDUCSU
2019-10-15,0.0,2.0,1.0,0.0,9.0,1.0,CDUCSU
2019-10-16,0.0,2.0,1.0,0.0,10.0,1.0,CDUCSU
2019-10-17,0.0,2.0,1.0,0.0,10.0,1.0,CDUCSU
2019-10-18,0.0,2.0,1.0,0.0,10.0,1.0,CDUCSU
2019-10-19,0.0,2.0,2.0,0.0,13.0,3.0,CDUCSU
2019-10-20,1.0,2.0,2.0,0.0,13.0,3.0,CDUCSU
2019-10-21,1.0,2.0,2.0,0.0,13.0,3.0,CDUCSU
2019-10-22,1.0,2.0,2.0,0.0,13.0,3.0,CDUCSU
2019-10-23,1.0,1.0,2.0,0.0,13.0,3.0,CDUCSU
2019-10-24,1.0,1.0,2.0,0.0,13.0,3.0,CDUCSU
2019-10-25,1.0,1.0,2.0,0.0,12.0,3.0,CDUCSU
2019-10-26,1.0,1.0,2.0,0.0,12.0,3.0,CDUCSU
2019-10-27,1.0,1.0,2.0,0.0,13.0,4.0,CDUCSU
2019-10-28,1.0,1.0,2.0,0.0,12.0,4.0,CDUCSU
2019-10-29,1.0,1.0,2.0,0.0,11.0,4.0,CDUCSU
2019-10-30,1.0,1.0,2.0,0.0,11.0,4.0,CDUCSU
2019-10-31,1.0,0.0,2.0,0.0,13.0,5.0,CDUCSU
2019-11-01,1.0,0.0,2.0,0.0,14.0,6.0,CDUCSU
2019-11-02,1.0,0.0,2.0,0.0,15.0,6.0,CDUCSU
2019-11-03,1.0,0.0,2.0,0.0,15.0,7.0,CDUCSU
2019-11-04,1.0,0.0,3.0,0.0,17.0,7.0,CDUCSU
2019-11-05,1.0,0.0,3.0,0.0,17.0,7.0,CDUCSU
2019-11-06,1.0,0.0,3.0,0.0,17.0,7.0,CDUCSU
2019-11-07,1.0,0.0,2.0,0.0,17.0,7.0,CDUCSU
2019-11-08,1.0,0.0,2.0,0.0,17.0,6.0,CDUCSU
2019-11-09,1.0,0.0,2.0,0.0,16.0,6.0,CDUCSU
2019-11-10,2.0,0.0,2.0,0.0,18.0,9.0,CDUCSU
2019-11-11,2.0,0.0,2.0,0.0,18.0,9.0,CDUCSU
2019-11-12,2.0,0.0,2.0,0.0,19.0,9.0,CDUCSU
2019-11-13,2.0,0.0,2.0,0.0,19.0,9.0,CDUCSU
2019-11-14,2.0,0.0,3.0,0.0,19.0,9.0,CDUCSU
2019-11-15,2.0,0.0,3.0,0.0,20.0,9.0,CDUCSU
2019-11-16,2.0,0.0,3.0,0.0,21.0,9.0,CDUCSU
2019-11-17,2.0,0.0,3.0,0.0,21.0,9.0,CDUCSU
2019-11-18,2.0,0.0,2.0,0.0,17.0,7.0,CDUCSU
2019-11-19,1.0,0.0,2.0,0.0,17.0,7.0,CDUCSU
2019-11-20,1.0,0.0,2.0,0.0,16.0,7.0,CDUCSU
2019-11-21,1.0,0.0,2.0,0.0,16.0,7.0,CDUCSU
2019-11-22,1.0,0.0,2.0,0.0,18.0,9.0,CDUCSU
2019-11-23,1.0,0.0,2.0,0.0,20.0,10.0,CDUCSU
2019-11-24,1.0,0.0,2.0,0.0,20.0,10.0,CDUCSU
2019-11-25,1.0,0.0,2.0,0.0,25.0,10.0,CDUCSU
2019-11-26,1.0,0.0,2.0,0.0,24.0,9.0,CDUCSU
2019-11-27,1.0,0.0,2.0,0.0,25.0,9.0,CDUCSU
2019-11-28,1.0,0.0,2.0,0.0,24.0,9.0,CDUCSU
2019-11-29,1.0,0.0,3.0,0.0,24.0,9.0,CDUCSU
2019-11-30,1.0,0.0,4.0,0.0,22.0,8.0,CDUCSU
2019-12-01,1.0,0.0,4.0,0.0,21.0,7.0,CDUCSU
2019-12-02,1.0,0.0,4.0,0.0,20.0,7.0,CDUCSU
2019-12-03,1.0,0.0,4.0,0.0,20.0,6.0,CDUCSU
2019-12-04,1.0,0.0,3.0,0.0,19.0,6.0,CDUCSU
2019-12-05,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2019-12-06,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2019-12-07,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2019-12-08,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2019-12-09,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2019-12-10,0.0,0.0,3.0,0.0,17.0,4.0,CDUCSU
2019-12-11,0.0,0.0,3.0,0.0,17.0,4.0,CDUCSU
2019-12-12,0.0,0.0,3.0,0.0,16.0,4.0,CDUCSU
2019-12-13,0.0,0.0,3.0,0.0,16.0,4.0,CDUCSU
2019-12-14,0.0,0.0,2.0,0.0,15.0,6.0,CDUCSU
2019-12-15,0.0,0.0,2.0,0.0,13.0,6.0,CDUCSU
2019-12-16,0.0,0.0,2.0,0.0,12.0,7.0,CDUCSU
2019-12-17,0.0,0.0,2.0,0.0,12.0,7.0,CDUCSU
2019-12-18,0.0,0.0,2.0,0.0,12.0,7.0,CDUCSU
2019-12-19,0.0,0.0,2.0,0.0,12.0,7.0,CDUCSU
2019-12-20,0.0,0.0,3.0,0.0,13.0,7.0,CDUCSU
2019-12-21,0.0,0.0,3.0,0.0,13.0,7.0,CDUCSU
2019-12-22,0.0,0.0,3.0,0.0,12.0,5.0,CDUCSU
2019-12-23,0.0,0.0,3.0,0.0,10.0,4.0,CDUCSU
2019-12-24,0.0,0.0,3.0,0.0,10.0,4.0,CDUCSU
2019-12-25,0.0,1.0,3.0,0.0,5.0,4.0,CDUCSU
2019-12-26,0.0,1.0,3.0,0.0,5.0,4.0,CDUCSU
2019-12-27,0.0,1.0,3.0,0.0,4.0,4.0,CDUCSU
2019-12-28,0.0,1.0,3.0,0.0,4.0,4.0,CDUCSU
2019-12-29,0.0,1.0,2.0,0.0,4.0,4.0,CDUCSU
2019-12-30,0.0,1.0,1.0,0.0,4.0,4.0,CDUCSU
2019-12-31,0.0,1.0,1.0,0.0,4.0,4.0,CDUCSU
2020-01-01,0.0,1.0,1.0,0.0,4.0,4.0,CDUCSU
2020-01-02,0.0,1.0,1.0,0.0,4.0,4.0,CDUCSU
2020-01-03,2.0,1.0,3.0,0.0,3.0,4.0,CDUCSU
2020-01-04,2.0,1.0,3.0,0.0,3.0,3.0,CDUCSU
2020-01-05,2.0,1.0,3.0,0.0,3.0,3.0,CDUCSU
2020-01-06,2.0,1.0,3.0,0.0,3.0,3.0,CDUCSU
2020-01-07,2.0,1.0,3.0,0.0,3.0,3.0,CDUCSU
2020-01-08,2.0,1.0,3.0,0.0,3.0,3.0,CDUCSU
2020-01-09,2.0,1.0,3.0,0.0,4.0,3.0,CDUCSU
2020-01-10,2.0,1.0,3.0,0.0,4.0,3.0,CDUCSU
2020-01-11,2.0,1.0,3.0,0.0,4.0,3.0,CDUCSU
2020-01-12,3.0,1.0,4.0,0.0,5.0,3.0,CDUCSU
2020-01-13,3.0,1.0,4.0,0.0,5.0,1.0,CDUCSU
2020-01-14,3.0,1.0,4.0,0.0,5.0,2.0,CDUCSU
2020-01-15,3.0,1.0,4.0,0.0,5.0,1.0,CDUCSU
2020-01-16,3.0,1.0,4.0,0.0,5.0,1.0,CDUCSU
2020-01-17,3.0,1.0,4.0,0.0,5.0,1.0,CDUCSU
2020-01-18,3.0,1.0,5.0,0.0,5.0,1.0,CDUCSU
2020-01-19,3.0,1.0,5.0,0.0,4.0,1.0,CDUCSU
2020-01-20,3.0,1.0,5.0,0.0,5.0,2.0,CDUCSU
2020-01-21,3.0,1.0,5.0,0.0,5.0,2.0,CDUCSU
2020-01-22,3.0,1.0,5.0,0.0,9.0,2.0,CDUCSU
2020-01-23,3.0,1.0,6.0,0.0,10.0,2.0,CDUCSU
2020-01-24,3.0,0.0,6.0,0.0,10.0,4.0,CDUCSU
2020-01-25,3.0,0.0,6.0,0.0,10.0,4.0,CDUCSU
2020-01-26,3.0,0.0,6.0,0.0,10.0,4.0,CDUCSU
2020-01-27,3.0,0.0,6.0,0.0,10.0,4.0,CDUCSU
2020-01-28,3.0,0.0,7.0,0.0,10.0,4.0,CDUCSU
2020-01-29,3.0,0.0,7.0,0.0,11.0,4.0,CDUCSU
2020-01-30,3.0,0.0,7.0,0.0,12.0,4.0,CDUCSU
2020-01-31,3.0,0.0,7.0,0.0,13.0,4.0,CDUCSU
2020-02-01,3.0,0.0,7.0,0.0,13.0,4.0,CDUCSU
2020-02-02,1.0,0.0,5.0,0.0,14.0,4.0,CDUCSU
2020-02-03,1.0,0.0,5.0,0.0,14.0,4.0,CDUCSU
2020-02-04,1.0,0.0,5.0,0.0,16.0,4.0,CDUCSU
2020-02-05,1.0,0.0,5.0,0.0,16.0,4.0,CDUCSU
2020-02-06,1.0,0.0,5.0,0.0,17.0,4.0,CDUCSU
2020-02-07,1.0,0.0,5.0,0.0,18.0,4.0,CDUCSU
2020-02-08,1.0,0.0,5.0,0.0,17.0,4.0,CDUCSU
2020-02-09,1.0,0.0,5.0,0.0,17.0,4.0,CDUCSU
2020-02-10,1.0,0.0,5.0,0.0,17.0,4.0,CDUCSU
2020-02-11,0.0,0.0,4.0,0.0,17.0,5.0,CDUCSU
2020-02-12,0.0,0.0,4.0,0.0,21.0,5.0,CDUCSU
2020-02-13,0.0,0.0,6.0,0.0,21.0,4.0,CDUCSU
2020-02-14,0.0,0.0,6.0,0.0,21.0,6.0,CDUCSU
2020-02-15,1.0,0.0,6.0,0.0,21.0,6.0,CDUCSU
2020-02-16,1.0,0.0,6.0,0.0,21.0,6.0,CDUCSU
2020-02-17,1.0,0.0,5.0,0.0,21.0,6.0,CDUCSU
2020-02-18,1.0,0.0,4.0,0.0,24.0,7.0,CDUCSU
2020-02-19,1.0,0.0,4.0,0.0,24.0,9.0,CDUCSU
2020-02-20,1.0,0.0,4.0,0.0,22.0,9.0,CDUCSU
2020-02-21,1.0,0.0,4.0,0.0,19.0,9.0,CDUCSU
2020-02-22,1.0,0.0,3.0,0.0,19.0,9.0,CDUCSU
2020-02-23,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2020-02-24,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2020-02-25,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2020-02-26,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2020-02-27,1.0,0.0,2.0,0.0,19.0,7.0,CDUCSU
2020-02-28,1.0,0.0,2.0,0.0,18.0,7.0,CDUCSU
2020-02-29,1.0,0.0,3.0,0.0,17.0,7.0,CDUCSU
2020-03-01,1.0,0.0,3.0,0.0,16.0,7.0,CDUCSU
2020-03-02,1.0,0.0,3.0,0.0,18.0,7.0,CDUCSU
2020-03-03,1.0,0.0,3.0,0.0,17.0,7.0,CDUCSU
2020-03-04,1.0,0.0,3.0,0.0,19.0,7.0,CDUCSU
2020-03-05,1.0,0.0,3.0,0.0,17.0,7.0,CDUCSU
2020-03-06,1.0,0.0,4.0,0.0,21.0,8.0,CDUCSU
2020-03-07,1.0,0.0,4.0,0.0,20.0,9.0,CDUCSU
2020-03-08,1.0,0.0,4.0,0.0,25.0,9.0,CDUCSU
2020-03-09,1.0,0.0,5.0,0.0,25.0,9.0,CDUCSU
2020-03-10,1.0,0.0,7.0,0.0,25.0,9.0,CDUCSU
2020-03-11,1.0,0.0,8.0,0.0,25.0,9.0,CDUCSU
2020-03-12,1.0,0.0,8.0,0.0,24.0,8.0,CDUCSU
2020-03-13,1.0,0.0,8.0,0.0,20.0,8.0,CDUCSU
2020-03-14,1.0,0.0,6.0,0.0,21.0,8.0,CDUCSU
2020-03-15,1.0,0.0,6.0,0.0,21.0,6.0,CDUCSU
2020-03-16,0.0,0.0,6.0,0.0,22.0,7.0,CDUCSU
2020-03-17,0.0,0.0,6.0,0.0,22.0,7.0,CDUCSU
2020-03-18,0.0,0.0,6.0,0.0,22.0,7.0,CDUCSU
2020-03-19,0.0,0.0,6.0,0.0,19.0,6.0,CDUCSU
2020-03-20,0.0,0.0,6.0,0.0,19.0,4.0,CDUCSU
2020-03-21,0.0,0.0,6.0,0.0,19.0,4.0,CDUCSU
2020-03-22,0.0,0.0,6.0,0.0,18.0,5.0,CDUCSU
2020-03-23,0.0,0.0,6.0,0.0,17.0,5.0,CDUCSU
2020-03-24,0.0,0.0,6.0,0.0,19.0,5.0,CDUCSU
2020-03-25,0.0,0.0,6.0,0.0,19.0,5.0,CDUCSU
2020-03-26,0.0,0.0,6.0,0.0,19.0,5.0,CDUCSU
2020-03-27,0.0,0.0,6.0,0.0,19.0,5.0,CDUCSU
2020-03-28,0.0,0.0,6.0,0.0,20.0,5.0,CDUCSU
2020-03-29,0.0,0.0,6.0,0.0,20.0,5.0,CDUCSU
2020-03-30,0.0,0.0,5.0,0.0,20.0,5.0,CDUCSU
2020-03-31,0.0,0.0,5.0,0.0,20.0,5.0,CDUCSU
2020-04-01,0.0,0.0,6.0,0.0,20.0,7.0,CDUCSU
2020-04-02,0.0,0.0,6.0,0.0,21.0,8.0,CDUCSU
2020-04-03,0.0,0.0,6.0,0.0,19.0,8.0,CDUCSU
2020-04-04,0.0,0.0,7.0,0.0,20.0,8.0,CDUCSU
2020-04-05,0.0,0.0,6.0,0.0,16.0,7.0,CDUCSU
2020-04-06,0.0,0.0,6.0,0.0,16.0,6.0,CDUCSU
2020-04-07,0.0,0.0,8.0,0.0,10.0,6.0,CDUCSU
2020-04-08,0.0,0.0,11.0,0.0,10.0,6.0,CDUCSU
2020-04-09,0.0,0.0,9.0,0.0,10.0,6.0,CDUCSU
2020-04-10,0.0,0.0,8.0,0.0,10.0,6.0,CDUCSU
2020-04-11,0.0,0.0,8.0,0.0,10.0,6.0,CDUCSU
2020-04-12,0.0,0.0,8.0,0.0,10.0,6.0,CDUCSU
2020-04-13,0.0,0.0,8.0,0.0,9.0,6.0,CDUCSU
2020-04-14,0.0,0.0,8.0,0.0,9.0,6.0,CDUCSU
2020-04-15,0.0,0.0,8.0,0.0,8.0,5.0,CDUCSU
2020-04-16,0.0,0.0,8.0,0.0,8.0,5.0,CDUCSU
2020-04-17,0.0,0.0,8.0,0.0,9.0,5.0,CDUCSU
2020-04-18,0.0,1.0,8.0,0.0,12.0,6.0,CDUCSU
2020-04-19,0.0,1.0,8.0,0.0,12.0,5.0,CDUCSU
2020-04-20,0.0,1.0,8.0,0.0,12.0,5.0,CDUCSU
2020-04-21,0.0,1.0,8.0,0.0,13.0,5.0,CDUCSU
2020-04-22,0.0,1.0,8.0,0.0,13.0,5.0,CDUCSU
2020-04-23,0.0,1.0,8.0,0.0,11.0,5.0,CDUCSU
2020-04-24,0.0,1.0,8.0,0.0,11.0,5.0,CDUCSU
2020-04-25,0.0,1.0,8.0,0.0,12.0,5.0,CDUCSU
2020-04-26,0.0,1.0,8.0,0.0,12.0,5.0,CDUCSU
2020-04-27,0.0,1.0,8.0,0.0,11.0,5.0,CDUCSU
2020-04-28,0.0,1.0,8.0,0.0,11.0,5.0,CDUCSU
2020-04-29,0.0,1.0,8.0,0.0,11.0,6.0,CDUCSU
2020-04-30,0.0,1.0,8.0,0.0,11.0,6.0,CDUCSU
2020-05-01,0.0,1.0,7.0,0.0,10.0,5.0,CDUCSU
2020-05-02,0.0,1.0,7.0,0.0,9.0,4.0,CDUCSU
2020-05-03,0.0,1.0,7.0,0.0,9.0,4.0,CDUCSU
2020-05-04,0.0,1.0,6.0,0.0,9.0,5.0,CDUCSU
2020-05-05,0.0,1.0,7.0,0.0,9.0,5.0,CDUCSU
2020-05-06,0.0,1.0,7.0,0.0,9.0,5.0,CDUCSU
2020-05-07,0.0,2.0,5.0,0.0,9.0,5.0,CDUCSU
2020-05-08,0.0,2.0,1.0,0.0,9.0,5.0,CDUCSU
2020-05-09,0.0,2.0,1.0,0.0,9.0,5.0,CDUCSU
2020-05-10,0.0,2.0,1.0,0.0,9.0,5.0,CDUCSU
2020-05-11,0.0,2.0,3.0,0.0,9.0,5.0,CDUCSU
2020-05-12,0.0,2.0,3.0,0.0,9.0,5.0,CDUCSU
2020-05-13,0.0,2.0,4.0,0.0,9.0,5.0,CDUCSU
2020-05-14,0.0,2.0,4.0,0.0,13.0,7.0,CDUCSU
2020-05-15,0.0,2.0,5.0,0.0,13.0,7.0,CDUCSU
2020-05-16,0.0,3.0,5.0,0.0,14.0,8.0,CDUCSU
2020-05-17,0.0,4.0,5.0,0.0,13.0,8.0,CDUCSU
2020-05-18,0.0,6.0,5.0,0.0,12.0,8.0,CDUCSU
2020-05-19,0.0,6.0,5.0,0.0,11.0,8.0,CDUCSU
2020-05-20,0.0,6.0,5.0,0.0,13.0,8.0,CDUCSU
2020-05-21,0.0,6.0,5.0,0.0,13.0,9.0,CDUCSU
2020-05-22,0.0,6.0,5.0,0.0,13.0,9.0,CDUCSU
2020-05-23,0.0,6.0,5.0,0.0,14.0,9.0,CDUCSU
2020-05-24,0.0,6.0,7.0,0.0,14.0,9.0,CDUCSU
2020-05-25,0.0,6.0,7.0,0.0,14.0,10.0,CDUCSU
2020-05-26,0.0,6.0,7.0,0.0,16.0,10.0,CDUCSU
2020-05-27,0.0,6.0,8.0,0.0,16.0,10.0,CDUCSU
2020-05-28,0.0,6.0,9.0,0.0,16.0,10.0,CDUCSU
2020-05-29,0.0,6.0,10.0,0.0,16.0,9.0,CDUCSU
2020-05-30,0.0,6.0,10.0,0.0,16.0,9.0,CDUCSU
2020-05-31,1.0,6.0,10.0,0.0,16.0,8.0,CDUCSU
2020-06-01,2.0,6.0,10.0,0.0,17.0,8.0,CDUCSU
