hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
ich,8892,1153,1783,2044,873,1325,1714
bundestag,5888,688,1086,1240,1353,811,710
bundesregierung,3287,125,940,1012,385,117,708
politik,3144,346,670,814,317,446,551
mein,2173,291,441,501,244,330,366
demokratie,2053,307,391,380,263,395,317
afd,2007,94,77,136,1570,80,50
regierung,1904,135,302,483,346,216,422
politisch,1743,250,379,327,231,257,299
jahr,1641,148,438,379,173,258,245
cdu,1636,220,458,452,165,202,139
und,1492,145,336,363,164,293,191
spd,1407,136,403,302,76,345,145
corona,1382,145,174,325,220,131,387
brauchen,1345,119,435,297,63,161,270
berlin,1313,107,56,84,916,88,62
mensch,1276,128,321,349,76,197,205
antrag,1147,73,317,377,74,66,240
maßnahme,1071,126,206,190,90,155,304
ergebnis,1057,177,177,186,101,207,209
abgeordnete,968,87,171,337,72,179,122
mal,957,110,151,249,104,171,172
deutschland,954,97,147,228,201,103,178
land,953,155,159,180,103,160,196
aber,937,77,155,273,97,166,169
parlament,924,100,152,199,69,96,308
groko,921,19,327,218,21,75,261
in,916,106,191,224,124,143,128
fdp,914,39,121,233,75,45,401
stehen,893,129,191,214,100,127,132
innen,886,9,364,322,10,162,19
brandner,881,0,4,1,875,1,0
kollege,869,208,113,103,83,184,178
mehrheit,864,91,125,281,89,161,117
politische,829,122,155,151,105,130,166
wenn,822,78,125,201,102,111,205
fraktion,819,109,135,154,134,157,130
frage,816,120,195,179,65,102,155
wahlkreis,814,230,160,93,39,193,99
reden,790,112,185,189,78,131,95
ein,786,107,151,173,86,104,165
heute,784,129,149,156,140,114,96
koalition,783,82,214,147,39,124,177
csu,774,38,383,160,41,83,69
partei,773,104,109,250,114,106,90
zeigen,758,97,167,128,82,131,153
noafd,743,93,183,303,1,87,76
grün,737,55,325,125,78,59,95
was,724,56,159,190,86,105,128
union,721,85,146,274,21,115,80
politiker,719,105,75,196,148,85,110
fordern,711,34,183,197,82,61,154
wichtig,711,107,158,156,47,133,110
wer,705,83,142,185,92,86,117
zeit,703,65,188,170,55,103,122
bleiben,688,85,133,172,71,93,134
thema,671,118,124,139,97,87,106
grüne,669,80,169,112,80,79,149
mit,666,101,155,145,76,81,108
so,658,51,157,131,108,105,106
finden,657,67,119,200,49,92,130
pandemie,656,80,147,150,17,81,181
klaren,646,92,140,125,53,92,144
klimaschutz,646,39,409,99,8,69,22
minister,645,75,149,123,46,94,158
regieren,623,87,143,132,37,130,94
gut,623,108,161,108,36,90,120
sich,621,75,148,144,46,99,109
für,615,74,152,152,67,86,84
stellen,614,68,92,146,92,81,135
eu,603,55,129,161,58,81,119
wirholendasdirektmandat,602,0,0,0,602,0,0
linke,594,71,44,362,50,17,50
gera,593,1,0,0,592,0,0
sein,584,75,123,123,62,89,112
merkel,582,41,85,118,215,25,98
afghanistan,580,32,231,172,36,42,67
wk194,580,0,0,0,580,0,0
sehen,573,49,112,131,67,93,121
