hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
#bundestag,3060,353,491,534,1138,272,272
#afd,1541,43,20,9,1416,36,17
#berlin,1015,41,12,26,884,24,28
#bundesregierung,977,29,164,349,220,12,203
#brandner,864,0,3,1,860,0,0
#corona,820,88,85,228,143,66,210
#noafd,743,93,183,303,1,87,76
#cdu,692,95,162,227,87,71,50
#wirholendasdirektmandat,605,0,0,0,605,0,0
#gera,582,0,0,0,582,0,0
#wk194,580,0,0,0,580,0,0
#greiz,549,0,0,0,549,0,0
#altenburgerland,537,0,0,0,537,0,0
#groko,513,10,214,119,14,41,115
#deutschlandabernormal,509,0,0,0,509,0,0
#demokratie,467,74,80,80,79,79,75
#afghanistan,462,20,199,134,29,29,51
#btw21,458,41,147,147,29,30,64
#spd,442,43,104,90,36,133,36
#thüringen,385,3,1,7,363,3,8
#laschet,367,16,171,102,22,33,23
#klimaschutz,350,15,243,49,4,30,9
#csu,341,16,136,103,26,28,32
#fdp,333,7,45,58,37,18,168
#merkel,328,17,40,64,139,11,57
#wirecard,296,63,42,127,4,24,36
#brandnerunterwegs,232,0,0,0,232,0,0
#lockdown,230,16,12,32,92,9,69
#scholz,214,36,86,56,10,15,11
#altenburg,211,0,0,0,211,0,0
#linke,182,16,3,142,9,4,8
#eu,181,24,36,46,16,24,35
#deutschland,175,22,15,22,57,18,41
#triell,172,20,111,14,3,17,7
#covid19,159,12,41,28,37,9,32
#infektionsschutzgesetz,149,16,4,30,37,6,56
#spahn,144,3,22,72,21,8,18
#pandemie,137,25,26,49,4,15,18
#usa,125,27,22,37,13,7,19
#freiheit,125,14,6,1,67,8,29
#mpk,120,9,21,16,4,2,68
#cdurausausderregierung,120,1,0,119,0,0,0
#baerbock,119,11,38,24,23,9,14
#allesistdrin,117,0,116,1,0,0,0
#scheuer,115,0,61,36,1,6,11
#politik,115,24,11,12,13,46,9
#impfstoff,106,10,9,40,12,3,32
#grüne,105,14,34,19,15,14,9
#korruption,104,1,10,51,22,17,3
#nrw,103,3,36,9,18,27,10
#bundeswehr,102,17,6,50,11,7,11
#union,101,10,18,40,3,21,9
#klimakrise,100,0,68,18,0,13,1
#trump,97,10,23,27,7,19,11
#grünen,96,26,6,12,29,6,17
#bundestagswahl,96,11,24,20,24,7,10
#mietendeckel,94,6,8,56,2,2,20
#grundrechte,91,1,1,10,53,3,23
#btw2021,88,10,20,21,15,12,10
#cducsu,87,15,38,20,5,7,2
#türkei,84,0,11,61,1,8,3
#vielzutun,83,0,1,0,0,0,82
#lieferkettengesetz,82,8,20,30,4,16,4
#ltwbw21,82,5,26,4,13,13,21
#dielinke,82,0,0,80,0,0,2
#r2g,80,18,2,21,5,7,27
#europa,80,21,27,8,4,10,10
#seehofer,77,0,29,24,10,4,10
#belarus,76,9,29,2,0,24,12
#afdimbundestag,75,0,0,0,75,0,0
#sachsenanhalt,75,26,8,7,21,6,7
#digitalisierung,75,11,33,4,1,7,19
#russland,74,8,15,19,6,13,13
#antifa,74,1,0,34,38,0,1
#transparenz,70,2,17,18,1,27,5
#menschenrechte,70,5,14,22,6,16,7
#schwarzerfilz,69,0,60,2,0,7,0
#wegenmorgen,69,47,7,12,2,0,1
#wahlkreis,68,40,4,5,14,3,2
#grundgesetz,68,3,7,16,23,6,13
#capitol,68,11,10,17,5,12,13
#coronakrise,68,1,10,39,13,0,5
#china,66,8,22,7,3,10,16
#söder,66,2,20,12,17,3,12
#brandnerimgespräch,65,0,0,0,65,0,0
#regierungserklärung,63,2,5,4,3,0,49
#erdogan,63,0,20,37,2,1,3
#nawalny,63,13,18,8,3,6,15
#nurnochafd,62,0,0,0,62,0,0
#bundesnotbremse,61,1,0,13,17,3,27
#bverfg,61,4,17,8,9,3,20
#bildung,61,11,21,14,1,2,12
#merz,60,2,10,36,4,4,4
#hartziv,60,0,11,42,0,3,4
#lobbyregister,60,1,13,23,1,18,4
#homeoffice,58,6,24,15,1,2,10
#coronavirus,57,8,2,11,19,0,17
#wahlkampf,57,5,4,5,24,10,9
#verfassungsschutz,57,2,6,15,25,3,6
#klima,57,5,29,5,3,12,3
#biden,57,5,14,21,3,8,6
#maaßen,56,2,17,24,2,10,1
#stufenplan,55,1,9,1,1,0,43
#impfen,54,7,5,10,7,8,17
#pflege,52,8,17,9,0,18,0
#ausgangssperre,52,2,0,10,15,2,23
#staatstrojaner,52,0,9,19,0,3,21
#impfung,52,8,4,6,11,4,19
#erfurt,52,1,0,0,51,0,0
#cumex,51,7,16,23,0,2,3
#machtdaslandgerecht,51,0,0,51,0,0,0
#untersuchungsausschuss,51,29,11,4,0,1,6
#lobbyland,51,0,0,1,0,50,0
#bereitweilihresseid,50,0,50,0,0,0,0
#thueringen,49,9,0,8,27,0,5
#hdp,49,0,7,36,0,6,0
#klimaschutzgesetz,49,5,16,12,5,7,4
#rente,49,6,2,19,12,1,9
#ausgangssperren,48,1,1,1,6,1,38
#taliban,48,2,10,18,10,3,5
#rassismus,47,0,13,26,1,7,0
#kretschmann,46,6,11,1,12,7,9
#sitzungswoche,46,25,3,13,1,2,2
#amthor,46,1,13,13,1,16,2
#energiewende,46,1,14,2,12,13,4
#pressefreiheit,45,2,15,14,1,4,9
#habeck,44,6,14,10,1,4,9
#hongkong,44,1,17,2,0,5,19
#kabul,43,2,8,14,5,6,8
#thewsdirekt,43,0,0,0,0,43,0
#bayern,43,2,6,14,10,6,5
#annewill,43,2,14,9,3,3,12
#verkehrswende,43,0,26,17,0,0,0
#schnelltests,42,0,11,6,2,1,22
#mittelinks,42,0,0,42,0,0,0
#linkebpt,42,1,0,40,0,0,1
#parlament,42,6,4,3,2,3,24
#hochwasser,42,3,9,7,13,1,9
#lobbyismus,42,0,3,18,1,20,0
#giffey,42,3,8,12,11,2,6
#weremember,41,6,9,9,1,12,4
#washingtondc,41,11,6,4,3,11,6
#cdukorruption,41,0,1,33,2,5,0
#gewinnerstadt,41,0,0,0,41,0,0
#bundesverfassungsgericht,41,1,7,10,9,2,12
#hanau,41,7,12,15,3,3,1
#israel,40,8,4,5,7,2,14
#niewieder,40,5,12,9,6,7,1
#altparteien,40,0,0,0,40,0,0
