hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
einfamilienhaus,15,3,4,1,0.0,1,6,0.0
mensch,4,2,0,0,0.0,0,2,0.0
berlin,4,1,1,1,0.0,0,1,0.0
ich,3,0,0,0,0.0,0,3,0.0
lässt,2,0,1,0,0.0,0,1,0.0
enden,2,0,1,0,0.0,0,1,0.0
grün,2,0,2,0,0.0,0,0,0.0
grüne,2,0,1,0,0.0,0,1,0.0
grünen,2,0,1,1,0.0,0,0,0.0
hamburg,2,0,1,0,0.0,0,1,0.0
verbieten,2,0,1,0,0.0,0,1,0.0
neu,2,0,0,0,0.0,0,2,0.0
hochhaus,2,0,0,0,0.0,0,2,0.0
bei,2,0,0,0,0.0,0,2,0.0
bauen,2,0,1,0,0.0,0,1,0.0
verbot,2,1,0,1,0.0,0,0,0.0
leben,2,1,0,0,0.0,0,1,0.0
kein,2,1,0,0,0.0,0,1,0.0
linke,2,1,1,0,0.0,0,0,0.0
nachvollziehen,1,1,0,0,0.0,0,0,0.0
riesig,1,0,0,0,0.0,0,1,0.0
punkt,1,0,0,0,0.0,0,1,0.0
raumordnungspolitik,1,1,0,0,0.0,0,0,0.0
regieren,1,0,1,0,0.0,0,0,0.0
reich,1,0,1,0,0.0,0,0,0.0
reportage,1,0,0,0,0.0,0,1,0.0
scharf,1,0,0,0,0.0,1,0,0.0
riexinger,1,0,1,0,0.0,0,0,0.0
politiker,1,0,1,0,0.0,0,0,0.0
scheinen,1,1,0,0,0.0,0,0,0.0
mahlsdorf,1,1,0,0,0.0,0,0,0.0
schluss,1,0,0,0,0.0,1,0,0.0
schnitzler,1,0,0,0,0.0,1,0,0.0
sehr,1,0,0,0,0.0,0,1,0.0
potenzial,1,0,0,0,0.0,0,1,0.0
material,1,0,0,0,0.0,0,1,0.0
mahlsdorfer,1,1,0,0,0.0,0,0,0.0
neubau,1,0,0,0,0.0,0,1,0.0
na,1,0,0,0,0.0,0,1,0.0
mögen,1,0,0,0,0.0,0,1,0.0
modern,1,0,0,0,0.0,0,1,0.0
netz,1,0,1,0,0.0,0,0,0.0
min,1,0,1,0,0.0,0,0,0.0
milliarde,1,0,1,0,0.0,0,0,0.0
solargesetz,1,0,0,0,0.0,0,1,0.0
naja,1,0,0,0,0.0,1,0,0.0
