hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
rassismus,687,26,162,329,31,113,26
ich,501,48,100,181,18,108,46
nazi,460,41,48,242,20,90,19
diskriminierung,246,13,94,54,11,39,35
jahr,176,17,45,58,1,45,10
mensch,163,13,56,55,1,31,7
rechtsextrem,146,14,39,39,14,23,17
mein,144,8,38,52,3,30,13
heute,106,15,26,43,1,19,2
hanau,101,12,23,40,0,18,8
antisemitismus,101,5,20,47,3,17,9
hass,98,16,23,29,2,18,10
afd,97,7,9,37,20,17,7
gesellschaft,88,2,20,36,5,19,6
deutschland,86,3,17,33,8,18,7
noafd,84,4,16,58,0,5,1
opfern,83,21,15,33,0,11,3
tagen,81,10,15,27,0,22,7
in,77,6,16,35,6,12,2
innen,77,0,34,31,0,12,0
gedenken,75,14,9,32,0,16,4
und,75,5,16,30,3,18,3
rassistisch,73,4,13,42,0,11,3
zeigen,71,2,19,25,1,21,3
solidarität,65,0,13,37,1,12,2
ermorden,64,7,16,22,0,19,0
kampf,63,4,18,20,0,19,2
demokratie,62,7,17,21,1,13,3
rechtsextremismus,61,6,32,10,1,11,1
gemeinsam,60,4,12,30,0,12,2
bekämpfen,60,7,12,27,1,7,6
klaren,60,3,19,23,1,11,3
stehen,60,9,16,18,1,14,2
gewalt,58,1,13,30,0,8,6
bleiben,58,6,11,23,3,11,4
brauchen,55,2,23,14,1,13,2
bundestag,53,5,13,21,3,7,4
partei,52,3,8,23,5,8,5
wer,51,3,8,22,8,5,5
problem,49,4,11,26,3,3,2
migrationshintergrund,48,3,8,7,21,6,3
erinnern,48,2,15,22,0,8,1
sich,47,4,13,13,0,15,2
was,47,5,7,22,3,7,3
cdu,46,5,9,18,5,7,2
so,46,2,11,16,3,10,4
für,45,4,17,16,0,7,1
hetze,44,9,8,16,3,7,1
am,44,2,8,19,2,10,3
wichtig,44,2,15,14,0,8,5
saytheirnames,43,3,8,15,0,12,5
kämpfen,43,1,8,19,0,11,4
mal,42,2,5,19,6,8,2
vor,42,6,11,9,1,12,3
reden,42,0,3,29,2,7,1
hatespeech,42,1,26,4,2,6,3
finden,42,3,9,22,1,3,4
auch,41,0,8,13,0,13,7
danken,40,2,4,17,2,12,3
ein,40,4,10,12,1,8,5
mit,40,5,9,15,2,9,0
aber,40,0,8,19,0,7,6
frau,39,2,18,9,4,5,1
linke,39,0,0,31,4,2,2
recht,39,0,19,14,1,3,2
strukturell,38,0,13,18,3,3,1
leben,38,1,9,12,2,11,3
anschlag,37,4,8,18,1,3,3
faschismus,37,0,6,21,1,8,1
polizei,37,0,7,25,3,2,0
politisch,37,3,10,9,4,4,7
vergessen,36,3,3,14,0,16,0
eine,36,2,11,12,2,7,2
thema,36,1,14,11,4,5,1
überall,36,4,15,9,0,7,1
töten,36,2,3,14,4,10,3
opfer,35,3,6,19,0,4,3
weremember,35,10,8,6,0,8,3
niewieder,34,3,7,16,0,6,2
wenn,34,0,8,11,7,7,1
stellen,33,4,7,17,1,3,1
sprechen,32,3,7,13,0,8,1
zeit,32,2,8,10,1,5,6
im,32,1,9,14,0,5,3
auschwitz,32,7,5,10,0,9,1
sinti,31,1,10,8,0,12,0
terror,31,0,2,19,2,6,2
frage,31,0,11,11,3,3,3
sein,31,0,4,11,4,8,4
nicht,31,1,7,12,0,4,7
hören,30,1,8,16,0,5,0
corona,30,0,3,15,6,5,1
land,29,2,10,9,0,5,3
roma,29,2,10,2,0,15,0
blacklivesmatter,29,0,7,17,2,3,0
million,28,6,3,11,0,8,0
spd,28,1,3,3,5,14,2
