hashtag,total,LINKE,AFD,GRUENE,SPD,FDP,CDUCSU,OTHER
schule,355,127,24,112,23,28,41,0
ich,330,151,17,88,13,33,28,0
innen,183,133,0,46,4,0,0,0
schüler,153,97,14,30,3,7,2,0
bildung,142,49,15,43,2,18,14,1
berlin,126,53,13,35,7,7,11,0
hochschule,104,70,0,26,6,2,0,0
mein,80,34,6,20,3,8,8,1
corona,66,21,4,32,1,2,6,0
und,64,35,3,17,1,4,4,0
kind,63,20,8,18,3,7,7,0
lehrer,61,16,9,20,0,3,12,1
berliner,51,14,11,16,3,3,4,0
schnelltests,46,5,0,33,4,1,3,0
test,45,14,0,26,4,0,1,0
mal,43,28,1,8,1,4,1,0
eltern,43,21,2,6,0,3,11,0
aber,42,11,2,23,1,2,3,0
schulen,41,20,0,15,2,3,1,0
kita,38,5,3,20,5,2,3,0
brauchen,38,12,1,13,0,7,5,0
woche,34,15,2,14,0,1,2,0
jahr,33,13,2,7,1,2,8,0
testen,33,11,1,21,0,0,0,0
finden,32,12,2,15,1,0,2,0
wichtig,32,7,3,15,2,2,3,0
in,31,20,1,7,1,0,2,0
mensch,30,12,2,11,1,2,2,0
agh,29,17,3,4,1,2,1,1
was,28,10,2,7,0,5,4,0
senat,28,9,2,4,0,3,10,0
homeschooling,28,18,1,6,0,1,2,0
pandemie,27,6,1,12,0,5,3,0
wie,27,4,2,12,0,3,6,0
sein,26,15,2,7,0,0,1,1
universität,25,11,10,4,0,0,0,0
thema,25,8,2,10,2,2,1,0
frage,25,14,1,7,1,2,0,0
heute,24,8,3,9,3,1,0,0
sich,24,12,1,8,0,0,3,0
stehen,23,13,0,6,0,2,2,0
stellen,23,5,1,9,1,6,1,0
zeigen,23,4,3,7,7,0,2,0
da,23,8,1,8,1,1,4,0
für,22,8,2,11,0,0,1,0
ferien,22,13,0,2,7,0,0,0
lassen,22,9,4,5,0,1,3,0
lockdown,22,1,7,5,0,3,6,0
ja,21,15,1,4,0,0,1,0
gut,21,10,1,7,2,1,0,0
öffnen,21,8,2,1,1,3,6,0
sehen,21,8,1,7,1,1,3,0
sprechen,21,14,0,5,0,0,2,0
wenn,21,13,1,3,1,2,1,0
schnellen,21,7,0,9,1,2,2,0
geben,21,9,0,8,1,3,0,0
impfen,20,13,1,3,2,1,0,0
monat,20,11,0,1,0,3,5,0
selbsttests,20,5,0,12,3,0,0,0
präsenzunterricht,20,8,1,5,0,3,3,0
fordern,20,9,1,4,0,2,4,0
zeit,19,11,0,4,1,2,1,0
so,19,6,1,7,0,3,2,0
zum,19,7,1,8,1,1,1,0
luftfilter,18,2,1,1,0,7,7,0
wissa,18,16,0,2,0,0,0,0
danken,18,8,0,9,0,0,1,0
auch,18,8,2,7,0,0,1,0
inzidenzen,18,16,0,2,0,0,0,0
mit,18,8,1,8,0,1,0,0
problem,17,11,1,3,1,0,1,0
jetzt,17,5,3,6,0,2,1,0
politische,17,3,5,2,0,2,5,0
einfach,17,9,1,5,0,1,1,0
viel,16,5,1,3,7,0,0,0
deutlich,16,5,1,2,7,0,1,0
recht,16,6,2,5,0,1,2,0
kolleg,16,16,0,0,0,0,0,0
ein,16,3,4,5,0,1,2,1
all,16,4,0,3,7,1,1,0
gelten,16,5,1,5,3,2,0,0
000,16,14,2,0,0,0,0,0
geld,16,3,4,3,1,4,1,0
laufen,16,7,2,6,0,0,1,0
gesundheit,16,6,0,2,7,0,1,0
hier,16,3,0,10,2,0,1,0
zulassen,15,2,0,5,7,0,1,0
letzt,15,5,1,4,0,2,3,0
sozial,15,7,0,7,0,1,0,0
familie,15,5,3,5,0,2,0,0
haben,15,5,0,5,1,0,4,0
r2,15,11,0,1,0,1,2,0
cdu,15,3,6,0,2,0,4,0
reden,15,8,2,4,0,1,0,0
wer,15,4,1,1,8,1,0,0
schließen,15,4,1,6,0,3,1,0
deutschland,14,2,4,5,0,2,1,0
kosten,14,3,2,1,2,3,3,0
verteilen,14,8,0,3,1,2,0,0
land,14,1,1,4,0,6,2,0
debatte,14,5,1,7,0,0,1,0
also,14,8,0,5,0,1,0,0
spd,14,3,4,3,0,0,4,0
bei,14,6,1,4,0,1,2,0
12,14,8,3,1,0,0,2,0
setzen,14,7,1,5,1,0,0,0
beispiel,14,6,0,6,0,2,0,0
weg,13,4,0,3,0,3,3,0
wissenschaft,13,1,0,12,0,0,0,0
handeln,13,3,0,1,7,0,2,0
beschließen,13,7,0,2,0,2,2,0
verwaltung,13,5,1,4,0,1,2,0
bleiben,13,5,4,1,0,2,1,0
eigentlich,13,7,1,1,0,2,2,0
fragen,13,6,0,6,0,0,1,0
sichern,13,5,0,6,0,2,0,0
bitte,13,3,0,7,2,1,0,0
bekommen,13,4,2,6,0,0,1,0
jugendliche,13,1,0,10,0,1,1,0
pflege,13,3,0,6,4,0,0,0
öffnung,13,4,0,7,0,2,0,0
klaren,13,6,0,4,0,2,1,0
morgen,12,5,0,5,2,0,0,0
kein,12,5,3,0,2,0,2,0
erzieher,12,6,0,4,1,0,1,0
stark,12,4,1,2,1,4,0,0
bereich,12,3,1,8,0,0,0,0
wissen,12,5,2,2,0,3,0,0
unterricht,12,8,0,3,0,1,0,0
warum,12,5,0,2,0,1,4,0
afd,12,1,8,0,1,0,1,1
leben,12,6,1,1,1,1,2,0
nutzen,12,6,0,4,0,1,1,0
kommend,12,6,0,5,0,0,1,0
zukunft,12,3,2,2,2,2,1,0
lehrkräfte,12,9,0,0,0,2,1,0
nein,12,8,0,0,1,1,2,0
unterstützen,12,7,0,4,0,1,0,0
schön,12,3,1,7,0,0,1,0
schnell,12,2,1,6,0,1,2,0
politik,12,4,2,2,0,2,2,0
schutz,12,4,1,4,1,1,1,0
ermöglichen,12,5,0,5,0,0,2,0
lösung,12,1,0,1,7,2,1,0
hören,12,8,0,3,0,0,1,0
priorität,12,5,0,5,1,0,1,0
genau,12,4,1,3,0,3,1,0
einsetzen,12,2,0,7,1,1,1,0
digitalisierung,12,3,0,2,1,1,5,0
meine,11,4,0,6,0,0,1,0
im,11,8,0,2,1,0,0,0
studierende,11,6,0,4,1,0,0,0
deutsch,11,3,3,2,1,2,0,0
antrag,11,1,4,2,1,1,2,0
unterstützung,11,5,0,5,0,0,1,0
milliarde,11,5,2,1,0,1,2,0
mpk,11,2,0,8,0,0,1,0
deshalb,11,3,0,6,0,1,1,0
arbeit,11,4,1,2,2,0,1,1
ts,11,11,0,0,0,0,0,0
frau,11,4,1,4,1,0,1,0
rot,11,0,0,0,0,1,10,0
können,10,4,2,2,0,1,1,0
entscheiden,10,6,0,2,1,1,0,0
berichten,10,8,0,2,0,0,0,0
aktuell,10,3,0,5,0,1,1,0
kennen,10,6,1,1,0,1,1,0
schaffen,10,2,0,3,0,3,2,0
auf,10,7,1,2,0,0,0,0
entscheidung,10,7,1,2,0,0,0,0
nötigen,10,0,0,2,7,1,0,0
2x,10,9,0,1,0,0,0,0
50,10,9,0,0,0,0,1,0
österreich,10,0,0,9,0,1,0,0
schülerin,10,4,0,3,0,3,0,0
mitteln,10,6,0,4,0,0,0,0
mahe,10,7,0,3,0,0,0,0
politisch,10,2,3,1,2,0,2,0
bund,10,3,0,5,0,2,0,0
ort,10,1,0,8,0,0,1,0
diskutieren,10,4,0,2,1,2,1,0
fall,10,4,1,4,1,0,0,0
linke,10,7,2,0,0,0,1,0
million,10,6,1,1,2,0,0,0
lernen,10,4,1,5,0,0,0,0
prüfung,10,8,0,2,0,0,0,0
hausen,10,6,0,3,0,1,0,0
euro,10,7,2,0,0,1,0,0
helfen,10,3,1,4,1,1,0,0
tagen,10,3,0,5,1,1,0,0
nehmen,10,1,0,5,0,3,1,0
partei,9,2,2,1,0,0,4,0
soziale,9,1,1,5,0,2,0,0
enden,9,1,1,3,1,1,2,0
mio,9,4,1,4,0,0,0,0
wahl,9,3,3,2,0,1,0,0
homeoffice,9,4,0,1,0,2,2,0
etc,9,1,0,5,1,1,1,0
ne,9,4,0,5,0,0,0,0
selbsttest,9,5,0,4,0,0,0,0
bitten,9,3,1,3,0,1,1,0
mobil,9,3,1,5,0,0,0,0
erwarten,9,4,0,5,0,0,0,0
bestellen,9,6,0,1,0,0,2,0
klar,9,1,1,5,0,1,1,0
vorschlag,9,4,0,4,1,0,0,0
gute,9,6,0,3,0,0,0,0
sorgen,9,2,1,0,1,2,3,0
verantwortung,9,6,0,2,0,0,1,0
spielen,9,1,0,1,7,0,0,0
liegen,9,3,1,3,0,0,1,1
situation,9,5,1,3,0,0,0,0
gesetz,9,2,0,6,0,0,1,0
bezirk,9,5,0,2,0,1,1,0
beginnen,9,3,0,3,2,0,1,0
zumindest,9,5,0,3,0,1,0,0
sofort,9,3,1,2,0,1,2,0
diskussion,9,2,0,3,0,1,3,0
drucken,9,6,0,2,0,1,0,0
gerne,9,1,0,5,0,1,2,0
plenum,9,6,0,2,0,1,0,0
leider,9,3,0,2,0,2,2,0
idee,9,2,0,5,1,1,0,0
beschäftigte,9,8,0,0,1,0,0,0
stadt,9,4,0,1,0,4,0,0
gemeinsam,9,2,0,3,1,2,1,0
öffentlich,9,2,1,5,0,1,0,0
schreiben,8,2,2,1,0,2,1,0
inzidenz,8,3,0,1,0,1,3,0
halten,8,2,1,2,0,2,1,0
angebot,8,2,0,4,1,1,0,0
fdp,8,0,5,1,1,1,0,0
seite,8,6,1,1,0,0,0,0
auszubildende,8,3,1,3,1,0,0,0
sicher,8,3,0,1,0,1,3,0
täglich,8,4,1,3,0,0,0,0
aus,8,3,0,3,1,1,0,0
schuljahr,8,3,1,4,0,0,0,0
scheeres,8,2,1,0,0,2,3,0
aufgeben,8,4,1,1,0,1,0,1
wirtschaft,8,1,1,3,0,1,2,0
weiß,8,3,1,1,0,1,2,0
fehlen,8,1,0,0,1,3,3,0
grüne,8,0,3,1,0,0,4,0
allesistdrin,8,0,0,8,0,0,0,0
präsenz,8,3,0,5,0,0,0,0
