hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
#usa,457,147,83,115,21,24,67
#nrw,336,26,80,43,57,97,33
#afd,230,0,1,0,223,2,4
#corona,210,23,28,46,43,21,49
#laschet,171,6,89,44,9,16,7
#bundestag,155,8,26,24,57,24,16
#deutschland,127,8,8,24,27,43,17
#spd,119,11,12,9,7,72,8
#eu,112,47,12,18,9,6,20
#cdu,108,23,28,20,15,15,7
#btw21,102,9,28,31,18,1,15
#berlin,99,24,8,12,35,6,14
#klimaschutz,95,9,55,10,2,15,4
#bundesregierung,82,0,8,27,29,0,18
#fdp,79,3,16,11,8,2,39
#bonn,71,0,61,2,0,3,5
#biden,69,7,11,27,4,6,14
#afghanistan,63,9,7,29,5,6,7
#trump,61,6,15,17,5,6,12
#covid19,60,8,11,14,8,8,11
#mietendeckel,57,8,5,34,1,2,7
#lockdown,55,3,1,7,29,2,13
#thewsdirekt,54,0,0,0,0,54,0
#russland,51,12,7,23,2,2,5
#werne,50,0,0,0,0,50,0
#selm,50,0,0,0,0,50,0
#lünen,50,0,0,0,0,50,0
#hamm,50,0,0,0,0,50,0
#demokratie,47,11,9,7,6,4,10
#spdde,47,0,0,0,0,47,0
#spdbt,47,0,0,0,0,47,0
#china,46,17,12,6,0,4,7
#europa,43,18,12,5,1,2,5
#merkel,42,3,4,8,21,1,5
#csu,41,7,15,9,2,3,5
#bund,39,23,6,4,0,3,3
#capitol,38,7,7,7,3,3,11
#allesistdrin,37,0,37,0,0,0,0
#wirecard,36,5,3,17,1,7,3
#deutschlandabernormal,36,0,0,0,36,0,0
#pandemie,34,13,4,8,0,7,2
#impfstoff,34,1,8,12,0,3,10
#noafd,33,1,11,13,0,3,5
#scholz,33,4,11,7,4,4,3
#infektionsschutzgesetz,32,4,0,6,17,2,3
#triell,32,4,16,1,2,7,2
#dielinke,32,0,0,32,0,0,0
#nato,32,3,4,22,0,1,2
#linke,31,2,1,27,1,0,0
#freiheit,30,2,0,0,23,0,5
#nordstream2,30,8,9,5,2,2,4
#afdimbundestag,29,0,0,0,29,0,0
#brandner,29,0,0,0,29,0,0
#grüne,29,6,12,4,3,1,3
#verkehrswende,28,0,18,8,0,2,0
#assange,28,1,5,21,0,1,0
#mpk,27,2,5,5,3,1,11
#hochwasser,26,4,6,2,5,9,0
#btw2021,26,3,5,6,8,1,3
#lucaapp,26,1,0,25,0,0,0
#inaugurationday,25,6,5,3,0,5,6
#klimakrise,25,1,17,7,0,0,0
#spahn,24,0,4,11,2,1,6
#impfen,24,3,1,6,2,3,9
#digitalisierung,24,3,5,1,0,6,9
#bundeswehr,24,3,0,18,1,1,1
#bildung,23,2,10,2,0,2,7
#grundrechte,23,0,0,5,12,0,6
#r2g,22,7,0,7,1,0,7
#wegenmorgen,21,16,1,2,0,0,2
#impfung,21,2,2,5,5,3,4
#klima,21,3,14,0,0,3,1
#bundestagswahl,20,1,3,7,7,0,2
#vielzutun,20,0,0,0,0,0,20
#wirholendasdirektmandat,19,0,0,0,19,0,0
#thüringen,19,4,0,1,12,0,2
#politik,19,2,0,1,2,14,0
#groko,19,2,6,5,2,1,3
#söder,19,1,4,4,4,0,6
#grünen,18,5,3,1,2,0,7
