hashtag,total,CDUCSU,GRUENE,LINKE,AFD,SPD,FDP
ich,1040,195,123,315,87,135,185
interview,854,131,162,210,69,135,147
tweet,808,157,115,208,66,93,169
twitter,801,143,90,256,88,105,119
mein,379,87,41,115,35,47,54
mal,166,33,20,38,9,26,40
und,153,32,21,37,10,29,24
aber,137,24,16,46,9,22,20
lesen,96,17,14,25,5,14,21
mensch,93,14,10,32,10,11,16
wenn,87,13,13,26,5,11,19
frage,80,11,16,18,8,10,17
im,78,13,17,22,3,8,15
stehen,77,9,11,22,5,8,22
sein,74,13,10,20,4,11,16
sprechen,73,16,9,15,5,8,20
sich,71,15,12,19,0,15,10
corona,70,8,7,20,6,9,20
finden,69,11,11,20,7,7,13
hier,66,14,8,15,5,17,7
was,65,8,8,19,7,10,13
afd,63,4,3,4,48,4,0
in,62,9,11,21,3,7,11
thema,62,12,11,19,2,6,12
schreiben,61,12,8,24,5,7,5
haben,60,13,10,15,3,10,9
leute,60,5,3,36,5,6,5
ein,58,6,10,17,6,10,9
da,57,11,6,15,7,11,7
einfach,57,15,6,15,2,4,15
spd,57,6,7,14,6,16,8
sehen,56,12,6,13,5,8,12
jahr,55,12,15,8,4,4,12
zeit,55,12,3,21,1,9,9
brauchen,54,13,6,14,6,2,13
woche,54,7,8,14,0,14,11
deutschland,53,9,7,16,7,2,12
zeigen,51,12,10,8,5,7,9
wer,51,10,3,19,5,6,8
danken,51,7,13,15,6,4,6
politik,51,12,7,18,1,6,7
genau,50,11,2,14,3,6,14
partei,49,7,4,19,9,1,9
löschen,49,11,10,9,6,4,9
geben,49,10,9,12,3,9,6
so,48,9,4,13,6,7,9
cdu,48,10,22,8,0,4,4
antwort,48,10,13,13,1,4,7
wichtig,47,6,8,13,3,8,9
account,47,6,2,23,3,5,8
gerne,46,12,3,13,3,2,13
bundestag,45,6,8,10,10,4,7
politisch,45,10,9,9,8,1,8
falsch,45,14,2,16,0,3,10
verstehen,45,5,4,16,5,3,12
wie,45,9,9,11,5,5,6
fdp,44,3,6,4,3,2,26
gut,43,4,7,7,2,8,15
land,43,9,6,12,4,9,3
frau,42,5,6,14,5,6,6
kritik,42,3,2,21,0,10,6
wirecard,42,7,3,30,0,1,1
bleiben,41,8,7,7,4,7,8
stellen,41,8,4,15,3,2,9
nehmen,41,9,9,13,2,1,7
tagen,40,7,8,10,3,5,7
debatte,40,3,3,23,0,3,8
auch,40,8,6,13,3,4,6
grüne,39,7,6,7,3,2,14
bei,39,6,4,14,2,6,7
klaren,38,8,8,8,7,4,3
erklären,38,6,4,11,3,8,6
berlin,38,7,5,2,12,3,9
reden,38,7,5,15,3,1,7
lassen,38,8,5,10,2,8,5
mit,38,8,7,7,6,3,7
jetzt,38,3,6,16,5,4,4
demokratie,37,8,3,6,6,8,6
völlig,37,4,3,9,7,4,10
für,37,11,6,15,1,2,2
uhr,35,5,6,16,1,1,6
viel,35,7,12,9,2,2,3
linke,35,2,0,25,3,0,5
offenbaren,34,6,2,15,4,4,3
herr,34,6,6,10,4,3,5
meinung,34,9,5,4,3,4,9
hören,34,4,7,13,2,2,6
union,34,7,14,8,0,1,4
heute,33,8,3,9,2,3,8
wahlkampf,33,5,11,6,0,5,6
aktuell,33,8,4,13,0,3,5
man,33,9,3,13,2,3,3
schön,33,6,4,11,2,2,8
trump,33,2,4,8,4,11,4
denken,33,5,3,13,2,6,4
facebook,33,3,2,16,5,4,3
neu,33,3,4,14,2,3,7
echt,32,5,9,4,1,8,5
problem,32,2,5,14,2,3,6
folgen,32,6,6,9,2,4,5
weiß,32,4,4,8,4,6,6
sichern,32,6,4,9,2,5,6
bundesregierung,32,4,7,10,2,1,8
wissen,31,1,6,8,1,5,10
gestern,31,4,4,8,4,2,9
glauben,31,6,3,8,0,7,7
link,31,3,1,24,2,0,1
liegen,31,10,3,6,3,6,3
the,31,7,1,10,0,4,9
letzt,31,5,7,8,2,8,1
öffentlich,31,3,5,11,3,7,2
warum,31,2,2,9,4,5,9
eigentlich,30,3,5,8,3,4,7
laschet,30,4,10,7,0,5,4
sagen,30,3,6,6,4,5,6
bitte,30,6,2,7,2,8,5
innen,30,0,8,18,1,2,1
tweets,30,13,3,5,1,4,4
hab,29,6,5,11,2,4,1
leben,29,3,3,8,2,8,5
afghanistan,29,4,8,9,1,4,3
arbeit,29,5,3,8,4,5,4
ja,29,3,3,10,4,0,9
nicht,29,4,5,9,3,4,4
stimmen,28,7,4,10,1,4,2
tb,28,0,0,0,0,0,28
fragen,28,4,2,10,1,4,7
recht,28,1,3,11,4,5,4
and,28,5,1,9,0,3,10
teilen,27,4,3,8,4,5,3
politiker,27,7,2,4,7,5,2
morgen,27,6,1,11,3,5,1
kommentar,26,6,1,4,3,6,6
eu,26,8,3,3,1,5,6
führen,26,3,2,10,1,1,9
helfen,26,5,3,7,2,4,5
nein,26,2,1,8,2,2,11
lang,25,1,3,17,0,1,3
nächst,25,6,6,3,3,3,4
also,25,4,3,6,3,5,4
dieser,25,2,7,3,4,3,6
dann,25,5,4,6,1,3,6
dass,25,1,2,10,2,4,6
to,25,8,2,9,0,1,5
weg,25,5,3,5,3,4,5
halt,25,3,3,6,0,5,8
merkel,25,2,3,5,8,1,6
deutsch,24,2,2,8,4,2,6
argument,24,3,2,10,0,4,5
äußern,24,8,1,7,3,4,1
beziehen,24,3,7,9,0,4,1
bringen,24,3,7,9,0,1,4
btw21,24,4,4,6,1,3,6
siehe,24,2,5,11,0,0,6
impfstoff,24,2,1,11,0,5,5
herrn,23,0,6,8,2,5,2
grün,23,2,8,3,0,3,7
impfen,23,7,1,3,0,6,6
kritisieren,23,7,1,9,1,1,4
sorry,23,5,4,7,0,2,5
über,23,2,5,7,1,3,5
zum,23,5,3,5,1,4,5
auf,23,1,5,5,4,6,2
diskussion,23,4,6,5,1,3,4
scheinen,23,5,5,3,3,2,5
this,23,1,1,6,7,1,7
usa,23,12,1,6,1,0,3
halten,22,3,3,5,5,2,4
gewalt,22,10,0,3,5,0,4
eher,22,1,2,5,3,4,7
nur,22,2,3,7,2,3,5
nochmal,22,2,3,14,1,1,1
satz,22,3,2,5,4,1,7
monat,22,0,2,10,0,6,4
enden,22,3,1,13,2,2,1
wahl,22,5,3,6,4,1,3
malen,22,2,2,12,4,1,1
is,22,3,1,8,1,3,6
lucaapp,22,0,0,20,0,2,0
welt,22,5,3,6,3,1,4
co,22,3,1,11,5,2,0
fall,22,3,4,7,0,1,7
sehr,22,5,2,4,1,6,4
lieben,21,3,4,4,0,3,7
gemeinsam,21,5,3,6,1,4,2
inhalt,21,6,4,5,1,3,2
können,21,8,2,6,0,4,1
bekommen,21,2,4,7,4,3,1
verantwortung,21,3,5,3,1,7,2
2021,21,6,0,5,1,0,9
direkt,21,3,5,6,2,1,4
pandemie,21,5,4,1,1,6,4
wort,21,5,3,5,1,1,6
scholz,20,1,8,8,1,2,0
deutlich,20,3,3,6,4,2,2
versuchen,20,2,3,7,0,0,8
machen,20,2,3,2,2,7,4
schnellen,20,4,2,5,0,5,4
csu,20,4,10,2,0,1,3
dank,20,2,11,3,1,1,2
am,20,4,4,7,1,1,3
via,20,2,1,5,3,3,6
oder,20,5,2,5,4,2,2
eine,20,5,2,2,2,2,7
journalist,20,4,3,9,1,1,2
baerbock,20,2,2,6,5,0,5
aussage,20,2,6,9,3,0,0
10,20,3,3,6,1,4,3
klimaschutz,20,2,13,2,0,2,1
tun,20,3,4,5,0,1,7
treffen,19,4,4,4,3,3,1
20,19,4,2,7,0,4,2
lockdown,19,2,1,2,2,3,9
bild,19,2,4,4,2,2,5
maßnahme,19,1,5,4,0,2,7
vielleicht,19,4,5,5,1,1,3
klar,19,5,2,6,0,3,3
rein,19,2,1,7,0,1,8
setzen,19,1,5,7,1,2,3
gelten,19,1,5,5,0,1,7
freuen,19,3,7,6,0,0,3
nutzen,19,4,0,7,2,3,3
stark,19,6,2,4,1,4,2
weil,18,2,3,6,2,4,1
wo,18,3,1,9,3,2,0
soziale,18,0,3,12,0,1,2
live,18,4,3,6,2,0,3
fordern,18,1,6,6,2,1,2
lieb,18,2,9,1,0,3,3
weder,18,3,2,3,2,4,4
abend,18,2,3,5,2,3,3
diskutieren,18,3,3,9,0,2,1
schauen,18,2,3,4,1,3,5
paar,18,2,1,12,0,1,2
lesenswert,18,1,3,6,1,4,3
kennen,18,2,3,5,4,2,2
hinweis,18,1,1,7,5,2,2
tag,18,3,3,4,1,6,1
laufen,18,2,1,5,2,3,5
gesellschaft,18,3,5,3,1,1,5
arbeiten,18,4,1,6,0,7,0
ander,18,3,4,6,0,4,1
handeln,18,8,0,5,0,2,3
beispiel,17,3,3,4,0,2,5
jed,17,2,2,4,2,3,4
antworten,17,6,1,6,0,3,1
kollege,17,2,3,5,0,3,4
reichen,17,3,1,8,1,1,3
all,17,4,1,5,0,3,4
sogar,17,2,1,7,1,5,1
denn,17,2,3,10,0,2,0
schaffen,17,1,3,8,1,3,1
beitrag,17,1,3,4,4,3,2
behaupten,17,2,2,8,1,2,2
artikel,17,0,4,10,1,0,2
erreichen,17,2,3,7,1,2,2
einig,17,2,2,6,2,4,1
kind,17,0,7,8,0,0,2
video,17,2,1,7,4,0,3
meine,17,5,2,4,0,3,3
gespräch,16,3,3,5,3,2,0
zukunft,16,2,6,3,1,2,2
ort,16,6,1,6,0,2,1
passt,16,2,4,5,1,2,2
thread,16,2,2,7,1,0,4
grund,16,2,1,6,1,2,4
mehr,16,1,5,2,0,2,6
freiheit,16,1,1,1,8,1,4
russland,16,4,0,5,0,4,3
tv,16,1,1,8,2,1,3
idee,16,1,3,5,0,2,5
schlimm,16,2,1,3,5,3,2
deshalb,16,7,1,2,2,2,2
eindruck,16,1,4,2,1,2,6
meinen,16,3,1,3,1,3,5
30,16,3,3,5,0,1,4
diese,16,3,2,2,4,3,2
buchen,16,1,5,8,0,1,1
bitten,16,2,1,3,1,3,6
lässt,16,3,2,3,1,2,5
kommentieren,15,5,2,5,0,2,1
bundestagswahl,15,3,2,1,5,0,4
blicken,15,2,4,4,0,2,3
funktionieren,15,1,0,5,2,5,2
ex,15,1,0,13,0,0,1
follower,15,1,2,4,5,0,3
alle,15,2,2,5,0,1,5
ironie,15,1,1,7,1,3,2
hass,15,2,4,1,4,3,1
entscheiden,15,1,2,6,1,2,3
leider,15,3,2,0,2,3,5
tatsächlich,15,0,4,5,1,1,4
persönlich,15,3,2,3,1,4,2
spiegeln,15,4,2,4,0,2,3
zb,15,1,1,6,1,3,3
voll,15,5,0,5,1,2,2
regierung,15,0,4,4,3,3,1
merz,15,1,2,12,0,0,0
sachlich,15,3,2,4,3,0,3
trumpbanned,15,0,0,3,11,1,0
offensichtlich,15,1,4,4,1,3,2
empfehlen,14,5,2,4,0,2,1
vor,14,3,3,4,3,1,0
medium,14,2,2,2,2,3,3
mann,14,2,0,6,2,3,1
